species,individual_id,n_records,tracking_days,median_sampling_interval_hours,median_step_km,p95_step_km,median_speed_kmh,p95_speed_kmh,fraction_flagged,start_date,end_date
grey reef shark,CARAMB_2022_06-PTT_233550,669,137.26909722222223,4.614722222222222,5.538172496588651,19.856210657602112,1.0621347096813658,3.365926368995065,0.0,2022-06-02 04:32:30+00:00,2022-10-17 11:00:00+00:00
grey reef shark,CARAMB_2022_07-PTT_233548,694,213.58333333333334,7.625,0.0,3.923219341375378,0.0,0.37400584238895707,0.0,2022-06-01 00:00:00+00:00,2022-12-31 14:00:00+00:00
grey reef shark,CARAMB_2022_08-PTT_233553,930,194.25,4.646944444444444,2.779877005838362,11.441940359411651,0.5826477189693612,1.6800733801525187,0.002150537634408602,2022-06-02 21:00:00+00:00,2022-12-14 03:00:00+00:00
melon-headed whale,PEPELE_2022_01-PTT_232337,2,0.043055555555555555,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,2022-05-31 05:39:00+00:00,2022-05-31 06:41:00+00:00
melon-headed whale,PEPELE_2022_02-PTT_197370,99,6.011111111111111,0.6333333333333333,2.9948254779319243,11.200012196469853,4.95199944515323,17.94119571693949,0.030303030303030304,2022-05-31 03:50:00+00:00,2022-06-06 04:06:00+00:00
melon-headed whale,PEPELE_2022_03-PTT_141732,7,0.17222222222222222,0.6916666666666667,6.043425138696518,23.209807822531396,7.535109498259516,28.203202007156325,0.14285714285714285,2022-05-31 05:34:00+00:00,2022-05-31 09:42:00+00:00
melon-headed whale,PEPELE_2022_04-PTT_232338,135,6.489583333333333,0.6,2.5461913123167617,11.952758495486396,4.406776903762954,15.816416341226924,0.02962962962962963,2022-06-01 19:10:00+00:00,2022-06-08 06:55:00+00:00
melon-headed whale,PEPELE_2022_05-PTT_232339,296,14.54513888888889,0.6166666666666667,2.281817508953376,10.087115938333643,4.285359934173377,16.667634648326484,0.037162162162162164,2022-06-01 19:25:00+00:00,2022-06-16 08:30:00+00:00
melon-headed whale,PEPELE_2022_06-PTT_169420,230,16.928472222222222,0.7666666666666667,2.595862994207079,17.64535363074083,3.978262286019413,16.58068352515241,0.030434782608695653,2022-06-01 20:53:00+00:00,2022-06-18 19:10:00+00:00
melon-headed whale,PEPELE_2022_07-PTT_208877,223,13.988194444444444,0.775,2.973487694063922,18.553531977027305,4.237742596532242,18.75353141068969,0.03587443946188341,2022-06-02 04:34:00+00:00,2022-06-16 04:17:00+00:00
melon-headed whale,PEPELE_2022_08-PTT_208878,223,13.988194444444444,0.775,2.973487694063922,18.553531977027305,4.237742596532242,18.75353141068969,0.03587443946188341,2022-06-02 04:34:00+00:00,2022-06-16 04:17:00+00:00
red-footed booby,RFBO_2022_01-igotu_04,1589,2.619178240740741,0.035,0.012886447204307112,1.0325902080230498,0.33911084089383625,28.936062808930526,0.0012586532410320957,2022-05-29 08:11:08+00:00,2022-05-31 23:02:45+00:00
red-footed booby,RFBO_2022_02-igotu_22,869,1.2769212962962964,0.03361111111111111,0.0,0.36320820695262807,0.0,10.71761922155296,0.0,2022-05-29 08:06:54+00:00,2022-05-30 14:45:40+00:00
red-footed booby,RFBO_2022_03-igotu_16,2773,4.532048611111111,0.035277777777777776,0.011774981169515059,1.227890293184678,0.30071695062781534,33.42962690909188,0.000721240533717995,2022-05-29 09:36:37+00:00,2022-06-02 22:22:46+00:00
red-footed booby,RFBO_2022_04-igotu_06,1689,2.626400462962963,0.034722222222222224,0.005482806112042734,0.4752807934312229,0.15361248567167418,13.587323871850307,0.0,2022-05-29 08:05:18+00:00,2022-05-31 23:07:19+00:00
red-footed booby,RFBO_2022_05-igotu_23,2631,16.150891203703704,0.034722222222222224,0.008710141011872109,1.1152192718277647,0.2360997137328693,31.584566924638885,0.0007601672367920942,2022-05-16 19:02:32+00:00,2022-06-01 22:39:49+00:00
red-footed booby,RFBO_2022_06-igotu_25,2178,3.3086458333333333,0.035,0.009969148806736824,1.4056813185136035,0.2759909235572914,39.78617187230056,0.0013774104683195593,2022-05-30 18:58:34+00:00,2022-06-03 02:23:01+00:00
red-footed booby,RFBO_2022_07-igotu_11,1503,2.2651041666666667,0.034444444444444444,0.008412976517152186,1.0892690283455801,0.2330175831056217,29.968449077663823,0.001996007984031936,2022-05-30 19:16:21+00:00,2022-06-02 01:38:06+00:00
red-footed booby,RFBO_2022_09-igotu_20,1527,2.2944791666666666,0.034722222222222224,0.008479545101136868,1.0091481993398919,0.2348823827077059,28.874592717318063,0.0006548788474132286,2022-05-30 20:34:19+00:00,2022-06-02 03:38:22+00:00
red-footed booby,RFBO_2022_10-igotu_07,2617,3.9061226851851854,0.034444444444444444,0.008390459775181366,1.1171843098192773,0.23428435453926783,31.85222639436525,0.00038211692777990065,2022-05-30 20:55:58+00:00,2022-06-03 18:40:47+00:00
red-footed booby,RFBO_2022_11-igotu_30,1449,2.260150462962963,0.034444444444444444,0.010437864839251102,1.6715337132803214,0.2910987437741981,37.93618055066785,0.0006901311249137336,2022-05-30 21:22:19+00:00,2022-06-02 03:36:56+00:00
red-footed booby,RFBO_2022_12-igotu_28,1430,2.0985185185185187,0.034166666666666665,0.007318478243233383,1.1322887999109026,0.2114281735949538,32.75507048169272,0.0034965034965034965,2022-05-31 02:00:02+00:00,2022-06-02 04:21:54+00:00
red-footed booby,RFBO_2022_13-igotu_16,1382,2.0416898148148146,0.034444444444444444,0.005354442675101549,1.1436865438369168,0.1520608815625096,31.916532996216755,0.0,2022-05-31 03:22:15+00:00,2022-06-02 04:22:17+00:00
red-footed booby,RFBO_2022_14-igotu_02,2537,3.729212962962963,0.03305555555555555,0.008214772405981292,1.169727319534695,0.237354386314008,33.93164709522624,0.0007883326763894363,2022-05-31 01:50:52+00:00,2022-06-03 19:20:56+00:00
red-footed booby,RFBO_2022_15-igotu_08,590,1.0030555555555556,0.03611111111111111,0.020824629876896306,1.3028132067931069,0.5019668099084799,37.089556548571686,0.0,2022-05-31 02:12:57+00:00,2022-06-01 02:17:21+00:00
red-footed booby,RFBO_2022_16-igotu_10,2375,3.6987847222222223,0.034722222222222224,0.009969171512446107,0.7576622035099637,0.272735751239836,21.77649316175685,0.0012631578947368421,2022-05-31 02:24:02+00:00,2022-06-03 19:10:17+00:00
red-footed booby,RFBO_2022_18-igotu_17,1246,1.8504166666666666,0.034166666666666665,0.012578968118909458,1.0863634873825874,0.3533821772017897,31.73635745119359,0.0,2022-05-31 02:18:16+00:00,2022-06-01 22:42:52+00:00
red-footed booby,RFBO_2022_200730821-pinpoint_4348,1206,1.6820439814814816,0.03333333333333333,0.007098173354191098,1.206157607165798,0.21291565187999942,36.51251748324337,0.001658374792703151,2022-02-27 04:00:06.400000+00:00,2022-02-28 20:22:15+00:00
red-footed booby,RFBO_2022_200730822-pinpoint_4349,1213,1.693134259259259,0.03333333333333333,0.009123843677698753,1.5021755297411106,0.274552361643985,45.12809846532607,0.0016488046166529267,2022-02-28 04:00:07.200000+00:00,2022-03-01 20:38:14+00:00
red-footed booby,RFBO_2022_200730823-pinpoint_4350,690,0.9680289351851852,0.03333333333333333,0.012954387246510107,1.3506961099112031,0.38635373180298954,40.279644659758276,0.0,2022-02-28 04:00:13.200000+00:00,2022-03-01 03:14:10.900000+00:00
red-footed booby,RFBO_2022_200730824-pinpoint_4351,1014,1.6959120370370369,0.03333333333333333,0.008055628042650404,1.2586233577065944,0.24167205459586638,27.992624468354595,0.0019723865877712033,2022-02-28 04:00:08.600000+00:00,2022-03-01 20:42:15.400000+00:00
red-footed booby,RFBO_2022_21-igotu_15,1237,1.8747569444444445,0.034722222222222224,0.013581374421477409,1.3436461430112325,0.380493346455617,38.70046239143892,0.0008084074373484236,2022-05-31 20:02:53+00:00,2022-06-02 17:02:32+00:00
red-footed booby,RFBO_2022_22-eobs_9827,6867,12.111030092592593,0.03333333333333333,0.008057220800859227,1.3141680157212268,0.2140285422304924,36.64934789620276,0.0,2022-06-01 02:50:30+00:00,2022-06-13 05:30:23+00:00
red-footed booby,RFBO_2022_23-eobs_9828,31733,66.54989583333334,0.03361111111111111,0.005515736833760207,1.2380423798209053,0.1332926504720408,32.66769980403395,0.0,2022-06-01 03:28:16+00:00,2022-08-06 16:40:07+00:00
red-footed booby,RFBO_2022_25-eobs_9836,371,0.5868055555555556,0.03333333333333333,0.007419622601487952,0.20901695360182185,0.2015965732212629,6.31769668664917,0.0,2022-06-02 02:10:08+00:00,2022-06-02 16:15:08+00:00
red-footed booby,RFBO_2022_26-eobs_9837,16057,35.42012731481481,0.03388888888888889,0.006008417088474381,1.184630634139594,0.13183159421972473,31.89552479722095,0.00018683440244130286,2022-06-02 02:50:07+00:00,2022-07-07 12:55:06+00:00
red-footed booby,RFBO_2022_27-eobs_9838,156,0.5381712962962963,0.08333333333333333,0.00416654596668798,0.03382061036653887,0.05042516037487615,0.3954528020434979,0.0,2022-06-02 03:30:09+00:00,2022-06-02 16:25:07+00:00
red-footed booby,RFBO_2022_30-eobs_9839,10091,22.65357638888889,0.03388888888888889,0.0067912714888258355,1.365456414992571,0.14788830972851302,37.01280808937975,0.0,2022-06-02 18:25:09+00:00,2022-06-25 10:06:18+00:00
red-footed booby,RFBO_2022_31-eobs_9840,2967,9.122928240740741,0.08305555555555555,0.008056104203704558,1.2719855529269013,0.11299668978891986,26.251306684583792,0.0,2022-06-02 19:25:06+00:00,2022-06-11 22:22:07+00:00
red-footed booby,RFBO_2022_32-eobs_9841,37596,67.86814814814815,0.03333333333333333,0.004782410704137435,1.170051016403503,0.12361916786374424,33.38689110070408,0.0,2022-06-02 20:25:10+00:00,2022-08-09 17:15:18+00:00
red-footed booby,RFBO_2022_53101-axytrek_05,5930,2.147615740740741,0.008333333333333333,0.014497615698800372,0.2874004004017224,1.7371258376098506,34.20512483528868,0.0,2022-05-31 17:34:34+00:00,2022-06-02 21:07:08+00:00
red-footed booby,RFBO_2022_53102-axytrek_06,6018,2.375775462962963,0.008333333333333333,0.012917164466373053,0.2832212155401812,1.5058683114042304,33.68644104741587,0.0,2022-05-31 19:11:02+00:00,2022-06-03 04:12:09+00:00
reef manta ray,MOBALF_2022_01-PTT_233555,448,90.71877314814814,4.979166666666667,6.139241854040586,14.041757489456296,1.2880170672265263,2.8008238804653103,0.0,2022-05-29 23:45:00+00:00,2022-08-28 17:00:02+00:00
reef manta ray,MOBALF_2022_05-PTT_233557,26,5.083333333333333,4.6875,6.208797624951911,17.707301902169185,1.290163805855647,2.73707915312142,0.0,2022-06-02 16:00:00+00:00,2022-06-07 18:00:00+00:00
reef manta ray,MOBALF_2022_06-PTT_233563,702,325.09375,12.0,2.779877005838362,11.451807073098415,0.23165641715319685,1.4777584580670404,0.0014245014245014246,2022-06-04 04:45:00+00:00,2023-04-25 07:00:00+00:00
reef manta ray,MOBALF_2022_08-PTT_233559,619,298.8333333333333,12.0,2.779877005838263,11.456181724076881,0.2316564171531886,1.2520865903854412,0.0,2022-06-04 00:00:00+00:00,2023-03-29 20:00:00+00:00
sooty tern,SOTE_2022_01-pinpoint_4348,1492,2.0805925925925925,0.03333333333333333,0.007451334738707272,1.3574669612018404,0.22541852991047212,40.54865960998991,0.0,2022-05-29 22:00:07.700000+00:00,2022-05-31 23:56:10.900000+00:00
sooty tern,SOTE_2022_04-pinpoint_4351,2360,3.284722222210648,0.03333333333333333,0.005549205831635659,0.019821690447023414,0.1664761803078944,0.5951858601627755,0.0,2022-05-29 22:00:07.100000+00:00,2022-06-02 04:50:07.099999999+00:00
sooty tern,SOTE_2022_05-pinpoint_4352,2236,6.236184027777778,0.06666666666666667,0.5249765431206959,2.45516543972091,7.914534455884998,36.85330626037896,0.0,2022-05-30 04:00:02.300000+00:00,2022-06-05 09:40:08.600000+00:00
sooty tern,SOTE_2022_06-pinpoint_4348,1999,5.938883101851852,0.06666666666666667,0.5608658080909088,2.4270952964558012,8.447029357835298,36.44138357102337,0.0,2022-06-02 05:00:07+00:00,2022-06-08 03:32:06.500000+00:00
sooty tern,SOTE_2022_07-pinpoint_2430,58,10.082962962962963,1.991111111111111,0.012006301058185032,212.68525953425012,0.00602995030824025,11.794872203642763,0.0,2022-06-06 09:59:28+00:00,2022-06-16 11:58:56+00:00
sooty tern,SOTE_2022_08-pinpoint_2431,37,7.416296296296296,1.991111111111111,0.013144741825320782,4772.1940734634645,0.005784129714619075,203.75529729939183,0.05405405405405406,2022-06-06 09:59:28+00:00,2022-06-13 19:58:56+00:00
sooty tern,SOTE_2022_09-pinpoint_2432,32,6.0,1.991111111111111,0.004421237153796379,146.2864575305771,0.0022204874098307706,4.9306992027818906,0.0,2022-06-06 09:59:28+00:00,2022-06-12 09:59:28+00:00
sooty tern,SOTE_2022_10-pinpoint_2433,53,8.082962962962963,1.991111111111111,0.01188628293650019,121.83627921324707,0.00583296958380459,19.13399503617359,0.03773584905660377,2022-06-06 09:59:28+00:00,2022-06-14 11:58:56+00:00
sooty tern,SOTE_2022_11-pinpoint_2434,8,1.5851851851851853,3.982222222222222,18.88947207842373,201.78388099761833,2.350736292945431,20.44952631765489,0.0,2022-06-06 09:59:28+00:00,2022-06-08 00:02:08+00:00
sooty tern,SOTE_2022_12-pinpoint_2435,10,1.0014814814814814,1.991111111111111,0.014210731253797373,71.56359413443562,0.007137086009161627,10.591689968150021,0.0,2022-06-06 09:59:28+00:00,2022-06-07 10:01:36+00:00
sooty tern,SOTE_2022_13-pinpoint_2436,35,4.0,1.991111111111111,0.007026459643250625,56.289229866686256,0.003528913883328997,14.094068999253665,0.0,2022-06-06 09:59:28+00:00,2022-06-10 09:59:28+00:00
sooty tern,SOTE_2022_14-pinpoint_2437,18,2.0,1.991111111111111,0.007310098127706923,68.9956570280305,0.003671366247174236,10.670911696070903,0.0,2022-06-06 09:59:28+00:00,2022-06-08 09:59:28+00:00
yellowfin tuna,THUALB_2022_01-PTT_233570,167,33.791666666666664,4.625,3.9281060912784898,12.417764244088946,0.9266256686127627,1.8254776215049688,0.0,2022-05-29 22:00:00+00:00,2022-07-02 17:00:00+00:00
yellowfin tuna,THUALB_2022_02-PTT_233565,124,25.458333333333332,4.583333333333333,6.189777402658083,27.885766285381262,1.512126257320871,4.710163349030549,0.0,2022-05-30 16:00:00+00:00,2022-06-25 03:00:00+00:00
yellowfin tuna,THUALB_2022_03-PTT_233566,103,24.041666666666668,5.016666666666667,6.186336865515795,20.227372724256448,1.100941388450817,3.005272438744122,0.009708737864077669,2022-05-31 00:00:00+00:00,2022-06-24 01:00:00+00:00
yellowfin tuna,THUALB_2022_04-PTT_233568,837,175.83333333333334,4.6473611111111115,6.044009199060941,21.547899664118503,1.2656649249920173,3.211615098428597,0.0011947431302270011,2022-05-31 19:00:00+00:00,2022-11-23 15:00:00+00:00
yellowfin tuna,THUALB_2022_05-PTT_233573,74,17.791666666666668,4.895833333333333,6.2103841558954125,37.01383475707498,1.1356093300445875,5.245555921730349,0.0,2022-05-31 16:00:00+00:00,2022-06-18 11:00:00+00:00
yellowfin tuna,THUALB_2022_06-PTT_233564,235,51.291666666666664,5.072916666666666,9.944224280023139,33.94232824023993,2.045581969218362,4.278446385786781,0.00425531914893617,2022-06-03 16:00:00+00:00,2022-07-24 23:00:00+00:00
yellowfin tuna,THUALB_2022_08-PTT_233571,82,33.37847222222222,12.0,2.779877005838362,14.075589766945505,0.23165641715319685,2.7626669541364666,0.0,2022-06-02 01:55:00+00:00,2022-07-05 11:00:00+00:00
yellowfin tuna,THUALB_2022_10-PTT_209099,330,68.91666666666667,4.771111111111111,3.9240522749768223,17.67180587484672,0.9267114752308313,3.035261583378659,0.0,2022-06-03 00:00:00+00:00,2022-08-10 22:00:00+00:00
yellowfin tuna,THUALB_2022_14-PTT_209100,81,22.833333333333332,6.760555555555555,10.557343237254916,23.896532762931404,1.6777261523435674,2.7758468567828394,0.0,2022-06-03 16:00:00+00:00,2022-06-26 12:00:00+00:00
