event_id,station_lat,start_date,in_season,n_animals,n_species,animal_days,days_with_prey,days_with_env,with_predator,with_prey,with_both
uwi33_027,33,1982-11-30,False,0,0,0,0,0,False,False,False
uwi33_028,33,1983-10-13,True,0,0,0,0,0,False,False,False
uwi33_029,33,1984-10-14,True,0,0,0,0,0,False,False,False
uwi33_030,33,1985-02-20,False,0,0,0,0,0,False,False,False
uwi33_031,33,1985-03-02,False,0,0,0,0,0,False,False,False
uwi33_032,33,1985-04-18,True,0,0,0,0,0,False,False,False
uwi33_033,33,1986-03-17,False,0,0,0,0,0,False,False,False
uwi33_034,33,1987-01-31,False,0,0,0,0,0,False,False,False
uwi33_035,33,1987-02-16,False,0,0,0,0,0,False,False,False
uwi33_036,33,1987-12-23,False,0,0,0,0,0,False,False,False
uwi33_037,33,1988-01-18,False,0,0,0,0,0,False,False,False
uwi33_038,33,1988-04-30,True,0,0,0,0,0,False,False,False
uwi33_039,33,1989-03-13,False,0,0,0,0,0,False,False,False
uwi33_040,33,1990-01-02,False,0,0,0,0,0,False,False,False
uwi33_041,33,1990-11-26,False,0,0,0,0,0,False,False,False
uwi33_042,33,1990-12-19,False,0,0,0,0,0,False,False,False
uwi33_043,33,1991-02-17,False,0,0,0,0,0,False,False,False
uwi33_044,33,1991-09-09,True,0,0,0,0,0,False,False,False
uwi33_045,33,1991-11-14,False,0,0,0,0,0,False,False,False
uwi33_046,33,1991-11-28,False,0,0,0,0,0,False,False,False
uwi33_047,33,1991-12-19,False,0,0,0,0,0,False,False,False
uwi33_048,33,1992-04-14,True,0,0,0,0,0,False,False,False
uwi33_049,33,1992-12-08,False,0,0,0,0,0,False,False,False
uwi33_050,33,1993-03-27,False,0,0,0,0,0,False,False,False
uwi33_051,33,1994-02-08,False,0,0,0,0,0,False,False,False
uwi33_052,33,1994-03-11,False,0,0,0,0,0,False,False,False
uwi33_053,33,1994-06-13,True,0,0,0,0,0,False,False,False
uwi33_054,33,1994-12-25,False,0,0,0,0,0,False,False,False
uwi33_055,33,1995-01-05,False,0,0,0,0,0,False,False,False
uwi33_056,33,1995-05-11,True,0,0,0,0,0,False,False,False
uwi33_057,33,1996-04-10,True,0,0,0,0,0,False,False,False
uwi33_058,33,1997-01-13,False,0,0,0,0,0,False,False,False
uwi33_059,33,1997-02-18,False,0,0,0,0,0,False,False,False
uwi33_060,33,1997-12-08,False,0,0,0,0,0,False,False,False
uwi33_061,33,1998-02-04,False,0,0,0,0,0,False,False,False
uwi33_062,33,1998-02-15,False,0,0,0,0,0,False,False,False
uwi33_063,33,1998-03-26,False,0,0,0,0,0,False,False,False
uwi33_064,33,1998-04-25,True,0,0,0,0,0,False,False,False
uwi33_065,33,1998-12-14,False,0,0,0,0,0,False,False,False
uwi33_066,33,1999-02-10,False,0,0,0,0,0,False,False,False
uwi33_067,33,1999-04-20,True,0,0,0,0,0,False,False,False
uwi33_068,33,1999-12-08,False,0,0,0,0,0,False,False,False
uwi33_069,33,2000-01-26,False,0,0,0,0,0,False,False,False
uwi33_070,33,2000-02-24,False,0,0,0,0,0,False,False,False
uwi33_071,33,2000-03-20,False,0,0,0,0,0,False,False,False
uwi33_072,33,2000-11-22,False,0,0,0,0,0,False,False,False
uwi33_073,33,2001-01-09,False,0,0,0,0,0,False,False,False
uwi33_074,33,2001-01-25,False,0,0,0,0,0,False,False,False
uwi33_075,33,2001-02-23,False,0,0,0,0,0,False,False,False
uwi33_076,33,2001-04-02,True,0,0,0,0,0,False,False,False
uwi33_077,33,2001-12-04,False,0,0,0,0,0,False,False,False
uwi33_078,33,2002-01-22,False,0,0,0,0,0,False,False,False
uwi33_079,33,2002-03-08,False,0,0,0,0,0,False,False,False
uwi33_080,33,2002-03-24,False,0,0,0,0,0,False,False,False
uwi33_081,33,2002-04-15,True,0,0,0,0,0,False,False,False
uwi33_082,33,2003-02-02,False,0,0,0,0,0,False,False,False
uwi33_083,33,2003-02-26,False,0,0,0,0,0,False,False,False
uwi33_084,33,2003-09-23,True,4,3,46,25,46,True,True,True
uwi33_085,33,2003-11-22,False,7,3,56,50,56,True,True,True
uwi33_086,33,2003-12-26,False,1,1,16,14,16,True,True,True
uwi33_087,33,2004-01-31,False,1,1,9,9,9,True,True,True
uwi33_088,33,2004-02-19,False,0,0,0,0,0,False,False,False
uwi33_089,33,2004-02-28,False,0,0,0,0,0,False,False,False
uwi33_090,33,2004-05-29,True,0,0,0,0,0,False,False,False
uwi33_091,33,2005-10-08,True,12,6,119,118,119,True,True,True
uwi33_092,33,2005-10-15,True,13,6,103,103,103,True,True,True
uwi33_093,33,2006-01-15,False,13,3,222,222,222,True,True,True
uwi33_094,33,2006-02-15,False,5,5,47,45,47,True,True,True
uwi33_095,33,2006-11-09,False,17,3,263,233,263,True,True,True
uwi33_096,33,2006-12-27,False,13,3,156,144,156,True,True,True
uwi33_097,33,2007-02-19,False,3,3,12,12,12,True,True,True
uwi33_098,33,2008-11-09,False,21,4,249,181,249,True,True,True
uwi33_099,33,2009-04-22,True,1,1,1,1,1,True,True,True
uwi33_100,33,2009-10-19,True,6,2,47,38,47,True,True,True
uwi33_101,33,2009-10-27,True,7,2,52,51,52,True,True,True
uwi33_102,33,2009-11-28,False,7,3,45,24,45,True,True,True
uwi33_103,33,2009-12-22,False,8,3,72,38,72,True,True,True
uwi33_104,33,2010-01-22,False,6,3,44,13,44,True,True,True
uwi33_105,33,2010-02-07,False,8,3,52,32,52,True,True,True
uwi33_106,33,2010-03-08,False,6,2,36,9,36,True,True,True
uwi33_107,33,2010-03-30,False,6,2,45,20,45,True,True,True
uwi33_108,33,2010-04-28,True,4,2,25,15,25,True,True,True
uwi33_109,33,2010-10-25,True,7,2,40,14,40,True,True,True
uwi33_110,33,2010-11-28,False,3,2,13,7,13,True,True,True
uwi33_111,33,2011-03-28,False,0,0,0,0,0,False,False,False
uwi33_112,33,2012-02-11,False,0,0,0,0,0,False,False,False
uwi33_113,33,2012-03-06,False,0,0,0,0,0,False,False,False
uwi33_114,33,2013-01-27,False,0,0,0,0,0,False,False,False
uwi33_115,33,2013-03-26,False,0,0,0,0,0,False,False,False
uwi33_116,33,2014-05-17,True,0,0,0,0,0,False,False,False
uwi33_117,33,2015-10-29,True,0,0,0,0,0,False,False,False
uwi33_118,33,2015-11-16,False,0,0,0,0,0,False,False,False
uwi33_119,33,2016-09-22,True,0,0,0,0,0,False,False,False
uwi33_120,33,2016-11-16,False,0,0,0,0,0,False,False,False
uwi33_121,33,2017-01-21,False,0,0,0,0,0,False,False,False
uwi33_122,33,2017-03-23,False,0,0,0,0,0,False,False,False
uwi33_123,33,2017-05-05,True,0,0,0,0,0,False,False,False
uwi33_124,33,2018-02-19,False,0,0,0,0,0,False,False,False
uwi33_125,33,2018-12-25,False,0,0,0,0,0,False,False,False
uwi33_126,33,2019-01-21,False,0,0,0,0,0,False,False,False
uwi33_127,33,2019-06-12,True,0,0,0,0,0,False,False,False
uwi33_128,33,2019-11-20,False,0,0,0,0,0,False,False,False
uwi33_129,33,2020-03-01,False,0,0,0,0,0,False,False,False
uwi33_130,33,2020-04-12,True,0,0,0,0,0,False,False,False
uwi33_131,33,2020-12-31,False,0,0,0,0,0,False,False,False
uwi33_132,33,2021-02-27,False,0,0,0,0,0,False,False,False
uwi33_133,33,2022-02-15,False,0,0,0,0,0,False,False,False
uwi33_134,33,2022-03-10,False,0,0,0,0,0,False,False,False
uwi33_135,33,2023-03-01,False,0,0,0,0,0,False,False,False
uwi33_136,33,2023-03-24,False,0,0,0,0,0,False,False,False
uwi33_137,33,2024-10-28,True,0,0,0,0,0,False,False,False
uwi33_138,33,2026-02-18,False,0,0,0,0,0,False,False,False
uwi36_000,36,1967-02-14,False,0,0,0,0,0,False,False,False
uwi36_001,36,1967-12-08,False,0,0,0,0,0,False,False,False
uwi36_002,36,1968-12-02,False,0,0,0,0,0,False,False,False
uwi36_003,36,1969-10-09,True,0,0,0,0,0,False,False,False
uwi36_004,36,1969-10-18,True,0,0,0,0,0,False,False,False
uwi36_005,36,1969-12-26,False,0,0,0,0,0,False,False,False
uwi36_006,36,1970-02-18,False,0,0,0,0,0,False,False,False
uwi36_007,36,1970-03-15,False,0,0,0,0,0,False,False,False
uwi36_008,36,1970-09-12,True,0,0,0,0,0,False,False,False
uwi36_009,36,1971-01-02,False,0,0,0,0,0,False,False,False
uwi36_010,36,1971-11-14,False,0,0,0,0,0,False,False,False
uwi36_011,36,1972-03-18,False,0,0,0,0,0,False,False,False
uwi36_012,36,1973-11-25,False,0,0,0,0,0,False,False,False
uwi36_013,36,1974-03-08,False,0,0,0,0,0,False,False,False
uwi36_014,36,1974-12-22,False,0,0,0,0,0,False,False,False
uwi36_015,36,1975-11-17,False,0,0,0,0,0,False,False,False
uwi36_016,36,1977-11-06,False,0,0,0,0,0,False,False,False
uwi36_017,36,1981-04-27,True,0,0,0,0,0,False,False,False
uwi36_018,36,1982-01-29,False,0,0,0,0,0,False,False,False
uwi36_019,36,1982-11-30,False,0,0,0,0,0,False,False,False
uwi36_020,36,1982-12-23,False,0,0,0,0,0,False,False,False
uwi36_021,36,1984-10-14,True,0,0,0,0,0,False,False,False
uwi36_022,36,1985-05-19,True,0,0,0,0,0,False,False,False
uwi36_023,36,1985-10-08,True,0,0,0,0,0,False,False,False
uwi36_024,36,1986-03-17,False,0,0,0,0,0,False,False,False
uwi36_025,36,1986-10-31,True,0,0,0,0,0,False,False,False
uwi36_026,36,1987-03-15,False,0,0,0,0,0,False,False,False
uwi36_027,36,1987-03-24,False,0,0,0,0,0,False,False,False
uwi36_028,36,1987-12-23,False,0,0,0,0,0,False,False,False
uwi36_029,36,1988-01-18,False,0,0,0,0,0,False,False,False
uwi36_030,36,1988-04-30,True,0,0,0,0,0,False,False,False
uwi36_031,36,1988-12-07,False,0,0,0,0,0,False,False,False
uwi36_032,36,1989-01-11,False,0,0,0,0,0,False,False,False
uwi36_033,36,1989-01-24,False,0,0,0,0,0,False,False,False
uwi36_034,36,1990-01-02,False,0,0,0,0,0,False,False,False
uwi36_035,36,1990-06-04,True,0,0,0,0,0,False,False,False
uwi36_036,36,1991-12-08,False,0,0,0,0,0,False,False,False
uwi36_037,36,1991-12-19,False,0,0,0,0,0,False,False,False
uwi36_038,36,1992-04-18,True,0,0,0,0,0,False,False,False
uwi36_039,36,1992-05-08,True,0,0,0,0,0,False,False,False
uwi36_040,36,1992-11-28,False,0,0,0,0,0,False,False,False
uwi36_041,36,1993-03-26,False,0,0,0,0,0,False,False,False
uwi36_042,36,1993-11-30,False,0,0,0,0,0,False,False,False
uwi36_043,36,1994-02-08,False,0,0,0,0,0,False,False,False
uwi36_044,36,1994-03-11,False,0,0,0,0,0,False,False,False
uwi36_045,36,1994-12-25,False,0,0,0,0,0,False,False,False
uwi36_046,36,1996-01-17,False,0,0,0,0,0,False,False,False
uwi36_047,36,1996-04-25,True,0,0,0,0,0,False,False,False
uwi36_048,36,1996-10-14,True,0,0,0,0,0,False,False,False
uwi36_049,36,1996-12-14,False,0,0,0,0,0,False,False,False
uwi36_050,36,1997-12-18,False,0,0,0,0,0,False,False,False
uwi36_051,36,1998-03-26,False,0,0,0,0,0,False,False,False
uwi36_052,36,1998-09-09,True,0,0,0,0,0,False,False,False
uwi36_053,36,1998-10-09,True,0,0,0,0,0,False,False,False
uwi36_054,36,1998-11-28,False,0,0,0,0,0,False,False,False
uwi36_055,36,1998-12-14,False,0,0,0,0,0,False,False,False
uwi36_056,36,1999-02-01,False,0,0,0,0,0,False,False,False
uwi36_057,36,1999-02-10,False,0,0,0,0,0,False,False,False
uwi36_058,36,1999-03-26,False,0,0,0,0,0,False,False,False
uwi36_059,36,1999-11-21,False,0,0,0,0,0,False,False,False
uwi36_060,36,2000-03-12,False,0,0,0,0,0,False,False,False
uwi36_061,36,2000-05-25,True,0,0,0,0,0,False,False,False
uwi36_062,36,2001-01-09,False,0,0,0,0,0,False,False,False
uwi36_063,36,2001-02-06,False,0,0,0,0,0,False,False,False
uwi36_064,36,2001-03-26,False,0,0,0,0,0,False,False,False
uwi36_065,36,2001-12-04,False,0,0,0,0,0,False,False,False
uwi36_066,36,2002-02-23,False,0,0,0,0,0,False,False,False
uwi36_067,36,2002-03-08,False,0,0,0,0,0,False,False,False
uwi36_068,36,2002-04-26,True,0,0,0,0,0,False,False,False
uwi36_069,36,2003-03-17,False,0,0,0,0,0,False,False,False
uwi36_070,36,2003-04-18,True,0,0,0,0,0,False,False,False
uwi36_071,36,2003-10-30,True,14,2,213,65,213,True,True,True
uwi36_072,36,2003-12-26,False,2,1,24,14,24,True,True,True
uwi36_073,36,2004-04-22,True,1,1,6,2,6,True,True,True
uwi36_074,36,2004-10-31,True,12,4,68,64,68,True,True,True
uwi36_075,36,2005-02-05,False,4,2,40,29,40,True,True,True
uwi36_076,36,2005-12-03,False,26,2,397,257,397,True,True,True
uwi36_077,36,2006-03-18,False,4,2,18,3,18,True,True,True
uwi36_078,36,2006-03-26,False,3,3,21,7,21,True,True,True
uwi36_079,36,2006-12-22,False,14,3,173,145,173,True,True,True
uwi36_080,36,2007-10-20,True,6,2,35,30,35,True,True,True
uwi36_081,36,2007-12-21,False,10,4,107,95,107,True,True,True
uwi36_082,36,2008-08-31,True,14,4,95,69,95,True,True,True
uwi36_083,36,2009-01-09,False,6,3,44,25,44,True,True,True
uwi36_084,36,2009-04-11,True,1,1,1,0,1,True,False,False
uwi36_085,36,2009-05-20,True,1,1,16,1,16,True,True,True
uwi36_086,36,2009-10-27,True,7,2,36,36,36,True,True,True
uwi36_087,36,2009-11-28,False,4,3,27,16,27,True,True,True
uwi36_088,36,2009-12-22,False,4,3,23,13,23,True,True,True
uwi36_089,36,2010-03-08,False,6,2,27,1,27,True,True,True
uwi36_090,36,2011-03-07,False,0,0,0,0,0,False,False,False
uwi36_091,36,2011-03-29,False,0,0,0,0,0,False,False,False
uwi36_092,36,2011-04-12,True,0,0,0,0,0,False,False,False
uwi36_093,36,2011-11-29,False,0,0,0,0,0,False,False,False
uwi36_094,36,2012-03-18,False,0,0,0,0,0,False,False,False
uwi36_095,36,2012-04-14,True,0,0,0,0,0,False,False,False
uwi36_096,36,2013-10-08,True,0,0,0,0,0,False,False,False
uwi36_097,36,2013-11-03,False,0,0,0,0,0,False,False,False
uwi36_098,36,2013-12-03,False,0,0,0,0,0,False,False,False
uwi36_099,36,2013-12-19,False,0,0,0,0,0,False,False,False
uwi36_100,36,2014-07-24,True,0,0,0,0,0,False,False,False
uwi36_101,36,2015-12-14,False,0,0,0,0,0,False,False,False
uwi36_102,36,2016-03-08,False,0,0,0,0,0,False,False,False
uwi36_103,36,2019-03-12,False,0,0,0,0,0,False,False,False
uwi36_104,36,2019-04-09,True,0,0,0,0,0,False,False,False
uwi36_105,36,2019-10-09,True,0,0,0,0,0,False,False,False
uwi36_106,36,2019-11-25,False,0,0,0,0,0,False,False,False
uwi36_107,36,2020-11-06,False,0,0,0,0,0,False,False,False
uwi36_108,36,2021-01-25,False,0,0,0,0,0,False,False,False
uwi36_109,36,2022-02-15,False,0,0,0,0,0,False,False,False
uwi36_110,36,2023-01-01,False,0,0,0,0,0,False,False,False
uwi39_000,39,1967-11-19,False,0,0,0,0,0,False,False,False
uwi39_001,39,1967-12-12,False,0,0,0,0,0,False,False,False
uwi39_002,39,1968-01-25,False,0,0,0,0,0,False,False,False
uwi39_003,39,1969-03-04,False,0,0,0,0,0,False,False,False
uwi39_004,39,1971-01-02,False,0,0,0,0,0,False,False,False
uwi39_005,39,1971-04-15,True,0,0,0,0,0,False,False,False
uwi39_006,39,1972-06-12,True,0,0,0,0,0,False,False,False
uwi39_007,39,1974-04-28,True,0,0,0,0,0,False,False,False
uwi39_008,39,1974-10-20,True,0,0,0,0,0,False,False,False
uwi39_009,39,1977-01-03,False,0,0,0,0,0,False,False,False
uwi39_010,39,1978-02-10,False,0,0,0,0,0,False,False,False
uwi39_011,39,1979-01-25,False,0,0,0,0,0,False,False,False
uwi39_012,39,1979-07-12,True,0,0,0,0,0,False,False,False
uwi39_013,39,1980-04-21,True,0,0,0,0,0,False,False,False
uwi39_014,39,1980-06-27,True,0,0,0,0,0,False,False,False
uwi39_015,39,1981-11-04,False,0,0,0,0,0,False,False,False
uwi39_016,39,1982-04-29,True,0,0,0,0,0,False,False,False
uwi39_017,39,1982-11-30,False,0,0,0,0,0,False,False,False
uwi39_018,39,1982-12-23,False,0,0,0,0,0,False,False,False
uwi39_019,39,1986-04-10,True,0,0,0,0,0,False,False,False
uwi39_020,39,1986-06-08,True,0,0,0,0,0,False,False,False
uwi39_021,39,1987-12-17,False,0,0,0,0,0,False,False,False
uwi39_022,39,1988-12-25,False,0,0,0,0,0,False,False,False
uwi39_023,39,1990-02-12,False,0,0,0,0,0,False,False,False
uwi39_024,39,1991-08-10,True,0,0,0,0,0,False,False,False
uwi39_025,39,1992-09-25,True,0,0,0,0,0,False,False,False
uwi39_026,39,1993-03-26,False,0,0,0,0,0,False,False,False
uwi39_027,39,1994-02-08,False,0,0,0,0,0,False,False,False
uwi39_028,39,1994-08-30,True,0,0,0,0,0,False,False,False
uwi39_029,39,1995-05-13,True,0,0,0,0,0,False,False,False
uwi39_030,39,1996-03-12,False,0,0,0,0,0,False,False,False
uwi39_031,39,1996-06-04,True,0,0,0,0,0,False,False,False
uwi39_032,39,1997-12-18,False,0,0,0,0,0,False,False,False
uwi39_033,39,1998-03-26,False,0,0,0,0,0,False,False,False
uwi39_034,39,1998-09-19,True,0,0,0,0,0,False,False,False
uwi39_035,39,1998-12-14,False,0,0,0,0,0,False,False,False
uwi39_036,39,1999-02-09,False,0,0,0,0,0,False,False,False
uwi39_037,39,1999-07-25,True,0,0,0,0,0,False,False,False
uwi39_038,39,1999-10-14,True,0,0,0,0,0,False,False,False
uwi39_039,39,1999-12-19,False,0,0,0,0,0,False,False,False
uwi39_040,39,2000-03-03,False,0,0,0,0,0,False,False,False
uwi39_041,39,2000-10-21,True,0,0,0,0,0,False,False,False
uwi39_042,39,2001-01-12,False,0,0,0,0,0,False,False,False
uwi39_043,39,2001-02-13,False,0,0,0,0,0,False,False,False
uwi39_044,39,2001-03-08,False,0,0,0,0,0,False,False,False
uwi39_045,39,2001-04-21,True,0,0,0,0,0,False,False,False
uwi39_046,39,2001-06-29,True,0,0,0,0,0,False,False,False
uwi39_047,39,2001-07-13,True,0,0,0,0,0,False,False,False
uwi39_048,39,2001-12-09,False,0,0,0,0,0,False,False,False
uwi39_049,39,2002-01-13,False,0,0,0,0,0,False,False,False
uwi39_050,39,2002-05-30,True,0,0,0,0,0,False,False,False
uwi39_051,39,2002-10-26,True,0,0,0,0,0,False,False,False
uwi39_052,39,2003-02-20,False,0,0,0,0,0,False,False,False
uwi39_053,39,2004-09-02,True,11,3,83,72,83,True,True,True
uwi39_054,39,2004-12-20,False,3,3,36,22,36,True,True,True
uwi39_055,39,2005-02-05,False,4,2,38,26,38,True,True,True
uwi39_056,39,2005-04-09,True,2,1,3,2,3,True,True,True
uwi39_057,39,2005-07-12,True,4,4,21,19,21,True,True,True
uwi39_058,39,2006-03-18,False,3,2,7,5,7,True,True,True
uwi39_059,39,2006-12-27,False,6,5,55,46,55,True,True,True
uwi39_060,39,2007-12-07,False,7,3,65,54,65,True,True,True
uwi39_061,39,2008-07-06,True,6,4,24,13,24,True,True,True
uwi39_062,39,2008-11-09,False,6,3,19,14,19,True,True,True
uwi39_063,39,2009-01-09,False,4,2,21,5,21,True,True,True
uwi39_064,39,2009-02-07,False,1,1,1,0,1,True,False,False
uwi39_065,39,2009-09-17,True,2,1,12,0,12,True,False,False
uwi39_066,39,2010-03-17,False,6,1,70,0,70,True,False,False
uwi39_067,39,2010-06-07,True,0,0,0,0,0,False,False,False
uwi39_068,39,2011-05-29,True,0,0,0,0,0,False,False,False
uwi39_069,39,2011-09-28,True,0,0,0,0,0,False,False,False
uwi39_070,39,2012-03-18,False,0,0,0,0,0,False,False,False
uwi39_071,39,2013-04-08,True,0,0,0,0,0,False,False,False
uwi39_072,39,2013-05-30,True,0,0,0,0,0,False,False,False
uwi39_073,39,2013-10-27,True,0,0,0,0,0,False,False,False
uwi39_074,39,2013-11-21,False,0,0,0,0,0,False,False,False
uwi39_075,39,2016-12-16,False,0,0,0,0,0,False,False,False
uwi39_076,39,2017-02-18,False,0,0,0,0,0,False,False,False
uwi39_077,39,2018-04-30,True,0,0,0,0,0,False,False,False
uwi39_078,39,2018-05-10,True,0,0,0,0,0,False,False,False
uwi39_079,39,2018-11-30,False,0,0,0,0,0,False,False,False
uwi39_080,39,2020-02-02,False,0,0,0,0,0,False,False,False
uwi39_081,39,2020-04-08,True,0,0,0,0,0,False,False,False
uwi39_082,39,2023-01-01,False,0,0,0,0,0,False,False,False
uwi39_083,39,2023-09-28,True,0,0,0,0,0,False,False,False
uwi39_084,39,2023-11-23,False,0,0,0,0,0,False,False,False
uwi39_085,39,2024-03-07,False,0,0,0,0,0,False,False,False
uwi39_086,39,2024-03-31,False,0,0,0,0,0,False,False,False
uwi42_000,42,1967-09-19,True,0,0,0,0,0,False,False,False
uwi42_001,42,1967-10-14,True,0,0,0,0,0,False,False,False
uwi42_002,42,1968-01-25,False,0,0,0,0,0,False,False,False
uwi42_003,42,1968-08-29,True,0,0,0,0,0,False,False,False
uwi42_004,42,1968-12-19,False,0,0,0,0,0,False,False,False
uwi42_005,42,1973-11-18,False,0,0,0,0,0,False,False,False
uwi42_006,42,1974-06-16,True,0,0,0,0,0,False,False,False
uwi42_007,42,1974-12-28,False,0,0,0,0,0,False,False,False
uwi42_008,42,1975-03-11,False,0,0,0,0,0,False,False,False
uwi42_009,42,1975-03-25,False,0,0,0,0,0,False,False,False
uwi42_010,42,1976-01-18,False,0,0,0,0,0,False,False,False
uwi42_011,42,1977-03-25,False,0,0,0,0,0,False,False,False
uwi42_012,42,1978-11-05,False,0,0,0,0,0,False,False,False
uwi42_013,42,1979-09-10,True,0,0,0,0,0,False,False,False
uwi42_014,42,1980-10-08,True,0,0,0,0,0,False,False,False
uwi42_015,42,1981-11-04,False,0,0,0,0,0,False,False,False
uwi42_016,42,1982-10-30,True,0,0,0,0,0,False,False,False
uwi42_017,42,1983-04-04,True,0,0,0,0,0,False,False,False
uwi42_018,42,1984-05-27,True,0,0,0,0,0,False,False,False
uwi42_019,42,1986-10-01,True,0,0,0,0,0,False,False,False
uwi42_020,42,1987-09-16,True,0,0,0,0,0,False,False,False
uwi42_021,42,1990-02-12,False,0,0,0,0,0,False,False,False
uwi42_022,42,1991-08-10,True,0,0,0,0,0,False,False,False
uwi42_023,42,1992-10-04,True,0,0,0,0,0,False,False,False
uwi42_024,42,1993-01-22,False,0,0,0,0,0,False,False,False
uwi42_025,42,1994-03-05,False,0,0,0,0,0,False,False,False
uwi42_026,42,1995-05-13,True,0,0,0,0,0,False,False,False
uwi42_027,42,1996-03-12,False,0,0,0,0,0,False,False,False
uwi42_028,42,1997-10-06,True,0,0,0,0,0,False,False,False
uwi42_029,42,1998-02-24,False,0,0,0,0,0,False,False,False
uwi42_030,42,1998-12-14,False,0,0,0,0,0,False,False,False
uwi42_031,42,1999-03-31,False,0,0,0,0,0,False,False,False
uwi42_032,42,1999-12-19,False,0,0,0,0,0,False,False,False
uwi42_033,42,2000-06-08,True,0,0,0,0,0,False,False,False
uwi42_034,42,2001-02-05,False,0,0,0,0,0,False,False,False
uwi42_035,42,2001-03-08,False,0,0,0,0,0,False,False,False
uwi42_036,42,2001-04-21,True,0,0,0,0,0,False,False,False
uwi42_037,42,2001-12-09,False,0,0,0,0,0,False,False,False
uwi42_038,42,2002-01-13,False,0,0,0,0,0,False,False,False
uwi42_039,42,2002-02-11,False,0,0,0,0,0,False,False,False
uwi42_040,42,2002-02-24,False,0,0,0,0,0,False,False,False
uwi42_041,42,2002-03-27,False,0,0,0,0,0,False,False,False
uwi42_042,42,2004-03-02,False,2,2,16,13,16,True,True,True
uwi42_043,42,2004-04-24,True,1,1,9,7,9,True,True,True
uwi42_044,42,2004-05-10,True,1,1,10,10,10,True,True,True
uwi42_045,42,2004-12-20,False,2,2,13,5,13,True,True,True
uwi42_046,42,2005-10-16,True,6,3,79,26,79,True,True,True
uwi42_047,42,2006-03-18,False,4,2,9,7,9,True,True,True
uwi42_048,42,2006-04-21,True,1,1,3,3,3,True,True,True
uwi42_049,42,2006-12-27,False,2,2,25,23,25,True,True,True
uwi42_050,42,2007-02-18,False,0,0,0,0,0,False,False,False
uwi42_051,42,2007-09-05,True,1,1,9,9,9,True,True,True
uwi42_052,42,2007-12-07,False,5,2,32,25,32,True,True,True
uwi42_053,42,2008-01-15,False,1,1,3,0,3,True,False,False
uwi42_054,42,2008-07-06,True,7,3,84,49,84,True,True,True
uwi42_055,42,2009-01-09,False,0,0,0,0,0,False,False,False
uwi42_056,42,2010-03-17,False,0,0,0,0,0,False,False,False
uwi42_057,42,2010-10-11,True,0,0,0,0,0,False,False,False
uwi42_058,42,2011-09-28,True,0,0,0,0,0,False,False,False
uwi42_059,42,2011-10-31,True,0,0,0,0,0,False,False,False
uwi42_060,42,2012-04-29,True,0,0,0,0,0,False,False,False
uwi42_061,42,2012-10-17,True,0,0,0,0,0,False,False,False
uwi42_062,42,2016-05-16,True,0,0,0,0,0,False,False,False
uwi42_063,42,2016-12-30,False,0,0,0,0,0,False,False,False
uwi42_064,42,2017-02-18,False,0,0,0,0,0,False,False,False
uwi42_065,42,2021-02-23,False,0,0,0,0,0,False,False,False
uwi42_066,42,2021-10-01,True,0,0,0,0,0,False,False,False
uwi42_067,42,2022-03-03,False,0,0,0,0,0,False,False,False
uwi42_068,42,2023-02-11,False,0,0,0,0,0,False,False,False
uwi42_069,42,2023-11-23,False,0,0,0,0,0,False,False,False
uwi42_070,42,2024-06-05,True,0,0,0,0,0,False,False,False
