date,vmt,gasoline
2021-11-21,260433,9334
2021-11-22,260433,9334
2021-11-23,260433,9334
2021-11-24,260433,9334
2021-11-25,260433,9334
2021-11-26,260433,8796
2021-11-27,260433,8796
2021-11-28,260433,8796
2021-11-29,260433,8796
2021-11-30,260433,8796
2021-12-01,261028,8796
2021-12-02,261028,8796
2021-12-03,261028,8963
2021-12-04,261028,8963
2021-12-05,261028,8963
2021-12-06,261028,8963
2021-12-07,261028,8963
2021-12-08,261028,8963
2021-12-09,261028,8963
2021-12-10,261028,9472
2021-12-11,261028,9472
2021-12-12,261028,9472
2021-12-13,261028,9472
2021-12-14,261028,9472
2021-12-15,261028,9472
2021-12-16,261028,9472
2021-12-17,261028,8986
2021-12-18,261028,8986
2021-12-19,261028,8986
2021-12-20,261028,8986
2021-12-21,261028,8986
2021-12-22,261028,8986
2021-12-23,261028,8986
2021-12-24,261028,9724
2021-12-25,261028,9724
2021-12-26,261028,9724
2021-12-27,261028,9724
2021-12-28,261028,9724
2021-12-29,261028,9724
2021-12-30,261028,9724
2021-12-31,261028,8172
2022-01-01,236055,8172
2022-01-02,236055,8172
2022-01-03,236055,8172
2022-01-04,236055,8172
2022-01-05,236055,8172
2022-01-06,236055,8172
2022-01-07,236055,7906
2022-01-08,236055,7906
2022-01-09,236055,7906
2022-01-10,236055,7906
2022-01-11,236055,7906
2022-01-12,236055,7906
2022-01-13,236055,7906
2022-01-14,236055,8224
2022-01-15,236055,8224
2022-01-16,236055,8224
2022-01-17,236055,8224
2022-01-18,236055,8224
2022-01-19,236055,8224
2022-01-20,236055,8224
2022-01-21,236055,8505
2022-01-22,236055,8505
2022-01-23,236055,8505
2022-01-24,236055,8505
2022-01-25,236055,8505
2022-01-26,236055,8505
2022-01-27,236055,8505
2022-01-28,236055,8226
2022-01-29,236055,8226
2022-01-30,236055,8226
2022-01-31,236055,8226
2022-02-01,231137,8226
2022-02-02,231137,8226
2022-02-03,231137,8226
2022-02-04,231137,9126
2022-02-05,231137,9126
2022-02-06,231137,9126
2022-02-07,231137,9126
2022-02-08,231137,9126
2022-02-09,231137,9126
2022-02-10,231137,9126
2022-02-11,231137,8570
2022-02-12,231137,8570
2022-02-13,231137,8570
2022-02-14,231137,8570
2022-02-15,231137,8570
2022-02-16,231137,8570
2022-02-17,231137,8570
2022-02-18,231137,8657
2022-02-19,231137,8657
2022-02-20,231137,8657
2022-02-21,231137,8657
2022-02-22,231137,8657
2022-02-23,231137,8657
2022-02-24,231137,8657
2022-02-25,231137,8743
2022-02-26,231137,8743
2022-02-27,231137,8743
2022-02-28,231137,8743
2022-03-01,271869,8743
2022-03-02,271869,8743
2022-03-03,271869,8743
2022-03-04,271869,8962
2022-03-05,271869,8962
2022-03-06,271869,8962
2022-03-07,271869,8962
2022-03-08,271869,8962
2022-03-09,271869,8962
2022-03-10,271869,8962
2022-03-11,271869,8944
2022-03-12,271869,8944
2022-03-13,271869,8944
2022-03-14,271869,8944
2022-03-15,271869,8944
2022-03-16,271869,8944
2022-03-17,271869,8944
2022-03-18,271869,8637
2022-03-19,271869,8637
2022-03-20,271869,8637
2022-03-21,271869,8637
2022-03-22,271869,8637
2022-03-23,271869,8637
2022-03-24,271869,8637
2022-03-25,271869,8499
2022-03-26,271869,8499
2022-03-27,271869,8499
2022-03-28,271869,8499
2022-03-29,271869,8499
2022-03-30,271869,8499
2022-03-31,271869,8499
2022-04-01,258001,8562
2022-04-02,258001,8562
2022-04-03,258001,8562
2022-04-04,258001,8562
2022-04-05,258001,8562
2022-04-06,258001,8562
2022-04-07,258001,8562
2022-04-08,258001,8736
2022-04-09,258001,8736
2022-04-10,258001,8736
2022-04-11,258001,8736
2022-04-12,258001,8736
2022-04-13,258001,8736
2022-04-14,258001,8736
2022-04-15,258001,8868
2022-04-16,258001,8868
2022-04-17,258001,8868
2022-04-18,258001,8868
2022-04-19,258001,8868
2022-04-20,258001,8868
2022-04-21,258001,8868
2022-04-22,258001,8739
2022-04-23,258001,8739
2022-04-24,258001,8739
2022-04-25,258001,8739
2022-04-26,258001,8739
2022-04-27,258001,8739
2022-04-28,258001,8739
2022-04-29,258001,8856
2022-04-30,258001,8856
2022-05-01,282678,8856
2022-05-02,282678,8856
2022-05-03,282678,8856
2022-05-04,282678,8856
2022-05-05,282678,8856
2022-05-06,282678,8702
2022-05-07,282678,8702
2022-05-08,282678,8702
2022-05-09,282678,8702
2022-05-10,282678,8702
2022-05-11,282678,8702
2022-05-12,282678,8702
2022-05-13,282678,9027
2022-05-14,282678,9027
2022-05-15,282678,9027
2022-05-16,282678,9027
2022-05-17,282678,9027
2022-05-18,282678,9027
2022-05-19,282678,9027
2022-05-20,282678,8798
2022-05-21,282678,8798
2022-05-22,282678,8798
2022-05-23,282678,8798
2022-05-24,282678,8798
2022-05-25,282678,8798
2022-05-26,282678,8798
2022-05-27,282678,8977
2022-05-28,282678,8977
2022-05-29,282678,8977
2022-05-30,282678,8977
2022-05-31,282678,8977
2022-06-01,277059,8977
2022-06-02,277059,8977
2022-06-03,277059,9199
2022-06-04,277059,9199
2022-06-05,277059,9199
2022-06-06,277059,9199
2022-06-07,277059,9199
2022-06-08,277059,9199
2022-06-09,277059,9199
2022-06-10,277059,9093
2022-06-11,277059,9093
2022-06-12,277059,9093
2022-06-13,277059,9093
2022-06-14,277059,9093
2022-06-15,277059,9093
2022-06-16,277059,9093
2022-06-17,277059,8505
2022-06-18,277059,8505
2022-06-19,277059,8505
2022-06-20,277059,8505
2022-06-21,277059,8505
2022-06-22,277059,8505
2022-06-23,277059,8505
2022-06-24,277059,8922
2022-06-25,277059,8922
2022-06-26,277059,8922
2022-06-27,277059,8922
2022-06-28,277059,8922
2022-06-29,277059,8922
2022-06-30,277059,8922
2022-07-01,281976,9413
2022-07-02,281976,9413
2022-07-03,281976,9413
2022-07-04,281976,9413
2022-07-05,281976,9413
2022-07-06,281976,9413
2022-07-07,281976,9413
2022-07-08,281976,8062
2022-07-09,281976,8062
2022-07-10,281976,8062
2022-07-11,281976,8062
2022-07-12,281976,8062
2022-07-13,281976,8062
2022-07-14,281976,8062
2022-07-15,281976,8521
2022-07-16,281976,8521
2022-07-17,281976,8521
2022-07-18,281976,8521
2022-07-19,281976,8521
2022-07-20,281976,8521
2022-07-21,281976,8521
2022-07-22,281976,9245
2022-07-23,281976,9245
2022-07-24,281976,9245
2022-07-25,281976,9245
2022-07-26,281976,9245
2022-07-27,281976,9245
2022-07-28,281976,9245
2022-07-29,281976,8541
2022-07-30,281976,8541
2022-07-31,281976,8541
2022-08-01,284347,8541
2022-08-02,284347,8541
2022-08-03,284347,8541
2022-08-04,284347,8541
2022-08-05,284347,9123
2022-08-06,284347,9123
2022-08-07,284347,9123
2022-08-08,284347,9123
2022-08-09,284347,9123
2022-08-10,284347,9123
2022-08-11,284347,9123
2022-08-12,284347,9348
2022-08-13,284347,9348
2022-08-14,284347,9348
2022-08-15,284347,9348
2022-08-16,284347,9348
2022-08-17,284347,9348
2022-08-18,284347,9348
2022-08-19,284347,8434
2022-08-20,284347,8434
2022-08-21,284347,8434
2022-08-22,284347,8434
2022-08-23,284347,8434
2022-08-24,284347,8434
2022-08-25,284347,8434
2022-08-26,284347,8591
2022-08-27,284347,8591
2022-08-28,284347,8591
2022-08-29,284347,8591
2022-08-30,284347,8591
2022-08-31,284347,8591
2022-09-01,275638,8591
2022-09-02,275638,8727
2022-09-03,275638,8727
2022-09-04,275638,8727
2022-09-05,275638,8727
2022-09-06,275638,8727
2022-09-07,275638,8727
2022-09-08,275638,8727
2022-09-09,275638,8494
2022-09-10,275638,8494
2022-09-11,275638,8494
2022-09-12,275638,8494
2022-09-13,275638,8494
2022-09-14,275638,8494
2022-09-15,275638,8494
2022-09-16,275638,8322
2022-09-17,275638,8322
2022-09-18,275638,8322
2022-09-19,275638,8322
2022-09-20,275638,8322
2022-09-21,275638,8322
2022-09-22,275638,8322
2022-09-23,275638,8825
2022-09-24,275638,8825
2022-09-25,275638,8825
2022-09-26,275638,8825
2022-09-27,275638,8825
2022-09-28,275638,8825
2022-09-29,275638,8825
2022-09-30,275638,9465
2022-10-01,280673,9465
2022-10-02,280673,9465
2022-10-03,280673,9465
2022-10-04,280673,9465
2022-10-05,280673,9465
2022-10-06,280673,9465
2022-10-07,280673,8276
2022-10-08,280673,8276
2022-10-09,280673,8276
2022-10-10,280673,8276
2022-10-11,280673,8276
2022-10-12,280673,8276
2022-10-13,280673,8276
2022-10-14,280673,8678
2022-10-15,280673,8678
2022-10-16,280673,8678
2022-10-17,280673,8678
2022-10-18,280673,8678
2022-10-19,280673,8678
2022-10-20,280673,8678
2022-10-21,280673,8930
2022-10-22,280673,8930
2022-10-23,280673,8930
2022-10-24,280673,8930
2022-10-25,280673,8930
2022-10-26,280673,8930
2022-10-27,280673,8930
2022-10-28,280673,8660
2022-10-29,280673,8660
2022-10-30,280673,8660
2022-10-31,280673,8660
2022-11-01,258728,8660
2022-11-02,258728,8660
2022-11-03,258728,8660
2022-11-04,258728,9011
2022-11-05,258728,9011
2022-11-06,258728,9011
2022-11-07,258728,9011
2022-11-08,258728,9011
2022-11-09,258728,9011
2022-11-10,258728,9011
2022-11-11,258728,8742
2022-11-12,258728,8742
2022-11-13,258728,8742
2022-11-14,258728,8742
2022-11-15,258728,8742
2022-11-16,258728,8742
2022-11-17,258728,8742
2022-11-18,258728,8327
2022-11-19,258728,8327
2022-11-20,258728,8327
2022-11-21,258728,8327
2022-11-22,258728,8327
2022-11-23,258728,8327
2022-11-24,258728,8327
2022-11-25,258728,8317
2022-11-26,258728,8317
2022-11-27,258728,8317
2022-11-28,258728,8317
2022-11-29,258728,8317
2022-11-30,258728,8317
2022-12-01,258030,8317
2022-12-02,258030,8358
2022-12-03,258030,8358
2022-12-04,258030,8358
2022-12-05,258030,8358
2022-12-06,258030,8358
2022-12-07,258030,8358
2022-12-08,258030,8358
2022-12-09,258030,8255
2022-12-10,258030,8255
2022-12-11,258030,8255
2022-12-12,258030,8255
2022-12-13,258030,8255
2022-12-14,258030,8255
2022-12-15,258030,8255
2022-12-16,258030,8714
2022-12-17,258030,8714
2022-12-18,258030,8714
2022-12-19,258030,8714
2022-12-20,258030,8714
2022-12-21,258030,8714
2022-12-22,258030,8714
2022-12-23,258030,9327
2022-12-24,258030,9327
2022-12-25,258030,9327
2022-12-26,258030,9327
2022-12-27,258030,9327
2022-12-28,258030,9327
2022-12-29,258030,9327
2022-12-30,258030,7514
2022-12-31,258030,7514
