state,county,county_key,year,has_r1,violent_crime,murder,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,first_r1_year,trend,r1_trend
HI,Kauai Police Department,HI_Kauai Police Department,2017,0,183,0,25,113,1813,440,1248,125,,3,0
HI,Maui Police Department,HI_Maui Police Department,2014,0,508,4,80,336,5800,1046,4184,570,,0,0
HI,Maui Police Department,HI_Maui Police Department,2015,0,557,4,113,346,6005,1007,4416,582,,1,0
HI,Maui Police Department,HI_Maui Police Department,2017,0,446,2,67,282,5729,906,4016,807,,3,0
HI,Maui Police Department,HI_Maui Police Department,2018,0,435,5,53,263,5084,751,3640,693,,4,0
HI,Maui Police Department,HI_Maui Police Department,2019,0,449,1,67,271,4984,577,3746,661,,5,0
IA,Adair,IA_Adair,2014,0,5,0,0,5,53,19,30,4,,0,0
IA,Adair,IA_Adair,2015,0,7,0,0,7,49,22,27,0,,1,0
IA,Adair,IA_Adair,2017,0,4,0,0,4,39,15,18,6,,3,0
IA,Adair,IA_Adair,2019,0,0,0,0,0,24,7,14,3,,5,0
IA,Adams,IA_Adams,2014,0,4,0,0,3,36,10,23,3,,0,0
IA,Adams,IA_Adams,2015,0,8,1,0,6,26,8,18,0,,1,0
IA,Adams,IA_Adams,2019,0,3,0,0,3,20,8,10,2,,5,0
IA,Allamakee,IA_Allamakee,2019,0,7,0,0,6,20,5,13,2,,5,0
IA,Appanoose,IA_Appanoose,2014,0,11,0,0,11,105,46,44,15,,0,0
IA,Appanoose,IA_Appanoose,2015,0,6,0,1,4,80,36,38,6,,1,0
IA,Appanoose,IA_Appanoose,2017,0,17,1,0,15,126,63,50,13,,3,0
IA,Appanoose,IA_Appanoose,2019,0,8,0,0,8,70,24,30,16,,5,0
IA,Audubon,IA_Audubon,2015,0,4,0,0,4,33,8,23,2,,1,0
IA,Audubon,IA_Audubon,2017,0,3,0,0,3,19,0,18,1,,3,0
IA,Benton,IA_Benton,2017,0,24,0,1,22,98,35,55,8,,3,0
IA,Black Hawk,IA_Black Hawk,2014,0,17,0,1,12,141,73,58,10,,0,0
IA,Black Hawk,IA_Black Hawk,2015,0,27,0,1,24,127,64,56,7,,1,0
IA,Black Hawk,IA_Black Hawk,2017,0,26,0,1,22,146,66,60,20,,3,0
IA,Black Hawk,IA_Black Hawk,2019,0,20,0,0,20,123,58,48,17,,5,0
IA,Boone,IA_Boone,2014,0,14,0,0,13,62,23,35,4,,0,0
IA,Boone,IA_Boone,2015,0,7,0,0,5,51,16,30,5,,1,0
IA,Boone,IA_Boone,2017,0,20,0,0,19,57,21,25,11,,3,0
IA,Boone,IA_Boone,2019,0,17,0,0,17,48,13,27,8,,5,0
IA,Bremer,IA_Bremer,2014,0,7,0,0,7,26,12,12,2,,0,0
IA,Bremer,IA_Bremer,2019,0,4,0,0,2,24,14,9,1,,5,0
IA,Buchanan,IA_Buchanan,2015,0,8,0,2,6,111,31,72,8,,1,0
IA,Buchanan,IA_Buchanan,2017,0,5,2,0,2,122,42,68,12,,3,0
IA,Buchanan,IA_Buchanan,2019,0,33,0,0,25,115,41,57,17,,5,0
IA,Buena Vista,IA_Buena Vista,2014,0,10,0,0,7,43,24,18,1,,0,0
IA,Buena Vista,IA_Buena Vista,2015,0,10,0,1,5,53,22,28,3,,1,0
IA,Buena Vista,IA_Buena Vista,2017,0,11,0,0,10,29,9,18,2,,3,0
IA,Buena Vista,IA_Buena Vista,2019,0,12,0,0,11,41,29,10,2,,5,0
IA,Butler,IA_Butler,2015,0,0,0,0,0,9,3,1,5,,1,0
IA,Butler,IA_Butler,2017,0,2,0,0,1,9,5,3,1,,3,0
IA,Butler,IA_Butler,2019,0,7,0,0,3,25,15,6,4,,5,0
IA,Calhoun,IA_Calhoun,2014,0,4,0,0,3,70,26,41,3,,0,0
IA,Calhoun,IA_Calhoun,2015,0,7,1,1,5,83,26,55,2,,1,0
IA,Calhoun,IA_Calhoun,2017,0,7,0,0,6,36,10,23,3,,3,0
IA,Calhoun,IA_Calhoun,2019,0,8,0,0,8,31,12,14,5,,5,0
IA,Carroll,IA_Carroll,2017,0,3,0,0,1,3,1,0,2,,3,0
IA,Cass,IA_Cass,2014,0,11,0,0,11,76,35,35,6,,0,0
IA,Cass,IA_Cass,2015,0,10,0,0,9,39,11,22,6,,1,0
IA,Cass,IA_Cass,2017,0,16,0,0,11,50,15,30,5,,3,0
IA,Cass,IA_Cass,2019,0,10,1,0,7,38,6,25,7,,5,0
IA,Cedar,IA_Cedar,2014,0,9,0,0,6,87,24,56,7,,0,0
IA,Cedar,IA_Cedar,2015,0,7,0,2,1,66,24,40,2,,1,0
IA,Cedar,IA_Cedar,2017,0,7,0,0,3,64,15,42,7,,3,0
IA,Cedar,IA_Cedar,2019,0,12,0,0,10,43,14,24,5,,5,0
IA,Cerro Gordo,IA_Cerro Gordo,2014,0,7,0,0,6,102,43,54,5,,0,0
IA,Cerro Gordo,IA_Cerro Gordo,2015,0,6,0,0,5,81,22,51,8,,1,0
IA,Cerro Gordo,IA_Cerro Gordo,2017,0,11,0,0,11,98,31,57,10,,3,0
IA,Cerro Gordo,IA_Cerro Gordo,2019,0,10,0,0,8,98,26,53,19,,5,0
IA,Cherokee,IA_Cherokee,2014,0,2,0,0,2,25,6,18,1,,0,0
IA,Cherokee,IA_Cherokee,2015,0,6,0,0,6,25,7,13,5,,1,0
IA,Cherokee,IA_Cherokee,2017,0,4,0,0,3,21,8,10,3,,3,0
IA,Cherokee,IA_Cherokee,2019,0,2,0,0,1,12,7,5,0,,5,0
IA,Chickasaw,IA_Chickasaw,2017,0,11,1,0,9,32,5,22,5,,3,0
IA,Chickasaw,IA_Chickasaw,2019,0,10,0,0,9,29,9,15,5,,5,0
IA,Clarke,IA_Clarke,2014,0,4,0,0,4,59,17,30,12,,0,0
IA,Clarke,IA_Clarke,2015,0,6,0,0,6,62,14,38,10,,1,0
IA,Clarke,IA_Clarke,2017,0,4,0,0,3,36,15,13,8,,3,0
IA,Clarke,IA_Clarke,2019,0,7,0,0,5,36,11,16,9,,5,0
IA,Clay,IA_Clay,2014,0,9,0,0,6,35,20,12,3,,0,0
IA,Clay,IA_Clay,2015,0,10,0,0,10,47,10,35,2,,1,0
IA,Clay,IA_Clay,2017,0,9,0,0,9,40,9,25,6,,3,0
IA,Clay,IA_Clay,2019,0,13,0,0,12,11,7,3,1,,5,0
IA,Clayton,IA_Clayton,2014,0,14,0,0,12,34,9,21,4,,0,0
IA,Clayton,IA_Clayton,2015,0,13,0,0,8,37,12,23,2,,1,0
IA,Clayton,IA_Clayton,2017,0,9,0,1,4,46,16,24,6,,3,0
IA,Clayton,IA_Clayton,2019,0,11,0,0,4,41,11,27,3,,5,0
IA,Clinton,IA_Clinton,2014,0,21,0,0,19,127,31,88,8,,0,0
IA,Clinton,IA_Clinton,2017,0,38,2,0,36,126,38,78,10,,3,0
IA,Clinton,IA_Clinton,2019,0,17,0,1,10,92,25,61,6,,5,0
IA,Crawford,IA_Crawford,2017,0,4,0,0,4,14,5,7,2,,3,0
IA,Crawford,IA_Crawford,2019,0,3,0,0,3,3,0,2,1,,5,0
IA,Dallas,IA_Dallas,2014,0,20,0,0,20,129,19,93,17,,0,0
IA,Dallas,IA_Dallas,2015,0,33,0,0,33,123,10,99,14,,1,0
IA,Dallas,IA_Dallas,2017,0,34,1,3,25,103,37,56,10,,3,0
IA,Davis,IA_Davis,2014,0,4,0,0,3,5,1,4,0,,0,0
IA,Davis,IA_Davis,2017,0,2,0,0,2,8,4,4,0,,3,0
IA,Davis,IA_Davis,2019,0,4,0,0,4,1,0,1,0,,5,0
IA,Decatur,IA_Decatur,2017,0,7,0,0,7,17,6,9,2,,3,0
IA,Delaware,IA_Delaware,2014,0,14,0,0,12,77,29,41,7,,0,0
IA,Delaware,IA_Delaware,2015,0,12,0,0,10,60,26,30,4,,1,0
IA,Delaware,IA_Delaware,2017,0,14,0,0,7,86,43,39,4,,3,0
IA,Delaware,IA_Delaware,2019,0,4,0,0,1,46,7,30,9,,5,0
IA,Des Moines,IA_Des Moines,2014,0,18,0,1,16,170,53,115,2,,0,0
IA,Des Moines,IA_Des Moines,2015,0,15,0,1,10,123,48,66,9,,1,0
IA,Des Moines,IA_Des Moines,2017,0,7,0,1,5,157,98,49,10,,3,0
IA,Des Moines,IA_Des Moines,2019,0,14,0,0,13,118,70,46,2,,5,0
IA,Dickinson,IA_Dickinson,2014,0,6,0,0,6,25,8,15,2,,0,0
IA,Dickinson,IA_Dickinson,2017,0,10,1,0,7,27,8,11,8,,3,0
IA,Dickinson,IA_Dickinson,2019,0,5,0,0,5,29,12,13,4,,5,0
IA,Dubuque,IA_Dubuque,2014,0,20,0,2,10,171,60,97,14,,0,0
IA,Dubuque,IA_Dubuque,2015,0,7,0,1,5,245,132,94,19,,1,0
IA,Dubuque,IA_Dubuque,2017,0,16,0,0,6,166,57,95,14,,3,0
IA,Dubuque,IA_Dubuque,2019,0,13,1,0,5,114,30,68,16,,5,0
IA,Emmet,IA_Emmet,2014,0,17,0,0,17,48,12,32,4,,0,0
IA,Emmet,IA_Emmet,2015,0,11,1,0,10,21,5,14,2,,1,0
IA,Emmet,IA_Emmet,2017,0,10,0,0,10,37,7,25,5,,3,0
IA,Emmet,IA_Emmet,2019,0,0,0,0,0,7,0,5,2,,5,0
IA,Fayette,IA_Fayette,2014,0,24,0,0,21,58,16,37,5,,0,0
IA,Fayette,IA_Fayette,2015,0,19,0,0,18,42,9,29,4,,1,0
IA,Fayette,IA_Fayette,2017,0,11,0,1,9,39,12,21,6,,3,0
IA,Floyd,IA_Floyd,2014,0,10,0,0,4,15,10,5,0,,0,0
IA,Floyd,IA_Floyd,2015,0,7,0,0,5,29,10,19,0,,1,0
IA,Floyd,IA_Floyd,2017,0,2,0,0,2,23,12,8,3,,3,0
IA,Franklin,IA_Franklin,2017,0,1,0,0,1,0,0,0,0,,3,0
IA,Franklin,IA_Franklin,2019,0,0,0,0,0,1,0,0,1,,5,0
IA,Fremont,IA_Fremont,2015,0,22,0,0,21,81,23,43,15,,1,0
IA,Fremont,IA_Fremont,2017,0,21,0,0,14,59,23,26,10,,3,0
IA,Fremont,IA_Fremont,2019,0,11,0,1,8,43,16,22,5,,5,0
IA,Greene,IA_Greene,2014,0,0,0,0,0,0,0,0,0,,0,0
IA,Greene,IA_Greene,2015,0,2,0,0,2,0,0,0,0,,1,0
IA,Grundy,IA_Grundy,2014,0,9,0,1,8,74,25,47,2,,0,0
IA,Grundy,IA_Grundy,2015,0,5,0,0,4,61,22,37,2,,1,0
IA,Grundy,IA_Grundy,2017,0,10,0,0,10,60,22,36,2,,3,0
IA,Grundy,IA_Grundy,2019,0,7,0,0,7,63,40,18,5,,5,0
IA,Guthrie,IA_Guthrie,2015,0,4,0,0,4,70,24,41,5,,1,0
IA,Guthrie,IA_Guthrie,2017,0,6,0,2,4,54,27,18,9,,3,0
IA,Guthrie,IA_Guthrie,2019,0,2,0,0,2,45,19,23,3,,5,0
IA,Hamilton,IA_Hamilton,2014,0,12,0,1,11,61,32,25,4,,0,0
IA,Hamilton,IA_Hamilton,2015,0,9,0,1,7,46,20,24,2,,1,0
IA,Hamilton,IA_Hamilton,2017,0,5,0,0,5,40,13,24,3,,3,0
IA,Hamilton,IA_Hamilton,2019,0,6,0,0,6,54,28,19,7,,5,0
IA,Hancock,IA_Hancock,2014,0,9,0,0,9,27,14,11,2,,0,0
IA,Hancock,IA_Hancock,2019,0,6,0,0,4,31,17,14,0,,5,0
IA,Hardin,IA_Hardin,2014,0,8,0,0,7,96,32,50,14,,0,0
IA,Hardin,IA_Hardin,2015,0,4,0,0,2,97,27,58,12,,1,0
IA,Hardin,IA_Hardin,2019,0,11,0,0,7,83,36,38,9,,5,0
IA,Harrison,IA_Harrison,2015,0,11,0,0,8,72,25,34,13,,1,0
IA,Harrison,IA_Harrison,2017,0,17,0,0,13,68,14,43,11,,3,0
IA,Harrison,IA_Harrison,2019,0,7,0,0,7,43,12,25,6,,5,0
IA,Henry,IA_Henry,2014,0,44,1,0,40,79,24,42,13,,0,0
IA,Henry,IA_Henry,2015,0,15,0,0,14,36,8,25,3,,1,0
IA,Henry,IA_Henry,2017,0,16,0,0,15,89,34,50,5,,3,0
IA,Henry,IA_Henry,2019,0,20,0,0,20,69,20,46,3,,5,0
IA,Howard,IA_Howard,2014,0,6,0,0,4,66,25,37,4,,0,0
IA,Howard,IA_Howard,2015,0,6,0,0,3,50,22,27,1,,1,0
IA,Howard,IA_Howard,2017,0,1,0,0,1,63,38,20,5,,3,0
IA,Howard,IA_Howard,2019,0,0,0,0,0,35,20,12,3,,5,0
IA,Humboldt,IA_Humboldt,2014,0,2,0,1,0,34,13,17,4,,0,0
IA,Humboldt,IA_Humboldt,2015,0,3,0,0,3,44,9,31,4,,1,0
IA,Humboldt,IA_Humboldt,2017,0,3,0,0,3,41,9,29,3,,3,0
IA,Humboldt,IA_Humboldt,2019,0,0,0,0,0,41,11,28,2,,5,0
IA,Ida,IA_Ida,2014,0,12,0,2,9,82,16,62,4,,0,0
IA,Ida,IA_Ida,2015,0,8,0,0,7,93,21,67,5,,1,0
IA,Ida,IA_Ida,2017,0,9,0,0,9,23,8,12,3,,3,0
IA,Ida,IA_Ida,2019,0,10,0,0,8,68,17,44,7,,5,0
IA,Iowa,IA_Iowa,2014,0,11,0,0,11,66,16,41,9,,0,0
IA,Iowa,IA_Iowa,2017,0,17,1,0,16,69,20,36,13,,3,0
IA,Iowa,IA_Iowa,2019,0,8,0,0,8,55,12,31,12,,5,0
IA,Jackson,IA_Jackson,2017,0,3,0,0,3,21,14,2,5,,3,0
IA,Jackson,IA_Jackson,2019,0,3,0,0,3,23,6,12,5,,5,0
IA,Jasper,IA_Jasper,2014,0,29,0,0,25,157,86,69,2,,0,0
IA,Jasper,IA_Jasper,2015,0,25,0,0,20,181,83,82,16,,1,0
IA,Jasper,IA_Jasper,2017,0,32,1,0,26,121,49,60,12,,3,0
IA,Jasper,IA_Jasper,2019,0,6,0,0,4,44,20,17,7,,5,0
IA,Jefferson,IA_Jefferson,2014,0,1,0,0,1,87,34,44,9,,0,0
IA,Jefferson,IA_Jefferson,2015,0,6,0,0,6,51,20,27,4,,1,0
IA,Jefferson,IA_Jefferson,2017,0,0,0,0,0,45,22,18,5,,3,0
IA,Jefferson,IA_Jefferson,2019,0,2,0,0,1,26,11,12,3,,5,0
IA,Johnson,IA_Johnson,2014,0,60,0,2,48,177,70,93,14,,0,0
IA,Johnson,IA_Johnson,2015,0,56,0,0,46,210,66,130,14,,1,0
IA,Johnson,IA_Johnson,2017,0,70,0,2,51,234,42,177,15,,3,0
IA,Johnson,IA_Johnson,2019,0,65,0,1,56,196,60,116,20,,5,0
IA,Keokuk,IA_Keokuk,2014,0,12,0,0,12,41,20,19,2,,0,0
IA,Keokuk,IA_Keokuk,2015,0,9,0,0,7,33,12,15,6,,1,0
IA,Keokuk,IA_Keokuk,2017,0,6,0,0,3,48,22,20,6,,3,0
IA,Kossuth,IA_Kossuth,2014,0,10,0,0,9,32,13,18,1,,0,0
IA,Kossuth,IA_Kossuth,2015,0,9,0,0,8,15,9,5,1,,1,0
IA,Kossuth,IA_Kossuth,2017,0,14,0,0,13,15,5,9,1,,3,0
IA,Kossuth,IA_Kossuth,2019,0,6,3,0,0,32,22,8,2,,5,0
IA,Lee,IA_Lee,2014,0,27,2,0,24,99,35,57,7,,0,0
IA,Lee,IA_Lee,2017,0,27,1,1,25,99,38,46,15,,3,0
IA,Lee,IA_Lee,2019,0,15,0,0,13,108,42,49,17,,5,0
IA,Linn,IA_Linn,2014,0,41,1,3,28,291,120,140,31,,0,0
IA,Linn,IA_Linn,2015,0,23,1,1,17,266,120,117,29,,1,0
IA,Linn,IA_Linn,2017,0,33,0,1,15,311,125,147,39,,3,0
IA,Louisa,IA_Louisa,2014,0,12,0,0,8,55,21,30,4,,0,0
IA,Louisa,IA_Louisa,2015,0,12,1,0,6,39,15,20,4,,1,0
IA,Louisa,IA_Louisa,2017,0,30,0,1,24,100,48,45,7,,3,0
IA,Louisa,IA_Louisa,2019,0,23,0,0,17,58,18,35,5,,5,0
IA,Lucas,IA_Lucas,2014,0,5,0,0,3,54,18,31,5,,0,0
IA,Lucas,IA_Lucas,2015,0,3,0,0,3,77,39,30,8,,1,0
IA,Lucas,IA_Lucas,2017,0,13,0,0,10,86,47,34,5,,3,0
IA,Lucas,IA_Lucas,2019,0,12,0,2,8,68,29,34,5,,5,0
IA,Lyon,IA_Lyon,2014,0,13,0,0,10,89,25,49,15,,0,0
IA,Lyon,IA_Lyon,2015,0,18,0,0,13,42,15,24,3,,1,0
IA,Lyon,IA_Lyon,2017,0,11,0,0,10,62,19,39,4,,3,0
IA,Lyon,IA_Lyon,2019,0,11,0,0,9,57,21,26,10,,5,0
IA,Madison,IA_Madison,2014,0,7,0,0,5,56,20,30,6,,0,0
IA,Madison,IA_Madison,2015,0,6,0,0,5,45,15,25,5,,1,0
IA,Madison,IA_Madison,2017,0,1,0,0,1,41,17,19,5,,3,0
IA,Madison,IA_Madison,2019,0,2,0,0,2,26,14,11,1,,5,0
IA,Mahaska,IA_Mahaska,2014,0,10,0,1,7,90,38,43,9,,0,0
IA,Mahaska,IA_Mahaska,2017,0,15,0,0,14,130,79,39,12,,3,0
IA,Mahaska,IA_Mahaska,2019,0,23,0,0,22,64,22,31,11,,5,0
IA,Marion,IA_Marion,2014,0,49,0,0,41,121,47,68,6,,0,0
IA,Marion,IA_Marion,2015,0,51,1,0,30,176,92,74,10,,1,0
IA,Marion,IA_Marion,2017,0,42,0,0,22,67,34,24,9,,3,0
IA,Marion,IA_Marion,2019,0,19,0,0,9,44,12,28,4,,5,0
IA,Marshall,IA_Marshall,2014,0,15,0,0,15,48,19,26,3,,0,0
IA,Marshall,IA_Marshall,2017,0,26,0,1,25,91,32,54,5,,3,0
IA,Marshall,IA_Marshall,2019,0,42,0,0,39,94,31,49,14,,5,0
IA,Mills,IA_Mills,2014,0,15,0,0,10,143,58,68,17,,0,0
IA,Mills,IA_Mills,2015,0,24,0,0,20,90,25,52,13,,1,0
IA,Mills,IA_Mills,2017,0,21,0,0,20,97,26,50,21,,3,0
IA,Mills,IA_Mills,2019,0,17,0,0,16,98,28,53,17,,5,0
IA,Mitchell,IA_Mitchell,2019,0,0,0,0,0,5,2,3,0,,5,0
IA,Monona,IA_Monona,2014,0,1,0,0,1,36,3,30,3,,0,0
IA,Monona,IA_Monona,2017,0,11,0,0,10,34,5,24,5,,3,0
IA,Monona,IA_Monona,2019,0,16,0,0,15,37,15,15,7,,5,0
IA,Monroe,IA_Monroe,2014,0,3,0,0,3,29,2,23,4,,0,0
IA,Monroe,IA_Monroe,2015,0,7,0,0,5,29,8,17,4,,1,0
IA,Monroe,IA_Monroe,2017,0,7,0,0,5,23,6,13,4,,3,0
IA,Monroe,IA_Monroe,2019,0,5,0,0,2,20,5,8,7,,5,0
IA,Muscatine,IA_Muscatine,2014,0,21,0,0,16,88,38,43,7,,0,0
IA,Muscatine,IA_Muscatine,2015,0,23,0,0,19,85,40,38,7,,1,0
IA,Muscatine,IA_Muscatine,2017,0,29,0,1,24,67,34,22,11,,3,0
IA,Muscatine,IA_Muscatine,2019,0,21,1,1,12,56,29,20,7,,5,0
IA,O'Brien,IA_O'Brien,2014,0,20,0,0,14,72,36,34,2,,0,0
IA,O'Brien,IA_O'Brien,2015,0,15,0,0,13,44,12,26,6,,1,0
IA,O'Brien,IA_O'Brien,2017,0,25,0,0,22,73,20,52,1,,3,0
IA,O'Brien,IA_O'Brien,2019,0,21,0,0,16,57,12,41,4,,5,0
IA,Osceola,IA_Osceola,2014,0,3,0,0,3,9,2,5,2,,0,0
IA,Osceola,IA_Osceola,2015,0,5,0,0,5,83,24,56,3,,1,0
IA,Osceola,IA_Osceola,2017,0,5,0,0,4,81,22,59,0,,3,0
IA,Osceola,IA_Osceola,2019,0,14,0,0,13,73,14,57,2,,5,0
IA,Page,IA_Page,2015,0,9,0,0,9,37,12,24,1,,1,0
IA,Page,IA_Page,2017,0,7,0,0,6,42,16,17,9,,3,0
IA,Page,IA_Page,2019,0,3,0,0,2,26,9,11,6,,5,0
IA,Palo Alto,IA_Palo Alto,2015,0,14,0,0,12,61,29,29,3,,1,0
IA,Palo Alto,IA_Palo Alto,2017,0,18,0,0,16,67,31,30,6,,3,0
IA,Palo Alto,IA_Palo Alto,2019,0,15,0,0,13,48,23,21,4,,5,0
IA,Plymouth,IA_Plymouth,2014,0,16,4,0,7,52,22,27,3,,0,0
IA,Plymouth,IA_Plymouth,2015,0,14,0,0,5,36,9,21,6,,1,0
IA,Plymouth,IA_Plymouth,2017,0,14,0,0,11,32,11,15,6,,3,0
IA,Plymouth,IA_Plymouth,2019,0,13,0,0,10,45,15,23,7,,5,0
IA,Pocahontas,IA_Pocahontas,2014,0,6,0,0,5,28,9,19,0,,0,0
IA,Pocahontas,IA_Pocahontas,2015,0,5,0,1,3,54,19,33,2,,1,0
IA,Polk,IA_Polk,2014,0,86,1,5,61,695,178,433,84,,0,0
IA,Polk,IA_Polk,2017,0,113,6,11,72,677,204,355,118,,3,0
IA,Polk,IA_Polk,2019,0,112,0,9,89,822,211,486,125,,5,0
IA,Pottawattamie,IA_Pottawattamie,2014,0,80,1,3,67,458,166,226,66,,0,0
IA,Pottawattamie,IA_Pottawattamie,2015,0,70,0,1,64,311,121,159,31,,1,0
IA,Pottawattamie,IA_Pottawattamie,2017,0,64,0,3,53,311,95,173,43,,3,0
IA,Pottawattamie,IA_Pottawattamie,2019,0,57,1,3,46,251,54,173,24,,5,0
IA,Poweshiek,IA_Poweshiek,2014,0,10,0,0,10,30,7,18,5,,0,0
IA,Poweshiek,IA_Poweshiek,2015,0,11,0,0,9,38,14,18,6,,1,0
IA,Ringgold,IA_Ringgold,2014,0,4,0,0,4,25,14,11,0,,0,0
IA,Ringgold,IA_Ringgold,2015,0,3,0,0,3,34,15,19,0,,1,0
IA,Ringgold,IA_Ringgold,2019,0,4,0,0,4,21,4,16,1,,5,0
IA,Sac,IA_Sac,2014,0,2,0,0,1,40,17,20,3,,0,0
IA,Sac,IA_Sac,2015,0,2,0,0,2,36,11,24,1,,1,0
IA,Sac,IA_Sac,2017,0,8,0,0,4,50,14,31,5,,3,0
IA,Sac,IA_Sac,2019,0,6,0,0,5,32,10,20,2,,5,0
IA,Scott,IA_Scott,2014,0,84,0,2,74,113,27,78,8,,0,0
IA,Scott,IA_Scott,2015,0,57,0,0,42,164,109,47,8,,1,0
IA,Scott,IA_Scott,2017,0,50,0,3,41,207,76,99,32,,3,0
IA,Scott,IA_Scott,2019,0,40,2,0,32,170,53,100,17,,5,0
IA,Shelby,IA_Shelby,2017,0,6,0,0,6,24,11,13,0,,3,0
IA,Shelby,IA_Shelby,2019,0,3,0,0,3,14,6,7,1,,5,0
IA,Sioux,IA_Sioux,2014,0,7,0,0,7,58,21,34,3,,0,0
IA,Sioux,IA_Sioux,2015,0,2,0,0,2,44,14,26,4,,1,0
IA,Sioux,IA_Sioux,2017,0,2,0,0,1,51,17,31,3,,3,0
IA,Sioux,IA_Sioux,2019,0,7,0,0,4,50,12,35,3,,5,0
IA,Story,IA_Story,2014,0,22,0,0,16,168,81,71,16,,0,0
IA,Story,IA_Story,2015,0,19,0,0,13,140,60,67,13,,1,0
IA,Story,IA_Story,2017,0,14,0,1,10,131,56,65,10,,3,0
IA,Story,IA_Story,2019,0,13,1,0,9,105,43,46,16,,5,0
IA,Tama,IA_Tama,2014,0,43,0,1,34,75,39,25,11,,0,0
IA,Tama,IA_Tama,2015,0,32,0,0,31,84,47,27,10,,1,0
IA,Tama,IA_Tama,2017,0,36,0,0,31,83,42,35,6,,3,0
IA,Tama,IA_Tama,2019,0,23,0,0,22,57,22,23,12,,5,0
IA,Taylor,IA_Taylor,2014,0,2,0,0,2,24,6,14,4,,0,0
IA,Taylor,IA_Taylor,2015,0,5,1,0,4,18,4,11,3,,1,0
IA,Taylor,IA_Taylor,2017,0,3,0,0,3,17,4,11,2,,3,0
IA,Taylor,IA_Taylor,2019,0,8,0,0,8,14,3,8,3,,5,0
IA,Union,IA_Union,2014,0,1,0,0,1,37,9,23,5,,0,0
IA,Union,IA_Union,2015,0,6,2,0,4,45,8,20,17,,1,0
IA,Union,IA_Union,2017,0,6,0,0,6,44,16,21,7,,3,0
IA,Union,IA_Union,2019,0,4,0,0,4,46,14,28,4,,5,0
IA,Van Buren,IA_Van Buren,2014,0,10,0,0,8,76,45,29,2,,0,0
IA,Van Buren,IA_Van Buren,2017,0,4,0,0,4,53,27,23,3,,3,0
IA,Van Buren,IA_Van Buren,2019,0,4,0,0,4,58,24,31,3,,5,0
IA,Wapello,IA_Wapello,2014,0,24,1,0,23,116,49,53,14,,0,0
IA,Wapello,IA_Wapello,2017,0,22,0,0,20,186,80,89,17,,3,0
IA,Wapello,IA_Wapello,2019,0,25,0,0,23,91,33,45,13,,5,0
IA,Warren,IA_Warren,2014,0,42,0,1,33,199,70,100,29,,0,0
IA,Warren,IA_Warren,2015,0,47,0,2,37,174,63,91,20,,1,0
IA,Warren,IA_Warren,2017,0,52,1,0,43,191,56,106,29,,3,0
IA,Warren,IA_Warren,2019,0,54,0,0,47,136,37,82,17,,5,0
IA,Washington,IA_Washington,2014,0,26,0,1,21,68,26,38,4,,0,0
IA,Washington,IA_Washington,2015,0,39,0,0,31,97,30,61,6,,1,0
IA,Washington,IA_Washington,2017,0,31,0,0,28,84,37,40,7,,3,0
IA,Washington,IA_Washington,2019,0,35,0,0,33,61,25,27,9,,5,0
IA,Wayne,IA_Wayne,2014,0,9,0,0,8,36,21,15,0,,0,0
IA,Wayne,IA_Wayne,2015,0,12,0,0,10,69,35,30,4,,1,0
IA,Wayne,IA_Wayne,2017,0,13,0,0,11,54,22,28,4,,3,0
IA,Wayne,IA_Wayne,2019,0,8,0,0,8,28,13,12,3,,5,0
IA,Webster,IA_Webster,2014,0,14,0,2,12,188,104,68,16,,0,0
IA,Webster,IA_Webster,2015,0,18,1,0,17,162,85,67,10,,1,0
IA,Webster,IA_Webster,2017,0,46,1,1,42,127,54,56,17,,3,0
IA,Webster,IA_Webster,2019,0,27,0,0,23,113,41,59,13,,5,0
IA,Winneshiek,IA_Winneshiek,2014,0,1,0,0,1,7,3,4,0,,0,0
IA,Winneshiek,IA_Winneshiek,2015,0,5,0,0,2,28,6,16,6,,1,0
IA,Winneshiek,IA_Winneshiek,2017,0,8,0,0,7,32,5,23,4,,3,0
IA,Winneshiek,IA_Winneshiek,2019,0,9,0,0,7,12,1,8,3,,5,0
IA,Woodbury,IA_Woodbury,2014,0,23,0,0,20,146,94,40,12,,0,0
IA,Woodbury,IA_Woodbury,2015,0,24,1,0,19,78,30,42,6,,1,0
IA,Woodbury,IA_Woodbury,2017,0,27,0,0,25,166,62,78,26,,3,0
IA,Woodbury,IA_Woodbury,2019,0,22,0,0,19,186,98,78,10,,5,0
IA,Worth,IA_Worth,2014,0,10,1,0,8,55,20,33,2,,0,0
IA,Worth,IA_Worth,2015,0,2,0,0,0,51,11,38,2,,1,0
IA,Worth,IA_Worth,2017,0,10,0,0,9,50,13,28,9,,3,0
IA,Worth,IA_Worth,2019,0,6,0,0,5,27,7,19,1,,5,0
IA,Wright,IA_Wright,2014,0,2,0,0,1,13,5,8,0,,0,0
IA,Wright,IA_Wright,2015,0,4,0,0,2,20,3,11,6,,1,0
IA,Wright,IA_Wright,2017,0,2,0,0,0,19,11,8,0,,3,0
IA,Wright,IA_Wright,2019,0,4,0,0,3,21,4,14,3,,5,0
ID,Ada,ID_Ada,2014,0,184,0,2,117,843,191,617,35,,0,0
ID,Ada,ID_Ada,2015,0,196,3,9,143,716,209,486,21,,1,0
