state,county,county_key,year,has_r1,violent_crime,murder,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,first_r1_year,trend,r1_trend
GA,Hall,GA_Hall,2018,0,240,3,26,157,1561,327,1015,219,,4,0
GA,Hall,GA_Hall,2019,0,252,4,20,191,1315,288,876,151,,5,0
GA,Hancock,GA_Hancock,2015,0,13,0,1,12,95,26,60,9,,1,0
GA,Hancock,GA_Hancock,2017,0,16,0,0,15,91,18,61,12,,3,0
GA,Hancock,GA_Hancock,2018,0,12,0,2,10,88,31,53,4,,4,0
GA,Hancock,GA_Hancock,2019,0,15,0,0,15,50,15,28,7,,5,0
GA,Haralson,GA_Haralson,2014,0,140,0,4,134,439,160,236,43,,0,0
GA,Haralson,GA_Haralson,2015,0,112,2,5,103,419,146,248,25,,1,0
GA,Haralson,GA_Haralson,2018,0,145,0,1,137,477,154,272,51,,4,0
GA,Haralson,GA_Haralson,2019,0,146,1,2,135,384,102,234,48,,5,0
GA,Harris,GA_Harris,2014,0,9,0,2,6,269,81,170,18,,0,0
GA,Harris,GA_Harris,2015,0,31,0,1,25,306,94,197,15,,1,0
GA,Hart,GA_Hart,2014,0,65,1,2,58,424,138,266,20,,0,0
GA,Hart,GA_Hart,2015,0,53,0,1,51,296,81,203,12,,1,0
GA,Hart,GA_Hart,2017,0,46,0,1,44,248,67,171,10,,3,0
GA,Heard,GA_Heard,2014,0,15,0,0,15,105,35,55,15,,0,0
GA,Heard,GA_Heard,2015,0,18,1,0,16,121,28,79,14,,1,0
GA,Heard,GA_Heard,2017,0,13,0,0,12,111,35,57,19,,3,0
GA,Heard,GA_Heard,2018,0,18,0,1,16,107,22,63,22,,4,0
GA,Heard,GA_Heard,2019,0,18,0,2,15,96,25,60,11,,5,0
GA,Henry,GA_Henry,2015,0,2,0,2,0,112,4,108,0,,1,0
GA,Henry,GA_Henry,2017,0,0,0,0,0,87,0,87,0,,3,0
GA,Henry,GA_Henry,2018,0,0,0,0,0,78,0,78,0,,4,0
GA,Henry County Police Department,GA_Henry County Police Department,2014,0,276,3,107,137,4322,1212,2762,348,,0,0
GA,Henry County Police Department,GA_Henry County Police Department,2015,0,367,6,136,185,4428,1069,2969,390,,1,0
GA,Henry County Police Department,GA_Henry County Police Department,2017,0,351,3,99,215,3949,811,2735,403,,3,0
GA,Henry County Police Department,GA_Henry County Police Department,2018,0,300,4,87,165,3589,572,2608,409,,4,0
GA,Houston,GA_Houston,2014,0,64,3,7,52,1196,246,925,25,,0,0
GA,Houston,GA_Houston,2015,0,72,2,14,54,1036,182,799,55,,1,0
GA,Houston,GA_Houston,2017,0,98,3,17,74,1264,181,998,85,,3,0
GA,Houston,GA_Houston,2018,0,117,0,9,98,1002,161,792,49,,4,0
GA,Irwin,GA_Irwin,2014,0,10,0,0,10,105,29,69,7,,0,0
GA,Irwin,GA_Irwin,2015,0,13,0,2,9,103,31,63,9,,1,0
GA,Irwin,GA_Irwin,2017,0,6,0,0,6,108,29,68,11,,3,0
GA,Irwin,GA_Irwin,2018,0,8,0,1,6,119,22,84,13,,4,0
GA,Jackson,GA_Jackson,2014,0,58,0,3,52,719,129,563,27,,0,0
GA,Jackson,GA_Jackson,2015,0,57,0,2,53,741,136,577,28,,1,0
GA,Jackson,GA_Jackson,2017,0,72,1,8,58,745,148,559,38,,3,0
GA,Jasper,GA_Jasper,2014,0,38,0,2,34,179,59,111,9,,0,0
GA,Jasper,GA_Jasper,2015,0,47,0,1,45,192,54,131,7,,1,0
GA,Jasper,GA_Jasper,2017,0,61,0,3,58,226,55,159,12,,3,0
GA,Jasper,GA_Jasper,2018,0,63,0,2,61,174,26,141,7,,4,0
GA,Jasper,GA_Jasper,2019,0,69,0,2,65,193,34,144,15,,5,0
GA,Jeff Davis,GA_Jeff Davis,2014,0,48,0,0,48,186,74,101,11,,0,0
GA,Jeff Davis,GA_Jeff Davis,2015,0,33,0,2,30,155,34,109,12,,1,0
GA,Jeff Davis,GA_Jeff Davis,2017,0,13,0,1,12,170,40,125,5,,3,0
GA,Jeff Davis,GA_Jeff Davis,2018,0,16,0,0,16,115,28,77,10,,4,0
GA,Jefferson,GA_Jefferson,2014,0,25,1,0,24,98,44,50,4,,0,0
GA,Jefferson,GA_Jefferson,2015,0,27,0,1,24,102,44,51,7,,1,0
GA,Jefferson,GA_Jefferson,2017,0,36,0,3,31,128,68,53,7,,3,0
GA,Jefferson,GA_Jefferson,2018,0,32,0,0,29,80,26,49,5,,4,0
GA,Jefferson,GA_Jefferson,2019,0,27,0,0,25,70,23,36,11,,5,0
GA,Johnson,GA_Johnson,2015,0,14,0,0,14,75,23,48,4,,1,0
GA,Jones,GA_Jones,2014,0,25,1,6,18,550,120,393,37,,0,0
GA,Jones,GA_Jones,2015,0,19,0,2,14,447,110,300,37,,1,0
GA,Jones,GA_Jones,2017,0,27,0,5,22,329,101,203,25,,3,0
GA,Jones,GA_Jones,2018,0,22,0,3,17,262,62,179,21,,4,0
GA,Jones,GA_Jones,2019,0,22,0,2,18,303,81,192,30,,5,0
GA,Lamar,GA_Lamar,2014,0,9,0,1,8,178,43,113,22,,0,0
GA,Lamar,GA_Lamar,2015,0,14,1,1,12,127,29,88,10,,1,0
GA,Lamar,GA_Lamar,2017,0,8,0,0,8,146,34,91,21,,3,0
GA,Lamar,GA_Lamar,2018,0,22,0,0,20,114,25,71,18,,4,0
GA,Lanier,GA_Lanier,2014,0,17,1,0,16,128,40,85,3,,0,0
GA,Lanier,GA_Lanier,2015,0,34,0,5,27,140,36,98,6,,1,0
GA,Lanier,GA_Lanier,2017,0,24,0,0,24,119,24,87,8,,3,0
GA,Lanier,GA_Lanier,2018,0,36,0,1,33,164,31,120,13,,4,0
GA,Lanier,GA_Lanier,2019,0,22,0,1,21,117,33,71,13,,5,0
GA,Laurens,GA_Laurens,2014,0,31,2,8,18,535,187,324,24,,0,0
GA,Laurens,GA_Laurens,2015,0,39,3,4,29,555,194,334,27,,1,0
GA,Laurens,GA_Laurens,2017,0,73,1,6,58,559,166,340,53,,3,0
GA,Laurens,GA_Laurens,2018,0,92,1,10,70,547,146,339,62,,4,0
GA,Laurens,GA_Laurens,2019,0,92,1,8,71,523,175,291,57,,5,0
GA,Lee,GA_Lee,2014,0,51,0,11,35,790,91,675,24,,0,0
GA,Lee,GA_Lee,2015,0,43,0,4,33,662,126,530,6,,1,0
GA,Lee,GA_Lee,2017,0,51,1,14,30,561,87,460,14,,3,0
GA,Lee,GA_Lee,2018,0,56,0,4,47,516,76,419,21,,4,0
GA,Lee,GA_Lee,2019,0,41,0,11,24,494,103,356,35,,5,0
GA,Liberty,GA_Liberty,2014,0,62,3,10,46,239,62,151,26,,0,0
GA,Liberty,GA_Liberty,2015,0,89,0,13,74,266,61,180,25,,1,0
GA,Liberty,GA_Liberty,2017,0,105,1,3,100,288,85,172,31,,3,0
GA,Liberty,GA_Liberty,2018,0,164,3,5,155,232,60,147,25,,4,0
GA,Lincoln,GA_Lincoln,2014,0,23,0,0,21,144,16,123,5,,0,0
GA,Lincoln,GA_Lincoln,2015,0,16,0,1,14,144,44,92,8,,1,0
GA,Lincoln,GA_Lincoln,2017,0,24,0,0,24,129,20,105,4,,3,0
GA,Long,GA_Long,2014,0,17,1,3,12,266,128,115,23,,0,0
GA,Long,GA_Long,2015,0,16,0,6,6,202,88,96,18,,1,0
GA,Long,GA_Long,2017,0,20,0,2,10,190,86,91,13,,3,0
GA,Long,GA_Long,2018,0,16,1,1,9,151,61,76,14,,4,0
GA,Lowndes,GA_Lowndes,2015,0,84,0,6,77,465,172,261,32,,1,0
GA,Lowndes,GA_Lowndes,2017,0,62,0,4,57,775,255,440,80,,3,0
GA,Lumpkin,GA_Lumpkin,2017,0,13,2,2,1,396,78,302,16,,3,0
GA,Macon,GA_Macon,2014,0,0,0,0,0,87,25,58,4,,0,0
GA,Macon,GA_Macon,2015,0,0,0,0,0,61,28,31,2,,1,0
GA,Macon,GA_Macon,2017,0,0,0,0,0,35,13,17,5,,3,0
GA,Madison,GA_Madison,2014,0,43,0,6,34,590,182,364,44,,0,0
GA,Madison,GA_Madison,2015,0,51,2,11,26,594,168,392,34,,1,0
GA,Madison,GA_Madison,2017,0,41,0,4,34,402,96,285,21,,3,0
GA,Madison,GA_Madison,2018,0,90,0,3,84,405,60,311,34,,4,0
GA,Madison,GA_Madison,2019,0,99,1,2,93,363,60,280,23,,5,0
GA,Marion,GA_Marion,2015,0,9,0,0,9,14,3,8,3,,1,0
GA,Marion,GA_Marion,2017,0,2,0,0,2,31,25,6,0,,3,0
GA,Marion,GA_Marion,2018,0,4,0,0,4,39,8,31,0,,4,0
GA,Marion,GA_Marion,2019,0,2,0,0,2,29,9,17,3,,5,0
GA,McDuffie,GA_McDuffie,2014,0,25,1,8,16,219,85,106,28,,0,0
GA,McDuffie,GA_McDuffie,2015,0,35,3,2,27,215,72,123,20,,1,0
GA,McDuffie,GA_McDuffie,2017,0,37,0,5,31,224,117,92,15,,3,0
GA,McDuffie,GA_McDuffie,2018,0,50,3,3,40,196,80,100,16,,4,0
GA,McDuffie,GA_McDuffie,2019,0,28,0,6,19,178,67,101,10,,5,0
GA,McIntosh,GA_McIntosh,2014,0,11,1,2,6,296,88,195,13,,0,0
GA,McIntosh,GA_McIntosh,2015,0,13,1,4,8,290,98,181,11,,1,0
GA,McIntosh,GA_McIntosh,2017,0,29,1,4,23,327,135,176,16,,3,0
GA,McIntosh,GA_McIntosh,2018,0,35,2,4,26,247,53,176,18,,4,0
GA,Meriwether,GA_Meriwether,2015,0,62,2,6,47,326,98,217,11,,1,0
GA,Meriwether,GA_Meriwether,2017,0,52,1,3,46,244,58,172,14,,3,0
GA,Meriwether,GA_Meriwether,2018,0,51,3,1,47,287,56,214,17,,4,0
GA,Meriwether,GA_Meriwether,2019,0,42,2,2,33,257,64,173,20,,5,0
GA,Miller,GA_Miller,2014,0,0,0,0,0,27,8,13,6,,0,0
GA,Miller,GA_Miller,2015,0,3,0,0,3,33,10,18,5,,1,0
GA,Miller,GA_Miller,2017,0,1,0,0,1,44,9,34,1,,3,0
GA,Mitchell,GA_Mitchell,2014,0,39,0,3,36,237,70,152,15,,0,0
GA,Mitchell,GA_Mitchell,2015,0,58,0,6,44,237,59,173,5,,1,0
GA,Mitchell,GA_Mitchell,2017,0,33,0,0,33,265,70,169,26,,3,0
GA,Mitchell,GA_Mitchell,2018,0,35,0,1,33,246,46,179,21,,4,0
GA,Mitchell,GA_Mitchell,2019,0,28,0,2,24,265,40,196,29,,5,0
GA,Monroe,GA_Monroe,2014,0,39,3,2,33,451,119,304,28,,0,0
GA,Monroe,GA_Monroe,2015,0,23,0,3,20,379,89,270,20,,1,0
GA,Monroe,GA_Monroe,2017,0,28,1,4,22,416,81,298,37,,3,0
GA,Monroe,GA_Monroe,2018,0,22,0,2,18,314,64,231,19,,4,0
GA,Morgan,GA_Morgan,2014,0,5,0,1,4,195,73,110,12,,0,0
GA,Morgan,GA_Morgan,2015,0,5,0,2,2,151,54,87,10,,1,0
GA,Murray,GA_Murray,2014,0,64,0,0,60,668,100,518,50,,0,0
GA,Murray,GA_Murray,2018,0,36,0,1,35,56,10,38,8,,4,0
GA,Murray,GA_Murray,2019,0,47,0,3,39,85,16,51,18,,5,0
GA,Muscogee,GA_Muscogee,2014,0,0,0,0,0,0,0,0,0,,0,0
GA,Muscogee,GA_Muscogee,2015,0,0,0,0,0,0,0,0,0,,1,0
GA,Muscogee,GA_Muscogee,2017,0,0,0,0,0,0,0,0,0,,3,0
GA,Muscogee,GA_Muscogee,2018,0,56,0,1,55,33,1,30,2,,4,0
GA,Newton,GA_Newton,2014,0,300,3,27,258,1611,503,925,183,,0,0
GA,Newton,GA_Newton,2015,0,338,7,43,275,1452,447,840,165,,1,0
GA,Newton,GA_Newton,2017,0,357,6,53,285,1669,416,1004,249,,3,0
GA,Newton,GA_Newton,2018,0,305,4,36,251,1565,327,974,264,,4,0
GA,Newton,GA_Newton,2019,0,81,3,32,38,821,303,408,110,,5,0
GA,Oconee,GA_Oconee,2014,0,38,0,2,33,463,82,359,22,,0,0
GA,Oconee,GA_Oconee,2015,0,32,0,3,29,529,90,416,23,,1,0
GA,Oconee,GA_Oconee,2017,0,27,1,2,24,419,58,344,17,,3,0
GA,Oconee,GA_Oconee,2018,0,21,0,1,20,442,35,386,21,,4,0
GA,Oglethorpe,GA_Oglethorpe,2014,0,59,0,0,58,340,103,227,10,,0,0
GA,Oglethorpe,GA_Oglethorpe,2015,0,45,0,3,40,361,105,242,14,,1,0
GA,Oglethorpe,GA_Oglethorpe,2017,0,32,0,2,30,216,47,153,16,,3,0
GA,Oglethorpe,GA_Oglethorpe,2018,0,40,0,3,36,165,35,120,10,,4,0
GA,Paulding,GA_Paulding,2014,0,198,1,26,154,2509,520,1724,265,,0,0
GA,Paulding,GA_Paulding,2015,0,207,2,20,167,2612,540,1793,279,,1,0
GA,Paulding,GA_Paulding,2017,0,180,2,20,145,2450,464,1670,316,,3,0
GA,Paulding,GA_Paulding,2018,0,185,1,21,155,2083,347,1456,280,,4,0
GA,Paulding,GA_Paulding,2019,0,320,5,22,266,1862,314,1272,276,,5,0
GA,Peach,GA_Peach,2014,0,21,1,2,17,263,95,147,21,,0,0
GA,Peach,GA_Peach,2015,0,28,0,8,19,267,99,147,21,,1,0
GA,Peach,GA_Peach,2017,0,23,2,1,19,273,59,194,20,,3,0
GA,Peach,GA_Peach,2018,0,23,0,2,18,214,47,147,20,,4,0
GA,Peach,GA_Peach,2019,0,25,0,3,16,156,32,106,18,,5,0
GA,Pickens,GA_Pickens,2015,0,57,0,2,54,395,96,270,29,,1,0
GA,Pickens,GA_Pickens,2017,0,74,0,2,66,322,79,215,28,,3,0
GA,Pickens,GA_Pickens,2018,0,76,0,1,67,383,91,253,39,,4,0
GA,Pierce,GA_Pierce,2014,0,10,0,0,10,91,54,26,11,,0,0
GA,Pierce,GA_Pierce,2015,0,48,1,1,43,190,63,120,7,,1,0
GA,Pierce,GA_Pierce,2017,0,54,2,1,47,239,64,170,5,,3,0
GA,Pierce,GA_Pierce,2018,0,37,1,1,32,247,68,175,4,,4,0
GA,Pierce,GA_Pierce,2019,0,31,0,2,24,321,72,219,30,,5,0
GA,Pike,GA_Pike,2014,0,20,1,0,16,183,48,127,8,,0,0
GA,Pike,GA_Pike,2017,0,13,0,1,9,181,37,135,9,,3,0
GA,Pike,GA_Pike,2018,0,19,0,4,14,218,32,178,8,,4,0
GA,Pike,GA_Pike,2019,0,20,0,2,17,193,24,160,9,,5,0
GA,Polk,GA_Polk,2014,0,0,0,0,0,0,0,0,0,,0,0
GA,Polk,GA_Polk,2015,0,0,0,0,0,0,0,0,0,,1,0
GA,Polk,GA_Polk,2017,0,0,0,0,0,0,0,0,0,,3,0
GA,Polk,GA_Polk,2018,0,0,0,0,0,0,0,0,0,,4,0
GA,Polk County Police Department,GA_Polk County Police Department,2014,0,50,0,5,40,681,204,404,73,,0,0
GA,Polk County Police Department,GA_Polk County Police Department,2015,0,42,0,4,35,623,215,335,73,,1,0
GA,Polk County Police Department,GA_Polk County Police Department,2017,0,40,2,2,32,527,136,319,72,,3,0
GA,Polk County Police Department,GA_Polk County Police Department,2018,0,52,0,2,46,543,167,319,57,,4,0
GA,Pulaski,GA_Pulaski,2017,0,57,2,5,48,235,52,178,5,,3,0
GA,Pulaski,GA_Pulaski,2018,0,61,2,4,55,226,68,147,11,,4,0
GA,Pulaski,GA_Pulaski,2019,0,50,2,1,45,209,55,151,3,,5,0
GA,Putnam,GA_Putnam,2014,0,69,2,1,65,377,99,270,8,,0,0
GA,Putnam,GA_Putnam,2015,0,48,2,1,44,336,113,213,10,,1,0
GA,Putnam,GA_Putnam,2017,0,41,2,1,34,327,71,253,3,,3,0
GA,Quitman,GA_Quitman,2014,0,2,0,0,1,2,0,0,2,,0,0
GA,Quitman,GA_Quitman,2015,0,3,0,1,1,50,23,27,0,,1,0
GA,Quitman,GA_Quitman,2017,0,5,0,2,2,8,4,2,2,,3,0
GA,Rabun,GA_Rabun,2014,0,5,0,1,3,269,55,201,13,,0,0
GA,Rabun,GA_Rabun,2015,0,10,0,0,9,267,69,182,16,,1,0
GA,Rabun,GA_Rabun,2017,0,15,0,1,8,234,57,166,11,,3,0
GA,Rabun,GA_Rabun,2018,0,14,0,2,11,210,51,154,5,,4,0
GA,Randolph,GA_Randolph,2014,0,17,0,2,14,44,12,27,5,,0,0
GA,Randolph,GA_Randolph,2015,0,11,0,0,11,48,20,25,3,,1,0
GA,Randolph,GA_Randolph,2017,0,9,0,3,6,41,12,24,5,,3,0
GA,Randolph,GA_Randolph,2018,0,3,0,0,3,29,11,16,2,,4,0
GA,Rockdale,GA_Rockdale,2014,0,141,2,27,100,1834,380,1320,134,,0,0
GA,Rockdale,GA_Rockdale,2015,0,188,4,44,128,1606,281,1213,112,,1,0
GA,Rockdale,GA_Rockdale,2017,0,171,2,31,123,1683,275,1283,125,,3,0
GA,Rockdale,GA_Rockdale,2018,0,167,5,31,111,1319,175,1041,103,,4,0
GA,Schley,GA_Schley,2014,0,5,0,0,5,19,6,12,1,,0,0
GA,Schley,GA_Schley,2015,0,2,0,0,1,42,20,21,1,,1,0
GA,Schley,GA_Schley,2017,0,5,0,0,4,18,3,14,1,,3,0
GA,Schley,GA_Schley,2018,0,4,1,0,3,11,2,8,1,,4,0
GA,Screven,GA_Screven,2014,0,45,0,3,42,181,68,96,17,,0,0
GA,Screven,GA_Screven,2015,0,13,0,3,8,175,70,88,17,,1,0
GA,Screven,GA_Screven,2017,0,39,1,5,32,180,66,87,27,,3,0
GA,Screven,GA_Screven,2019,0,37,0,4,33,112,41,59,12,,5,0
GA,Seminole,GA_Seminole,2014,0,9,0,0,9,66,30,35,1,,0,0
GA,Seminole,GA_Seminole,2015,0,14,1,0,13,60,28,32,0,,1,0
GA,Seminole,GA_Seminole,2017,0,30,0,0,30,64,24,37,3,,3,0
GA,Seminole,GA_Seminole,2018,0,10,1,0,8,64,13,48,3,,4,0
GA,Spalding,GA_Spalding,2014,0,111,2,16,83,1425,341,958,126,,0,0
GA,Spalding,GA_Spalding,2015,0,145,0,24,112,1122,272,736,114,,1,0
GA,Spalding,GA_Spalding,2017,0,148,3,16,115,1094,337,647,110,,3,0
GA,Spalding,GA_Spalding,2018,0,134,0,16,115,810,180,538,92,,4,0
GA,Stephens,GA_Stephens,2014,0,30,1,1,24,347,109,228,10,,0,0
GA,Stephens,GA_Stephens,2015,0,26,0,0,22,451,139,301,11,,1,0
GA,Stephens,GA_Stephens,2017,0,17,0,1,10,330,78,243,9,,3,0
GA,Stephens,GA_Stephens,2018,0,15,0,2,9,280,84,188,8,,4,0
GA,Stewart,GA_Stewart,2014,0,0,0,0,0,4,2,2,0,,0,0
GA,Stewart,GA_Stewart,2015,0,0,0,0,0,9,1,7,1,,1,0
GA,Sumter,GA_Sumter,2014,0,22,1,7,12,281,73,194,14,,0,0
GA,Sumter,GA_Sumter,2015,0,28,2,4,20,217,62,145,10,,1,0
GA,Sumter,GA_Sumter,2017,0,18,1,2,13,141,41,84,16,,3,0
GA,Sumter,GA_Sumter,2018,0,30,1,1,24,179,55,111,13,,4,0
GA,Talbot,GA_Talbot,2014,0,0,0,0,0,71,43,26,2,,0,0
GA,Talbot,GA_Talbot,2015,0,1,0,1,0,47,16,29,2,,1,0
GA,Talbot,GA_Talbot,2017,0,15,0,2,13,90,26,55,9,,3,0
GA,Talbot,GA_Talbot,2018,0,13,0,1,11,47,14,28,5,,4,0
GA,Taliaferro,GA_Taliaferro,2015,0,2,0,0,2,27,12,13,2,,1,0
GA,Taliaferro,GA_Taliaferro,2017,0,5,0,0,5,20,9,10,1,,3,0
GA,Tattnall,GA_Tattnall,2014,0,6,0,3,3,220,70,127,23,,0,0
GA,Tattnall,GA_Tattnall,2015,0,31,0,4,26,211,86,116,9,,1,0
GA,Tattnall,GA_Tattnall,2017,0,23,0,0,23,270,106,152,12,,3,0
GA,Taylor,GA_Taylor,2014,0,17,0,1,13,66,32,30,4,,0,0
GA,Taylor,GA_Taylor,2015,0,7,0,1,5,82,32,43,7,,1,0
GA,Taylor,GA_Taylor,2017,0,12,1,0,9,76,38,32,6,,3,0
GA,Taylor,GA_Taylor,2018,0,7,0,0,7,47,21,24,2,,4,0
GA,Terrell,GA_Terrell,2014,0,26,0,2,21,85,31,46,8,,0,0
GA,Terrell,GA_Terrell,2015,0,32,1,9,22,101,28,63,10,,1,0
GA,Terrell,GA_Terrell,2017,0,7,0,1,6,58,15,41,2,,3,0
GA,Thomas,GA_Thomas,2014,0,38,1,6,23,572,203,323,46,,0,0
GA,Thomas,GA_Thomas,2015,0,45,1,4,35,504,167,308,29,,1,0
GA,Thomas,GA_Thomas,2017,0,53,0,10,34,471,150,278,43,,3,0
GA,Thomas,GA_Thomas,2018,0,45,0,9,30,463,117,305,41,,4,0
GA,Thomas,GA_Thomas,2019,0,60,0,11,32,477,106,322,49,,5,0
GA,Tift,GA_Tift,2014,0,92,3,20,69,613,154,437,22,,0,0
GA,Tift,GA_Tift,2015,0,98,3,17,73,633,167,436,30,,1,0
GA,Tift,GA_Tift,2017,0,72,0,16,55,587,125,428,34,,3,0
GA,Toombs,GA_Toombs,2018,0,12,0,1,11,140,44,77,19,,4,0
GA,Towns,GA_Towns,2014,0,29,1,0,27,117,25,89,3,,0,0
GA,Towns,GA_Towns,2015,0,28,0,1,27,130,41,76,13,,1,0
GA,Towns,GA_Towns,2017,0,31,0,0,31,131,31,91,9,,3,0
GA,Towns,GA_Towns,2018,0,35,0,0,33,148,33,108,7,,4,0
GA,Towns,GA_Towns,2019,0,23,0,0,20,88,17,67,4,,5,0
GA,Treutlen,GA_Treutlen,2014,0,7,0,1,6,58,21,32,5,,0,0
GA,Treutlen,GA_Treutlen,2015,0,0,0,0,0,60,17,40,3,,1,0
GA,Treutlen,GA_Treutlen,2017,0,3,0,1,2,63,27,35,1,,3,0
GA,Treutlen,GA_Treutlen,2018,0,8,0,4,3,42,20,22,0,,4,0
GA,Treutlen,GA_Treutlen,2019,0,5,0,0,4,34,10,22,2,,5,0
GA,Troup,GA_Troup,2014,0,58,1,12,38,655,171,444,40,,0,0
GA,Troup,GA_Troup,2015,0,52,8,9,29,638,190,414,34,,1,0
GA,Troup,GA_Troup,2017,0,51,0,11,35,594,139,421,34,,3,0
GA,Troup,GA_Troup,2018,0,65,0,11,48,602,115,409,78,,4,0
GA,Turner,GA_Turner,2014,0,6,0,0,5,71,19,48,4,,0,0
GA,Turner,GA_Turner,2015,0,9,0,3,6,52,10,37,5,,1,0
GA,Turner,GA_Turner,2018,0,1,0,0,1,46,23,17,6,,4,0
GA,Twiggs,GA_Twiggs,2014,0,19,0,4,15,130,51,75,4,,0,0
GA,Twiggs,GA_Twiggs,2017,0,16,1,1,13,124,48,62,14,,3,0
GA,Twiggs,GA_Twiggs,2018,0,15,0,1,12,99,28,59,12,,4,0
GA,Union,GA_Union,2014,0,49,1,0,46,268,91,163,14,,0,0
GA,Union,GA_Union,2015,0,22,4,2,13,266,76,177,13,,1,0
GA,Union,GA_Union,2017,0,14,0,4,7,211,69,125,17,,3,0
GA,Union,GA_Union,2018,0,14,0,0,11,239,49,161,29,,4,0
GA,Upson,GA_Upson,2014,0,61,0,7,54,344,69,250,25,,0,0
GA,Upson,GA_Upson,2017,0,23,0,3,18,254,44,190,20,,3,0
GA,Upson,GA_Upson,2018,0,22,0,2,19,303,48,223,32,,4,0
GA,Walker,GA_Walker,2014,0,187,3,21,155,1095,329,766,0,,0,0
GA,Walker,GA_Walker,2015,0,151,1,11,138,1047,302,745,0,,1,0
GA,Walker,GA_Walker,2017,0,237,2,13,218,965,303,549,113,,3,0
GA,Walton,GA_Walton,2014,0,67,1,6,55,735,186,479,70,,0,0
GA,Walton,GA_Walton,2015,0,57,0,4,49,720,173,466,81,,1,0
GA,Walton,GA_Walton,2017,0,79,7,9,53,635,120,443,72,,3,0
GA,Walton,GA_Walton,2018,0,69,1,14,42,599,116,408,75,,4,0
GA,Walton,GA_Walton,2019,0,39,1,7,21,444,74,322,48,,5,0
GA,Ware,GA_Ware,2014,0,104,1,7,90,673,128,524,21,,0,0
GA,Ware,GA_Ware,2015,0,79,1,4,65,676,164,490,22,,1,0
GA,Ware,GA_Ware,2017,0,92,2,8,78,623,99,500,24,,3,0
GA,Ware,GA_Ware,2018,0,93,0,3,88,625,133,462,30,,4,0
GA,Ware,GA_Ware,2019,0,83,1,3,76,432,62,354,16,,5,0
GA,Warren,GA_Warren,2014,0,8,0,0,8,63,14,39,10,,0,0
GA,Warren,GA_Warren,2017,0,15,0,0,13,47,19,27,1,,3,0
GA,Warren,GA_Warren,2018,0,2,0,1,0,32,6,18,8,,4,0
GA,Washington,GA_Washington,2014,0,16,0,2,11,141,46,81,14,,0,0
GA,Washington,GA_Washington,2015,0,14,1,3,9,109,42,57,10,,1,0
GA,Washington,GA_Washington,2017,0,12,0,4,6,119,39,75,5,,3,0
GA,Wayne,GA_Wayne,2014,0,70,1,6,60,788,257,504,27,,0,0
GA,Wayne,GA_Wayne,2017,0,156,0,7,134,802,210,569,23,,3,0
GA,Wayne,GA_Wayne,2018,0,135,1,9,115,730,171,531,28,,4,0
GA,Webster,GA_Webster,2014,0,6,0,2,4,8,5,2,1,,0,0
GA,Webster,GA_Webster,2015,0,1,0,0,1,2,1,1,0,,1,0
GA,Webster,GA_Webster,2017,0,0,0,0,0,3,2,1,0,,3,0
GA,Webster,GA_Webster,2018,0,2,0,0,2,1,1,0,0,,4,0
GA,Wheeler,GA_Wheeler,2014,0,1,0,1,0,44,9,34,1,,0,0
GA,Wheeler,GA_Wheeler,2015,0,1,0,1,0,78,20,55,3,,1,0
GA,Wheeler,GA_Wheeler,2017,0,6,0,0,5,42,9,33,0,,3,0
GA,White,GA_White,2015,0,46,0,0,35,471,173,273,25,,1,0
GA,White,GA_White,2017,0,34,1,2,28,162,45,103,14,,3,0
GA,White,GA_White,2018,0,28,1,0,25,118,32,81,5,,4,0
GA,White,GA_White,2019,0,22,0,1,20,136,51,77,8,,5,0
GA,Whitfield,GA_Whitfield,2014,0,126,1,8,100,1707,519,1079,109,,0,0
GA,Whitfield,GA_Whitfield,2017,0,138,2,6,112,1263,342,815,106,,3,0
GA,Whitfield,GA_Whitfield,2018,0,159,1,11,136,1327,358,852,117,,4,0
GA,Wilcox,GA_Wilcox,2014,0,15,1,0,11,5,4,1,0,,0,0
GA,Wilkes,GA_Wilkes,2014,0,12,0,0,12,26,12,14,0,,0,0
GA,Wilkes,GA_Wilkes,2015,0,26,1,0,22,16,5,10,1,,1,0
GA,Wilkes,GA_Wilkes,2017,0,19,2,0,16,30,13,14,3,,3,0
GA,Wilkes,GA_Wilkes,2018,0,23,1,1,21,18,10,5,3,,4,0
GA,Wilkes,GA_Wilkes,2019,0,22,0,0,21,30,6,20,4,,5,0
GA,Wilkinson,GA_Wilkinson,2014,0,11,0,0,10,55,23,30,2,,0,0
GA,Wilkinson,GA_Wilkinson,2015,0,13,0,2,9,52,24,22,6,,1,0
GA,Wilkinson,GA_Wilkinson,2017,0,19,0,1,17,43,18,17,8,,3,0
GA,Wilkinson,GA_Wilkinson,2018,0,9,0,1,8,40,17,20,3,,4,0
GA,Wilkinson,GA_Wilkinson,2019,0,10,0,1,9,34,16,14,4,,5,0
GA,Worth,GA_Worth,2014,0,28,0,2,24,271,86,177,8,,0,0
GA,Worth,GA_Worth,2015,0,25,1,0,24,240,69,157,14,,1,0
GA,Worth,GA_Worth,2017,0,44,0,2,33,207,69,130,8,,3,0
HI,Hawaii Police Department,HI_Hawaii Police Department,2017,0,508,5,77,284,5373,872,3770,731,,3,0
