year,prefecture,city,municipality,total_theft,has_r1,first_r1_year,post_r1,purse_snatching,car_break_in,parts_theft,vending_machine,car_theft,motorcycle_theft,bicycle_theft
2021,北海道,岩見沢市,北海道_岩見沢市,42,0,,0,0,13,4,0,1,0,24
2021,北海道,網走市,北海道_網走市,8,0,,0,0,4,1,0,0,0,3
2021,北海道,留萌市,北海道_留萌市,3,0,,0,0,3,0,0,0,0,0
2021,北海道,苫小牧市,北海道_苫小牧市,203,0,,0,0,65,9,7,2,1,119
2021,北海道,稚内市,北海道_稚内市,6,0,,0,0,4,0,0,0,0,2
2021,北海道,美唄市,北海道_美唄市,7,0,,0,0,3,1,0,0,0,3
2021,北海道,芦別市,北海道_芦別市,7,0,,0,0,5,0,0,0,1,1
2021,北海道,江別市,北海道_江別市,87,0,,0,0,11,1,0,2,0,73
2021,北海道,紋別市,北海道_紋別市,2,0,,0,0,1,0,0,0,0,1
2021,北海道,士別市,北海道_士別市,2,0,,0,0,1,0,0,0,0,1
2021,北海道,名寄市,北海道_名寄市,4,0,,0,0,1,0,0,0,0,3
2021,北海道,三笠市,北海道_三笠市,9,0,,0,0,7,0,0,0,0,2
2021,北海道,根室市,北海道_根室市,7,0,,0,0,4,0,0,0,0,3
2021,北海道,千歳市,北海道_千歳市,176,0,,0,0,34,4,0,0,1,137
2021,北海道,滝川市,北海道_滝川市,10,0,,0,0,4,0,2,1,0,3
2021,北海道,砂川市,北海道_砂川市,2,0,,0,0,1,0,0,0,1,0
2021,北海道,深川市,北海道_深川市,7,0,,0,0,3,2,0,0,0,2
2021,北海道,富良野市,北海道_富良野市,4,0,,0,0,4,0,0,0,0,0
2021,北海道,登別市,北海道_登別市,16,0,,0,0,4,4,1,0,0,7
2021,北海道,恵庭市,北海道_恵庭市,110,0,,0,0,20,11,1,0,0,78
2021,北海道,伊達市,北海道_伊達市,14,0,,0,0,3,1,0,0,0,10
2021,北海道,北広島市,北海道_北広島市,33,0,,0,0,8,6,1,0,0,18
2021,北海道,石狩市,北海道_石狩市,23,0,,0,0,6,7,0,0,0,10
2021,北海道,北斗市,北海道_北斗市,35,0,,0,0,5,4,0,0,1,25
2021,北海道,当別町,北海道_当別町,10,0,,0,0,4,2,2,1,0,1
2021,北海道,新篠津村,北海道_新篠津村,1,0,,0,0,1,0,0,0,0,0
2021,北海道,松前町,北海道_松前町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,福島町,北海道_福島町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,知内町,北海道_知内町,2,0,,0,0,1,1,0,0,0,0
2021,北海道,木古内町,北海道_木古内町,1,0,,0,0,0,0,0,0,0,1
2021,北海道,七飯町,北海道_七飯町,13,0,,0,0,5,4,0,0,0,4
2021,北海道,鹿部町,北海道_鹿部町,4,0,,0,0,1,1,0,2,0,0
2021,北海道,森町,北海道_森町,6,0,,0,0,3,1,0,0,0,2
2021,北海道,八雲町,北海道_八雲町,4,0,,0,0,4,0,0,0,0,0
2021,北海道,長万部町,北海道_長万部町,4,0,,0,0,2,2,0,0,0,0
2021,北海道,江差町,北海道_江差町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,寿都町,北海道_寿都町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,黒松内町,北海道_黒松内町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,倶知安町,北海道_倶知安町,5,0,,0,0,3,1,0,0,0,1
2021,北海道,岩内町,北海道_岩内町,2,0,,0,0,0,0,0,1,0,1
2021,北海道,古平町,北海道_古平町,2,0,,0,0,0,2,0,0,0,0
2021,北海道,余市町,北海道_余市町,9,0,,0,1,1,0,0,0,1,6
2021,北海道,南幌町,北海道_南幌町,6,0,,0,0,5,1,0,0,0,0
2021,北海道,奈井江町,北海道_奈井江町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,由仁町,北海道_由仁町,3,0,,0,0,3,0,0,0,0,0
2021,北海道,長沼町,北海道_長沼町,5,0,,0,0,5,0,0,0,0,0
2021,北海道,栗山町,北海道_栗山町,5,0,,0,0,3,0,0,0,0,2
2021,北海道,新十津川町,北海道_新十津川町,2,0,,0,0,1,0,0,0,0,1
2021,北海道,妹背牛町,北海道_妹背牛町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,鷹栖町,北海道_鷹栖町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,東神楽町,北海道_東神楽町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,当麻町,北海道_当麻町,1,0,,0,0,0,0,0,0,0,1
2021,北海道,上川町,北海道_上川町,1,0,,0,0,0,0,0,0,0,1
2021,北海道,東川町,北海道_東川町,2,0,,0,0,0,0,0,2,0,0
2021,北海道,美瑛町,北海道_美瑛町,2,0,,0,0,1,0,0,0,0,1
2021,北海道,上富良野町,北海道_上富良野町,2,0,,0,0,0,0,0,0,0,2
2021,北海道,中富良野町,北海道_中富良野町,1,0,,0,0,0,0,0,1,0,0
2021,北海道,和寒町,北海道_和寒町,1,0,,0,0,0,1,0,0,0,0
2021,北海道,剣淵町,北海道_剣淵町,1,0,,0,0,0,0,0,0,0,1
2021,北海道,美深町,北海道_美深町,2,0,,0,0,1,0,0,0,0,1
2021,北海道,幌加内町,北海道_幌加内町,1,0,,0,0,0,1,0,0,0,0
2021,北海道,増毛町,北海道_増毛町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,苫前町,北海道_苫前町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,羽幌町,北海道_羽幌町,3,0,,0,0,3,0,0,0,0,0
2021,北海道,天塩町,北海道_天塩町,1,0,,0,0,0,0,0,0,0,1
2021,北海道,猿払村,北海道_猿払村,2,0,,0,0,2,0,0,0,0,0
2021,北海道,中頓別町,北海道_中頓別町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,利尻町,北海道_利尻町,3,0,,0,0,3,0,0,0,0,0
2021,北海道,利尻富士町,北海道_利尻富士町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,斜里町,北海道_斜里町,4,0,,0,0,4,0,0,0,0,0
2021,北海道,訓子府町,北海道_訓子府町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,遠軽町,北海道_遠軽町,9,0,,0,0,3,3,0,0,0,3
2021,北海道,大空町,北海道_大空町,3,0,,0,0,2,0,0,0,1,0
2021,北海道,豊浦町,北海道_豊浦町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,白老町,北海道_白老町,6,0,,0,0,3,2,0,0,0,1
2021,北海道,厚真町,北海道_厚真町,2,0,,0,0,1,0,0,1,0,0
2021,北海道,洞爺湖町,北海道_洞爺湖町,2,0,,0,0,1,1,0,0,0,0
2021,北海道,安平町,北海道_安平町,1,0,,0,0,0,1,0,0,0,0
2021,北海道,むかわ町,北海道_むかわ町,5,0,,0,0,5,0,0,0,0,0
2021,北海道,日高町,北海道_日高町,3,0,,0,0,2,0,0,0,0,1
2021,北海道,平取町,北海道_平取町,1,0,,0,0,0,1,0,0,0,0
2021,北海道,浦河町,北海道_浦河町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,様似町,北海道_様似町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,新ひだか町,北海道_新ひだか町,8,0,,0,0,6,0,0,0,0,2
2021,北海道,音更町,北海道_音更町,12,0,,0,0,2,2,0,0,0,8
2021,北海道,士幌町,北海道_士幌町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,鹿追町,北海道_鹿追町,3,0,,0,0,3,0,0,0,0,0
2021,北海道,新得町,北海道_新得町,4,0,,0,0,2,1,0,0,0,1
2021,北海道,清水町,北海道_清水町,3,0,,0,0,1,0,0,0,0,2
2021,北海道,芽室町,北海道_芽室町,8,0,,0,0,3,0,0,0,1,4
2021,北海道,中札内村,北海道_中札内村,1,0,,0,0,1,0,0,0,0,0
2021,北海道,大樹町,北海道_大樹町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,広尾町,北海道_広尾町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,幕別町,北海道_幕別町,5,0,,0,0,3,0,0,0,0,2
2021,北海道,池田町,北海道_池田町,2,0,,0,0,2,0,0,0,0,0
2021,北海道,豊頃町,北海道_豊頃町,1,0,,0,0,0,0,0,0,1,0
2021,北海道,本別町,北海道_本別町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,浦幌町,北海道_浦幌町,1,0,,0,0,1,0,0,0,0,0
2021,北海道,釧路町,北海道_釧路町,34,0,,0,0,4,3,0,0,0,27
2021,北海道,弟子屈町,北海道_弟子屈町,2,0,,0,0,0,0,0,1,0,1
2021,北海道,白糠町,北海道_白糠町,2,0,,0,0,1,0,0,0,0,1
2021,北海道,中標津町,北海道_中標津町,3,0,,0,0,1,1,0,1,0,0
2021,北海道,標津町,北海道_標津町,2,0,,0,0,0,2,0,0,0,0
2021,北海道,羅臼町,北海道_羅臼町,1,0,,0,0,0,1,0,0,0,0
2021,青森県,青森市,青森県_青森市,190,1,2007.0,1,0,53,8,2,3,0,124
2021,青森県,弘前市,青森県_弘前市,102,0,,0,1,13,4,9,1,0,74
2021,青森県,八戸市,青森県_八戸市,71,0,,0,0,34,6,0,3,2,26
2021,青森県,黒石市,青森県_黒石市,17,0,,0,0,8,1,0,1,0,7
2021,青森県,五所川原市,青森県_五所川原市,21,0,,0,0,1,0,3,0,0,17
2021,青森県,十和田市,青森県_十和田市,21,0,,0,0,9,0,0,0,0,12
2021,青森県,三沢市,青森県_三沢市,18,0,,0,0,4,2,3,0,0,9
2021,青森県,むつ市,青森県_むつ市,16,0,,0,0,11,3,1,0,0,1
2021,青森県,つがる市,青森県_つがる市,8,0,,0,0,6,0,1,0,0,1
2021,青森県,平川市,青森県_平川市,9,0,,0,0,1,0,1,1,0,6
2021,青森県,平内町,青森県_平内町,3,0,,0,0,1,0,1,0,0,1
2021,青森県,今別町,青森県_今別町,2,0,,0,0,0,1,0,1,0,0
2021,青森県,鰺ヶ沢町,青森県_鰺ヶ沢町,1,0,,0,0,0,0,0,0,0,1
2021,青森県,深浦町,青森県_深浦町,2,0,,0,0,1,1,0,0,0,0
2021,青森県,西目屋村,青森県_西目屋村,3,0,,0,0,0,0,3,0,0,0
2021,青森県,藤崎町,青森県_藤崎町,4,0,,0,0,1,0,0,0,0,3
2021,青森県,大鰐町,青森県_大鰐町,1,0,,0,0,0,0,0,0,1,0
2021,青森県,板柳町,青森県_板柳町,8,0,,0,0,2,0,0,1,0,5
2021,青森県,鶴田町,青森県_鶴田町,2,0,,0,0,1,0,0,0,0,1
2021,青森県,中泊町,青森県_中泊町,3,0,,0,0,2,1,0,0,0,0
2021,青森県,野辺地町,青森県_野辺地町,1,0,,0,0,1,0,0,0,0,0
2021,青森県,七戸町,青森県_七戸町,4,0,,0,0,2,1,0,0,0,1
2021,青森県,六戸町,青森県_六戸町,2,0,,0,0,0,0,0,1,0,1
2021,青森県,横浜町,青森県_横浜町,1,0,,0,0,0,0,1,0,0,0
2021,青森県,東北町,青森県_東北町,1,0,,0,0,0,0,0,0,0,1
2021,青森県,六ヶ所村,青森県_六ヶ所村,2,0,,0,0,0,1,1,0,0,0
2021,青森県,おいらせ町,青森県_おいらせ町,4,0,,0,0,0,0,1,0,0,3
2021,青森県,大間町,青森県_大間町,1,0,,0,0,1,0,0,0,0,0
2021,青森県,東通村,青森県_東通村,1,0,,0,0,1,0,0,0,0,0
2021,青森県,三戸町,青森県_三戸町,3,0,,0,0,2,0,1,0,0,0
2021,青森県,五戸町,青森県_五戸町,1,0,,0,0,1,0,0,0,0,0
2021,青森県,田子町,青森県_田子町,2,0,,0,0,2,0,0,0,0,0
2021,青森県,南部町,青森県_南部町,5,0,,0,0,3,0,0,0,0,2
2021,青森県,階上町,青森県_階上町,6,0,,0,0,2,0,1,0,0,3
2021,青森県,新郷村,青森県_新郷村,1,0,,0,0,1,0,0,0,0,0
2021,岩手県,盛岡市,岩手県_盛岡市,187,1,2007.0,1,0,21,4,2,0,1,159
2021,岩手県,宮古市,岩手県_宮古市,15,0,,0,0,4,2,0,1,0,8
2021,岩手県,大船渡市,岩手県_大船渡市,6,0,,0,0,1,3,1,0,0,1
2021,岩手県,花巻市,岩手県_花巻市,23,0,,0,0,8,1,0,0,0,14
2021,岩手県,北上市,岩手県_北上市,37,0,,0,1,3,1,1,4,0,27
2021,岩手県,久慈市,岩手県_久慈市,9,0,,0,0,6,0,0,0,0,3
2021,岩手県,遠野市,岩手県_遠野市,5,0,,0,0,4,0,0,0,0,1
2021,岩手県,一関市,岩手県_一関市,28,0,,0,0,5,1,2,3,0,17
2021,岩手県,釜石市,岩手県_釜石市,3,0,,0,0,1,0,0,0,0,2
2021,岩手県,二戸市,岩手県_二戸市,3,0,,0,0,1,0,0,0,0,2
2021,岩手県,八幡平市,岩手県_八幡平市,3,0,,0,0,1,0,0,0,1,1
2021,岩手県,奥州市,岩手県_奥州市,33,0,,0,0,11,1,1,0,0,20
2021,岩手県,滝沢市,岩手県_滝沢市,9,0,,0,0,3,1,0,0,0,5
2021,岩手県,雫石町,岩手県_雫石町,5,0,,0,0,4,0,0,0,0,1
2021,岩手県,葛巻町,岩手県_葛巻町,1,0,,0,0,0,0,0,1,0,0
2021,岩手県,岩手町,岩手県_岩手町,1,0,,0,0,1,0,0,0,0,0
2021,岩手県,紫波町,岩手県_紫波町,10,0,,0,0,1,0,0,0,0,9
2021,岩手県,矢巾町,岩手県_矢巾町,15,0,,0,0,4,0,0,0,0,11
2021,岩手県,西和賀町,岩手県_西和賀町,1,0,,0,0,1,0,0,0,0,0
2021,岩手県,金ケ崎町,岩手県_金ケ崎町,7,0,,0,0,2,0,0,0,0,5
2021,岩手県,平泉町,岩手県_平泉町,3,0,,0,0,0,0,0,0,0,3
2021,岩手県,大槌町,岩手県_大槌町,3,0,,0,0,1,0,0,0,0,2
2021,岩手県,山田町,岩手県_山田町,2,0,,0,0,2,0,0,0,0,0
2021,岩手県,岩泉町,岩手県_岩泉町,1,0,,0,0,1,0,0,0,0,0
2021,岩手県,軽米町,岩手県_軽米町,2,0,,0,0,2,0,0,0,0,0
2021,岩手県,野田村,岩手県_野田村,2,0,,0,0,2,0,0,0,0,0
2021,岩手県,九戸村,岩手県_九戸村,1,0,,0,0,1,0,0,0,0,0
2021,岩手県,洋野町,岩手県_洋野町,4,0,,0,0,1,1,1,1,0,0
2021,岩手県,一戸町,岩手県_一戸町,1,0,,0,0,1,0,0,0,0,0
2021,宮城県,仙台市青葉区,宮城県_仙台市青葉区,355,0,,0,0,43,9,4,2,16,281
2021,宮城県,仙台市宮城野区,宮城県_仙台市宮城野区,226,1,2009.0,1,1,30,10,5,2,6,172
2021,宮城県,仙台市若林区,宮城県_仙台市若林区,150,0,,0,0,23,11,3,0,1,112
2021,宮城県,仙台市太白区,宮城県_仙台市太白区,149,0,,0,1,19,11,1,2,6,109
2021,宮城県,仙台市泉区,宮城県_仙台市泉区,123,0,,0,0,20,9,3,2,3,86
2021,宮城県,石巻市,宮城県_石巻市,115,0,,0,0,43,4,1,1,3,63
2021,宮城県,塩竈市,宮城県_塩竈市,27,0,,0,0,6,3,1,1,2,14
2021,宮城県,気仙沼市,宮城県_気仙沼市,10,0,,0,0,5,1,1,1,0,2
2021,宮城県,白石市,宮城県_白石市,14,0,,0,0,3,1,2,0,0,8
2021,宮城県,名取市,宮城県_名取市,61,0,,0,0,9,5,2,2,2,41
2021,宮城県,角田市,宮城県_角田市,11,0,,0,0,3,0,1,2,0,5
2021,宮城県,多賀城市,宮城県_多賀城市,59,0,,0,0,10,9,1,1,2,36
2021,宮城県,岩沼市,宮城県_岩沼市,30,0,,0,1,10,3,0,0,0,16
2021,宮城県,登米市,宮城県_登米市,13,0,,0,0,3,0,0,0,0,10
2021,宮城県,栗原市,宮城県_栗原市,13,0,,0,0,6,4,0,0,0,3
2021,宮城県,東松島市,宮城県_東松島市,28,0,,0,0,7,2,0,1,0,18
2021,宮城県,大崎市,宮城県_大崎市,65,0,,0,0,10,3,1,11,2,38
2021,宮城県,富谷市,宮城県_富谷市,17,0,,0,0,5,0,0,0,1,11
2021,宮城県,蔵王町,宮城県_蔵王町,2,0,,0,0,0,0,0,0,1,1
2021,宮城県,大河原町,宮城県_大河原町,12,0,,0,0,3,0,1,0,1,7
2021,宮城県,村田町,宮城県_村田町,4,0,,0,0,1,2,1,0,0,0
2021,宮城県,柴田町,宮城県_柴田町,44,0,,0,0,6,1,1,0,2,34
2021,宮城県,川崎町,宮城県_川崎町,3,0,,0,0,0,1,0,2,0,0
2021,宮城県,丸森町,宮城県_丸森町,10,0,,0,0,2,2,0,4,0,2
2021,宮城県,亘理町,宮城県_亘理町,15,0,,0,0,5,1,0,0,0,9
2021,宮城県,山元町,宮城県_山元町,8,0,,0,0,2,1,1,2,0,2
2021,宮城県,松島町,宮城県_松島町,3,0,,0,0,2,0,0,0,0,1
2021,宮城県,七ヶ浜町,宮城県_七ヶ浜町,10,0,,0,0,1,2,0,1,1,5
2021,宮城県,利府町,宮城県_利府町,12,0,,0,0,3,2,0,0,0,7
2021,宮城県,大和町,宮城県_大和町,12,0,,0,0,1,1,1,0,3,6
2021,宮城県,大郷町,宮城県_大郷町,2,0,,0,0,1,0,0,0,0,1
2021,宮城県,大衡村,宮城県_大衡村,5,0,,0,0,2,1,0,0,0,2
2021,宮城県,加美町,宮城県_加美町,6,0,,0,0,4,0,0,0,0,2
2021,宮城県,涌谷町,宮城県_涌谷町,16,0,,0,0,3,0,2,0,0,11
2021,宮城県,美里町,宮城県_美里町,13,0,,0,0,1,0,1,0,0,11
2021,宮城県,女川町,宮城県_女川町,1,0,,0,0,0,0,0,0,0,1
2021,宮城県,南三陸町,宮城県_南三陸町,1,0,,0,0,0,1,0,0,0,0
2021,秋田県,秋田市,秋田県_秋田市,164,1,2006.0,1,0,15,5,0,2,1,141
2021,秋田県,能代市,秋田県_能代市,16,0,,0,0,4,1,0,0,0,11
2021,秋田県,横手市,秋田県_横手市,8,0,,0,0,2,0,0,0,0,6
2021,秋田県,大館市,秋田県_大館市,15,0,,0,0,7,1,1,1,0,5
2021,秋田県,男鹿市,秋田県_男鹿市,3,0,,0,0,0,0,0,0,0,3
2021,秋田県,湯沢市,秋田県_湯沢市,35,0,,0,0,32,0,0,1,0,2
2021,秋田県,鹿角市,秋田県_鹿角市,21,0,,0,0,20,0,0,0,0,1
2021,秋田県,由利本荘市,秋田県_由利本荘市,13,0,,0,0,4,1,0,1,0,7
2021,秋田県,潟上市,秋田県_潟上市,7,0,,0,0,3,0,0,0,1,3
2021,秋田県,大仙市,秋田県_大仙市,13,0,,0,0,7,0,0,2,0,4
2021,秋田県,北秋田市,秋田県_北秋田市,2,0,,0,0,1,0,0,0,0,1
2021,秋田県,にかほ市,秋田県_にかほ市,2,0,,0,0,2,0,0,0,0,0
2021,秋田県,仙北市,秋田県_仙北市,1,0,,0,0,1,0,0,0,0,0
2021,秋田県,上小阿仁村,秋田県_上小阿仁村,1,0,,0,0,0,1,0,0,0,0
2021,秋田県,三種町,秋田県_三種町,4,0,,0,0,4,0,0,0,0,0
2021,秋田県,八郎潟町,秋田県_八郎潟町,1,0,,0,0,0,0,0,0,0,1
2021,秋田県,井川町,秋田県_井川町,2,0,,0,0,1,0,0,0,0,1
2021,秋田県,大潟村,秋田県_大潟村,2,0,,0,0,1,0,0,0,0,1
2021,秋田県,美郷町,秋田県_美郷町,1,0,,0,0,1,0,0,0,0,0
2021,秋田県,羽後町,秋田県_羽後町,6,0,,0,0,6,0,0,0,0,0
2021,山形県,山形市,山形県_山形市,182,0,,0,1,34,3,3,1,4,136
2021,山形県,米沢市,山形県_米沢市,56,0,,0,0,4,1,0,2,0,49
2021,山形県,鶴岡市,山形県_鶴岡市,32,0,,0,0,8,0,0,0,0,24
2021,山形県,酒田市,山形県_酒田市,27,0,,0,0,6,1,0,0,0,20
2021,山形県,新庄市,山形県_新庄市,12,0,,0,0,8,1,0,0,0,3
2021,山形県,寒河江市,山形県_寒河江市,14,0,,0,0,6,0,0,0,1,7
2021,山形県,上山市,山形県_上山市,4,0,,0,0,0,0,0,0,0,4
2021,山形県,村山市,山形県_村山市,5,0,,0,0,1,1,0,1,0,2
2021,山形県,長井市,山形県_長井市,3,0,,0,0,0,0,0,0,0,3
2021,山形県,天童市,山形県_天童市,43,0,,0,0,4,2,1,1,0,35
2021,山形県,東根市,山形県_東根市,20,0,,0,0,5,2,0,0,0,13
2021,山形県,尾花沢市,山形県_尾花沢市,1,0,,0,0,1,0,0,0,0,0
2021,山形県,南陽市,山形県_南陽市,13,0,,0,0,3,2,0,0,0,8
2021,山形県,山辺町,山形県_山辺町,1,0,,0,0,0,0,0,0,0,1
2021,山形県,中山町,山形県_中山町,2,0,,0,0,0,0,0,1,0,1
2021,山形県,河北町,山形県_河北町,6,0,,0,0,4,0,0,0,1,1
2021,山形県,大石田町,山形県_大石田町,17,0,,0,0,6,0,0,8,0,3
2021,山形県,舟形町,山形県_舟形町,2,0,,0,0,0,1,0,1,0,0
2021,山形県,真室川町,山形県_真室川町,4,0,,0,0,3,1,0,0,0,0
2021,山形県,鮭川村,山形県_鮭川村,2,0,,0,0,2,0,0,0,0,0
2021,山形県,高畠町,山形県_高畠町,4,0,,0,0,0,0,0,1,0,3
2021,山形県,川西町,山形県_川西町,3,0,,0,0,0,1,0,2,0,0
2021,山形県,白鷹町,山形県_白鷹町,2,0,,0,0,2,0,0,0,0,0
2021,山形県,飯豊町,山形県_飯豊町,1,0,,0,0,0,0,0,0,0,1
2021,山形県,三川町,山形県_三川町,4,0,,0,0,3,0,0,0,0,1
2021,山形県,庄内町,山形県_庄内町,7,0,,0,0,1,0,0,0,0,6
2021,山形県,遊佐町,山形県_遊佐町,1,0,,0,0,1,0,0,0,0,0
2021,福島県,福島市,福島県_福島市,191,1,2005.0,1,0,51,10,2,3,3,122
2021,福島県,会津若松市,福島県_会津若松市,78,0,,0,0,9,2,0,2,1,64
2021,福島県,郡山市,福島県_郡山市,305,1,2006.0,1,1,74,21,9,9,2,189
2021,福島県,いわき市,福島県_いわき市,213,0,,0,1,60,21,3,10,1,117
2021,福島県,白河市,福島県_白河市,32,0,,0,0,10,6,1,4,2,9
2021,福島県,須賀川市,福島県_須賀川市,40,0,,0,0,20,2,3,5,0,10
2021,福島県,喜多方市,福島県_喜多方市,27,0,,0,0,6,0,0,3,0,18
2021,福島県,相馬市,福島県_相馬市,27,0,,0,0,12,2,0,2,0,11
2021,福島県,二本松市,福島県_二本松市,15,0,,0,0,5,2,2,2,0,4
2021,福島県,田村市,福島県_田村市,7,0,,0,0,4,0,0,0,0,3
2021,福島県,南相馬市,福島県_南相馬市,36,0,,0,0,5,4,0,4,0,23
2021,福島県,伊達市,福島県_伊達市,25,0,,0,0,14,0,3,1,0,7
2021,福島県,本宮市,福島県_本宮市,9,0,,0,0,1,2,2,1,0,3
2021,福島県,桑折町,福島県_桑折町,8,0,,0,0,2,0,5,0,0,1
2021,福島県,国見町,福島県_国見町,2,0,,0,0,0,0,0,0,0,2
2021,福島県,川俣町,福島県_川俣町,3,0,,0,0,1,0,0,1,0,1
2021,福島県,大玉村,福島県_大玉村,1,0,,0,0,1,0,0,0,0,0
2021,福島県,鏡石町,福島県_鏡石町,8,0,,0,0,1,0,2,1,0,4
2021,福島県,天栄村,福島県_天栄村,5,0,,0,0,4,0,0,1,0,0
2021,福島県,只見町,福島県_只見町,1,0,,0,0,0,0,0,0,0,1
2021,福島県,南会津町,福島県_南会津町,2,0,,0,0,0,1,0,0,0,1
2021,福島県,北塩原村,福島県_北塩原村,1,0,,0,0,1,0,0,0,0,0
2021,福島県,猪苗代町,福島県_猪苗代町,6,0,,0,0,6,0,0,0,0,0
2021,福島県,会津坂下町,福島県_会津坂下町,1,0,,0,0,1,0,0,0,0,0
2021,福島県,三島町,福島県_三島町,1,0,,0,0,1,0,0,0,0,0
2021,福島県,会津美里町,福島県_会津美里町,2,0,,0,0,0,0,0,0,0,2
2021,福島県,西郷村,福島県_西郷村,21,0,,0,0,7,4,3,4,1,2
2021,福島県,泉崎村,福島県_泉崎村,5,0,,0,0,0,0,0,2,0,3
2021,福島県,矢吹町,福島県_矢吹町,8,0,,0,0,4,1,0,2,0,1
2021,福島県,棚倉町,福島県_棚倉町,5,0,,0,0,2,0,0,1,0,2
2021,福島県,矢祭町,福島県_矢祭町,2,0,,0,0,0,0,0,1,0,1
2021,福島県,塙町,福島県_塙町,1,0,,0,0,0,0,0,1,0,0
2021,福島県,鮫川村,福島県_鮫川村,2,0,,0,0,2,0,0,0,0,0
2021,福島県,石川町,福島県_石川町,6,0,,0,0,2,0,0,1,0,3
2021,福島県,玉川村,福島県_玉川村,2,0,,0,0,1,0,0,1,0,0
2021,福島県,平田村,福島県_平田村,1,0,,0,0,1,0,0,0,0,0
2021,福島県,浅川町,福島県_浅川町,2,0,,0,0,1,0,0,1,0,0
2021,福島県,三春町,福島県_三春町,4,0,,0,0,1,0,1,1,0,1
2021,福島県,広野町,福島県_広野町,3,0,,0,0,0,0,0,0,0,3
2021,福島県,楢葉町,福島県_楢葉町,2,0,,0,0,2,0,0,0,0,0
2021,福島県,富岡町,福島県_富岡町,2,0,,0,0,0,1,0,0,0,1
2021,福島県,双葉町,福島県_双葉町,1,0,,0,0,0,0,0,1,0,0
2021,福島県,浪江町,福島県_浪江町,1,0,,0,0,0,1,0,0,0,0
2021,福島県,新地町,福島県_新地町,9,0,,0,0,4,0,0,3,0,2
2021,福島県,飯舘村,福島県_飯舘村,2,0,,0,0,1,1,0,0,0,0
2021,茨城県,水戸市,茨城県_水戸市,362,0,,0,0,78,36,17,28,12,191
2021,茨城県,日立市,茨城県_日立市,91,0,,0,0,10,9,2,4,1,65
2021,茨城県,土浦市,茨城県_土浦市,262,0,,0,0,87,31,5,39,8,92
2021,茨城県,古河市,茨城県_古河市,182,0,,0,1,28,38,33,24,11,47
2021,茨城県,石岡市,茨城県_石岡市,81,0,,0,0,20,7,6,23,1,24
2021,茨城県,結城市,茨城県_結城市,94,0,,0,0,18,19,17,12,1,27
2021,茨城県,龍ケ崎市,茨城県_龍ケ崎市,86,0,,0,0,22,12,3,10,7,32
2021,茨城県,下妻市,茨城県_下妻市,74,0,,0,0,14,27,3,10,3,17
2021,茨城県,常総市,茨城県_常総市,116,0,,0,0,22,29,6,27,1,31
2021,茨城県,常陸太田市,茨城県_常陸太田市,19,0,,0,0,0,0,3,6,0,10
2021,茨城県,高萩市,茨城県_高萩市,19,0,,0,0,4,2,0,0,0,13
2021,茨城県,北茨城市,茨城県_北茨城市,18,0,,0,0,1,7,0,2,0,8
2021,茨城県,笠間市,茨城県_笠間市,86,0,,0,0,19,14,8,19,3,23
2021,茨城県,取手市,茨城県_取手市,140,0,,0,1,18,17,0,26,24,54
2021,茨城県,牛久市,茨城県_牛久市,86,0,,0,0,20,9,1,10,7,39
2021,茨城県,つくば市,茨城県_つくば市,526,0,,0,0,74,66,4,103,24,255
2021,茨城県,ひたちなか市,茨城県_ひたちなか市,134,0,,0,0,18,14,7,10,7,78
2021,茨城県,鹿嶋市,茨城県_鹿嶋市,113,0,,0,1,58,14,7,12,3,18
2021,茨城県,潮来市,茨城県_潮来市,30,0,,0,0,7,1,1,10,2,9
2021,茨城県,守谷市,茨城県_守谷市,127,0,,0,0,14,12,0,30,3,68
2021,茨城県,常陸大宮市,茨城県_常陸大宮市,30,0,,0,0,6,5,4,3,0,12
2021,茨城県,那珂市,茨城県_那珂市,48,0,,0,0,24,5,1,5,0,13
2021,茨城県,筑西市,茨城県_筑西市,145,0,,0,0,44,39,6,19,2,35
2021,茨城県,坂東市,茨城県_坂東市,76,0,,0,0,13,22,4,25,2,10
2021,茨城県,稲敷市,茨城県_稲敷市,33,0,,0,0,4,9,2,11,0,7
