occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:182634,17747,Desmathyus pinensis,Desmathyus,Tayassuidae,Artiodactyla,herbivore,genus,Desmathyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 16,South Dakota,specimens,2.0
occ:182635,17747,Merychyus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 16,South Dakota,,
occ:182636,17747,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 16,South Dakota,,
occ:182637,17747,Pseudoblastomeryx advena,Pseudoblastomeryx,Moschidae,Artiodactyla,herbivore,genus,Pseudoblastomeryx,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 16,South Dakota,specimens,1.0
occ:182638,17748,Archaeolagus macrocephalus,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182639,17748,Desmocyon thomsoni,Desmocyon,Canidae,Carnivora,predator,genus,Desmocyon,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182640,17748,Promartes lepidus,Promartes,Mustelidae,Carnivora,predator,genus,Promartes,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,2.0
occ:182641,17748,Parahippus coloradensis,Parahippus,Equidae,Perissodactyla,herbivore,genus,Parahippus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182642,17748,Desmatippus texanus,Desmatippus,Equidae,Perissodactyla,herbivore,genus,Desmatippus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182643,17748,Desmathyus pinensis,Desmathyus,Tayassuidae,Artiodactyla,herbivore,genus,Desmathyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,2.0
occ:182644,17748,Merycoides stouti,Merycoides,Merycoidodontidae,Artiodactyla,herbivore,genus,Merycoides,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182645,17748,Merychyus minimus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 17,South Dakota,specimens,1.0
occ:182646,17749,Entoptychus leptophrys,Entoptychus,Entoptychidae,Rodentia,herbivore,genus,Entoptychus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,specimens,1.0
occ:182647,17749,Proheteromys matthewi,Proheteromys,Heteromyidae,Rodentia,herbivore,genus,Proheteromys,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,specimens,1.0
occ:182648,17749,Parahippus pawniensis,Parahippus,Equidae,Perissodactyla,herbivore,genus,Parahippus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,,
occ:182649,17749,Equidae,,Equidae,Perissodactyla,herbivore,indeterminate,,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,,
occ:182650,17749,Merycochoerus matthewi,Merycochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merycochoerus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,specimens,1.0
occ:182651,17749,Blastomerycinae,,Moschidae,Artiodactyla,herbivore,indeterminate,,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 18,South Dakota,specimens,1.0
occ:182652,17750,Megalictis ferox,Megalictis,Mustelidae,Carnivora,predator,genus,Megalictis,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 22,South Dakota,specimens,1.0
occ:182653,17750,Phlaocyon minor,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 22,South Dakota,specimens,1.0
occ:182654,17750,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 22,South Dakota,,
occ:182655,17751,Gregorymys curtus,Gregorymys,Entoptychidae,Rodentia,herbivore,genus,Gregorymys,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 23,South Dakota,specimens,1.0
occ:182656,17751,Mesoreodon minor,Mesoreodon,Merycoidodontidae,Artiodactyla,herbivore,genus,Mesoreodon,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,AMNH Rosebud 23,South Dakota,specimens,1.0
occ:182657,17752,Desmocyon thomsoni,Desmocyon,Canidae,Carnivora,predator,genus,Desmocyon,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 24,South Dakota,specimens,1.0
occ:182658,17752,Merycochoerus,Merycochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merycochoerus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 24,South Dakota,,
occ:182659,17753,Merychyus minimus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 26,South Dakota,specimens,3.0
occ:182660,17754,Archaeolagus primigenius,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 27,South Dakota,specimens,1.0
occ:182661,17754,Promartes lepidus,Promartes,Mustelidae,Carnivora,predator,genus,Promartes,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 27,South Dakota,specimens,1.0
occ:182662,17754,Merychyus minimus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 27,South Dakota,specimens,1.0
occ:182663,17755,Talpidae,,Talpidae,NO_ORDER_SPECIFIED,other,indeterminate,,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 28,South Dakota,,
occ:182664,17755,Merychyus minimus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 28,South Dakota,specimens,2.0
occ:182665,17756,Gregorymys formosus,Gregorymys,Entoptychidae,Rodentia,herbivore,genus,Gregorymys,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 29,South Dakota,specimens,1.0
occ:182666,17756,Pleurolicus sulcifrons,Pleurolicus,Geomyidae,Rodentia,herbivore,genus,Pleurolicus,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 29,South Dakota,specimens,1.0
occ:182667,17756,Promartes lepidus,Promartes,Mustelidae,Carnivora,predator,genus,Promartes,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 29,South Dakota,specimens,1.0
occ:182668,17756,Pseudoblastomeryx advena,Pseudoblastomeryx,Moschidae,Artiodactyla,herbivore,genus,Pseudoblastomeryx,-102.5,43.299999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Rosebud,,AMNH Rosebud 29,South Dakota,specimens,1.0
occ:182669,17757,Hypsiops brachymelis,Hypsiops,Merycoidodontidae,Artiodactyla,herbivore,genus,Hypsiops,-103.800003,42.400002,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Andrews,Nebraska,,
occ:182670,17758,Miohippus gemmarosae,Miohippus,Equidae,Perissodactyla,herbivore,genus,Miohippus,-108.800003,49.599998,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Anxiety Butte (Late Arikarean),Saskatchewan,,
occ:182671,17758,Desmatippus nebrascensis,Desmatippus,Equidae,Perissodactyla,herbivore,genus,Desmatippus,-108.800003,49.599998,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Anxiety Butte (Late Arikarean),Saskatchewan,,
occ:182672,17758,Arretotherium,Arretotherium,Anthracotheriidae,Artiodactyla,herbivore,genus,Arretotherium,-108.800003,49.599998,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Anxiety Butte (Late Arikarean),Saskatchewan,,
occ:182673,17758,Stenomylus,Stenomylus,Camelidae,Artiodactyla,herbivore,genus,Stenomylus,-108.800003,49.599998,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Anxiety Butte (Late Arikarean),Saskatchewan,,
occ:182674,17759,Oxydactylus wyomingensis,Oxydactylus,Camelidae,Artiodactyla,herbivore,genus,Oxydactylus,-105.0,42.099998,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Bear Creek,Wyoming,,
occ:182675,17760,Merychyus minimus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-117.0,34.799999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Hector,,Black Butte Mine,California,,
occ:182676,17760,Stenomylus hitchcocki,Stenomylus,Camelidae,Artiodactyla,herbivore,genus,Stenomylus,-117.0,34.799999,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Hector,,Black Butte Mine,California,,
occ:182677,17761,Arretotherium acridens,Arretotherium,Anthracotheriidae,Artiodactyla,herbivore,genus,Arretotherium,-112.800003,45.0,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Blacktail Deer Creek,,Blacktail Deer Creek,Montana,,
occ:182678,17761,Neatocastor hesperus,Neatocastor,Castoridae,Rodentia,herbivore,genus,Neatocastor,-112.800003,45.0,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Blacktail Deer Creek,,Blacktail Deer Creek,Montana,,
occ:182679,17761,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-112.800003,45.0,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Blacktail Deer Creek,,Blacktail Deer Creek,Montana,,
occ:182680,17761,Gregorymys montanensis,Gregorymys,Entoptychidae,Rodentia,herbivore,genus,Gregorymys,-112.800003,45.0,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Blacktail Deer Creek,,Blacktail Deer Creek,Montana,,
occ:182681,17761,Promerycochoerus carrikeri,Promerycochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Promerycochoerus,-112.800003,45.0,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Blacktail Deer Creek,,Blacktail Deer Creek,Montana,,
occ:182682,17762,Parahippus pawniensis,Parahippus,Equidae,Perissodactyla,herbivore,genus,Parahippus,-117.800003,33.599998,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Vaqueros,,Bolero Lookout,California,,
occ:182683,17762,Dinohyus hollandi,Dinohyus,Entelodontidae,Artiodactyla,herbivore,genus,Dinohyus,-117.800003,33.599998,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Vaqueros,,Bolero Lookout,California,,
occ:182684,17762,Michenia agatensis,Michenia,Camelidae,Artiodactyla,herbivore,genus,Michenia,-117.800003,33.599998,18.5,16.3,17.4,Early Hemingfordian,terrestrial indet.,Vaqueros,,Bolero Lookout,California,,
occ:182685,17763,Daphoenodon notionastes,Daphoenodon,Amphicyonidae,Carnivora,predator,genus,Daphoenodon,-82.199997,28.5,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Brooksville,Florida,,
occ:182686,17763,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-82.199997,28.5,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Brooksville,Florida,,
occ:182687,17763,Tapiridae,,Tapiridae,Perissodactyla,herbivore,indeterminate,,-82.199997,28.5,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Brooksville,Florida,,
occ:182688,17763,Merycoidodontidae,,Merycoidodontidae,Artiodactyla,herbivore,indeterminate,,-82.199997,28.5,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Brooksville,Florida,,
occ:182689,17763,Oxydactylus,Oxydactylus,Camelidae,Artiodactyla,herbivore,genus,Oxydactylus,-82.199997,28.5,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Brooksville,Florida,,
occ:182708,17765,Merychyus calaminthus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-115.657265,33.549671,23.04,15.98,19.509999999999998,Early Miocene,terrestrial indet.,Diligencia,lower,Canyon Spring,California,,
occ:182709,17766,Moropus elatus,Moropus,Chalicotheriidae,Perissodactyla,herbivore,genus,Moropus,-103.099998,42.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,,,Cart Trail Quarry,Nebraska,,
occ:182710,17767,Similisciurus maxwelli,Similisciurus,Sciuridae,Rodentia,herbivore,genus,Similisciurus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182711,17767,Paramerychyus harrisonensis,Paramerychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Paramerychyus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182712,17767,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182713,17767,Michenia exilis,Michenia,Camelidae,Artiodactyla,herbivore,genus,Michenia,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182714,17767,Stenomylus,Stenomylus,Camelidae,Artiodactyla,herbivore,genus,Stenomylus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182715,17767,Delahomeryx browni,Delahomeryx,NO_FAMILY_SPECIFIED,Artiodactyla,herbivore,genus,Delahomeryx,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182716,17767,Nanotragulus ordinatus,Nanotragulus,Hypertragulidae,Artiodactyla,herbivore,genus,Nanotragulus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40620),Texas,specimens,1.0
occ:182717,17768,Herpetotherium,Herpetotherium,Herpetotheriidae,Marsupialia,other,genus,Herpetotherium,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182718,17768,Brachyerix hibbardi,Brachyerix,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Brachyerix,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182719,17768,Similisciurus maxwelli,Similisciurus,Sciuridae,Rodentia,herbivore,genus,Similisciurus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182720,17768,Gregorymys riograndensis,Gregorymys,Entoptychidae,Rodentia,herbivore,genus,Gregorymys,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,19.0
occ:182721,17768,Geomyoidea,,,Rodentia,herbivore,indeterminate,,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,,
occ:182722,17768,Rodentia,,,Rodentia,herbivore,indeterminate,,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,,
occ:182723,17768,Megalictis,Megalictis,Mustelidae,Carnivora,predator,genus,Megalictis,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182724,17768,Phlaocyon annectens,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182725,17768,Ustatochoerus leptoscelos,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,8.0
occ:182726,17768,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,3.0
occ:182727,17768,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,,
occ:182728,17768,Delahomeryx browni,Delahomeryx,NO_FAMILY_SPECIFIED,Artiodactyla,herbivore,genus,Delahomeryx,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182729,17768,Nanotragulus ordinatus,Nanotragulus,Hypertragulidae,Artiodactyla,herbivore,genus,Nanotragulus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,11.0
occ:182730,17768,Archaeolagus buangulus,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182731,17768,Archaeolagus acaricolus,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40635),Texas,specimens,1.0
occ:182732,17769,Phlaocyon annectens,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40693),Texas,specimens,1.0
occ:182733,17769,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40693),Texas,specimens,1.0
occ:182734,17769,Michenia exilis,Michenia,Camelidae,Artiodactyla,herbivore,genus,Michenia,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40693),Texas,specimens,1.0
occ:182735,17769,Aguascalientia,Aguascalientia,Camelidae,Artiodactyla,herbivore,genus,Aguascalientia,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40693),Texas,specimens,1.0
occ:182736,17770,Merychyus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40694),Texas,specimens,1.0
occ:182737,17770,Menoceras barbouri,Menoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Menoceras,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40694),Texas,specimens,1.0
occ:182738,17771,Menoceras barbouri,Menoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Menoceras,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40726),Texas,specimens,1.0
occ:182739,17771,Nanotragulus ordinatus,Nanotragulus,Hypertragulidae,Artiodactyla,herbivore,genus,Nanotragulus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40726),Texas,specimens,1.0
occ:182740,17772,Merychyus calaminthus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40823),Texas,specimens,1.0
occ:182741,17772,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40823),Texas,specimens,1.0
occ:182742,17773,Phlaocyon annectens,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40849),Texas,specimens,1.0
occ:182743,17773,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40849),Texas,specimens,3.0
occ:182744,17774,Phlaocyon annectens,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40879),Texas,specimens,1.0
occ:182745,17774,Paraenhydrocyon wallovianus,Paraenhydrocyon,Canidae,Carnivora,predator,genus,Paraenhydrocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40879),Texas,,
occ:182746,17774,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40879),Texas,specimens,2.0
occ:182747,17775,Phlaocyon annectens,Phlaocyon,Canidae,Carnivora,predator,genus,Phlaocyon,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40918),Texas,specimens,1.0
occ:182748,17775,Priscocamelus wilsoni,Priscocamelus,Camelidae,Artiodactyla,herbivore,genus,Priscocamelus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40918),Texas,specimens,1.0
occ:182749,17775,Nanotragulus ordinatus,Nanotragulus,Hypertragulidae,Artiodactyla,herbivore,genus,Nanotragulus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40918),Texas,specimens,5.0
occ:182750,17775,Archaeolagus buangulus,Archaeolagus,Leporidae,Lagomorpha,herbivore,genus,Archaeolagus,-103.199997,29.200001,23.1,18.5,20.8,Harrisonian,terrestrial indet.,Delaho,Lower,Castolon (TMM 40918),Texas,specimens,1.0
