country,iso3,year,actual,M0_baseline,M2_trend,M2_stabilize,M4_baseline,M4_TFP_level_only,M4_AI_surge,M4_fiscal_stimulus
Austria,AUT,2029,,116.89773078626607,116.7832399949869,116.56800763960051,116.84582476461425,116.59589241646182,116.84582476461425,117.93959506983126
Austria,AUT,2030,,118.8700964561735,118.74052451177988,118.5614927677853,118.81229292341895,118.53277037088274,118.81229292341895,120.01760921184787
Austria,AUT,2031,,120.89414974490973,120.75036828282302,120.60869369222348,120.83097151858391,120.52089004003366,120.83097151858391,122.143035145967
Austria,AUT,2032,,122.97019754382941,122.81310816866939,122.71001677513944,122.90216733357325,122.56052417368555,122.90216733357325,124.3163799411282
Austria,AUT,2033,,125.0985793205836,124.92996042965925,124.86643155294178,125.0262224204616,124.65198043689101,125.0262224204616,126.53819944008158
Austria,AUT,2034,,127.27966749221315,127.10131750302003,127.07834413607908,127.20350135894078,126.79558867234064,127.20350135894078,128.80906576179822
Austria,AUT,2035,,129.51386769756772,129.3276049188128,129.34619494271854,129.43440220318948,128.99171178590464,129.43440220318948,131.12959599938122
Austria,AUT,2036,,131.8016189827253,131.60928174403304,131.67045911579135,131.71935672931633,131.2407459576249,131.71935672931633,133.5004328973464
Austria,AUT,2037,,134.1433939121482,133.94684093221983,134.05164684387938,134.0588306002583,133.54312077018784,134.0588306002583,135.92224492658974
Austria,AUT,2038,,136.53969861737215,136.34080959111742,136.49030359925746,136.45332346059692,135.89929926740888,136.45332346059692,138.39572635575956
Austria,AUT,2039,,138.99107279404365,138.79174918013538,138.98701030550663,138.90336897278624,138.30977795428333,138.90336897278624,140.9215973202587
Austria,AUT,2040,,141.4980896571687,141.30025564852122,141.54238344615337,141.4095348053051,140.77508674915316,141.4095348053051,143.50060389071552
Belgium,BEL,2019,534102.3125,99.99999999999983,100.00000000000017,99.54439406129977,100.0,100.0,100.0,100.0
Belgium,BEL,2020,,101.92758302814707,101.87346410475672,101.44347736282613,102.39013724238231,103.19947628963682,102.39013724238231,102.39013724238231
Belgium,BEL,2021,,103.45222533475409,103.39256583970354,102.99039090404322,104.40649640785209,106.06357434875413,104.47080095028628,104.43322258914203
Belgium,BEL,2022,,105.00647747219946,104.93798526162712,104.56418647320183,106.44341923289053,108.9875579217215,106.6269060677262,106.51855703030036
Belgium,BEL,2023,,106.59051868421527,106.51291768693297,106.16784330231025,108.51441876364785,111.98630660573541,108.86436472268647,108.65536113740157
Belgium,BEL,2024,,108.20454577241503,108.11682817733377,107.8009434463663,110.61871157831393,115.06028276310816,111.1762802316725,110.8392340843662
Belgium,BEL,2025,,109.8487727706608,109.74940812884542,109.46334761163865,112.75601784340469,118.21046865801752,113.55747370325611,113.06687025642368
Belgium,BEL,2026,,111.52343062166317,111.41136627619474,111.15577506206238,114.92956774255177,121.44156380610465,116.00729761236789,115.3389655313326
Belgium,BEL,2027,,113.2287668583662,113.10444757194963,112.87969063321704,117.14619216302692,124.76222817382683,118.52958569792709,117.66021059906058
Belgium,BEL,2028,,114.96504529226277,114.82863317507636,114.63513392294206,119.40655814774381,128.1747545153073,121.122648038385,120.02952355853078
Belgium,BEL,2029,,116.73254571046058,116.58405919805443,116.42228703874433,121.71159822785754,131.6817676562591,123.78561137048239,122.44639983123247
Belgium,BEL,2030,,118.53156358299506,118.37090286420904,118.24137899500788,124.06219689147116,135.2858946726954,126.51800164344293,124.9105518858593
Belgium,BEL,2031,,120.36240978161439,120.18934894853315,120.09265927015984,126.4591233332337,138.98968981837507,129.31959240808985,127.42180127780445
Belgium,BEL,2032,,122.22541031102887,122.03911423409221,121.97608796906403,128.9015823300209,142.7940251046412,132.18885034340073,129.97861480831588
Belgium,BEL,2033,,124.12090605338153,123.92133427636986,123.89257479252569,131.39298442153415,146.70446522452008,135.12879240217117,132.58376450169243
Belgium,BEL,2034,,126.04925252653942,125.83637480704184,125.84249747616187,133.93446533553328,150.72415993582123,138.14031967050877,135.2346876784692
Belgium,BEL,2035,,128.01081965661064,127.78461577231093,127.8262481968226,136.52713150652957,154.85629255493328,141.22447142593012,137.93274268235743
Belgium,BEL,2036,,130.00599156498325,129.76645114502776,129.8442333822608,139.17207016606795,159.1040913046059,144.38240643760543,140.67925658536674
Belgium,BEL,2037,,132.03516637003383,131.7822887504589,131.89687353516223,141.87035756756117,163.47083904456449,147.61538798435282,143.47553339401608
Belgium,BEL,2038,,134.0987560035757,133.83255010578958,133.98460307157558,144.6230657059966,167.9598816992716,150.92477189659576,146.32286131621058
Belgium,BEL,2039,,136.19718604200875,135.91767027336422,136.10787017369276,147.43126782220608,172.57463563746305,154.31199705389594,149.22251879440793
Belgium,BEL,2040,,138.33089555207354,138.03809772759183,138.26713665686273,150.29604292511996,177.31859421038115,157.7785778743547,152.17577944602337
Canada,CAN,2019,1874187.25,100.00000000000024,100.00000000000024,99.50653149031336,99.99999999999989,99.99999999999989,99.99999999999989,99.99999999999989
Canada,CAN,2020,,101.41438835138507,101.66787728553513,101.19541137680865,101.534109300093,101.02836114395737,101.534109300093,101.534109300093
Canada,CAN,2021,,103.2997190485963,103.61498602735233,103.16125423622506,103.46561436636277,102.43744323135951,103.48119346106546,103.5571548865629
Canada,CAN,2022,,105.20585088924936,105.57152967596988,105.13570207867397,105.41515574854658,103.84774937425777,105.46021251725664,105.62719630508998
Canada,CAN,2023,,107.1335325544049,107.54340715769102,107.12454376396676,107.38460025278329,105.26097380179019,107.47157768467936,107.72520128647689
Canada,CAN,2024,,109.08349976331961,109.52978960022146,109.12715535651903,109.37524453209606,106.6782199518219,109.51533455392635,109.8456069060673
Canada,CAN,2025,,111.05647711375215,111.5310185659761,111.14411017525705,111.38816105945347,108.10035051936273,111.59148777398772,111.98733363645243
Canada,CAN,2026,,113.0531797379595,113.54679816354825,113.17547193284045,113.4243194515157,109.52811032649805,113.70010157815709,114.15076990816155
Canada,CAN,2027,,115.07431479805462,115.57686300845327,115.22141050338917,115.48463165808886,110.96217245417496,115.84132534317715,116.33676463762588
Canada,CAN,2028,,117.12058284096858,117.62395792110651,117.28474864831004,117.56997089382483,112.4031579331338,118.01539442685144,118.54629349550888
Canada,CAN,2029,,119.19267903037336,119.69278311681863,119.3698535476113,119.68118108688968,113.85164585001075,120.22262323539132,120.78035071152952
Canada,CAN,2030,,121.29129427051366,121.7870305991557,121.48003264624805,121.81908273440139,115.30817976785129,122.4633964550798,123.03991615705723
Canada,CAN,2031,,123.41711623485469,123.9057829967144,123.61464899510415,123.98447720375228,116.77327250500156,124.73816044326938,125.32594730150703
Canada,CAN,2032,,125.57083031072187,126.0502032017683,125.77483212228728,126.17815040355225,118.2474101921165,127.04741560390174,127.63937934676548
Canada,CAN,2033,,127.7531204696557,128.22133520780895,127.96158966811004,128.4008756390102,119.73105545742455,129.391709428694,129.98112745272567
Canada,CAN,2034,,129.9646700719423,130.41987595636087,130.1756362513081,130.65341615541678,121.22465023596997,131.77163056415242,132.35208950234195
Canada,CAN,2035,,132.20616261272053,132.64651944296767,132.41768248332247,132.93652736328022,122.72861820843046,134.18780375022686,134.75314904854875
Canada,CAN,2036,,134.478282416149,134.9019576095774,134.68843596188964,135.25095877764747,124.24336691094236,136.64088552056626,137.18517770241615
Canada,CAN,2037,,136.7817152833293,137.1868811691265,136.98860218598438,137.59745572711486,125.76928957694027,139.13156058692167,139.64903742505342
Canada,CAN,2038,,139.1171490989945,139.5019803698611,139.31888540100366,139.9767608654888,127.30676674930655,141.66053881926655,142.14558256540624
Canada,CAN,2039,,141.48527440140424,141.84794570601812,141.67998938197564,142.38961551408303,128.8561676952621,144.22855274074348,144.6756616782971
Canada,CAN,2040,,143.88678491935173,144.22546858067412,144.0726181616016,144.83676085849035,130.41785165155557,146.836355464845,147.24011915211287
Chile,CHL,2019,443616.21875,100.00000000000003,100.00000000000003,99.05454706934859,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003
Chile,CHL,2020,,102.91928763884827,103.28610728114126,102.38960547615625,103.17732460471927,103.56119379649272,103.17732460471927,103.17732460471927
Chile,CHL,2021,,105.4603186492792,105.86508157339904,105.02293151881854,105.7036093658198,106.49160888064588,105.7036093658198,105.76601664021621
Chile,CHL,2022,,108.05482761718115,108.4418103010284,107.6534267614067,108.23144055583991,109.44395932967201,108.23144055583991,108.40601953383258
Chile,CHL,2023,,110.70440705814634,111.06216014881274,110.32601662498809,110.79433019231944,112.45238714981332,110.79433019231944,111.12032629231523
Chile,CHL,2024,,113.41066811304259,113.71305156306045,113.02823301499994,113.38440761977411,115.50938296835068,113.38440761977411,113.89240153355418
Chile,CHL,2025,,116.17524216403987,116.3875375660232,115.75398663158313,115.99852825185705,118.61215414388269,115.99852825185705,116.71198932913227
Chile,CHL,2026,,118.99978240052025,119.07751648771958,118.49653264942046,118.63317293034123,121.75747860368105,118.63317293034123,119.56976873708184
Chile,CHL,2027,,121.88596534194596,121.79688484813936,121.26961994741916,121.29917969420791,124.95687325948136,121.29917969420791,122.47174879320823
Chile,CHL,2028,,124.83549232395865,124.566657099638,124.09294078893993,124.01107975522466,128.22584219226957,124.01107975522466,125.42842560183989
Chile,CHL,2029,,127.8500909533279,127.38272257085954,126.96300882063134,126.7667615844642,131.56284394743872,126.7667615844642,128.4345094753433
Chile,CHL,2030,,130.93151653677603,130.25425948129552,129.8882878173738,129.57255189080138,134.97509905944082,129.57255189080138,131.49367820874286
Chile,CHL,2031,,134.08155348821404,133.18137769843977,132.86901778057356,132.42888122477697,138.46376566661252,132.42888122477697,134.6042851968986
Chile,CHL,2032,,137.3020167184771,136.15937551781946,135.9013387619362,135.33338509328146,142.0270802668246,135.33338509328146,137.76236481923624
Chile,CHL,2033,,140.59475301128552,139.19367818960671,138.99031148566493,138.29002967464737,145.66991595473564,138.29002967464737,140.97054522704207
Chile,CHL,2034,,143.9616423888089,142.28593673803067,142.13764553479697,141.30035863580855,149.39465155586566,141.30035863580855,144.22238876319787
Chile,CHL,2035,,147.40459946994372,145.437812540543,145.34505916113977,144.36592092023577,153.20370099990635,144.36592092023577,147.520051816852
Chile,CHL,2036,,150.92557482414426,148.65097913363843,148.61428128753926,147.48827257361555,157.09951562675514,147.48827257361555,150.8656609185763
Chile,CHL,2037,,154.5265563234488,151.9271239417826,151.9470534151991,150.66897847902572,161.08458644221528,150.66897847902572,154.2613149957091
Chile,CHL,2038,,158.2095704951301,155.26794993825706,155.34513144703425,153.90961401155238,165.16144633209996,153.90961401155238,157.70909051748927
Chile,CHL,2039,,161.97668387725165,158.67517724577323,158.81028743679025,157.21176662117364,169.33267224255877,157.21176662117364,161.21104582113338
Chile,CHL,2040,,165.83000437924233,162.15054468384352,162.34431127254993,160.57703735174627,173.60088733363568,160.57703735174627,164.7692250927532
China,CHN,2019,20572606.0,99.99999999999987,99.99999999999952,100.95478816522214,99.99999999999987,99.99999999999987,99.99999999999987,99.99999999999987
China,CHN,2020,,104.82263140353038,104.4522511145166,105.33580869579033,101.51191811136628,104.69936426258847,101.51191811136628,101.51191811136628
China,CHN,2021,,108.38451861758709,107.82941438182583,108.63997587617365,103.51895431354224,110.12195112929504,103.62936938933139,103.7162463449195
China,CHN,2022,,111.95424781115281,111.18975544696643,111.93447871793343,105.47763294044134,115.72878853577122,105.79328285195939,105.85144504401526
China,CHN,2023,,115.53940132220907,114.54175483202708,115.2268927245203,107.39344280515385,121.53064632524786,107.99573208626312,107.92379041411506
China,CHN,2024,,119.1468571901312,117.89296738323085,118.52401821792444,109.27131567667287,127.53847661240489,110.23030853209774,109.94058870309895
China,CHN,2025,,122.78291332694486,121.25018288177974,121.83200963077437,111.1157198395343,133.76348272497427,112.49202497347395,111.90832198353968
China,CHN,2026,,126.4533864629934,124.61955556665272,125.15648138076352,112.93073020803573,140.2171742023279,114.77715986395505,113.83277784414867
China,CHN,2027,,130.16369193411577,128.00670761408276,128.5025932621815,114.72008051004241,146.91141033748596,117.08307857821356,115.71916075510306
China,CHN,2028,,133.9189087295426,131.41681274231024,131.87512003618397,116.48720336895431,153.85843629444778,119.40805496328521,117.5721773672956
China,CHN,2029,,137.72383306686766,134.85466447443142,135.27850870667865,118.2352621363568,161.07091456286105,121.75110592610349,119.39610323191032
China,CHN,2030,,141.58302294075736,138.32473242024804,138.71692609524132,119.96717700997772,168.56195362862886,124.11184501422407,121.19483616176474
China,CHN,2031,,145.50083550051397,141.8312091018081,142.19429869769831,121.68564710576844,176.3451351389736,126.49035683544732,122.97193982384005
China,CHN,2032,,149.48145867895263,145.3780492420982,145.71434634341313,123.39316958466509,184.43454043290552,128.88709181555274,124.7306800527916
China,CHN,2033,,153.52893817455694,148.96900299234923,149.28061083627452,125.09205656222929,192.84477703154795,131.30277957340246,126.47405563019214
China,CHN,2034,,157.64720064883207,152.607644243722,152.89648050005317,126.78445028601666,201.59100549578275,133.73835866567856,128.20482476632066
China,CHN,2035,,161.84007381897018,156.2973949215716,156.5652113566039,128.47233690706338,210.68896693289304,136.19492033396122,129.92552817284084
China,CHN,2036,,166.11130398697262,160.04154597253338,160.2899455168405,130.15755906916095,220.15501134998559,138.6736639920701,131.6385093741299
China,CHN,2037,,170.46457143911263,163.84327561071618,164.07372724975133,131.8418274732439,230.0061269966548,141.17586240816053,133.34593273758358
China,CHN,2038,,174.9035040661754,167.70566527791354,167.91951710541642,133.52673153162254,240.25997080364348,143.70283479595528,135.04979958584812
China,CHN,2039,,179.4316894894174,171.63171368592435,171.8302043979354,135.21374919945941,250.93490000175004,146.2559262937575,136.7519626707715
China,CHN,2040,,184.0526859254885,175.62434924084562,175.80861829874686,136.90425605339183,262.0500049918499,148.83649255766542,138.45413922929004
Colombia,COL,2019,695584.4375,100.00000000000004,99.99999999999984,99.99999999999984,100.0000000000002,100.0000000000002,100.0000000000002,100.0000000000002
Colombia,COL,2020,,102.71775998044679,102.79273985530875,102.79273985530875,102.65735524448456,101.82086861960941,102.65735524448456,102.65735524448456
Colombia,COL,2021,,105.66607801478204,105.71758597474113,105.71758597474113,105.42176288702277,103.71073851055476,105.44868034016122,105.64240320357314
Colombia,COL,2022,,108.67789051262177,108.70499342409497,108.70499342409497,108.26952041340037,105.64437832877363,108.34749013113323,108.80783087704489
Colombia,COL,2023,,111.75514315050592,111.75583561759109,111.75583561759109,111.19811683575311,107.61785645459791,111.3486291235966,112.0978852467391
Colombia,COL,2024,,114.89981353375624,114.87164534137908,114.87164534137908,114.2057716228685,109.62804861531158,114.44795766726992,115.48816557653241
Colombia,COL,2025,,118.1139131797716,118.05422458385475,118.05422458385475,117.29134913569273,111.67252585523816,117.64233183287183,118.9681779932131
Colombia,COL,2026,,121.39948944087217,121.3054989254625,121.3054989254625,120.45428239416876,113.74945603004551,120.92953835473676,122.53372265045886
Colombia,COL,2027,,124.75862737759691,124.62746142083508,124.62746142083508,123.69448652476169,115.85749978972505,124.30818730159736,126.18354471983075
Colombia,COL,2028,,128.19345159201112,128.02215297279886,128.02215297279886,127.01228703542773,117.99572485082876,127.77760365627971,129.91785358000237
Colombia,COL,2029,,131.70612802944362,131.49165782745206,131.49165782745206,130.40836704186262,120.16354144871563,131.3377323574586,133.73766330054616
Colombia,COL,2030,,135.2988657560901,135.03810044758097,135.03810044758097,133.88370351840484,122.36063052128104,134.9890327999704,137.6444696728174
Colombia,COL,2031,,138.9739187191077,138.66364677974687,138.66364677974687,137.43952511152352,124.58689461637304,138.73239865727797,141.64009844071916
Colombia,COL,2032,,142.73358749510874,142.37050484784504,142.37050484784504,141.07727036049374,126.84241129974487,142.5690830862179,145.72661858435444
Colombia,COL,2033,,146.5802210323547,146.16092672160647,146.16092672160647,144.79855870966003,129.1274000283749,146.50064205015443,149.90629579904828
Colombia,COL,2034,,150.51621839144528,150.0372106156585,150.0372106156585,148.60516783818014,131.44219605551234,150.5288889477721,154.18155943534742
Colombia,COL,2035,,154.54403048884006,154.0017021520618,154.0017021520618,152.49901121545818,133.78722566491288,154.65585381127184,158.55499039362687
Colombia,COL,2036,,158.66616184716898,158.05679603955696,158.05679603955696,156.48212183448652,136.16298787143114,158.88375243571113,163.0292973726777
Colombia,COL,2037,,162.88517235596217,162.20493775562673,162.20493775562673,160.55663937372015,138.57003987854426,163.21496203595296,167.60730631577044
Colombia,COL,2038,,167.20367904614076,166.4486252350682,166.4486252350682,164.72480017141646,141.00898557485675,167.65200224112894,172.29195240452327
Colombia,COL,2039,,171.62435788136742,170.7904105684351,170.7904105684351,168.98892949381718,143.48046647471602,172.19752041429192,177.08627414912996
Colombia,COL,2040,,176.1499455691314,175.23290171346383,175.23290171346383,173.35143566643094,145.98515461562243,176.85428045437337,181.9934091955171
Costa Rica,CRI,2019,94038.6796875,100.00000000000007,100.00000000000024,100.00003701437166,100.00000000000024,100.00000000000024,100.00000000000024,100.00000000000024
Costa Rica,CRI,2020,,102.06884937779014,102.07091660050922,102.07095154373876,101.89405351766041,100.94145638319891,101.89405351766041,101.89405351766041
Costa Rica,CRI,2021,,104.66932003204121,104.67085347859899,104.67088666382085,104.37707101064102,102.43457254021631,104.38190794394522,104.78811350723592
Costa Rica,CRI,2022,,107.28375032284787,107.2846573440677,107.28468888064629,106.86898189062988,103.89959452198177,106.88313677587851,107.68232611072727
Costa Rica,CRI,2023,,109.91452889170199,109.91473628390047,109.91476627190988,109.37210021053711,105.33906501677328,109.39971923368164,110.57648925355419
Costa Rica,CRI,2024,,112.56391154915227,112.56334740864136,112.56337593995234,111.88858535263688,106.75529313460488,111.93350646914524,113.47416558981314
Costa Rica,CRI,2025,,115.23403903553253,115.23263231058662,115.23265946978358,114.42047757835346,108.15039687039614,114.4862600232341,116.378674976813
Costa Rica,CRI,2026,,117.92695217043516,117.92463241924077,117.92465828441168,116.96971341785695,109.52632457513135,117.05966819749291,119.29309626070021
Costa Rica,CRI,2027,,120.6446048527612,120.64130202896845,120.6413266723813,119.5381386736954,110.88487322443552,119.6553586832009,122.22030140696411
Costa Rica,CRI,2028,,123.38887528015476,123.38451954009912,123.38454302879096,122.12751959946229,112.22770417514721,122.27490846214882,125.16298428660684
Costa Rica,CRI,2029,,126.161575684519,126.15609721266338,126.15611960895133,124.73955256704797,113.55635683049587,124.91985163925065,128.12368486263102
Costa Rica,CRI,2030,,128.96446082398705,128.9577896737618,128.95781103568999,127.37587247356785,114.8722605521109,127.59168571438006,131.10480965092273
Costa Rica,CRI,2031,,131.7992354273458,131.79130137504737,131.7913217567787,130.03806009140158,116.17674509367771,130.2918766797809,134.10864914338006
Costa Rica,CRI,2032,,134.66756075172145,134.65829316151775,134.65831261368183,132.72764852719484,117.47104978097663,133.021863234403,137.137392736893
Costa Rica,CRI,2033,,137.5710603862116,137.5603880846357,137.56040665463158,135.44612892582296,118.75633162318353,135.7830603331509,140.1931416011218
Costa Rica,CRI,2034,,140.5113254115643,140.4991765701101,140.49919430238137,138.19495553146962,120.03367250842291,138.576862233087,143.27791983246345
Costa Rica,CRI,2035,,143.489919007712,143.47622103237578,143.47623796864974,140.97555019880573,121.30408561086392,141.40464515648216,146.39368417485792
Costa Rica,CRI,2036,,146.5083805860988,146.4930600128727,146.49307619237882,143.78930643176324,122.56852111584288,144.26776965909363,149.5423325356954
Costa Rica,CRI,2037,,149.56822951158165,149.55121190705373,149.5512273667162,146.63759301480738,123.82787135253848,147.16758276871516,152.72571148357494
Costa Rica,CRI,2038,,152.67096846867915,152.6521783350053,152.65219310961757,149.5217572913273,125.08297540983473,150.1054199418501,155.9456228816397
Costa Rica,CRI,2039,,155.81808651867954,155.79744720230332,155.7974613246863,152.44312813532628,126.3346232995841,153.0826068737756,159.20382978371592
Costa Rica,CRI,2040,,159.0110618872624,158.98849549082868,158.98850899197242,155.40301865561682,127.58355972200575,156.10046118809404,162.5020616991012
Czech Republic,CZE,2019,399767.3125,99.99999999999996,99.99999999999996,99.50265768714974,99.99999999999996,99.99999999999996,99.99999999999996,99.99999999999996
Czech Republic,CZE,2020,,101.95176577499151,101.52361655339091,101.05289647283682,101.83438022907684,100.223467057221,101.83438022907684,101.83438022907684
Czech Republic,CZE,2021,,104.7868689883225,104.15073487137809,103.70275202916017,104.65116915566203,101.36641334360772,104.65116915566203,104.77911406154465
Czech Republic,CZE,2022,,107.75731868904546,106.8752364186161,106.45183668904035,107.59860028467303,102.57265925320229,107.59860028467303,107.91001194233887
Czech Republic,CZE,2023,,110.86705524902585,109.72668209552829,109.32935343863907,110.68240446156592,103.84332275370089,110.68240446156592,111.20117530919936
Czech Republic,CZE,2024,,114.12014091237907,112.71015404143935,112.34035427937197,113.90736676748206,105.17845836987243,113.90736676748206,114.6436869242369
Czech Republic,CZE,2025,,117.52076968496299,115.82622211558915,115.48559726966336,117.27793960649717,106.57769268603793,117.27793960649717,118.23615494448659
Czech Republic,CZE,2026,,121.07327723447099,119.08050424158525,118.77062071718636,120.79851415990714,108.04049781431344,120.79851415990714,121.98057106479835
Czech Republic,CZE,2027,,124.78215077168598,122.48506888861179,122.20679089150082,124.47354261130339,109.5663090825159,124.47354261130339,125.8805023395081
Czech Republic,CZE,2028,,128.65203889320952,126.04101524751994,125.79521525690727,128.3075921373371,111.15457297925273,128.3075921373371,129.94030146153796
Czech Republic,CZE,2029,,132.6877613749006,129.74199986213026,129.5304342497468,132.3053790937043,112.80477377272567,132.3053790937043,134.1647719753483
Czech Republic,CZE,2030,,136.89431891319506,133.60237867169832,133.42577479075484,136.47179563493626,114.51645118722288,136.47179563493626,138.55903314755733
Czech Republic,CZE,2031,,141.27690281840324,137.61892112360093,137.47872554380027,140.81191010824497,116.28919457569991,140.81191010824497,143.12844944948256
Czech Republic,CZE,2032,,145.84090466996534,141.79140759267716,141.68970399909887,145.33098689696544,118.12265321702552,145.33098689696544,147.87861870675331
Czech Republic,CZE,2033,,150.59192594853397,146.12895796359203,146.06739193526255,150.03449703290664,120.01653803250633,150.03449703290664,152.81536843732923
Czech Republic,CZE,2034,,155.53578766370723,150.63628115177758,150.61655327984428,154.92812318924976,121.97061845372951,154.92812318924976,157.94475175689558
Czech Republic,CZE,2035,,160.67853999932845,155.31826950469483,155.34213890800302,160.01777150543154,123.98472460832504,160.01777150543154,163.2730624989814
Czech Republic,CZE,2036,,166.0264720006313,160.18000631571826,160.24929420806748,165.3095809943086,126.05874718851193,165.3095809943086,168.8068380893126
Czech Republic,CZE,2037,,171.58612132918023,165.22677332586846,165.3433666330361,170.8099330051488,128.19263709496855,170.8099330051488,174.55286855618664
Czech Republic,CZE,2038,,177.3642841127176,170.46405823750595,170.62991326374072,176.52546076933132,130.38640489206074,176.52546076933132,180.5182057508693
Czech Republic,CZE,2039,,183.36802491769606,175.89756226453,176.1147084096293,182.46305905627366,132.64012010768366,182.46305905627366,186.71017279830266
Czech Republic,CZE,2040,,189.60468687259007,181.5332077436696,181.8037512729743,188.62989396735108,134.95391040806018,188.62989396735108,193.1363737984921
Denmark,DNK,2019,311263.65625,99.99999999999994,99.99999999999994,99.42755688455897,99.99999999999977,99.99999999999977,99.99999999999977,99.99999999999977
Denmark,DNK,2020,,101.49061157056056,100.98437299745844,100.44358077111208,101.3678983700986,100.45201341409025,101.3678983700986,101.3678983700986
Denmark,DNK,2021,,103.79260849889423,103.12517631634832,102.6115775516354,103.66783704389928,101.80296907339037,103.66783704389928,103.74104163544426
