ind,cell,ym,u_t,u_tm12
YL112_OR38,2032,24202,0.0,0.0
YL112_OR38,2032,24208,0.0,0.0
YL112_OR38,2032,24226,0.0,0.0
YL112_OR38,2032,24232,0.0,0.0
YL112_OR38,2033,24202,0.0,0.0
YL112_OR38,2033,24208,0.0,0.0
YL112_OR38,2033,24226,0.0,0.0
YL112_OR38,2033,24232,0.0,0.0
YL112_OR38,2034,24202,0.0,0.0
YL112_OR38,2034,24208,0.0,0.0
YL112_OR38,2034,24226,0.0,0.0
YL112_OR38,2034,24232,0.0,0.0
YL112_OR38,2035,24202,0.0,0.0
YL112_OR38,2035,24208,0.0,0.0
YL112_OR38,2035,24226,0.0,0.0
YL112_OR38,2035,24232,0.0,0.0
YL112_OR38,2036,24202,0.0,0.0
YL112_OR38,2036,24208,0.0,0.0
YL112_OR38,2036,24226,0.0,0.0
YL112_OR38,2036,24232,0.0,0.0
YL112_OR38,2038,24202,0.0,0.0
YL112_OR38,2038,24208,0.0,0.0
YL112_OR38,2038,24226,0.0,0.0
YL112_OR38,2038,24232,0.0,0.0
YL112_OR38,2039,24202,0.0,0.0
YL112_OR38,2039,24208,0.0,0.0
YL112_OR38,2039,24226,0.0,0.0
YL112_OR38,2039,24232,0.0,0.0
YL112_OR38,2137,24202,0.0,0.0
YL112_OR38,2137,24208,0.0,0.0
YL112_OR38,2137,24226,0.0,0.0
YL112_OR38,2137,24232,0.0,0.0
YL112_OR38,2138,24202,0.0,0.0
YL112_OR38,2138,24208,0.0,0.0
YL112_OR38,2138,24226,0.0,0.0
YL112_OR38,2138,24232,0.0,0.0
YL112_OR38,2139,24202,0.0,0.0
YL112_OR38,2139,24208,0.0,0.0
YL112_OR38,2139,24226,0.0,0.0
YL112_OR38,2139,24232,0.0,0.0
YL112_OR38,2140,24202,0.0,0.0
YL112_OR38,2140,24208,0.0,0.0
YL112_OR38,2140,24226,0.0,0.0
YL112_OR38,2140,24232,0.0,0.0
YL112_OR38,2141,24202,0.0,0.0
YL112_OR38,2141,24208,0.0,0.0
YL112_OR38,2141,24226,0.0,0.0
YL112_OR38,2141,24232,0.0,0.0
YL112_OR38,2142,24202,0.0,0.0
YL112_OR38,2142,24208,0.0,0.0
YL112_OR38,2142,24226,0.0,0.0
YL112_OR38,2142,24232,0.0,0.0
YL112_OR38,2143,24202,0.0,0.0
YL112_OR38,2143,24208,0.0,0.0
YL112_OR38,2143,24226,0.0,0.0
YL112_OR38,2143,24232,0.0,0.0
YL112_OR38,2240,24202,0.0,0.0
YL112_OR38,2240,24208,0.0,0.0
YL112_OR38,2240,24226,0.0,0.0
YL112_OR38,2240,24232,0.0,0.0
YL112_OR38,2241,24202,0.0,0.0
YL112_OR38,2241,24208,0.0,0.0
YL112_OR38,2241,24226,0.0,0.0
YL112_OR38,2241,24232,0.0,0.0
YL112_OR38,2242,24202,0.0,0.0
YL112_OR38,2242,24208,0.0,0.0
YL112_OR38,2242,24226,0.0,0.0
YL112_OR38,2242,24232,0.0,0.0
YL112_OR38,2243,24202,0.0,0.0
YL112_OR38,2243,24208,0.0,0.0
YL112_OR38,2243,24226,0.0,0.0
YL112_OR38,2243,24232,0.0,0.0
YL112_OR38,2244,24202,0.0,0.0
YL112_OR38,2244,24208,0.0,0.0
YL112_OR38,2244,24226,0.0,0.0
YL112_OR38,2244,24232,0.0,0.0
YL112_OR38,2245,24202,0.0,0.0
YL112_OR38,2245,24208,0.0,0.0
YL112_OR38,2245,24226,0.0,0.0
YL112_OR38,2245,24232,0.0,0.0
YL112_OR38,2246,24202,0.0,0.0
YL112_OR38,2246,24208,0.0,0.0
YL112_OR38,2246,24226,0.0,0.0
YL112_OR38,2246,24232,0.0,0.0
YL112_OR38,2247,24202,0.0,0.0
YL112_OR38,2247,24208,0.0,0.0
YL112_OR38,2247,24226,0.0,0.0
YL112_OR38,2247,24232,0.0,0.0
YL112_OR38,2248,24202,0.0,0.0
YL112_OR38,2248,24208,0.0,0.0
YL112_OR38,2248,24226,0.0,0.0
YL112_OR38,2248,24232,0.0,0.0
YL112_OR38,2354,24202,0.0,0.0
YL112_OR38,2354,24208,0.0,0.0
YL112_OR38,2354,24226,0.0,0.0
YL112_OR38,2354,24232,0.0,0.0
YL112_OR38,2355,24202,0.0,0.0
YL112_OR38,2355,24208,0.0,0.0
YL112_OR38,2355,24226,0.0,0.0
YL112_OR38,2355,24232,0.0,0.0
YL112_OR38,2460,24202,0.0,0.0
YL112_OR38,2460,24208,0.0,0.0
YL112_OR38,2460,24226,0.0,0.0
YL112_OR38,2460,24232,0.0,0.0
YL112_OR38,2461,24202,0.0,0.0
YL112_OR38,2461,24208,0.0,0.0
YL112_OR38,2461,24226,0.0,0.0
YL112_OR38,2461,24232,0.0,0.0
YL112_OR38,2462,24202,0.0,0.0
YL112_OR38,2462,24208,0.0,0.0
YL112_OR38,2462,24226,0.0,0.0
YL112_OR38,2462,24232,0.0,0.0
YL112_OR38,2463,24202,0.0,0.0
YL112_OR38,2463,24208,0.0,0.0
YL112_OR38,2463,24226,0.0,0.0
YL112_OR38,2463,24232,0.0,0.0
YL112_OR38,2464,24202,0.0,0.0
YL112_OR38,2464,24208,0.0,0.0
YL112_OR38,2464,24226,0.0,0.0
YL112_OR38,2464,24232,0.0,0.0
YL112_OR38,2566,24202,0.0,0.0
YL112_OR38,2566,24208,0.0,0.0
YL112_OR38,2566,24226,0.0,0.0
YL112_OR38,2566,24232,0.0,0.0
YL112_OR38,2567,24202,0.0,0.0
YL112_OR38,2567,24208,0.0,0.0
YL112_OR38,2567,24226,0.0,0.0
YL112_OR38,2567,24232,0.0,0.0
YL112_OR38,2568,24202,0.0,0.0
YL112_OR38,2568,24208,0.0,0.0
YL112_OR38,2568,24226,0.0,0.0
YL112_OR38,2568,24232,0.0,0.0
YL112_OR38,2569,24202,0.0,0.0
YL112_OR38,2569,24208,0.0,0.0
YL112_OR38,2569,24226,0.0,0.0
YL112_OR38,2569,24232,0.0,0.0
YL112_OR38,2570,24202,0.0,0.0
YL112_OR38,2570,24208,0.0,0.0
YL112_OR38,2570,24226,0.0,0.0
YL112_OR38,2570,24232,0.0,0.0
YL112_OR38,2571,24202,0.0,0.0
YL112_OR38,2571,24208,0.0,0.0
YL112_OR38,2571,24226,0.0,0.0
YL112_OR38,2571,24232,0.0,0.0
YL112_OR38,2671,24202,0.0,0.0
YL112_OR38,2671,24208,0.0,0.0
YL112_OR38,2671,24226,0.0,0.0
YL112_OR38,2671,24232,0.0,0.0
YL112_OR38,2672,24202,0.0,0.0
YL112_OR38,2672,24208,0.0,0.0
YL112_OR38,2672,24226,0.0,0.0
YL112_OR38,2672,24232,0.0,0.0
YL112_OR38,2673,24202,0.0,0.0
YL112_OR38,2673,24208,0.0,0.0
YL112_OR38,2673,24226,0.0,0.0
YL112_OR38,2673,24232,0.0,0.0
YL112_OR38,2674,24202,0.0,0.0
YL112_OR38,2674,24208,0.0,0.0
YL112_OR38,2674,24226,0.0,0.0
YL112_OR38,2674,24232,0.0,0.0
YL112_OR38,2675,24202,0.0,0.0
YL112_OR38,2675,24208,0.0,0.0
YL112_OR38,2675,24226,0.0,0.0
YL112_OR38,2675,24232,0.0,0.0
YL112_OR38,2676,24202,0.0,0.0
YL112_OR38,2676,24208,0.0,0.0
YL112_OR38,2676,24226,0.0,0.0
YL112_OR38,2676,24232,0.0,0.0
YL112_OR38,2677,24202,0.0,0.0
YL112_OR38,2677,24208,0.0,0.0
YL112_OR38,2677,24226,0.0,0.0
YL112_OR38,2677,24232,0.0,0.0
YL112_OR38,2776,24202,0.0,0.0
YL112_OR38,2776,24208,0.0,0.0
YL112_OR38,2776,24226,0.0,0.0
YL112_OR38,2776,24232,0.0,0.0
YL112_OR38,2777,24202,0.0,0.0
YL112_OR38,2777,24208,0.0,0.0
YL112_OR38,2777,24226,0.0,0.0
YL112_OR38,2777,24232,0.0,0.0
YL112_OR38,2778,24202,0.0,0.0
YL112_OR38,2778,24208,0.0,0.0
YL112_OR38,2778,24226,0.0,0.0
YL112_OR38,2778,24232,0.0,0.0
YL112_OR38,2779,24202,0.0,0.0
YL112_OR38,2779,24208,0.0,0.0
YL112_OR38,2779,24226,0.0,0.0
YL112_OR38,2779,24232,0.0,0.0
YL112_OR38,2780,24202,0.0,0.0
YL112_OR38,2780,24208,0.0,0.0
YL112_OR38,2780,24226,0.0,0.0
YL112_OR38,2780,24232,0.0,0.0
YL112_OR38,2781,24202,0.0,0.005494505494505495
YL112_OR38,2781,24208,0.0,0.0
YL112_OR38,2781,24226,0.0,0.0
YL112_OR38,2781,24232,0.0,0.0
YL112_OR38,2782,24202,0.0,0.0
YL112_OR38,2782,24208,0.0,0.0
YL112_OR38,2782,24226,0.0,0.011976047904191617
YL112_OR38,2782,24232,0.0,0.0
YL112_OR38,2783,24202,0.0,0.0
YL112_OR38,2783,24208,0.0,0.0
YL112_OR38,2783,24226,0.0,0.04790419161676647
YL112_OR38,2783,24232,0.0,0.0
YL112_OR38,2784,24202,0.0,0.0
YL112_OR38,2784,24208,0.0,0.0
YL112_OR38,2784,24226,0.0,0.0
YL112_OR38,2784,24232,0.0,0.0
YL112_OR38,2882,24202,0.0,0.0
YL112_OR38,2882,24208,0.0,0.0
YL112_OR38,2882,24226,0.0,0.0
YL112_OR38,2882,24232,0.0,0.0
YL112_OR38,2883,24202,0.0,0.0
YL112_OR38,2883,24208,0.0,0.0
YL112_OR38,2883,24226,0.0,0.0
YL112_OR38,2883,24232,0.0,0.0
YL112_OR38,2884,24202,0.0,0.04395604395604396
YL112_OR38,2884,24208,0.0,0.0
YL112_OR38,2884,24226,0.03571428571428571,0.041916167664670656
YL112_OR38,2884,24232,0.0,0.0
YL112_OR38,2885,24202,0.0,0.03021978021978022
YL112_OR38,2885,24208,0.0,0.0
YL112_OR38,2885,24226,0.10714285714285714,0.0029940119760479044
YL112_OR38,2885,24232,0.0,0.0
YL112_OR38,2886,24202,0.16576086956521738,0.22527472527472528
YL112_OR38,2886,24208,0.005555555555555556,0.022222222222222223
YL112_OR38,2886,24226,0.2857142857142857,0.08682634730538923
YL112_OR38,2886,24232,0.0673076923076923,0.25
YL112_OR38,2887,24202,0.18206521739130435,0.2032967032967033
YL112_OR38,2887,24208,0.17222222222222222,0.19444444444444445
YL112_OR38,2887,24226,0.10714285714285714,0.2155688622754491
YL112_OR38,2887,24232,0.4326923076923077,0.2222222222222222
YL112_OR38,2888,24202,0.08695652173913043,0.0027472527472527475
YL112_OR38,2888,24208,0.075,0.075
YL112_OR38,2888,24226,0.03571428571428571,0.12874251497005987
YL112_OR38,2888,24232,0.0673076923076923,0.027777777777777776
YL112_OR38,2889,24202,0.08695652173913043,0.0
YL112_OR38,2889,24208,0.0,0.016666666666666666
YL112_OR38,2889,24226,0.07142857142857142,0.03293413173652695
YL112_OR38,2889,24232,0.0,0.0
YL112_OR38,2890,24202,0.057065217391304345,0.0
YL112_OR38,2890,24208,0.0,0.019444444444444445
YL112_OR38,2890,24226,0.0,0.0
YL112_OR38,2890,24232,0.0,0.0
YL112_OR38,2891,24202,0.0,0.0
YL112_OR38,2891,24208,0.0,0.002777777777777778
YL112_OR38,2891,24226,0.0,0.0
YL112_OR38,2891,24232,0.0,0.0
YL112_OR38,2987,24202,0.0,0.0
YL112_OR38,2987,24208,0.0,0.0
YL112_OR38,2987,24226,0.0,0.0
YL112_OR38,2987,24232,0.0,0.0
YL112_OR38,2988,24202,0.0,0.0
YL112_OR38,2988,24208,0.0,0.0
YL112_OR38,2988,24226,0.0,0.0
YL112_OR38,2988,24232,0.0,0.0
YL112_OR38,2989,24202,0.0,0.0
YL112_OR38,2989,24208,0.0,0.0
YL112_OR38,2989,24226,0.0,0.0029940119760479044
YL112_OR38,2989,24232,0.0,0.0
YL112_OR38,2990,24202,0.0,0.07967032967032966
YL112_OR38,2990,24208,0.011111111111111112,0.011111111111111112
YL112_OR38,2990,24226,0.03571428571428571,0.07784431137724551
YL112_OR38,2990,24232,0.009615384615384616,0.0
YL112_OR38,2991,24202,0.07880434782608696,0.29395604395604397
YL112_OR38,2991,24208,0.05555555555555555,0.044444444444444446
YL112_OR38,2991,24226,0.07142857142857142,0.11377245508982035
YL112_OR38,2991,24232,0.07692307692307693,0.027777777777777776
YL112_OR38,2992,24202,0.1875,0.11263736263736264
YL112_OR38,2992,24208,0.2833333333333333,0.15833333333333333
YL112_OR38,2992,24226,0.0,0.1497005988023952
YL112_OR38,2992,24232,0.1346153846153846,0.2777777777777778
YL112_OR38,2993,24202,0.09239130434782608,0.0
YL112_OR38,2993,24208,0.25277777777777777,0.2777777777777778
YL112_OR38,2993,24226,0.10714285714285714,0.020958083832335328
YL112_OR38,2993,24232,0.11538461538461539,0.16666666666666666
YL112_OR38,2994,24202,0.04619565217391304,0.0
YL112_OR38,2994,24208,0.11666666666666667,0.12222222222222222
YL112_OR38,2994,24226,0.14285714285714285,0.011976047904191617
YL112_OR38,2994,24232,0.09615384615384616,0.027777777777777776
YL112_OR38,2995,24202,0.016304347826086956,0.0
YL112_OR38,2995,24208,0.027777777777777776,0.05555555555555555
YL112_OR38,2995,24226,0.0,0.0
YL112_OR38,2995,24232,0.0,0.0
YL112_OR38,3092,24202,0.0,0.0
YL112_OR38,3092,24208,0.0,0.0
YL112_OR38,3092,24226,0.0,0.0
YL112_OR38,3092,24232,0.0,0.0
YL112_OR38,3093,24202,0.0,0.0
YL112_OR38,3093,24208,0.0,0.0
YL112_OR38,3093,24226,0.0,0.011976047904191617
YL112_OR38,3093,24232,0.0,0.0
YL112_OR38,3094,24202,0.0,0.0
YL112_OR38,3094,24208,0.0,0.0
YL112_OR38,3094,24226,0.0,0.041916167664670656
YL112_OR38,3094,24232,0.0,0.0
YL112_OR38,3095,24202,0.0,0.0
YL112_OR38,3095,24208,0.0,0.0
YL112_OR38,3095,24226,0.0,0.0
YL112_OR38,3095,24232,0.0,0.0
YL112_OR38,3097,24202,0.0,0.0027472527472527475
YL112_OR38,3097,24208,0.0,0.0
YL112_OR38,3097,24226,0.0,0.0
YL112_OR38,3097,24232,0.0,0.0
YL112_OR38,3099,24202,0.0,0.0
YL112_OR38,3099,24208,0.0,0.0
YL112_OR38,3099,24226,0.0,0.0
YL112_OR38,3099,24232,0.0,0.0
YL112_OR38,3205,24202,0.0,0.0
YL112_OR38,3205,24208,0.0,0.0
YL112_OR38,3205,24226,0.0,0.0
YL112_OR38,3205,24232,0.0,0.0
YL114_BL274,2782,24208,0.0,0.0
YL114_BL274,2783,24208,0.0,0.0
YL114_BL274,2784,24208,0.0,0.0
YL114_BL274,2884,24208,0.0,0.0
YL114_BL274,2885,24208,0.0,0.0
YL114_BL274,2886,24208,0.005555555555555556,0.0
YL114_BL274,2887,24208,0.1111111111111111,0.0
YL114_BL274,2888,24208,0.044444444444444446,0.0
YL114_BL274,2889,24208,0.002777777777777778,0.0
YL114_BL274,2890,24208,0.0,0.0
YL114_BL274,2988,24208,0.0,0.0
YL114_BL274,2989,24208,0.005555555555555556,0.0
YL114_BL274,2990,24208,0.008333333333333333,0.0
YL114_BL274,2991,24208,0.04722222222222222,0.0
YL114_BL274,2992,24208,0.13333333333333333,0.0
YL114_BL274,2993,24208,0.1,0.0
YL114_BL274,2994,24208,0.08333333333333333,0.0
YL114_BL274,2995,24208,0.022222222222222223,0.0
YL114_BL274,3099,24208,0.0,0.0
YL114_BL274,3100,24208,0.002777777777777778,0.0
YL114_BL274,3101,24208,0.0,0.0
YL114_BL274,3108,24208,0.0,0.0
YL114_BL274,3206,24208,0.0,0.0
YL114_BL274,3207,24208,0.002777777777777778,0.0
YL114_BL274,3209,24208,0.0,0.0
YL114_BL274,3210,24208,0.0,0.0
YL114_BL274,3221,24208,0.0,0.0
YL114_BL274,3222,24208,0.0,0.0
YL114_BL274,3223,24208,0.0,0.0
YL114_BL274,3224,24208,0.0,0.0
YL114_BL274,3225,24208,0.0,0.0
YL114_BL274,3312,24208,0.0,0.0
YL114_BL274,3313,24208,0.002777777777777778,0.0
YL114_BL274,3314,24208,0.0,0.0
YL114_BL274,3315,24208,0.0,0.0
YL114_BL274,3316,24208,0.011111111111111112,0.0
YL114_BL274,3317,24208,0.005555555555555556,0.0
YL114_BL274,3318,24208,0.002777777777777778,0.0
YL114_BL274,3319,24208,0.022222222222222223,0.0335195530726257
YL114_BL274,3320,24208,0.027777777777777776,0.04748603351955307
YL114_BL274,3321,24208,0.005555555555555556,0.00558659217877095
YL114_BL274,3322,24208,0.025,0.0
YL114_BL274,3323,24208,0.011111111111111112,0.0446927374301676
YL114_BL274,3324,24208,0.008333333333333333,0.002793296089385475
YL114_BL274,3325,24208,0.002777777777777778,0.0
YL114_BL274,3326,24208,0.025,0.008379888268156424
YL114_BL274,3327,24208,0.016666666666666666,0.013966480446927373
YL114_BL274,3328,24208,0.025,0.002793296089385475
YL114_BL274,3329,24208,0.0,0.0
YL114_BL274,3330,24208,0.0,0.0
YL114_BL274,3331,24208,0.0,0.0
YL114_BL274,3419,24208,0.002777777777777778,0.0
YL114_BL274,3420,24208,0.0,0.0
YL114_BL274,3421,24208,0.002777777777777778,0.0
YL114_BL274,3422,24208,0.0,0.0
YL114_BL274,3423,24208,0.027777777777777776,0.0
YL114_BL274,3424,24208,0.0,0.013966480446927373
YL114_BL274,3425,24208,0.025,0.13128491620111732
YL114_BL274,3426,24208,0.011111111111111112,0.036312849162011177
YL114_BL274,3427,24208,0.027777777777777776,0.0223463687150838
YL114_BL274,3428,24208,0.06388888888888888,0.19273743016759776
YL114_BL274,3429,24208,0.013888888888888888,0.061452513966480445
YL114_BL274,3430,24208,0.016666666666666666,0.21508379888268156
YL114_BL274,3431,24208,0.022222222222222223,0.04189944134078212
YL114_BL274,3432,24208,0.019444444444444445,0.09217877094972067
YL114_BL274,3433,24208,0.005555555555555556,0.0335195530726257
YL114_BL274,3434,24208,0.0,0.0
YL114_BL274,3435,24208,0.0,0.0
YL114_BL274,3436,24208,0.0,0.0
YL114_BL274,3437,24208,0.0,0.0
YL114_BL274,3438,24208,0.0,0.0
YL114_BL274,3527,24208,0.0,0.0
YL114_BL274,3528,24208,0.0,0.0
YL114_BL274,3529,24208,0.0,0.0
YL114_BL274,3530,24208,0.0,0.0
YL114_BL274,3531,24208,0.0,0.0
YL114_BL274,3532,24208,0.0,0.0
YL114_BL274,3533,24208,0.0,0.0
YL114_BL274,3534,24208,0.0,0.0
YL114_BL274,3535,24208,0.0,0.0
YL114_BL274,3536,24208,0.0,0.0
YL114_BL274,3537,24208,0.0,0.0
YL114_BL274,3538,24208,0.0,0.0
YL114_BL274,3539,24208,0.0,0.0
YL114_BL274,3540,24208,0.0,0.0
YL114_BL274,3541,24208,0.0,0.0
YL114_BL274,3542,24208,0.0,0.0
YL118_OR8,2780,24202,0.0,0.0
YL118_OR8,2780,24208,0.0,0.0
YL118_OR8,2781,24202,0.0,0.0
YL118_OR8,2781,24208,0.0,0.0
YL118_OR8,2782,24202,0.0,0.0
YL118_OR8,2782,24208,0.0,0.0
YL118_OR8,2783,24202,0.0,0.0
YL118_OR8,2783,24208,0.0,0.0
YL118_OR8,2784,24202,0.0,0.0
YL118_OR8,2784,24208,0.0,0.0
YL118_OR8,2884,24202,0.0,0.016339869281045753
YL118_OR8,2884,24208,0.0,0.0
YL118_OR8,2885,24202,0.0,0.006535947712418301
YL118_OR8,2885,24208,0.0,0.0
YL118_OR8,2886,24202,0.1424581005586592,0.0784313725490196
YL118_OR8,2886,24208,0.014005602240896359,0.0
YL118_OR8,2887,24202,0.1452513966480447,0.00980392156862745
YL118_OR8,2887,24208,0.11204481792717087,0.036931818181818184
YL118_OR8,2888,24202,0.061452513966480445,0.016339869281045753
YL118_OR8,2888,24208,0.0700280112044818,0.045454545454545456
YL118_OR8,2889,24202,0.061452513966480445,0.013071895424836602
YL118_OR8,2889,24208,0.0056022408963585435,0.017045454545454544
YL118_OR8,2890,24202,0.027932960893854747,0.0
YL118_OR8,2890,24208,0.0,0.017045454545454544
YL118_OR8,2891,24202,0.0,0.0
YL118_OR8,2891,24208,0.0,0.002840909090909091
YL118_OR8,2989,24202,0.0,0.0
YL118_OR8,2989,24208,0.0,0.0
YL118_OR8,2990,24202,0.0,0.06535947712418301
YL118_OR8,2990,24208,0.014005602240896359,0.011363636363636364
YL118_OR8,2991,24202,0.07262569832402235,0.0784313725490196
YL118_OR8,2991,24208,0.0700280112044818,0.019886363636363636
YL118_OR8,2992,24202,0.1564245810055866,0.09477124183006536
YL118_OR8,2992,24208,0.20168067226890757,0.08238636363636363
YL118_OR8,2993,24202,0.16759776536312848,0.2581699346405229
YL118_OR8,2993,24208,0.2857142857142857,0.1846590909090909
YL118_OR8,2994,24202,0.0782122905027933,0.14705882352941177
YL118_OR8,2994,24208,0.1568627450980392,0.13636363636363635
YL118_OR8,2995,24202,0.08659217877094973,0.032679738562091505
YL118_OR8,2995,24208,0.0700280112044818,0.03977272727272727
YL118_OR8,3099,24202,0.0,0.0032679738562091504
YL118_OR8,3099,24208,0.0,0.002840909090909091
YL118_OR8,3100,24202,0.0,0.0196078431372549
YL118_OR8,3100,24208,0.0,0.002840909090909091
YL118_OR8,3101,24202,0.0,0.06209150326797386
YL118_OR8,3101,24208,0.0,0.002840909090909091
YL118_OR8,3102,24202,0.0,0.0
YL118_OR8,3102,24208,0.0,0.0
YL118_OR8,3206,24202,0.0,0.0032679738562091504
YL118_OR8,3206,24208,0.0,0.0
YL118_OR8,3207,24202,0.0,0.09477124183006536
YL118_OR8,3207,24208,0.0,0.0
YL118_OR8,3209,24202,0.0,0.0
YL118_OR8,3209,24208,0.0,0.0
YL118_OR8,3210,24202,0.0,0.0
YL118_OR8,3210,24208,0.0,0.0
YL118_OR8,3211,24202,0.0,0.0
YL118_OR8,3211,24208,0.0,0.0
YL118_OR8,3312,24202,0.0,0.0
YL118_OR8,3312,24208,0.0,0.002840909090909091
YL118_OR8,3313,24202,0.0,0.0
YL118_OR8,3313,24208,0.0,0.002840909090909091
YL118_OR8,3314,24202,0.0,0.0
YL118_OR8,3314,24208,0.0,0.002840909090909091
YL118_OR8,3315,24202,0.0,0.0
YL118_OR8,3315,24208,0.0,0.0
YL118_OR8,3316,24202,0.0,0.0
YL118_OR8,3316,24208,0.0,0.014204545454545454
YL118_OR8,3317,24202,0.0,0.0
YL118_OR8,3317,24208,0.0,0.0
YL118_OR8,3318,24202,0.0,0.0
YL118_OR8,3318,24208,0.0,0.0
YL118_OR8,3319,24202,0.0,0.0
YL118_OR8,3319,24208,0.0,0.011363636363636364
YL118_OR8,3320,24202,0.0,0.0
YL118_OR8,3320,24208,0.0,0.045454545454545456
YL118_OR8,3321,24202,0.0,0.0
YL118_OR8,3321,24208,0.0,0.0
YL118_OR8,3322,24202,0.0,0.0
YL118_OR8,3322,24208,0.0,0.0
YL118_OR8,3418,24202,0.0,0.0
YL118_OR8,3418,24208,0.0,0.0
YL118_OR8,3419,24202,0.0,0.0
YL118_OR8,3419,24208,0.0,0.0
YL118_OR8,3420,24202,0.0,0.0
YL118_OR8,3420,24208,0.0,0.0
YL118_OR8,3421,24202,0.0,0.0
YL118_OR8,3421,24208,0.0,0.022727272727272728
YL118_OR8,3422,24202,0.0,0.0
YL118_OR8,3422,24208,0.0,0.02556818181818182
YL118_OR8,3423,24202,0.0,0.0
YL118_OR8,3423,24208,0.0,0.002840909090909091
YL118_OR8,3424,24202,0.0,0.0
YL118_OR8,3424,24208,0.0,0.09943181818181818
YL118_OR8,3425,24202,0.0,0.0
YL118_OR8,3425,24208,0.0,0.12215909090909091
YL118_OR8,3426,24202,0.0,0.0
YL118_OR8,3426,24208,0.0,0.02556818181818182
YL118_OR8,3427,24202,0.0,0.0
YL118_OR8,3427,24208,0.0,0.019886363636363636
YL118_OR8,3428,24202,0.0,0.0
YL118_OR8,3428,24208,0.0,0.0
YL118_OR8,3526,24202,0.0,0.0
YL118_OR8,3526,24208,0.0,0.0
YL118_OR8,3527,24202,0.0,0.0
YL118_OR8,3527,24208,0.0,0.0
YL118_OR8,3528,24202,0.0,0.0
YL118_OR8,3528,24208,0.0,0.0
YL118_OR8,3529,24202,0.0,0.0
YL118_OR8,3529,24208,0.0,0.0
YL118_OR8,3530,24202,0.0,0.0
YL118_OR8,3530,24208,0.0,0.0
YL118_OR8,3531,24202,0.0,0.0
YL118_OR8,3531,24208,0.0,0.0
YL118_OR8,3532,24202,0.0,0.0
YL118_OR8,3532,24208,0.0,0.0
YL118_OR8,3533,24202,0.0,0.0
YL118_OR8,3533,24208,0.0,0.0
YL118_OR8,3632,24202,0.0,0.0
YL118_OR8,3632,24208,0.0,0.0
YL118_OR8,3633,24202,0.0,0.0
YL118_OR8,3633,24208,0.0,0.0
YL118_OR8,3634,24202,0.0,0.0
YL118_OR8,3634,24208,0.0,0.0
YL120_BL290,2464,24202,0.0,0.0
YL120_BL290,2464,24208,0.0,0.0
YL120_BL290,2464,24226,0.0,0.0
YL120_BL290,2464,24232,0.0,0.0
YL120_BL290,2466,24202,0.0,0.0
YL120_BL290,2466,24208,0.0,0.0
YL120_BL290,2466,24226,0.0,0.0
YL120_BL290,2466,24232,0.0,0.0
YL120_BL290,2467,24202,0.0,0.0
YL120_BL290,2467,24208,0.0,0.0
YL120_BL290,2467,24226,0.0,0.0
YL120_BL290,2467,24232,0.0,0.0
YL120_BL290,2468,24202,0.0,0.0
YL120_BL290,2468,24208,0.0,0.0
YL120_BL290,2468,24226,0.0,0.0
YL120_BL290,2468,24232,0.0,0.0
YL120_BL290,2568,24202,0.0,0.0
YL120_BL290,2568,24208,0.0,0.0
YL120_BL290,2568,24226,0.0,0.0
YL120_BL290,2568,24232,0.0,0.0
YL120_BL290,2569,24202,0.0,0.0
YL120_BL290,2569,24208,0.0,0.0
YL120_BL290,2569,24226,0.0,0.0
YL120_BL290,2569,24232,0.0,0.0
YL120_BL290,2570,24202,0.0,0.0
YL120_BL290,2570,24208,0.0,0.0
YL120_BL290,2570,24226,0.0,0.0
YL120_BL290,2570,24232,0.0,0.0
YL120_BL290,2571,24202,0.0,0.0
YL120_BL290,2571,24208,0.0,0.0
YL120_BL290,2571,24226,0.0,0.0
YL120_BL290,2571,24232,0.0,0.0
YL120_BL290,2672,24202,0.0,0.0
YL120_BL290,2672,24208,0.0,0.0
YL120_BL290,2672,24226,0.0,0.0
YL120_BL290,2672,24232,0.0,0.0
YL120_BL290,2673,24202,0.0,0.0
YL120_BL290,2673,24208,0.0,0.0
YL120_BL290,2673,24226,0.0,0.0
YL120_BL290,2673,24232,0.0,0.0
YL120_BL290,2674,24202,0.0,0.0
YL120_BL290,2674,24208,0.0,0.0
YL120_BL290,2674,24226,0.0,0.0
YL120_BL290,2674,24232,0.0,0.0
YL120_BL290,2675,24202,0.0,0.0
YL120_BL290,2675,24208,0.0,0.0
YL120_BL290,2675,24226,0.0,0.0
YL120_BL290,2675,24232,0.0,0.0
YL120_BL290,2676,24202,0.0,0.0
YL120_BL290,2676,24208,0.0,0.0
YL120_BL290,2676,24226,0.0,0.0
YL120_BL290,2676,24232,0.0,0.0
YL120_BL290,2776,24202,0.0,0.0
YL120_BL290,2776,24208,0.0,0.0
YL120_BL290,2776,24226,0.0,0.0
YL120_BL290,2776,24232,0.0,0.0
YL120_BL290,2777,24202,0.0,0.0
YL120_BL290,2777,24208,0.0,0.0
YL120_BL290,2777,24226,0.0,0.0
YL120_BL290,2777,24232,0.0,0.0
YL120_BL290,2778,24202,0.0,0.0
YL120_BL290,2778,24208,0.0,0.0
YL120_BL290,2778,24226,0.0,0.0
YL120_BL290,2778,24232,0.0,0.0
YL120_BL290,2779,24202,0.0,0.0
YL120_BL290,2779,24208,0.0,0.0
YL120_BL290,2779,24226,0.0,0.0
YL120_BL290,2779,24232,0.0,0.0
