species,M1_obs,M3_obs,M1,M3,HG_abund,mig,name,HG,HG_occ,HG_regional
4770,8.825240274024093e-05,0.0067684429486329,8.825240274024093e-05,0.0067684429486329,0.0066801905458927,resident,Blue Jay,0.0006452996168502,,-1.1433969960819657
4860,-0.0005681059427691,0.000464856411031,-0.0005681059427691,0.000464856411031,0.0010329623538001,resident,Common Raven,-0.0008008649717949,,1.3494488695572882
4880,-0.003105587010042,0.0034379456547464,-0.003105587010042,0.0034379456547461,0.0065435326647882,resident,American Crow,0.0056869621551723,,-0.4133545534669154
4930,0.001089930357057,-0.0001394902389746,0.001089930357057,-0.0001394902389755,-0.0012294205960325,short_dist,European Starling,-0.0026337683288498,,1.0744321775364483
4940,-0.0020120988313823,-0.0327480130321489,-0.0020120988313823,-0.0327480130321486,-0.0307359142007663,migrant,Bobolink,-0.0397217761427195,,1.1614479254616878
4950,-0.0008113830771474,0.0168692296195557,-0.0008113830771474,0.0168692296195562,0.0176806126967037,migrant,Brown-headed Cowbird,0.0173539585316228,,2.1507530149725858
4980,0.0014407541898949,0.0061602064593255,0.0014407541898949,0.0061602064593258,0.0047194522694308,migrant,Red-winged Blackbird,-0.0151701458376047,,5.562114223609776
5010,-0.0039609584302542,0.0058460521111872,-0.0039472869817047,0.0058460521111872,0.009793339092892,migrant,Eastern Meadowlark,0.0105592514086129,,-0.32010236234301215
5011,-0.0319220592154791,-0.0127542785811529,-0.0319220592154791,-0.0127542785811531,0.019167780634326,migrant,Western Meadowlark,0.0106249385979759,,-5.642512394270953
5060,-0.0120590148789783,0.0155017127423868,-0.0120590148789783,0.0155017127423868,0.0275607276213651,migrant,Orchard Oriole,0.0159912169130473,,-0.8634529456935529
5070,-0.0098142553374878,0.0091389403768634,-0.0098142553374878,0.0091389403768634,0.0189531957143512,migrant,Baltimore Oriole,0.0103166809946045,,0.8409316934068365
5100,-6.218425379200809e-05,-0.0074471199295518,-0.0001056101460414,-0.0074471199295518,-0.0073415097835103,migrant,Brewer's Blackbird,-0.0032386477069028,,-0.24780459269820998
5110,-0.0010060848223925,-0.0091950254829862,-0.0010060848223925,-0.0091950254829862,-0.0081889406605937,migrant,Common Grackle,-0.0243350278933036,,-0.05510051197254984
5170,-0.0027040598086818,0.0016016425433824,-0.0027040598086818,0.0016016425433824,0.0043057023520642,resident,Purple Finch,0.0012738286554576,,0.42840356136228586
5190,-0.0021615979690852,0.0172126998219324,-0.0021615979690852,0.0172126998219322,0.0193742977910175,resident,House Finch,0.0040737822589,,-1.4331972225247824
5290,-0.006053248199187,-0.003577344335967,-0.006053248199187,-0.003577344335967,0.00247590386322,resident,American Goldfinch,-0.0009889417000849,,-0.9554450764820865
5330,-0.0972762830739184,-0.0284050560995428,-0.0972762830739184,-0.0284050560995425,0.0688712269743758,resident,Pine Siskin,0.0074997616150478,,0.8292501284349334
540,-0.0029125107568603,0.0057650811901449,-0.0029125107568603,0.0057650811901449,0.0086775919470053,migrant,Ring-billed Gull,0.0046288625222685,,0.15351871055074318
5400,-0.0198532667141535,0.0050769412347788,-0.0198532667141535,0.0050769412347788,0.0249302079489324,short_dist,Vesper Sparrow,0.0101086197526335,,3.8452420253672184
5420,-0.000357628735579,0.0063284933415417,-0.000357628735579,0.0063284933415415,0.0066861220771206,short_dist,Savannah Sparrow,0.0116212627835613,,0.585160744134144
5460,-0.0221085966060083,0.014241695551292,-0.0221085966060083,0.0142416955512919,0.0363502921573003,short_dist,Grasshopper Sparrow,0.0125188318346812,,0.29055424227688054
5580,-0.0020608326548503,-0.0082993163340359,-0.0020608326548503,-0.0082993163340359,-0.0062384836791855,short_dist,White-throated Sparrow,-0.005858835201608,,0.4689134836555451
5600,-0.008354540692673,0.0211765604353461,-0.008354540692673,0.0211765604353458,0.0295311011280189,short_dist,Chipping Sparrow,0.0191075870465634,,2.6660977645478807
5630,-0.0046980997343619,0.0024339155279491,-0.0046980997343619,0.0024339155279491,0.0071320152623111,short_dist,Field Sparrow,0.0048660471235326,,-0.006189489378786384
5670,-0.0023055785122287,0.0010309754403113,-0.0023055785122287,0.0010309754403114,0.0033365539525402,short_dist,(Slate-colored Junco) Dark-eyed Junco,0.0045099061267928,,0.6410180696567551
5810,-0.0013757740015842,0.0134235294820457,-0.0013811908145311,0.0134235294820458,0.0148047202965769,short_dist,Song Sparrow,0.0123311204287366,,5.260635127229913
5830,-0.0290733787041519,-0.1173675397550577,-0.0290733787041519,-0.1173675397550575,-0.0882941610509056,short_dist,Lincoln's Sparrow,0.0071311986614175,,0.40859703321708607
5840,-0.0047636232626186,0.0008457484399682,-0.0047636232626186,0.0008457484399682,0.0056093717025869,short_dist,Swamp Sparrow,0.0041004932387933,,0.3169507991265159
5870,-0.002795100498288,0.0152440689625499,-0.002795100498288,0.01524406896255,0.018039169460838,short_dist,Eastern Towhee,-0.0102381953364998,,0.12839458065464426
5930,-0.0002732300864378,0.0076032600038267,-0.0002732300864378,0.0076032600038269,0.0078764900902648,migrant,Northern Cardinal,0.0133933603146378,,0.5415530600266307
5950,-0.004347964278681,-0.0042073881525284,-0.004347964278681,-0.0042073881525284,0.0001405761261525,migrant,Rose-breasted Grosbeak,0.0003290074483492,,1.3527843540155546
5970,0.0018840576078091,0.0313500137663987,0.0018840576078091,0.0313500137663987,0.0294659561585896,migrant,Blue Grosbeak,0.012953455919376,,
5980,-0.0043438208225075,0.0012809748272815,-0.0043266322365096,0.0012809748272818,0.0056076070637914,migrant,Indigo Bunting,0.0010658806207641,,0.509246363936843
6080,-0.0044411054862321,-0.0066786246885686,-0.0044411054862321,-0.0066786246885686,-0.0022375192023365,migrant,Scarlet Tanager,-0.001812662664492,,-0.15134911976776189
6110,-0.0727657535958399,0.0338433558078494,-0.0727657535958399,0.0338433558078494,0.1066091094036894,migrant,Purple Martin,0.0284294035832186,,0.30303920015906494
6120,-0.0009069117081941,-0.0116352982248262,-0.0009069117081941,-0.0116352982248262,-0.0107283865166321,migrant,Cliff Swallow,-0.0056636109209016,,6.838653734750073
6130,-0.0040243707866005,0.0047391166636836,-0.0040243707866005,0.0047391166636835,0.0087634874502841,migrant,Barn Swallow,0.0053465550181392,,1.9006771016320858
6140,-3.459052273602318e+20,0.0082386268147915,-3.459052273602318e+20,0.0082386268147915,3.459052273602318e+20,migrant,Tree Swallow,0.0153639963707007,,0.2872968114697185
6160,-0.0025018425527902,-0.0140840726622961,-0.0025018425527902,-0.0140840726622961,-0.0115822301095058,migrant,Bank Swallow,-0.0168482197133992,,-0.022181777010275683
6170,-0.0028172450570762,-0.0018880036502146,-0.0028172450570762,-0.0018880036502149,0.0009292414068613,migrant,Northern Rough-winged Swallow,0.0228044101559999,,0.07932056690655609
6190,-0.0055327618078839,0.0058824005000897,-0.0055327618078839,0.0058824005000897,0.0114151623079736,short_dist,Cedar Waxwing,0.0060145628340085,,-0.05930071806007442
6240,-0.0007666742724483,0.0105432488069105,-0.0007666742724483,0.0105432488069107,0.011309923079359,migrant,Red-eyed Vireo,0.0114514879002027,,-0.03253200701355552
6270,-0.0194000807046026,0.0020475627392716,-0.0194000807046026,0.0020475627392716,0.0214476434438742,migrant,Warbling Vireo,6.707016824569756e-05,,-0.1457884362341879
6280,-0.0148458477839321,-0.0230602197191853,-0.0148458477839321,-0.0230602197191853,-0.0082143719352532,migrant,Yellow-throated Vireo,0.0068679875894221,,0.1410147871996299
6290,0.0050622227293654,0.02387510890605,0.0050622227293654,0.02387510890605,0.0188128861766846,migrant,Blue-headed Vireo,0.0126023618597723,,4.136104037279293
6310,8.167671373171537e-05,0.0468825210716048,8.167671373171537e-05,0.0417048354462987,0.041623158732567,migrant,White-eyed Vireo,0.0386229066910943,,
6360,-0.0371444377305758,0.019104512650254,-0.0371444377305758,0.019104512650254,0.0562489503808298,migrant,Black-and-white Warbler,0.0192839841968406,,0.674767606036516
6450,-1.4548301792573852e+23,-0.0021636608976212,-1.4548301792573852e+23,-0.0021636608976212,1.4548301792573852e+23,migrant,Nashville Warbler,0.0051060316658407,,2.8107845877497484
6480,0.0005393938260135,0.0888621184248736,0.0005393938260135,0.0888621184248739,0.0883227245988603,migrant,Northern Parula,0.0747098322706278,,0.25368209830343136
6520,-0.0099071154401895,-0.0040513417319432,-0.0099071154401895,-0.0040513417319432,0.0058557737082463,migrant,Yellow Warbler,0.0012209285881615,,-0.1763790003823158
6550,-0.0060652886084322,-0.1405095146292989,-0.0060652886084322,-0.1405095146292987,-0.1344442260208664,migrant,(Myrtle Warbler) Yellow-rumped Warbler,0.0453562490169721,,0.15602142722692758
6590,-0.0014559817731765,0.0235732929889054,-0.0014559817731765,0.0235732929889054,0.0250292747620819,migrant,Chestnut-sided Warbler,0.0239841940686235,,0.5331966973817386
6670,-0.0028861182163169,0.0408722181828753,-0.0028861182163169,0.0408722181828753,0.0437583363991922,migrant,Black-throated Green Warbler,0.0323747747524451,,0.1950044586012334
6710,-0.0049359528279864,0.022113100750954,-0.0049359528279864,0.0221131007509541,0.0270490535789406,migrant,Pine Warbler,0.0178436201243538,,-0.7168815952396925
6740,-0.0009457325670727,0.0152129083077028,-0.0009457325670727,0.0152129083077028,0.0161586408747755,migrant,Ovenbird,0.017547952594404,,0.43276827556293607
6750,-0.0013014866844713,-0.0010695523989716,-0.0013014866844713,-0.0010695523989714,0.0002319342854999,migrant,Northern Waterthrush,0.0039242064612573,,-0.06150779640901538
6810,0.0001892150428796,0.0169221187317839,0.0001892150428796,0.0169221187317839,0.0167329036889043,migrant,Common Yellowthroat,0.0088884772495521,,0.8697880644995211
6830,0.0031628527251831,-0.0008120084175089,0.0031628527251831,-0.0008120084175089,-0.003974861142692,short_dist,Yellow-breasted Chat,-0.0121401077687096,,0.013846164894234958
6850,-0.0015530074323366,0.0025582600833207,-0.0015530074323366,0.0025582600833206,0.0041112675156572,migrant,Wilson's Warbler,-0.0067527155268161,,0.44671578582826466
6870,-0.0021987398033909,0.0147487345197699,-0.0021987398033909,0.0147487345197699,0.0169474743231609,migrant,American Redstart,0.031205558393189,,0.8974848218165754
6882,-0.0010801076857052,-0.0233905397690845,-0.0010801076857052,-0.0233905397690843,-0.0223104320833791,short_dist,House Sparrow,-0.013448439267738,,0.810704650274535
70,-0.0380289286867676,-0.0126234633207709,-0.0380289286867676,-0.0126234633207709,0.0254054653659967,short_dist,Common Loon,0.0021601498076666,,-0.3294958901057361
7030,-0.0020110210331765,0.0017438869013781,-0.0020110210331765,0.001743886901378,0.0037549079345545,short_dist,Northern Mockingbird,-0.0150154239029389,,0.34572961294506976
7040,-0.0057857364629072,0.0168274930371152,-0.0057857364629072,0.0168274930371152,0.0226132295000225,short_dist,Gray Catbird,0.0042665175162768,,4.076049373197995
7050,-0.0033812639498336,0.0021126359467007,-0.0033812639498336,0.0021126359467005,0.0054938998965341,short_dist,Brown Thrasher,-0.007092962669938,,0.20162808341858218
7180,-0.1419580252225385,-0.002804428080209,-0.1419580252225385,-0.002804428080209,0.1391535971423294,resident,Carolina Wren,0.038853140500383,,1.7854274296715
7210,-0.0024137341584582,0.0188863018402167,-0.0024137341584582,0.0188863018402167,0.021300035998675,resident,House Wren,0.0190793880637794,,0.2004761910631898
7280,-0.0172915067573113,-0.0180717753794195,-0.0177000025941276,-0.0180717753794195,-0.0003717727852918,resident,Red-breasted Nuthatch,-0.005588385077144,,-0.5699200256861721
7310,-0.0053513932073552,0.0283034239916032,-0.0053513932073552,0.0283034239916032,0.0336548171989584,resident,Tufted Titmouse,0.0264699159313147,,0.0918246812980903
7350,-0.0081940934130695,0.0026240457444208,-0.0081940934130695,0.0026240457444209,0.0108181391574905,resident,Black-capped Chickadee,0.0006673658647444,,0.5408020823142714
7360,-0.0002776365253265,0.0190436270325075,-0.0002776365253265,0.0190436270325075,0.019321263557834,resident,Carolina Chickadee,0.0178931199183889,,
7480,-0.0949079586986374,0.0013550298928526,-0.0949079586986374,0.0013550298928526,0.09626298859149,short_dist,Golden-crowned Kinglet,0.0062855757031197,,-0.23430998771407463
7490,-0.007702133440157,0.0202083155683757,-0.007702133440157,0.0202083155683757,0.0279104490085327,short_dist,Ruby-crowned Kinglet,0.0268661253938571,,0.5148761802880284
7510,-0.034747227272837,-0.0124114995098458,-0.034747227272837,-0.0124114995098458,0.0223357277629911,migrant,Blue-gray Gnatcatcher,0.0325576790177966,,0.16966266865958235
7550,-0.006986859278083,-0.0098590398907443,-0.0069526926093055,-0.0098590398907441,-0.0029063472814385,short_dist,Wood Thrush,5.975747314446167e-05,,-0.003225033590422921
7560,-0.0038326637271379,0.0130101314845821,-0.0038045056404936,0.0130101314845821,0.0168146371250758,short_dist,Veery,0.0127761557054079,,3.660713760514124
7580,-0.0024779445755134,0.0086353627667064,-0.0023080163751607,0.0086353627667064,0.0109433791418671,short_dist,Swainson's Thrush,0.0086902121019725,,-0.053437665385585476
7590,-0.0043800123894002,-0.0014757814255947,-0.0043149877374786,-0.0014757814255947,0.0028392063118838,short_dist,Hermit Thrush,-0.0104313423783257,,-0.31869622728394087
7610,-0.0025082884291107,0.0105048586240649,-0.0025082884291107,0.0105048586240649,0.0130131470531756,short_dist,American Robin,0.0052812411958688,,0.7551452600040298
7660,1.4431374726120438e-05,-0.0044553539365881,1.4431374726120438e-05,-0.0044553539365881,-0.0044697853113142,short_dist,Eastern Bluebird,0.0053546984498454,,2.2646597554419268
