species,matched_sets,effect_of_prior_state,ci_lo,ci_hi,p_boot,eff_abundance,ci_ab_lo,ci_ab_hi,n_prior0,n_prior1
4860,381,0.0,0.0,0.0,1.0,0.12375221471208908,0.0070324307376452245,0.2573078859229483,89,292
4880,910,0.0,0.0,0.0,1.0,0.33925742931340563,0.18501921815921568,0.48238155074588185,114,796
4930,827,0.0,0.0,0.0,1.0,0.7415708008487258,0.554754627411688,0.9603592536167481,119,708
4940,239,0.0,0.0,0.0,1.0,0.509463672596753,0.29619552732764476,0.7267089989243865,52,187
4950,857,0.0,0.0,0.0,1.0,0.2822319443138972,0.17377548922454367,0.41241139162882684,132,725
4980,924,0.0,0.0,0.0,1.0,0.46123291769179264,0.2880615716574243,0.6818875154849027,117,807
5010,488,0.0,0.0,0.0,1.0,0.5501264407399666,0.41333164529015304,0.7085957706014382,82,406
5011,314,0.0,0.0,0.0,1.0,0.7859269506818256,0.45424404424342635,1.1574909782034175,51,263
5060,281,0.0,0.0,0.0,1.0,0.44357817644255126,0.27574985915896066,0.63251502390314,49,232
5070,365,0.0,0.0,0.0,1.0,0.22500085562617134,0.0731082363564167,0.3698798557676472,62,303
5100,234,0.0,0.0,0.0,1.0,0.5988843739890002,0.3185598298346584,0.8388394981898775,39,195
5110,739,0.0,0.0,0.0,1.0,0.5780819211777883,0.3724346221109196,0.7617053678871112,99,640
5170,148,0.0,0.0,0.0,1.0,0.3421767612379403,0.21577479938649666,0.47754814557797276,40,108
5190,476,0.0,0.0,0.0,1.0,0.2635345713977584,0.11753359692272344,0.4699975744890876,94,382
5290,660,0.0,0.0,0.0,1.0,0.32340019368543516,0.16561509553815199,0.47593775405092337,88,572
5330,125,0.0,0.0,0.0,1.0,-0.2844241942849961,-0.6140883057458139,0.010566621796427273,41,84
540,56,,,,,,,,21,35
5400,311,0.0,0.0,0.0,1.0,0.5763405205700829,0.36975739457402834,0.8546500643137368,49,262
5420,376,0.0,0.0,0.0,1.0,0.42719459017946404,0.2179117377563653,0.6232160383716717,72,304
5460,161,0.0,0.0,0.0,1.0,0.2156403995459928,-0.03542976833611535,0.5085321568915008,32,129
5580,147,,,,,,,,21,126
5600,791,0.0,0.0,0.0,1.0,0.2835345612778193,0.10342680678429866,0.4056370801224001,108,683
5630,402,0.0,0.0,0.0,1.0,0.4484334704942521,0.2769018967930188,0.6095016371394391,59,343
5670,128,,,,,,,,22,106
5810,690,0.0,0.0,0.0,1.0,0.4993201646269312,0.31733573519215225,0.6553490438301737,96,594
5830,93,,,,,,,,26,67
5840,162,0.0,0.0,0.0,1.0,0.23963612142911184,0.03762233393968343,0.4905635592397602,42,120
5870,412,0.0,0.0,0.0,1.0,0.4343136133012502,0.1566498251924274,0.7015280289015573,51,361
5930,642,0.0,0.0,0.0,1.0,0.28027649575732516,0.06587238711422018,0.4710791314828454,71,571
5950,255,0.0,0.0,0.0,1.0,0.3769417087951574,0.2689217937922758,0.5032138177618241,55,200
5970,281,0.0,0.0,0.0,1.0,0.5830702871181979,0.415194654989638,0.8013146521648318,45,236
5980,580,0.0,0.0,0.0,1.0,0.5608423509775826,0.331203385968311,0.7485819656898801,62,518
6080,270,0.0,0.0,0.0,1.0,0.15805944786959358,0.033157101210816026,0.2976221725375441,43,227
6110,286,0.0,0.0,0.0,1.0,0.5751356079839298,0.34932748035480937,0.7456697670101038,35,251
6120,294,0.0,0.0,0.0,1.0,0.6145628243896928,0.41409055286119384,0.8353494678034731,69,225
6130,842,0.0,0.0,0.0,1.0,0.3970979650132329,0.2498835422253503,0.5225962654653503,126,716
6140,463,0.0,0.0,0.0,1.0,0.15083263792297985,-0.011519808608162627,0.3185181164373301,89,374
6160,84,,,,,,,,29,55
6170,211,0.0,0.0,0.0,1.0,0.24959220608413646,0.14951086954808193,0.3787663340696504,67,144
6190,441,0.0,0.0,0.0,1.0,0.45401412919285233,0.28719849455730606,0.600923593090213,92,349
6240,617,0.0,0.0,0.0,1.0,0.5500950914690539,0.2803296869291623,0.7719828797816654,80,537
6270,435,0.0,0.0,0.0,1.0,0.17377460401880773,0.04174920627587186,0.3586091290904385,87,348
6280,179,0.0,0.0,0.0,1.0,0.17791503227674887,0.08078261062119636,0.3105609884099127,46,133
6290,131,,,,,,,,23,108
6310,253,,,,,,,,29,224
6360,229,0.0,0.0,0.0,1.0,0.1371118512196019,-0.029719076972046697,0.2985416529926039,48,181
6450,113,,,,,,,,24,89
6480,227,0.0,0.0,0.0,1.0,0.43599653513302594,0.26878415755342633,0.6347495844362777,44,183
6520,560,0.0,0.0,0.0,1.0,0.4620595264064491,0.33309987410408604,0.5961320740422723,106,454
6550,145,,,,,,,,23,122
6590,199,0.0,0.0,0.0,1.0,0.5713555901711418,0.36065969729717173,0.8216596100973415,30,169
6670,163,0.0,0.0,0.0,1.0,0.46675411059004834,0.2895696632516473,0.6479094021576852,34,129
6710,289,0.0,0.0,0.0,1.0,0.777075208006059,0.581571643002101,0.9510878335285577,41,248
6740,393,0.0,0.0,0.0,1.0,0.4549429436664445,0.19111700738894946,0.6842332090939719,51,342
6750,97,,,,,,,,28,69
6810,786,0.0,0.0,0.0,1.0,0.40488613978012045,0.2864187483128059,0.5524491806906104,103,683
6830,292,0.0,0.0,0.0,1.0,0.5521784369092264,0.3325061574266515,0.8236610066086174,46,246
6850,72,0.0,0.0,0.0,1.0,0.6052860648919987,0.35310018147307526,0.8902613412169393,30,42
6870,268,0.0,0.0,0.0,1.0,0.16575378941023344,-0.06746037105898436,0.38671911915050927,41,227
6882,649,0.0,0.0,0.0,1.0,0.49795081513274475,0.29140418449408517,0.7361617209278045,92,557
70,74,,,,,,,,26,48
7030,508,0.0,0.0,0.0,1.0,0.5466628728741036,0.32932784886124067,0.7602034090362085,73,435
7040,538,0.0,0.0,0.0,1.0,0.31622853130812745,0.13140436782826984,0.48513149210170575,78,460
7050,477,0.0,0.0,0.0,1.0,0.32090831400718356,0.20621225554507583,0.44474096034163485,80,397
7180,396,0.0,0.0,0.0,1.0,0.6257927590390193,0.35642860556104244,0.9150438271647756,43,353
7210,523,0.0,0.0,0.0,1.0,0.4992722203572373,0.3488336034214631,0.6715332441970675,80,443
7280,212,0.0,0.0,0.0,1.0,0.3345036297669086,0.18129468507368518,0.5180023204804733,60,152
7310,497,0.0,0.0,0.0,1.0,0.48937453186201596,0.27250563590727117,0.6751462471230224,57,440
7350,439,0.0,0.0,0.0,1.0,0.502975828423551,0.32649399333670737,0.6570174228961677,83,356
7360,299,,,,,,,,29,270
7480,120,0.0,0.0,0.0,1.0,0.21219931956640825,0.00022094278524058676,0.3602175827161887,32,88
7490,153,0.0,0.0,0.0,1.0,0.36210494255471737,0.15267009102393808,0.5998281558729448,41,112
7510,343,0.0,0.0,0.0,1.0,0.46675457530823783,0.30502650213900573,0.622956397934836,62,281
7550,471,0.0,0.0,0.0,1.0,0.5491767049751362,0.428847932690264,0.6646251168874203,72,399
7560,234,0.0,0.0,0.0,1.0,0.40986729383340825,0.19803132703018408,0.6078388387100578,39,195
7580,172,0.0,0.0,0.0,1.0,0.20864891713864164,-0.16567821912306852,0.49868523709100143,35,137
7590,226,0.0,0.0,0.0,1.0,0.2854355411630547,0.08488586777482464,0.4840814521976981,48,178
7610,944,0.0,0.0,0.0,1.0,0.26911323870161663,0.11812224586529711,0.42394619760368163,119,825
7660,507,0.0,0.0,0.0,1.0,0.43249345350008084,0.3108618313541523,0.5744698485069255,88,419
