species,min_hist,HG,target_year,train_years,hg_t
3370,,,2004.0,6.0,-0.0037315529349131182
3370,,,2005.0,7.0,-0.020255124649998235
3370,,,2006.0,8.0,-0.004325763673614702
3370,,,2007.0,9.0,0.017948791661737462
3370,,,2008.0,10.0,-0.0009523635712943568
3370,,,2009.0,11.0,0.009987865811080354
3370,,,2010.0,12.0,0.003963158727538385
3370,,,2011.0,13.0,-0.002960079735017551
3370,,,2012.0,14.0,-0.0056142659462277145
3370,,,2013.0,15.0,3.062187118973991e-05
3370,,,2014.0,16.0,-0.0019838508237599584
3370,,,2015.0,17.0,0.0005698647448550975
3370,,,2016.0,18.0,0.0033811160560639486
3370,,,2017.0,19.0,0.02174425909535549
3370,,,2018.0,20.0,0.01056495932901591
3370,,,2019.0,21.0,0.02009256804184678
3370,,,2023.0,25.0,0.021197539078440242
3420,5.0,-0.00896020434598066,,,
3420,10.0,-0.010205726983895103,,,
3420,15.0,-0.015189387398934828,,,
3420,,,2000.0,2.0,-0.0008228427632888113
3420,,,2001.0,3.0,0.04281014747186873
3420,,,2002.0,4.0,-0.061201620864219874
3420,,,2003.0,5.0,-0.009157928964297124
3420,,,2004.0,6.0,0.015504217186799063
3420,,,2005.0,7.0,0.014317475227787035
3420,,,2006.0,8.0,-0.012833819761748466
3420,,,2007.0,9.0,-0.006192828834817976
3420,,,2008.0,10.0,0.03446874247802578
3420,,,2009.0,11.0,-0.07637047407989117
3420,,,2010.0,12.0,-0.004784267003419496
3420,,,2011.0,13.0,-0.015532969116798134
3420,,,2012.0,14.0,-0.006166294474124978
3420,,,2013.0,15.0,0.0014248211982268444
3420,,,2014.0,16.0,-0.05332351393244694
3420,,,2015.0,17.0,-0.010771792249829826
3420,,,2016.0,18.0,-0.0036233383686290477
3420,,,2017.0,19.0,0.007277921163816314
3420,,,2018.0,20.0,0.017721658493821457
3420,,,2019.0,21.0,0.027448643012955132
3420,,,2023.0,25.0,-0.11153959196384045
3430,5.0,0.004322115383698311,,,
3430,10.0,-0.0023711256462188857,,,
3430,15.0,0.0029105676819338733,,,
3520,5.0,0.00588008347019231,,,
3520,10.0,0.006683844430222741,,,
3520,15.0,-0.007638901311745494,,,
3520,,,2000.0,1.0,0.0
3520,,,2001.0,2.0,0.03671473692276872
3520,,,2002.0,3.0,-0.0010481898436722759
3520,,,2003.0,4.0,-0.018917502693624577
3520,,,2004.0,5.0,-0.06276672836200148
3520,,,2005.0,6.0,-0.007701176831782508
3520,,,2006.0,7.0,0.019480709426701104
3520,,,2007.0,8.0,0.004841762581180298
3520,,,2008.0,9.0,-0.0015708383119861224
3520,,,2009.0,10.0,0.0013359455734083259
3520,,,2010.0,11.0,0.03990146501472791
3520,,,2011.0,12.0,0.033372101974797896
3520,,,2012.0,13.0,-0.01485379284227406
3520,,,2013.0,14.0,0.007876173800437258
3520,,,2014.0,15.0,-0.029784205176386358
3520,,,2015.0,16.0,0.003710150381153854
3520,,,2016.0,17.0,-0.0059522058478471696
3520,,,2017.0,18.0,0.0010386874132748414
3520,,,2018.0,19.0,-0.024064814686112546
3520,,,2019.0,20.0,0.007806526102502542
3520,,,2023.0,24.0,-0.0009207901975079036
3600,5.0,0.00468444115942912,,,
3600,10.0,0.002296428250567528,,,
3600,15.0,0.0013813078201224682,,,
3600,,,2000.0,2.0,0.0007003087884787096
3600,,,2001.0,3.0,0.08403816006690257
3600,,,2002.0,4.0,0.026268529552916475
3600,,,2003.0,5.0,0.027416563367005375
3600,,,2004.0,6.0,0.004266392893879312
3600,,,2005.0,7.0,0.026074811404808718
3600,,,2006.0,8.0,-0.016774613696140195
3600,,,2007.0,9.0,-0.006684320781081832
3600,,,2008.0,10.0,0.006755092184564715
3600,,,2009.0,11.0,0.002767304026243922
3600,,,2010.0,12.0,0.003735572886014338
3600,,,2011.0,13.0,0.0027261544812838823
3600,,,2012.0,14.0,0.0015338092520349456
3600,,,2013.0,15.0,-1.6128764558476227e-05
3600,,,2014.0,16.0,-0.00046668691772644433
3600,,,2015.0,17.0,0.004318653258546967
3600,,,2016.0,18.0,0.008150863012959975
3600,,,2017.0,19.0,0.0038152645376789973
3600,,,2018.0,20.0,-0.002033586037854751
3600,,,2019.0,21.0,0.004130444922811005
3600,,,2023.0,25.0,-0.014095824909036603
3640,5.0,0.03609704554267201,,,
3640,10.0,0.04675568615656489,,,
3640,15.0,0.06942831730116861,,,
3640,,,2000.0,2.0,-0.00474512600820054
3640,,,2001.0,3.0,-0.04166113242136604
3640,,,2002.0,4.0,-0.0818142311198794
3640,,,2003.0,5.0,-0.0005610702530260969
3640,,,2004.0,6.0,-0.0007973126653650908
3640,,,2005.0,7.0,0.007103637750700775
3640,,,2006.0,8.0,-0.0027103573861095853
3640,,,2007.0,9.0,-0.013199721041692758
3640,,,2008.0,10.0,-0.019414007580637938
3640,,,2009.0,11.0,0.01706581146799524
3640,,,2010.0,12.0,0.013082338256704018
3640,,,2011.0,13.0,0.07893399916495658
3640,,,2012.0,14.0,-0.08107804293549425
3640,,,2013.0,15.0,0.06877218163698962
3640,,,2014.0,16.0,0.060622941690779086
3640,,,2015.0,17.0,0.05373980540983314
3640,,,2016.0,18.0,0.009531086165437408
3640,,,2017.0,19.0,0.03351879218298992
3640,,,2018.0,20.0,0.047923457600302144
3640,,,2019.0,21.0,0.15236285926207904
3640,,,2023.0,25.0,0.10804557041839868
3870,5.0,0.00565064589808717,,,
3870,10.0,0.007262036043272246,,,
3870,15.0,0.009984910158517657,,,
3870,,,2000.0,3.0,-5.676733785042742e-06
3870,,,2001.0,4.0,0.01841244620776661
3870,,,2002.0,5.0,-0.0188630776829376
3870,,,2003.0,6.0,0.0014759209382806393
3870,,,2004.0,7.0,0.007942192237242018
3870,,,2005.0,8.0,0.012914376607877864
3870,,,2006.0,9.0,0.008351093040836144
3870,,,2007.0,10.0,0.0017114434160265812
3870,,,2008.0,11.0,0.0035150900619240755
3870,,,2009.0,12.0,0.004831698149241337
3870,,,2010.0,13.0,-0.0005616744886435265
3870,,,2011.0,14.0,0.0036294497586870644
3870,,,2012.0,15.0,-0.006995497056305311
3870,,,2013.0,16.0,0.007235592014644965
3870,,,2014.0,17.0,0.018743897309605795
3870,,,2015.0,18.0,0.026073895446138584
3870,,,2016.0,19.0,0.023962256743334742
3870,,,2017.0,20.0,-0.0038110088480406423
3870,,,2018.0,21.0,0.011491082834601096
3870,,,2019.0,22.0,-0.009126172846713798
3870,,,2023.0,26.0,0.022925798395013963
3880,5.0,0.005782953371477717,,,
3880,10.0,0.005170021281503789,,,
3880,15.0,0.009334749199196857,,,
3880,,,2000.0,1.0,0.0
3880,,,2001.0,2.0,0.010371628321462989
3880,,,2002.0,3.0,0.051454965449939216
3880,,,2003.0,4.0,0.014086140963363247
3880,,,2004.0,5.0,0.06304050600464306
3880,,,2005.0,6.0,-0.006692731130203633
3880,,,2006.0,7.0,0.0005013291443658474
3880,,,2007.0,8.0,0.07566797881315535
3880,,,2008.0,9.0,-0.019088235089559702
3880,,,2009.0,10.0,0.07533791925566113
3880,,,2010.0,11.0,-0.055807744883264454
3880,,,2011.0,12.0,0.03242091430194993
3880,,,2012.0,13.0,0.010619620653343431
3880,,,2013.0,14.0,-0.00737396113745481
3880,,,2014.0,15.0,-0.00036200423024368433
3880,,,2015.0,16.0,-0.00021274365902679282
3880,,,2016.0,17.0,0.00782682565642745
3880,,,2017.0,18.0,-0.010244431577105972
3880,,,2018.0,19.0,-0.0012235560441236082
3880,,,2019.0,20.0,0.012201959463054246
3880,,,2023.0,24.0,0.018222605191381303
3900,5.0,-0.0004004994037902776,,,
3900,10.0,0.002461534881215588,,,
3900,15.0,-0.001011407134204001,,,
3900,,,2000.0,2.0,0.14677350222886043
3900,,,2001.0,3.0,0.06933907244021309
3900,,,2002.0,4.0,0.03905462228244805
3900,,,2003.0,5.0,0.010399315013231103
3900,,,2004.0,6.0,-0.0064779093491519335
3900,,,2005.0,7.0,0.017956265383787473
3900,,,2006.0,8.0,-0.002755262433489891
3900,,,2007.0,9.0,-0.02607414949613296
3900,,,2008.0,10.0,0.004408994417811618
3900,,,2009.0,11.0,0.015161650713395591
3900,,,2010.0,12.0,-3.5326555395620574e-05
3900,,,2011.0,13.0,0.007683032401820777
3900,,,2012.0,14.0,0.005026316149431165
3900,,,2013.0,15.0,0.0012419978642330687
3900,,,2014.0,16.0,0.014731513139971453
3900,,,2015.0,17.0,0.0008010148867363398
3900,,,2016.0,18.0,-0.0019442450852549253
3900,,,2017.0,19.0,-0.0034620837776651037
3900,,,2018.0,20.0,-0.01086872203502276
3900,,,2019.0,21.0,-0.0005343389529608444
3900,,,2023.0,25.0,-0.003074164032566107
3930,5.0,0.0032459077373825362,,,
3930,10.0,0.0033003394948445397,,,
3930,15.0,-0.00021730327157287732,,,
3930,,,1999.0,1.0,0.0
3930,,,2000.0,2.0,0.004291236601299042
3930,,,2001.0,3.0,0.06727292853074407
3930,,,2002.0,4.0,-0.10853312205237353
3930,,,2003.0,5.0,0.005343683796138032
3930,,,2004.0,6.0,-0.027238313056746843
3930,,,2005.0,7.0,0.00451173624033796
3930,,,2006.0,8.0,0.004033003643120425
3930,,,2007.0,9.0,0.02333385074689609
3930,,,2008.0,10.0,0.015307959240213886
3930,,,2009.0,11.0,0.005540529116556225
3930,,,2010.0,12.0,0.008155134827310895
3930,,,2011.0,13.0,0.0042079266836904106
3930,,,2012.0,14.0,0.002737281175874795
3930,,,2013.0,15.0,0.0007074358776857359
3930,,,2014.0,16.0,-0.0022453989916769723
3930,,,2015.0,17.0,0.002393281702469441
3930,,,2016.0,18.0,0.002005224497611424
3930,,,2017.0,19.0,-0.00018294631520621163
3930,,,2018.0,20.0,-0.0011753548707045258
3930,,,2019.0,21.0,0.000357711628843127
3930,,,2023.0,25.0,-0.003115206918232971
3940,5.0,0.006761260365387933,,,
3940,10.0,0.0035637216615150846,,,
3940,15.0,0.005706150874202676,,,
3940,,,1999.0,2.0,0.03655574948624141
3940,,,2000.0,3.0,0.007474047396495931
3940,,,2001.0,4.0,0.028412011153271632
3940,,,2002.0,5.0,-0.0006940200795735318
3940,,,2003.0,6.0,0.03909115845573363
3940,,,2004.0,7.0,0.006709549021579941
3940,,,2005.0,8.0,0.022917048085771885
3940,,,2006.0,9.0,0.008820520149682931
3940,,,2007.0,10.0,0.0021501795197207407
3940,,,2008.0,11.0,0.0034645659745038415
3940,,,2009.0,12.0,0.0002064949493717494
3940,,,2010.0,13.0,-0.0004114778567698707
3940,,,2011.0,14.0,-0.001216078277553545
3940,,,2012.0,15.0,0.00014224454023181732
3940,,,2013.0,16.0,0.00022616330500946358
3940,,,2014.0,17.0,0.011030930428849728
3940,,,2015.0,18.0,3.339922518286187e-05
3940,,,2016.0,19.0,0.017548715214507293
3940,,,2017.0,20.0,-0.0009093221100384685
3940,,,2018.0,21.0,0.003262208854384774
3940,,,2019.0,22.0,-0.0006177411901920893
3940,,,2023.0,26.0,0.019916219316611916
4020,5.0,-0.003149221045660955,,,
4020,10.0,-0.006414563422746378,,,
4020,15.0,-0.007790273931811642,,,
4020,,,2000.0,3.0,0.017513404066258786
4020,,,2001.0,4.0,0.0007820894277301704
4020,,,2002.0,5.0,0.023384031051528753
4020,,,2003.0,6.0,-0.0006423254851866123
4020,,,2004.0,7.0,-0.0062078590546550405
4020,,,2005.0,8.0,0.021317111271791922
4020,,,2006.0,9.0,0.0009170748566769138
4020,,,2007.0,10.0,0.0024283476035081852
4020,,,2008.0,11.0,-0.022680012926873494
4020,,,2009.0,12.0,-0.007236831143889844
4020,,,2010.0,13.0,0.0015141389841508701
4020,,,2011.0,14.0,0.0010407273510677495
4020,,,2012.0,15.0,0.0057199980402002915
4020,,,2013.0,16.0,-0.025986596779311366
4020,,,2014.0,17.0,-0.012956178079660985
4020,,,2015.0,18.0,-0.006009639939993816
4020,,,2016.0,19.0,0.013415788525536376
4020,,,2017.0,20.0,-0.04099684055012931
4020,,,2018.0,21.0,-0.011801476895133778
4020,,,2019.0,22.0,-0.0016405593075785596
4020,,,2023.0,26.0,0.009420405686329958
4050,5.0,-0.004529043589442061,,,
4050,10.0,-0.009390545560552743,,,
4050,15.0,-0.004492358033738153,,,
4050,,,1999.0,2.0,0.0
4050,,,2000.0,3.0,-0.0019963436876682117
4050,,,2001.0,4.0,-0.007361161946367822
4050,,,2002.0,5.0,0.018790863851218864
4050,,,2003.0,6.0,-0.00975975687993591
4050,,,2004.0,7.0,0.00507479264917321
4050,,,2005.0,8.0,0.012646629133296172
4050,,,2006.0,9.0,0.03211710912686505
4050,,,2007.0,10.0,-0.009909938335719737
4050,,,2008.0,11.0,0.005640678203868044
4050,,,2009.0,12.0,-0.019840537826799398
4050,,,2010.0,13.0,0.006690883966244177
