oid,vid,flg,rnk,nam,par,rid,ext,noc,phl,cll,fml,odl,gnl,ttl,tdf,acc,acr,acn
txn:133727,,,species,Huanghetitan ruyangensis,txn:66514,ref:28190,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:66514,25.0,Somphospondyli
txn:153807,,,genus,Dongbeititan,txn:66514,ref:30687,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Dongbeititan,,,,,
txn:153808,,,species,Dongbeititan dongi,txn:153807,ref:30687,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Dongbeititan,,,,,
txn:81714,,,genus,Ligabuesaurus,txn:66514,ref:17704,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ligabuesaurus,Ligabuesaurus leanzai,,,,
txn:81715,,,species,Ligabuesaurus leanzai,txn:81714,ref:17704,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ligabuesaurus,,,,,
txn:38699,var:251816,,unranked clade,Euhelopodidae,txn:66514,ref:13854,0,38,Chordata,Saurischia,Euhelopodidae,,,,,,,
txn:56409,,,genus,Phuwiangosaurus,txn:38699,ref:9667,0,15,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Phuwiangosaurus,,,,,
txn:56410,,,species,Phuwiangosaurus sirindhornae,txn:56409,ref:9667,0,13,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Phuwiangosaurus,,,,,
txn:71976,,,genus,Huabeisaurus,txn:38699,ref:16768,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Huabeisaurus,,,,,
txn:71977,,,species,Huabeisaurus allocotus,txn:71976,ref:16768,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Huabeisaurus,,,,,
txn:84665,,,genus,Gobititan,txn:38699,ref:18462,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Gobititan,,,,,
txn:84666,,,species,Gobititan shenzhouensis,txn:84665,ref:18462,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Gobititan,,,,,
txn:72376,,,genus,Erketu,txn:38699,ref:16961,0,2,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Erketu,Erketu ellisoni,,,,
txn:72377,,,species,Erketu ellisoni,txn:72376,ref:16961,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Erketu,,,,,
txn:58856,,,genus,Tangvayosaurus,txn:38699,ref:11745,0,2,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Tangvayosaurus,,,,,
txn:58857,,,species,Tangvayosaurus hoffeti,txn:58856,ref:11745,0,2,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Tangvayosaurus,,,,,
txn:465375,,,genus,Ruixinia,txn:38699,ref:83380,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Ruixinia,Ruixinia zhangi,,,,
txn:465376,,,species,Ruixinia zhangi,txn:465375,ref:83380,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Ruixinia,,,,,
txn:202272,,,genus,Xianshanosaurus,txn:38699,ref:37927,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Xianshanosaurus,,,,,
txn:202273,,,species,Xianshanosaurus shijiagouensis,txn:202272,ref:37927,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Xianshanosaurus,,,,,
txn:520784,,,genus,Nagatitan,txn:38699,ref:95022,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Nagatitan,Nagatitan chaiyaphumensis,,,,
txn:520785,,,species,Nagatitan chaiyaphumensis,txn:520784,ref:95022,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Nagatitan,,,,,
txn:166380,,,genus,Ruyangosaurus,txn:38699,ref:32538,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Ruyangosaurus,Ruyangosaurus giganteus,,,,
txn:166381,,,species,Ruyangosaurus giganteus,txn:166380,ref:32538,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Ruyangosaurus,,,,,
txn:38701,,,genus,Euhelopus,txn:38699,ref:13854,0,5,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Euhelopus,,,,,
txn:64281,var:54868,,species,Euhelopus zdanskyi,txn:38701,ref:18021,0,2,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Euhelopus,,,,,
txn:52900,,,genus,Helopus,txn:38699,ref:18021,0,5,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Euhelopus,,replaced by,txn:38701,5.0,Euhelopus
txn:154995,,,genus,Daxiatitan,txn:38699,ref:30807,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Daxiatitan,,,,,
txn:154996,,,species,Daxiatitan binglingi,txn:154995,ref:30807,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Daxiatitan,,,,,
txn:153669,,,genus,Qiaowanlong,txn:38699,ref:30670,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Qiaowanlong,Qiaowanlong kangxii,,,,
txn:153670,,,species,Qiaowanlong kangxii,txn:153669,ref:30670,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Qiaowanlong,,,,,
txn:440880,,,genus,Silutitan,txn:38699,ref:77626,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Silutitan,Silutitan sinensis,,,,
txn:440881,,,species,Silutitan sinensis,txn:440880,ref:77626,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Silutitan,,,,,
txn:288219,,,genus,Yongjinglong,txn:38699,ref:49978,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Yongjinglong,,,,,
txn:288220,,,species,Yongjinglong datangi,txn:288219,ref:49978,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Yongjinglong,,,,,
txn:302341,,,genus,Tambatitanis,txn:38699,ref:52192,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Tambatitanis,,,,,
txn:302342,,,species,Tambatitanis amicitiae,txn:302341,ref:52192,0,1,Chordata,Saurischia,Euhelopodidae,NO_ORDER_SPECIFIED,Tambatitanis,,,,,
txn:455553,,IF,genus,Occitanopodus,txn:57468,ref:81572,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Occitanopodus,,,,,
txn:455554,,IF,species,Occitanopodus gandi,txn:455553,ref:81572,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Occitanopodus,,,,,
txn:133729,,,genus,Jiutaisaurus,txn:57468,ref:33198,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jiutaisaurus,,nomen dubium,txn:57468,25.0,Titanosauriformes
txn:153809,,,genus,Fusuisaurus,txn:57468,ref:30716,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fusuisaurus,,,,,
txn:153810,,,species,Fusuisaurus zhaoi,txn:153809,ref:30716,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fusuisaurus,,,,,
txn:202263,,,genus,Fukuititan,txn:57468,ref:37922,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fukuititan,,,,,
txn:202264,,,species,Fukuititan nipponensis,txn:202263,ref:37922,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fukuititan,,,,,
txn:38673,,,family,Brachiosauridae,txn:57468,ref:9791,0,93,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:38677,,,genus,Brachiosaurus,txn:38673,ref:17263,0,20,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Brachiosaurus,Brachiosaurus altithorax,,,,
txn:67848,,,subgenus,Brachiosaurus (Brachiosaurus),txn:38677,ref:14554,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Brachiosaurus,Brachiosaurus altithorax,,,,
txn:54864,,,species,Brachiosaurus altithorax,txn:38677,ref:17263,0,2,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Brachiosaurus,,,,,
txn:163941,,,genus,Abydosaurus,txn:38673,ref:32168,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Abydosaurus,,,,,
txn:163942,,,species,Abydosaurus mcintoshi,txn:163941,ref:32168,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Abydosaurus,,,,,
txn:52893,,,subfamily,Bellusaurinae,txn:38673,ref:9264,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:66625,,,subfamily,Klamelisaurinae,txn:38673,ref:13896,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:66515,,,genus,Venenosaurus,txn:38673,ref:13848,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Venenosaurus,,,,,
txn:66516,,,species,Venenosaurus dicrocei,txn:66515,ref:13848,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Venenosaurus,,,,,
txn:67004,,,species,Ornithopsis eucamerotus,txn:38673,ref:14142,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38673,9.0,Brachiosauridae
txn:359457,,,genus,Soriatitan,txn:38673,ref:63208,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Soriatitan,Soriatitan golmayensis,,,,
txn:359458,,,species,Soriatitan golmayensis,txn:359457,ref:63208,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Soriatitan,,,,,
txn:66542,,,subfamily,Camarasaurinae,txn:38673,ref:62842,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,Camarasaurus,,,,
txn:53011,,,family,Pleurocoelidae,txn:57468,ref:7834,0,93,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:38673,9.0,Brachiosauridae
txn:65343,,,genus,Lusotitan,txn:38673,ref:13162,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Lusotitan,,,,,
txn:65348,var:65350,,species,Lusotitan atalaiensis,txn:65343,ref:13143,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Lusotitan,,,,,
txn:64905,,,genus,Cedarosaurus,txn:38673,ref:12918,0,3,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Cedarosaurus,Cedarosaurus weiskopfae,,,,
txn:64906,,,species,Cedarosaurus weiskopfae,txn:64905,ref:12918,0,3,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Cedarosaurus,,,,,
txn:58876,,,subfamily,Brachiosaurinae,txn:38673,ref:16866,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:81693,,,genus,Galvesaurus,txn:38673,ref:17674,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Galvesaurus,,,,,
txn:81694,,,species,Galvesaurus herreroi,txn:81693,ref:17674,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Galvesaurus,,,,,
txn:67716,,,species,Galveosaurus herreroi,txn:81693,ref:14460,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Galvesaurus,,objective synonym of,txn:81694,3.0,Galvesaurus herreroi
txn:67847,var:92307,,genus,Giraffatitan,txn:38673,ref:14554,0,42,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Giraffatitan,,,,,
txn:64501,var:92308,,species,Giraffatitan brancai,txn:67847,ref:36770,0,42,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Giraffatitan,,,,,
txn:64502,,,species,Brachiosaurus fraasi,txn:67847,ref:36770,0,42,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Giraffatitan,,subjective synonym of,txn:64501,3.0,Giraffatitan brancai
txn:153878,,,species,Brachiosaurus (Giraffatitan) brancai,txn:67847,ref:36770,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Giraffatitan,,,,,
txn:54867,,,subfamily,Euhelopodinae,txn:38673,ref:9264,0,0,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:82954,var:63793,,family,Astrodontidae,txn:57468,ref:28177,0,93,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,,Astrodon,subjective synonym of,txn:38673,9.0,Brachiosauridae
txn:68169,,,genus,Sonorasaurus,txn:38673,ref:14864,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Sonorasaurus,,,,,
txn:68170,,,species,Sonorasaurus thompsoni,txn:68169,ref:14864,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Sonorasaurus,,,,,
txn:352537,,,genus,Vouivria,txn:38673,ref:62226,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Vouivria,,,,,
txn:352538,,,species,Vouivria damparisensis,txn:352537,ref:62226,0,1,Chordata,Saurischia,Brachiosauridae,NO_ORDER_SPECIFIED,Vouivria,,,,,
txn:377178,,,genus,Liaoningotitan,txn:57468,ref:66900,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Liaoningotitan,Liaoningotitan sinensis,,,,
txn:377179,,,species,Liaoningotitan sinensis,txn:377178,ref:66900,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Liaoningotitan,,,,,
txn:54170,,,genus,Pleurocoelus,txn:57468,ref:7834,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pleurocoelus,,nomen dubium,txn:57468,25.0,Titanosauriformes
txn:63717,,,species,Macrurosaurus semnus,txn:57468,ref:14179,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:133730,,,species,Jiutaisaurus xidiensis,txn:57468,ref:33198,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:83100,,,species,Pukyongosaurus millenniumi,txn:57468,ref:44394,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:398065,,,genus,Fushanosaurus,txn:57468,ref:70648,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fushanosaurus,Fushanosaurus qitaiensis,,,,
txn:398066,,,species,Fushanosaurus qitaiensis,txn:398065,ref:70648,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Fushanosaurus,,,,,
txn:202797,,,genus,Duriatitan,txn:57468,ref:38206,0,8,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Duriatitan,,,,,
txn:67006,var:203321,,species,Duriatitan humerocristatus,txn:202797,ref:14142,0,7,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Duriatitan,,,,,
txn:234034,,,species,Rugocaudia cooneyi,txn:57468,ref:41419,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:386797,,,genus,Oceanotitan,txn:57468,ref:68982,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Oceanotitan,,,,,
txn:386800,,,species,Oceanotitan dantasi,txn:386797,ref:68982,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Oceanotitan,,,,,
txn:52990,,,genus,Ornithopsis,txn:57468,ref:36747,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithopsis,,,,,
txn:54173,,,species,Ornithopsis hulkei,txn:52990,ref:36747,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithopsis,,,,,
txn:66827,,,species,Bothriospondylus magnus,txn:52990,ref:14124,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithopsis,,objective synonym of,txn:54173,3.0,Ornithopsis hulkei
txn:91657,,IF,genus,Titanosaurimanus,txn:57468,ref:19574,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Titanosaurimanus,,,,,
txn:91658,,IF,species,Titanosaurimanus nana,txn:91657,ref:19574,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Titanosaurimanus,,,,,
txn:119653,,,species,Brohisaurus kirthari,txn:57468,ref:28188,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:119652,,,genus,Brohisaurus,txn:57468,ref:28188,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Brohisaurus,Brohisaurus kirthari,nomen dubium,txn:57468,25.0,Titanosauriformes
txn:214882,,,unranked clade,Laurasiformes,txn:57468,ref:39481,0,0,Chordata,Saurischia,,,,,,,,
txn:133722,,,family,Huanghetitanidae,txn:57468,ref:28190,0,0,Chordata,Saurischia,Huanghetitanidae,NO_ORDER_SPECIFIED,,,,,,
txn:64326,var:64327,,species,Iuticosaurus valdensis,txn:57468,ref:59060,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:57468,25.0,Titanosauriformes
txn:64328,,,genus,Iuticosaurus,txn:57468,ref:13022,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Iuticosaurus,Iuticosaurus valdensis,nomen dubium,txn:57468,25.0,Titanosauriformes
txn:64330,,,species,Iuticosaurus lydekkeri,txn:64328,ref:59060,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Iuticosaurus,,,,,
txn:38678,,,genus,Pelorosaurus,txn:57468,ref:19872,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pelorosaurus,Pelorosaurus conybeari,,,,
txn:65156,,,species,Pelorosaurus praecursor,txn:38678,ref:19137,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pelorosaurus,,,,,
txn:66733,var:54174,,species,Pelorosaurus conybeari,txn:38678,ref:36749,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pelorosaurus,,,,,
txn:501005,,IF,genus,Sousatitanosauripus,txn:57468,ref:90008,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sousatitanosauripus,Sousatitanosauripus robsoni,,,,
txn:501006,,IF,species,Sousatitanosauripus robsoni,txn:501005,ref:90008,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sousatitanosauripus,,,,,
txn:57362,var:319106,,unranked clade,Diplodocoidea,txn:57439,ref:16727,0,414,Chordata,Saurischia,,,,,,,,
txn:140519,,,superfamily,Rebbachisauroidea,txn:57439,ref:29093,0,414,Chordata,Saurischia,,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:57362,25.0,Diplodocoidea
txn:63872,,,unranked clade,Diplodocimorpha,txn:57362,ref:16726,0,392,Chordata,Saurischia,,,,,,,,
txn:57361,,,unranked clade,Flagellicaudata,txn:63872,ref:10483,0,315,Chordata,Saurischia,,,,,,,,
txn:53961,var:319107,,unranked clade,Dicraeosauridae,txn:57361,ref:16866,0,36,Chordata,Saurischia,Dicraeosauridae,,,,,,,
txn:253018,,,genus,Kaatedocus,txn:53961,ref:43977,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Kaatedocus,Kaatedocus siberi,,,,
txn:253020,,,species,Kaatedocus siberi,txn:253018,ref:43977,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Kaatedocus,,,,,
txn:57351,var:516142,,unranked clade,Dicraeosaurinae,txn:53961,ref:12585,0,24,Chordata,Saurischia,Dicraeosauridae,,,,,,,
txn:66114,,,genus,Brachytrachelopan,txn:57351,ref:13656,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Brachytrachelopan,,,,,
txn:66115,,,species,Brachytrachelopan mesai,txn:66114,ref:13656,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Brachytrachelopan,,,,,
txn:38668,,,genus,Dicraeosaurus,txn:57351,ref:36770,0,19,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Dicraeosaurus,,,,,
txn:65942,,,species,Dicraeosaurus sattleri,txn:38668,ref:36770,0,12,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Dicraeosaurus,,,,,
txn:65941,,,species,Dicraeosaurus hansemanni,txn:38668,ref:36770,0,5,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Dicraeosaurus,,,,,
txn:53960,,,genus,Amargasaurus,txn:57351,ref:63573,0,2,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Amargasaurus,,,,,
txn:53962,,,species,Amargasaurus cazaui,txn:53960,ref:5970,0,2,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Amargasaurus,,,,,
txn:362056,,,species,Amargasaurus groeberi,txn:53960,ref:63573,0,2,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Amargasaurus,,replaced by,txn:53962,3.0,Amargasaurus cazaui
txn:381349,,,genus,Bajadasaurus,txn:57351,ref:67852,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Bajadasaurus,,,,,
txn:381350,,,species,Bajadasaurus pronuspinax,txn:381349,ref:67852,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Bajadasaurus,,,,,
txn:375508,,,genus,Pilmatueia,txn:53961,ref:66684,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Pilmatueia,Pilmatueia faundezi,,,,
txn:375509,,,species,Pilmatueia faundezi,txn:375508,ref:66684,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Pilmatueia,,,,,
txn:431632,,,genus,Smitanosaurus,txn:53961,ref:75066,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Smitanosaurus,,,,,
txn:63765,var:431633,,species,Smitanosaurus agilis,txn:431632,ref:10620,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Smitanosaurus,,,,,
txn:157545,,,genus,Dyslocosaurus,txn:53961,ref:31175,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Dyslocosaurus,Dyslocosaurus polyonychius,,,,
txn:157546,,,species,Dyslocosaurus polyonychius,txn:157545,ref:31175,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Dyslocosaurus,,,,,
txn:515983,,,genus,Athenar,txn:53961,ref:93312,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Athenar,Athenar bermani,,,,
txn:515984,,,species,Athenar bermani,txn:515983,ref:93312,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Athenar,,,,,
txn:140517,,,genus,Amargatitanis,txn:53961,ref:29093,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Amargatitanis,,,,,
txn:140518,,,species,Amargatitanis macni,txn:140517,ref:29093,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Amargatitanis,,,,,
txn:57363,,,genus,Suuwassea,txn:53961,ref:10483,0,2,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Suuwassea,Suuwassea emilieae,,,,
txn:57364,,,species,Suuwassea emilieae,txn:57363,ref:10483,0,1,Chordata,Saurischia,Dicraeosauridae,NO_ORDER_SPECIFIED,Suuwassea,,,,,
txn:374083,,,genus,Lingwulong,txn:57361,ref:66404,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lingwulong,Lingwulong shenqi,,,,
txn:374084,,,species,Lingwulong shenqi,txn:374083,ref:66404,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lingwulong,,,,,
txn:38664,var:319108,,unranked clade,Diplodocidae,txn:57361,ref:10626,0,270,Chordata,Saurischia,Diplodocidae,,,,,,,
txn:66543,,,subfamily,Apatosaurinae,txn:38664,ref:12585,0,95,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,,Apatosaurus,,,,
txn:52966,,,species,Atlantosaurus immanis,txn:66543,ref:7813,0,1,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:66543,8.0,Apatosaurinae
txn:38665,,,genus,Apatosaurus,txn:66543,ref:7811,0,67,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Apatosaurus,,,,,
txn:77217,,,genus,Titanosaurus,txn:66543,ref:7812,0,67,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Apatosaurus,,subjective synonym of,txn:38665,5.0,Apatosaurus
txn:52958,,,species,Apatosaurus ajax,txn:38665,ref:7811,0,3,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Apatosaurus,,,,,
txn:57752,,,species,Apatosaurus louisae,txn:38665,ref:14351,0,5,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Apatosaurus,,,,,
txn:52974,,,species,Apatosaurus laticollis,txn:38665,ref:5981,0,5,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Apatosaurus,,subjective synonym of,txn:57752,3.0,Apatosaurus louisae
txn:52983,,,genus,Brontosaurus,txn:66543,ref:7814,0,23,Chordata,Saurischia,Diplodocidae,NO_ORDER_SPECIFIED,Brontosaurus,,,,,
