area_code,L008_scr,L002_scr,L003_scr,L004_scr,k_mean_scr,anesthesiologist_count,L008_per_anes,L003_per_anes,L002_per_anes,L008_per_surgery,L003_per_surgery,L002_per_surgery,L003_L008_ratio
1506,68.2,1.9,95.2,84.3,90.48148148148148,14,4.871428571428572,6.8,0.1357142857142857,0.75374539500614,1.0521489971346705,0.02099877200163733,1.3958944281524928
1507,61.6,97.4,60.3,13.1,106.6610778443114,0,,,,0.5775302598190024,0.565342121218926,0.9131728458826435,0.9788961038961038
1601,92.3,110.7,109.1,22.1,104.84156378600825,8,11.5375,13.6375,13.8375,0.8803760328145543,1.0406178242694244,1.0558789472651264,1.182015167930661
1602,136.7,102.1,156.8,87.9,142.35377643504535,63,2.1698412698412697,2.488888888888889,1.6206349206349207,0.9602836217160342,1.1014811403443612,0.7172271966145362,1.147037307973665
1603,103.2,84.5,124.4,72.9,107.05763888888889,22,4.690909090909091,5.654545454545455,3.840909090909091,0.9639667105596025,1.1619908797830867,0.7892944480841707,1.2054263565891472
1604,71.6,1.3,52.0,89.5,84.29792531120331,6,11.933333333333332,8.666666666666666,0.21666666666666667,0.8493684718298073,0.6168597840104746,0.015421494600261867,0.7262569832402235
1701,67.5,48.3,81.3,82.3,77.65,11,6.136363636363637,7.390909090909091,4.390909090909091,0.8692852543464262,1.047005795235029,0.6220218931101094,1.2044444444444444
1702,135.8,250.5,199.5,97.7,147.47386018237083,92,1.4760869565217392,2.1684782608695654,2.722826086956522,0.9208411567451035,1.3527821117131673,1.6986061101962326,1.4690721649484535
1703,77.2,208.8,58.0,29.6,94.00829694323144,6,12.866666666666667,9.666666666666666,34.800000000000004,0.8212041118734293,0.6169668198012811,2.2210805512846123,0.7512953367875648
1704,22.0,5.3,8.7,61.7,63.67,0,,,,0.3455316475577195,0.13664206062509815,0.0832417150934506,0.39545454545454545
1801,138.9,258.1,198.5,185.1,157.4560975609756,41,3.387804878048781,4.841463414634147,6.295121951219513,0.8821506575584369,1.260668866273216,1.6391870749879953,1.4290856731461483
1802,28.2,,22.1,12.4,58.646,1,28.2,22.1,,0.4808512089486069,0.37683729495617774,,0.7836879432624114
