system,realm,geological_period,clade,taxonomic_level,spatial_resolution,n_sites,n_collections,n_occurrences,gamma,median_alpha,pool_fraction,sampling_fraction,temporal_aggregation,beta_metric,beta_value,distance_decay_model,distance_decay_slope,replicate,analysis_version,time_bin,time_start_ma,time_end_ma,duration_myr
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,63,5.0,1.0,1.0,stage,jaccard,0.9205714954840033,ols_jaccard_km,4.9481798085629135e-06,0,paleo_v1,Famennian,372.15,358.86,13.289999999999964
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,63,5.0,1.0,1.0,stage,sorensen,0.8691503908366754,ols_jaccard_km,,0,paleo_v1,Famennian,372.15,358.86,13.289999999999964
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,63,5.0,1.0,1.0,stage,turnover,0.7489417989417989,ols_jaccard_km,,0,paleo_v1,Famennian,372.15,358.86,13.289999999999964
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,63,5.0,1.0,1.0,stage,nestedness,0.12020859189487634,ols_jaccard_km,,0,paleo_v1,Famennian,372.15,358.86,13.289999999999964
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,63,5.5,1.0,1.0,stage,jaccard,0.9353791620968909,ols_jaccard_km,1.3579536030794948e-05,0,paleo_v1,Floian,477.1,471.3,5.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,63,5.5,1.0,1.0,stage,sorensen,0.8953036041058641,ols_jaccard_km,,0,paleo_v1,Floian,477.1,471.3,5.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,63,5.5,1.0,1.0,stage,turnover,0.7501645597510259,ols_jaccard_km,,0,paleo_v1,Floian,477.1,471.3,5.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,63,5.5,1.0,1.0,stage,nestedness,0.14513904435483824,ols_jaccard_km,,0,paleo_v1,Floian,477.1,471.3,5.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,70,4.0,1.0,1.0,stage,jaccard,0.962866402928873,ols_jaccard_km,4.455589087452124e-06,0,paleo_v1,Frasnian,382.31,372.15,10.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,70,4.0,1.0,1.0,stage,sorensen,0.937689506704933,ols_jaccard_km,,0,paleo_v1,Frasnian,382.31,372.15,10.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,70,4.0,1.0,1.0,stage,turnover,0.8595894660894662,ols_jaccard_km,,0,paleo_v1,Frasnian,382.31,372.15,10.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,70,4.0,1.0,1.0,stage,nestedness,0.07810004061546692,ols_jaccard_km,,0,paleo_v1,Frasnian,382.31,372.15,10.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,92,3.5,1.0,1.0,stage,jaccard,0.9434393337123622,ols_jaccard_km,4.966567083477301e-06,0,paleo_v1,Givetian,387.95,382.31,5.639999999999986
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,92,3.5,1.0,1.0,stage,sorensen,0.9064672581985079,ols_jaccard_km,,0,paleo_v1,Givetian,387.95,382.31,5.639999999999986
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,92,3.5,1.0,1.0,stage,turnover,0.7350479820307407,ols_jaccard_km,,0,paleo_v1,Givetian,387.95,382.31,5.639999999999986
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,30,,,92,3.5,1.0,1.0,stage,nestedness,0.17141927616776723,ols_jaccard_km,,0,paleo_v1,Givetian,387.95,382.31,5.639999999999986
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,11,,,57,1.0,1.0,1.0,stage,jaccard,0.9620833847852875,ols_jaccard_km,1.2077233293540342e-05,0,paleo_v1,Gorstian,426.7,425.0,1.6999999999999886
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,11,,,57,1.0,1.0,1.0,stage,sorensen,0.9481567004675262,ols_jaccard_km,,0,paleo_v1,Gorstian,426.7,425.0,1.6999999999999886
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,11,,,57,1.0,1.0,1.0,stage,turnover,0.8516960312414857,ols_jaccard_km,,0,paleo_v1,Gorstian,426.7,425.0,1.6999999999999886
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,11,,,57,1.0,1.0,1.0,stage,nestedness,0.09646066922604046,ols_jaccard_km,,0,paleo_v1,Gorstian,426.7,425.0,1.6999999999999886
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,9,,,74,17.0,1.0,1.0,stage,jaccard,0.8969737477169848,ols_jaccard_km,2.634727624984213e-05,0,paleo_v1,Gzhelian,303.7,298.9,4.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,9,,,74,17.0,1.0,1.0,stage,sorensen,0.8361982578425262,ols_jaccard_km,,0,paleo_v1,Gzhelian,303.7,298.9,4.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,9,,,74,17.0,1.0,1.0,stage,turnover,0.7199959041741808,ols_jaccard_km,,0,paleo_v1,Gzhelian,303.7,298.9,4.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,9,,,74,17.0,1.0,1.0,stage,nestedness,0.11620235366834544,ols_jaccard_km,,0,paleo_v1,Gzhelian,303.7,298.9,4.800000000000011
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,39,2.5,1.0,1.0,stage,jaccard,0.952135272020557,ols_jaccard_km,1.0360084230222944e-06,0,paleo_v1,Hirnantian,445.2,443.1,2.099999999999966
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,39,2.5,1.0,1.0,stage,sorensen,0.9300291016747804,ols_jaccard_km,,0,paleo_v1,Hirnantian,445.2,443.1,2.099999999999966
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,39,2.5,1.0,1.0,stage,turnover,0.8272727272727273,ols_jaccard_km,,0,paleo_v1,Hirnantian,445.2,443.1,2.099999999999966
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,39,2.5,1.0,1.0,stage,nestedness,0.1027563744020532,ols_jaccard_km,,0,paleo_v1,Hirnantian,445.2,443.1,2.099999999999966
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,68,3.5,1.0,1.0,stage,jaccard,0.9645720145995254,ols_jaccard_km,3.057833310125298e-06,0,paleo_v1,Homerian,430.6,426.7,3.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,68,3.5,1.0,1.0,stage,sorensen,0.9426180006093358,ols_jaccard_km,,0,paleo_v1,Homerian,430.6,426.7,3.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,68,3.5,1.0,1.0,stage,turnover,0.8673923490965014,ols_jaccard_km,,0,paleo_v1,Homerian,430.6,426.7,3.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,18,,,68,3.5,1.0,1.0,stage,nestedness,0.07522565151283445,ols_jaccard_km,,0,paleo_v1,Homerian,430.6,426.7,3.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,62,3.5,1.0,1.0,stage,jaccard,0.9349821219505396,ols_jaccard_km,1.2989090630939343e-05,0,paleo_v1,Kasimovian,307.0,303.7,3.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,62,3.5,1.0,1.0,stage,sorensen,0.8901356995665018,ols_jaccard_km,,0,paleo_v1,Kasimovian,307.0,303.7,3.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,62,3.5,1.0,1.0,stage,turnover,0.7108420809401201,ols_jaccard_km,,0,paleo_v1,Kasimovian,307.0,303.7,3.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,12,,,62,3.5,1.0,1.0,stage,nestedness,0.17929361862638168,ols_jaccard_km,,0,paleo_v1,Kasimovian,307.0,303.7,3.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,103,5.0,1.0,1.0,stage,jaccard,0.9206778506280703,ols_jaccard_km,5.041045674648695e-06,0,paleo_v1,Katian,452.8,445.2,7.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,103,5.0,1.0,1.0,stage,sorensen,0.8721273609934387,ols_jaccard_km,,0,paleo_v1,Katian,452.8,445.2,7.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,103,5.0,1.0,1.0,stage,turnover,0.6705527617214403,ols_jaccard_km,,0,paleo_v1,Katian,452.8,445.2,7.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,103,5.0,1.0,1.0,stage,nestedness,0.2015745992719984,ols_jaccard_km,,0,paleo_v1,Katian,452.8,445.2,7.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,jaccard,0.9639433475862192,ols_jaccard_km,2.0213521734924106e-06,0,paleo_v1,Kungurian,283.3,274.4,8.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,sorensen,0.9376568877802558,ols_jaccard_km,,0,paleo_v1,Kungurian,283.3,274.4,8.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,turnover,0.8280013984704362,ols_jaccard_km,,0,paleo_v1,Kungurian,283.3,274.4,8.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,nestedness,0.10965548930981955,ols_jaccard_km,,0,paleo_v1,Kungurian,283.3,274.4,8.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,24,,,64,4.0,1.0,1.0,stage,jaccard,0.9150203028430788,ols_jaccard_km,4.409368405995424e-06,0,paleo_v1,Lochkovian,419.62,413.02,6.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,24,,,64,4.0,1.0,1.0,stage,sorensen,0.8684978248821108,ols_jaccard_km,,0,paleo_v1,Lochkovian,419.62,413.02,6.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,24,,,64,4.0,1.0,1.0,stage,turnover,0.7000566372562941,ols_jaccard_km,,0,paleo_v1,Lochkovian,419.62,413.02,6.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,24,,,64,4.0,1.0,1.0,stage,nestedness,0.16844118762581686,ols_jaccard_km,,0,paleo_v1,Lochkovian,419.62,413.02,6.600000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,69,2.0,1.0,1.0,stage,jaccard,0.9533368683936839,ols_jaccard_km,5.983377907446507e-06,0,paleo_v1,Ludfordian,425.0,422.7,2.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,69,2.0,1.0,1.0,stage,sorensen,0.9241857882437754,ols_jaccard_km,,0,paleo_v1,Ludfordian,425.0,422.7,2.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,69,2.0,1.0,1.0,stage,turnover,0.8165423280423281,ols_jaccard_km,,0,paleo_v1,Ludfordian,425.0,422.7,2.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,25,,,69,2.0,1.0,1.0,stage,nestedness,0.10764346020144747,ols_jaccard_km,,0,paleo_v1,Ludfordian,425.0,422.7,2.300000000000012
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,29,,,104,5.0,1.0,1.0,stage,jaccard,0.9464897145789671,ols_jaccard_km,5.132683807204342e-06,0,paleo_v1,Moscovian,315.2,307.0,8.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,29,,,104,5.0,1.0,1.0,stage,sorensen,0.9081194395896542,ols_jaccard_km,,0,paleo_v1,Moscovian,315.2,307.0,8.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,29,,,104,5.0,1.0,1.0,stage,turnover,0.7757749398499981,ols_jaccard_km,,0,paleo_v1,Moscovian,315.2,307.0,8.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,29,,,104,5.0,1.0,1.0,stage,nestedness,0.13234449973965615,ols_jaccard_km,,0,paleo_v1,Moscovian,315.2,307.0,8.199999999999989
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,48,4.0,1.0,1.0,stage,jaccard,0.9378426313113818,ols_jaccard_km,2.129727399319323e-06,0,paleo_v1,Pragian,413.02,410.62,2.3999999999999773
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,48,4.0,1.0,1.0,stage,sorensen,0.8991670622758889,ols_jaccard_km,,0,paleo_v1,Pragian,413.02,410.62,2.3999999999999773
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,48,4.0,1.0,1.0,stage,turnover,0.8242673992673993,ols_jaccard_km,,0,paleo_v1,Pragian,413.02,410.62,2.3999999999999773
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,14,,,48,4.0,1.0,1.0,stage,nestedness,0.07489966300848966,ols_jaccard_km,,0,paleo_v1,Pragian,413.02,410.62,2.3999999999999773
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,5,,,12,3.0,1.0,1.0,stage,jaccard,0.9675,ols_jaccard_km,5.117275324104635e-06,0,paleo_v1,Rhuddanian,443.1,440.5,2.6000000000000227
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,5,,,12,3.0,1.0,1.0,stage,sorensen,0.9444444444444444,ols_jaccard_km,,0,paleo_v1,Rhuddanian,443.1,440.5,2.6000000000000227
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,5,,,12,3.0,1.0,1.0,stage,turnover,0.875,ols_jaccard_km,,0,paleo_v1,Rhuddanian,443.1,440.5,2.6000000000000227
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,5,,,12,3.0,1.0,1.0,stage,nestedness,0.06944444444444445,ols_jaccard_km,,0,paleo_v1,Rhuddanian,443.1,440.5,2.6000000000000227
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,jaccard,0.9635569177427523,ols_jaccard_km,3.883678862328044e-06,0,paleo_v1,Roadian,274.4,266.9,7.5
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,sorensen,0.9385297547659139,ols_jaccard_km,,0,paleo_v1,Roadian,274.4,266.9,7.5
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,turnover,0.866951205159761,ols_jaccard_km,,0,paleo_v1,Roadian,274.4,266.9,7.5
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,44,,,140,5.0,1.0,1.0,stage,nestedness,0.071578549606153,ols_jaccard_km,,0,paleo_v1,Roadian,274.4,266.9,7.5
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,83,4.0,1.0,1.0,stage,jaccard,0.950166304453886,ols_jaccard_km,4.648672862935561e-06,0,paleo_v1,Sakmarian,293.52,290.1,3.419999999999959
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,83,4.0,1.0,1.0,stage,sorensen,0.9149394469907277,ols_jaccard_km,,0,paleo_v1,Sakmarian,293.52,290.1,3.419999999999959
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,83,4.0,1.0,1.0,stage,turnover,0.8259678595145723,ols_jaccard_km,,0,paleo_v1,Sakmarian,293.52,290.1,3.419999999999959
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,35,,,83,4.0,1.0,1.0,stage,nestedness,0.08897158747615536,ols_jaccard_km,,0,paleo_v1,Sakmarian,293.52,290.1,3.419999999999959
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,40,,,88,3.5,1.0,1.0,stage,jaccard,0.9384115138904179,ols_jaccard_km,6.4732203571312666e-06,0,paleo_v1,Sandbian,458.2,452.8,5.399999999999977
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,40,,,88,3.5,1.0,1.0,stage,sorensen,0.8993204766511987,ols_jaccard_km,,0,paleo_v1,Sandbian,458.2,452.8,5.399999999999977
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,40,,,88,3.5,1.0,1.0,stage,turnover,0.7373841436341437,ols_jaccard_km,,0,paleo_v1,Sandbian,458.2,452.8,5.399999999999977
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,40,,,88,3.5,1.0,1.0,stage,nestedness,0.16193633301705504,ols_jaccard_km,,0,paleo_v1,Sandbian,458.2,452.8,5.399999999999977
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,19,,,95,8.0,1.0,1.0,stage,jaccard,0.9074138305902204,ols_jaccard_km,8.614191067576543e-06,0,paleo_v1,Serpukhovian,330.3,323.4,6.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,19,,,95,8.0,1.0,1.0,stage,sorensen,0.8479061502385538,ols_jaccard_km,,0,paleo_v1,Serpukhovian,330.3,323.4,6.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,19,,,95,8.0,1.0,1.0,stage,turnover,0.6554635044401126,ols_jaccard_km,,0,paleo_v1,Serpukhovian,330.3,323.4,6.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,19,,,95,8.0,1.0,1.0,stage,nestedness,0.19244264579844125,ols_jaccard_km,,0,paleo_v1,Serpukhovian,330.3,323.4,6.900000000000034
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,20,,,49,2.0,1.0,1.0,stage,jaccard,0.9268794599973923,ols_jaccard_km,4.356187195040542e-06,0,paleo_v1,Sheinwoodian,432.9,430.6,2.2999999999999545
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,20,,,49,2.0,1.0,1.0,stage,sorensen,0.8969870998590243,ols_jaccard_km,,0,paleo_v1,Sheinwoodian,432.9,430.6,2.2999999999999545
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,20,,,49,2.0,1.0,1.0,stage,turnover,0.7772118524750103,ols_jaccard_km,,0,paleo_v1,Sheinwoodian,432.9,430.6,2.2999999999999545
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,20,,,49,2.0,1.0,1.0,stage,nestedness,0.11977524738401388,ols_jaccard_km,,0,paleo_v1,Sheinwoodian,432.9,430.6,2.2999999999999545
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,22,,,66,3.0,1.0,1.0,stage,jaccard,0.9290539853966948,ols_jaccard_km,4.230468989241564e-06,0,paleo_v1,Telychian,438.6,432.9,5.7000000000000455
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,22,,,66,3.0,1.0,1.0,stage,sorensen,0.8947875478490862,ols_jaccard_km,,0,paleo_v1,Telychian,438.6,432.9,5.7000000000000455
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,22,,,66,3.0,1.0,1.0,stage,turnover,0.7726244654816083,ols_jaccard_km,,0,paleo_v1,Telychian,438.6,432.9,5.7000000000000455
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,22,,,66,3.0,1.0,1.0,stage,nestedness,0.12216308236747797,ols_jaccard_km,,0,paleo_v1,Telychian,438.6,432.9,5.7000000000000455
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,46,2.0,1.0,1.0,stage,jaccard,0.9694241144614467,ols_jaccard_km,2.3505665239152506e-06,0,paleo_v1,Tournaisian,358.86,346.7,12.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,46,2.0,1.0,1.0,stage,sorensen,0.9526767693140242,ols_jaccard_km,,0,paleo_v1,Tournaisian,358.86,346.7,12.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,46,2.0,1.0,1.0,stage,turnover,0.8531593406593406,ols_jaccard_km,,0,paleo_v1,Tournaisian,358.86,346.7,12.160000000000023
paleozoic_marine,marine,Paleozoic,Bivalvia,genus,10,16,,,46,2.0,1.0,1.0,stage,nestedness,0.09951742865468356,ols_jaccard_km,,0,paleo_v1,Tournaisian,358.86,346.7,12.160000000000023
