half_width,reference,device
10.0,122.38489890557778,125.19455706221541
10.0,124.09956905204696,128.97520048676049
10.0,130.71866527702375,141.1527235690255
10.0,133.80806026488986,138.75557788025534
10.0,136.79354443277276,145.56214119167413
10.0,135.04107412571605,146.16450722663618
10.0,129.30153402898856,138.1206185206954
10.0,129.19034127562733,139.16336397519927
10.0,134.82719402810133,138.86514758958577
10.0,130.55574726713593,140.32706612784355
10.0,126.06871482936842,138.95783264592183
10.0,138.24374063797188,140.44894935516206
10.0,126.41716054340033,134.48167487019694
10.0,126.0128731568828,135.17378349650775
10.0,134.58335025009399,135.3062557237507
10.0,137.35512138787593,138.10558749764996
10.0,121.09948957785281,124.80933690414896
10.0,127.55001635815186,136.00590618723388
10.0,137.52074517967827,146.59048998621768
10.0,129.86188858623902,141.8439938912628
10.0,126.05628869730911,133.1481487631536
10.0,125.11575840985552,127.95442960531247
10.0,139.0501052837009,147.1774801012021
10.0,133.3499439990934,144.371012976934
10.0,131.73763095908026,135.13100737115826
10.0,134.84300758459807,136.73300832397817
10.0,129.38568298085409,131.38207000760198
10.0,125.45726595900685,128.27028969925738
10.0,124.48077372021999,136.39292876006363
10.0,124.32134642419905,137.54686681123275
10.0,138.4310210250221,150.82757174250656
10.0,126.55137573265822,130.81558148563616
10.0,120.54612521038527,123.73082936480895
10.0,134.86905934612693,137.5115184686675
10.0,138.36546761038875,144.79648790035773
10.0,121.43316377279685,119.6813946783771
10.0,137.54542777434824,141.67244675193638
10.0,139.61625133696634,142.96566519878792
10.0,133.2747090929528,141.0252588221644
10.0,137.9922872510379,145.29570582839744
10.0,123.97390826627274,129.8949947570404
10.0,125.29208032793858,124.79909210747522
10.0,135.54070589218523,141.93105517934927
10.0,134.3308259816812,138.1129036487693
10.0,125.6312358565742,133.69279082831082
10.0,125.3692893133333,138.93034379843664
10.0,122.0963148299447,130.28018868726565
10.0,128.58252203785594,135.39794204094076
10.0,137.4916486722362,147.29818352373314
10.0,127.97210817093064,138.25213430882872
10.0,122.75804893916565,127.21426093436759
10.0,136.2663601002405,146.33126971256632
10.0,126.0443258547309,130.4344938936385
10.0,124.75483591845268,134.60414465909318
10.0,121.7142272303188,124.56564668238877
10.0,138.24858235023532,148.34096915280813
20.0,117.42584476130216,122.33623006883624
20.0,131.10016122837496,135.92230410603247
20.0,136.5999585311882,147.58968652685493
20.0,142.03522520473996,148.90614164041756
20.0,134.41100658287178,139.27662636836666
20.0,143.02590126738676,149.54956708686865
20.0,115.29007041988227,123.44425966457169
20.0,134.33880556422142,147.4183953328412
20.0,117.49742636332589,119.80480971933235
20.0,147.60343952867143,154.30582861623978
20.0,142.83602124985828,150.6226117893604
20.0,140.54781527102574,148.51410600044602
20.0,120.16307207496571,125.10031702522714
20.0,112.51724250806792,121.37891795893356
20.0,120.10766386327042,123.82948655697778
20.0,141.4204073693554,149.82188463976496
20.0,132.75849163887608,141.62936624497664
20.0,147.87259678023824,154.4898991168129
20.0,116.63160324851661,116.93017903357202
20.0,134.89544582128806,137.89239910492375
20.0,128.36049534972074,138.94575394483903
20.0,142.78336746270492,148.7990819100241
20.0,134.34935335804983,145.66487714327744
20.0,143.28485927400075,154.29383013619162
20.0,114.07412892847363,120.0756076358824
20.0,125.93660181381141,131.19934941794938
20.0,134.485067578613,146.38162392770917
20.0,139.47245546083016,141.48076418774042
20.0,147.58213367340994,156.67757382987065
20.0,137.03204124273594,143.34714750407815
20.0,137.7602488848718,144.13942144526868
20.0,112.64468185873893,113.58797338435426
20.0,130.46042307832943,136.1028703109365
20.0,135.0642615864702,140.17158902879657
20.0,138.74197983852508,142.81293291940705
20.0,136.17918063081072,143.02234222331688
20.0,147.21267735285247,155.8713549100022
20.0,133.8631254422233,143.67850563732915
20.0,136.47781223405605,138.96548883056101
20.0,135.55690104930665,137.8690323340957
20.0,117.2509569960859,125.73988808396564
20.0,148.4657369627218,158.51479997557252
20.0,123.04752133237476,137.28535848710652
20.0,148.2148417725146,154.52071229800802
20.0,144.4757532898111,152.62994266803295
20.0,112.06181384055931,112.68579693127755
20.0,138.07183753361664,144.30552274378655
20.0,133.17952755897164,142.5800295133078
20.0,147.52901789180444,151.46629232768544
20.0,124.35598614389052,129.95326474850583
20.0,124.17475746270614,134.6811605857247
20.0,115.03424745887759,119.49030351022834
20.0,127.09214307602323,137.27931822326846
20.0,116.6280117905182,119.7251213543928
20.0,145.28662151407988,159.5785219201119
20.0,112.95075147958336,123.28084222776316
20.0,112.85008722599866,121.46395259492022
20.0,138.21742992805704,140.07218161269748
20.0,148.85583067079457,156.0776614392207
20.0,121.28022409201077,129.08025392279103
20.0,146.08062271514802,155.2277854574548
20.0,140.7620521333523,144.0874777711685
20.0,138.67103237103925,139.49746072021176
20.0,140.1962831253852,141.8047024270237
20.0,146.39230358520396,148.49151336622447
20.0,111.52105336810213,115.38264678500255
20.0,147.64149132201533,156.341696842278
20.0,139.01589865480796,143.5735514367767
20.0,137.52395778499817,147.2725947235584
20.0,114.27132998136494,117.1924541079258
20.0,121.12136688481952,125.51972366797148
20.0,148.77812499970884,154.25072407938498
20.0,127.45170045392499,134.09080611749775
20.0,115.97193620709784,124.4674084838396
20.0,130.35842904536548,131.1412674587772
20.0,122.1154935166282,125.22551996526407
20.0,134.67954609698418,140.0064506469809
20.0,142.4315851412918,143.79026009837906
20.0,141.10734368017114,146.89838031118163
20.0,127.27846491619903,127.055600234889
20.0,127.25016609582633,130.63815284415838
20.0,118.78298689797168,125.3635362759343
20.0,127.50555805255375,135.6487340568424
20.0,125.44457146290091,134.58794644316953
20.0,119.51187772491033,124.9959676839085
20.0,113.9819414816848,118.98675393683523
20.0,118.00071097170564,124.16559657431593
20.0,114.16833838026461,121.50023083929402
20.0,145.4331638591009,148.35083655128443
20.0,148.27596585597746,158.7295692595802
20.0,145.5699637793613,154.28513268741432
20.0,144.44930125424477,150.85132529639301
20.0,129.72383754553806,131.98081186114803
20.0,139.8250750542583,150.04664827506068
20.0,118.2372051282021,123.80946537628648
20.0,125.40920319879642,132.98539470056926
20.0,112.10312002584217,117.15280000743464
20.0,129.11734704511653,136.3451479673198
20.0,132.33150394912664,139.83494653054734
20.0,122.62655443187668,131.22452872926237
20.0,116.24895302122133,125.51929286282814
20.0,112.50335512394803,119.5051753865622
20.0,117.71979072973708,126.5839388604124
20.0,133.0686938834919,136.47134197624098
20.0,127.71876137179557,134.44374867010617
20.0,135.91822280903327,142.28272063816334
20.0,144.45163655943156,155.461551331741
20.0,149.56356439714824,156.68025402221556
20.0,124.5739168155397,128.2892356132692
20.0,114.79874946032768,123.83620435190909
20.0,123.97336208924847,131.64323742141147
20.0,111.43669871917679,118.00345623841886
20.0,146.807637663847,155.62498853511028
20.0,113.20377489802723,118.23826358880352
20.0,133.00376917957098,137.492531478511
20.0,119.27009878958168,125.80766866411942
20.0,144.41590090517252,148.36866048018933
20.0,116.27401492811693,122.73919628878721
20.0,120.01033930556586,129.61999367111457
20.0,138.07443065609345,148.87451364111507
20.0,124.79386040661618,130.80381416754403
20.0,117.72446269513094,124.72852624712888
20.0,144.8838120351474,153.04359510262537
20.0,119.21000981141255,129.8068652712657
20.0,116.4758968956953,123.49273365496502
20.0,131.8518862967565,142.24164510601776
20.0,130.92816963120535,138.18806485001002
20.0,131.28975832179734,134.8717050999245
20.0,145.3213694158076,151.94508999333462
20.0,120.93122457999573,127.17677939677937
20.0,141.35341679233028,150.06547367953254
20.0,112.7763356875096,123.27036035104938
20.0,115.39512376079878,119.86805986226312
20.0,113.52322721649307,119.59323158649786
20.0,115.70305390450889,126.11578047049171
20.0,133.24478884570382,137.15095894693894
20.0,147.99828242973024,157.83315541239332
20.0,130.43020473458725,133.9699234133827
20.0,116.21961941995295,123.67678529797374
20.0,127.90072429676431,130.11322752734077
20.0,110.16691295656229,113.08338999006259
20.0,128.41957556378742,135.57657056819372
20.0,121.1229530614983,130.60130509735342
20.0,117.14819952275396,118.85546891949183
20.0,118.90984466008076,125.38894271917843
20.0,120.06716721060073,124.15694050695544
20.0,124.96981458316503,130.76473785785043
20.0,124.88539977899907,136.03406681657367
20.0,115.89549442059162,122.05274162782902
20.0,113.02054298885035,120.34633035243762
30.0,121.34573392079372,124.9804126097988
30.0,102.21401139009633,104.79211659920685
30.0,115.8097697631211,118.22160388707877
30.0,130.62406303458587,134.77024264886447
30.0,128.89873429589906,141.16007122325047
30.0,111.36947923361838,116.62867664648155
30.0,125.28963444422831,135.78080605188478
30.0,154.0910324909278,161.40089529902022
30.0,107.48140259799082,116.04217615440358
30.0,124.99788139896388,126.16004151484351
30.0,152.39242729285468,157.09074592278836
30.0,142.5049342211953,147.85181031618563
30.0,116.96712280998062,122.54464802250902
30.0,121.80718739454016,128.6013557104473
30.0,116.56261518130482,121.53691551972388
30.0,102.44083425636778,102.4802752503118
30.0,117.42253814147233,127.61112634245507
30.0,100.59711348221275,108.89679454286579
30.0,119.17152816704464,126.83534809101756
30.0,112.84820375187317,117.05739222746172
30.0,112.49015604375471,122.46630264066458
30.0,150.86518521524013,156.7065130561743
30.0,144.52041661372493,150.69770408202763
30.0,104.07765776540913,106.72593751388733
30.0,106.25025611856144,109.9759437105642
30.0,124.9620250362745,130.70844838440348
30.0,116.77949529180945,118.08574370869586
30.0,100.17362649784495,108.21100448641012
30.0,150.5887379439501,157.47809445849052
30.0,106.61744505043868,110.17740738306102
30.0,130.68047025209873,139.52828013788582
30.0,126.00581227666461,135.22407109402337
30.0,158.86063262297117,169.75469850223783
30.0,159.11038074974357,164.33431742076527
30.0,123.36336351466142,127.65792334494515
30.0,137.69837165758645,145.37562784579893
30.0,119.55741643116221,126.48183623017847
30.0,142.90920935287048,149.0011047143481
30.0,114.71911275866154,121.57118068118766
30.0,115.31967491359835,122.8163454584621
30.0,118.53086666095878,131.3236521218616
30.0,100.71902113343802,109.42349479983974
30.0,126.13780867692991,132.5496078307514
30.0,118.3205758278003,128.77455715961676
30.0,129.43484914246054,134.51081565563828
30.0,142.82257653957396,149.58269859082006
30.0,126.97152668449299,133.42182977761644
30.0,133.93079453735476,140.00189127389683
30.0,120.23952214081412,126.76732209265964
30.0,119.97311049525078,127.51757044992954
30.0,128.77631362277512,131.66599690394193
30.0,143.92332336126844,154.7048238506814
30.0,136.7815875360759,142.25312454385792
30.0,123.563493540995,128.74361467131325
30.0,146.8968133060285,150.88402025114573
30.0,114.58704925171459,120.62814241412875
30.0,106.95444999684342,110.90161831169867
30.0,126.02951447013673,133.9888047636612
30.0,144.7876509197086,153.59550699272188
30.0,131.51291559316178,138.5804078088517
30.0,157.14718939699435,165.92060659629735
30.0,124.91510739528728,132.79976249761046
30.0,158.34492142438762,167.59510961541622
30.0,114.21205022731573,120.34397233719372
30.0,151.22867904895548,159.08514344780124
30.0,105.75720880772336,110.41699704841656
30.0,106.26986711785838,111.27500340829995
30.0,151.45820928485722,158.9035430337361
30.0,131.8892194966857,146.52301680648011
30.0,130.5216583080446,140.0225597392263
30.0,147.5061317290266,153.31235937566976
30.0,116.91155986551006,125.42442668226016
30.0,155.28540749251943,159.97291547482976
30.0,143.41614879454187,151.00426979407885
30.0,143.4384210076435,148.95358469344373
30.0,101.11632069376239,110.86553549170046
30.0,133.0415667090639,140.84488501901976
30.0,140.7878235916407,149.56188353840489
30.0,126.08478403768964,134.7176669046743
30.0,113.61119498635513,120.8674699229716
30.0,113.68638906085695,121.21911159787804
30.0,143.62541381251904,155.30651172502786
30.0,111.65726016111687,116.18095292517744
30.0,134.18513879014003,135.73650896435143
30.0,123.18748584128187,129.16600974636611
30.0,101.17938395825865,109.23611516718404
30.0,127.67496915263513,133.10478471549703
30.0,108.52848341680098,115.32465211742135
30.0,106.56042337063674,110.20514424623595
30.0,158.1096632674222,166.70443413340215
30.0,115.6014406392878,121.96095526547403
30.0,133.47944291630478,145.4000482798698
30.0,128.89609327956646,135.50242034911406
30.0,150.30710117293614,157.56088826159313
30.0,147.35365682532432,151.6793742185082
30.0,146.10380427730058,155.79443545575077
30.0,139.25072780619766,146.126076956152
30.0,148.99125974470707,162.9153974884755
30.0,128.615193033769,133.29544888196548
30.0,134.99863028545937,142.52828976071098
30.0,110.69483281356526,121.87669243019785
30.0,135.8051102374419,142.05972542969585
30.0,146.7802132846076,154.19108783125694
30.0,101.47626230515039,104.58795502485725
30.0,103.9906596399854,107.92160570181356
30.0,158.6057941210875,169.07281962362262
30.0,123.49555102634885,129.4214971401716
30.0,112.15614184551455,122.89807975724356
30.0,142.09565814489542,149.39169993542464
30.0,145.6194411700313,153.77390382500627
30.0,105.8742951562703,115.69369386800791
30.0,137.54921282976403,148.6013447664729
30.0,123.23605645663665,129.10159610155347
30.0,131.87103576418582,143.28768438959835
30.0,126.91821014406104,130.15757936090984
30.0,125.79376040982784,133.13731234656638
30.0,144.89626355199798,155.12113094324445
30.0,113.10134666096563,116.62236006308302
30.0,100.6982979656485,103.1506156941561
30.0,102.3319536175,106.74917808629444
30.0,157.00607429432176,168.23754634535507
30.0,144.25064789958427,149.03306088862988
30.0,151.12520087937713,156.58333793795944
30.0,105.13633085948922,103.67873111739087
30.0,124.42118092069207,130.54904636830165
30.0,120.76425084587095,125.75247724815024
30.0,124.35642534897625,127.96375813958171
30.0,156.91656817898362,164.71107523234852
30.0,134.95447952100739,141.5544362511024
30.0,126.84862777677174,130.79726831179067
30.0,133.42510210597493,137.00721513909897
30.0,129.77420788128268,136.4908861511555
30.0,110.48730632616844,116.26438624489205
30.0,104.93384154002092,112.82957983961705
30.0,155.57812659035915,165.38040468614528
30.0,139.4031217066345,144.76574642756077
30.0,151.5737239315577,163.4796476567388
30.0,130.45149739141357,138.47778122975438
30.0,102.39542004942653,107.63103976283
30.0,104.9920306427116,109.67672686978725
30.0,138.06572179144152,147.80835342996966
30.0,140.1451592351434,150.09510554083604
30.0,105.52873603824399,118.28152245568528
30.0,104.65857945850102,113.76340542153436
30.0,121.68424391270325,126.49353980724132
30.0,116.985394723301,123.66213810942817
30.0,107.79887537438225,110.0732634411438
30.0,103.6622529320451,112.01191214358238
30.0,107.7107997595747,109.61789480042277
30.0,113.47724398324054,118.31004937412723
40.0,118.1302984222337,127.81940014713747
40.0,99.57933467057133,106.09860585153608
40.0,118.57384892680363,126.60645100501445
40.0,161.43303953498767,168.59085647588157
40.0,98.38567915078693,94.96601044126635
40.0,164.56044656756433,173.72633970777343
40.0,93.7891776183982,93.58986083635516
40.0,154.21232641755714,164.12040252201322
40.0,168.49346339522518,177.31512701522215
40.0,157.98385614332034,164.9116416703105
40.0,153.18412131489677,158.55983413638333
40.0,101.15990005960813,104.50449247191877
40.0,163.82695454659282,173.78529662494392
40.0,122.93100247636839,128.17907904602512
40.0,102.42277556888621,108.39805113095298
40.0,168.8021995286805,176.26980917083085
40.0,166.1917885500314,174.69794162235337
40.0,168.99615024772328,176.9314498058875
40.0,131.8665779720767,137.7444137059616
40.0,134.62233380918713,141.7375817413735
40.0,109.95931628696226,117.19957575537931
40.0,115.90507570810038,124.36217666010819
40.0,151.32264690430173,160.36090545897437
40.0,103.07019651816059,109.73769559378403
40.0,129.91019183700024,145.58407809538292
40.0,149.29960030337463,155.0781837939508
40.0,94.75268033659319,98.62623501994597
40.0,151.91726561960803,158.93858309673453
40.0,140.67318355564475,142.98528562536364
40.0,124.51106172379804,132.65846939315657
40.0,116.0624714655701,123.47752069333875
40.0,140.19490259058324,147.0478083944816
40.0,155.57635586085718,155.98325558555342
40.0,122.67018327520664,129.0052992588122
40.0,97.7314189144209,104.65444557138348
40.0,127.54003685100471,134.0223272946682
40.0,116.60905762756227,124.05081922110159
40.0,127.33846760926292,132.57788863959829
40.0,124.25612027563662,128.40901460169027
40.0,94.62740661795847,99.3598115393136
40.0,145.81021537124184,152.8086349676433
40.0,148.2641468088026,156.34933260848592
40.0,114.84965335888766,118.15095249423958
40.0,134.5682854400286,138.74795775927834
40.0,121.97048851354188,130.1958835847477
40.0,119.06119491768852,123.52242905672276
40.0,124.10947919095435,129.7019942404739
40.0,149.4236768674487,159.6702059017885
40.0,94.26573489954983,99.46466675606862
40.0,109.24836706381697,117.71860350920942
40.0,132.4202379256647,142.77970727511772
40.0,133.99090883777689,142.88178062264717
40.0,107.46118615249314,109.76640938591494
40.0,165.58298800042093,173.26906705488489
40.0,150.45715699535555,159.34533913111085
40.0,102.5509188042992,113.86588503060648
40.0,147.7652558662858,152.75404531208056
40.0,145.43710444175474,153.69833586487528
40.0,123.67558666479133,137.26391834252942
40.0,93.80223812920937,98.87201855722915
40.0,104.3556437515005,110.18161118542704
40.0,162.89510929917316,171.1571382540545
40.0,135.88287421679144,142.48911115472967
40.0,97.95476586919735,109.34985634534807
40.0,123.38805550541021,132.67260358411895
40.0,126.74025557824291,133.73282514501375
40.0,141.15807475159457,148.37032800894377
40.0,160.17730976796543,172.03369928311633
40.0,106.71605345247104,109.10566071537446
40.0,152.8851690611204,155.00813161968776
40.0,112.24097153333626,119.86257065887357
40.0,135.62117236968675,139.73804345813406
40.0,169.92950527395567,178.73633343383656
40.0,167.68163825336887,175.23594523818943
40.0,109.63975075245799,116.87213904687063
40.0,122.71843409333265,128.8120659666638
40.0,100.77907374191562,102.55436935070153
40.0,109.59906773790104,115.58605303930126
40.0,142.660447585776,146.23137361037215
40.0,98.68615750513115,107.03223922084243
40.0,169.58652594107994,174.42542848635418
40.0,93.82280084307584,96.36903797982976
40.0,161.23569005495523,163.03729362638296
40.0,96.3896516505607,107.16815124958137
40.0,111.63189309349437,116.07103182731079
40.0,98.76463621282257,101.6406295009627
40.0,114.2581061168855,114.55120164791492
40.0,104.61021207157657,112.776704018217
40.0,90.81143520550245,98.59710938579482
40.0,130.04943699819705,132.30932585180375
40.0,127.0140215474548,136.65346262695851
40.0,161.086700153992,167.422466174968
40.0,149.44009934155184,154.28033416147395
40.0,107.0051691116038,113.17509060534782
40.0,101.37182385043647,107.22426868164524
40.0,111.68861679787732,119.84968372006138
40.0,101.53476740387971,104.20365237369933
40.0,129.6394490823868,135.77486454217757
40.0,161.43134833691158,167.06024456163857
40.0,162.10614746129568,173.06517123724464
40.0,111.84326958822106,121.81091783389438
40.0,92.45538951748584,95.53299935928561
40.0,102.2488910356987,103.82354930706218
40.0,162.85455214754128,171.291440135468
40.0,94.00075966724641,91.47465315899447
40.0,132.59740468556583,142.8664718428463
40.0,96.91512527024524,96.16834612603454
40.0,92.35498247940461,98.6202141507464
40.0,101.67650620792185,110.62940353440801
40.0,98.66692692158189,106.00823210454685
40.0,156.99860195100212,167.83979498867046
40.0,91.45986512327187,95.2753825177309
40.0,162.09667230058233,167.24827091965878
40.0,97.70379583432982,103.56192183349472
40.0,141.54936202622497,144.16920328800433
40.0,109.47370651495609,116.52010509579834
40.0,159.37933633335442,166.45557657490988
40.0,107.05681229609698,107.53818219520555
40.0,94.47655490083058,95.42539559936075
40.0,133.53345807812264,134.6979679528044
40.0,129.82700177681332,133.66108866414854
40.0,151.88337685075982,157.83254282953948
40.0,107.60194389624915,110.89805275583943
40.0,125.50154758753574,136.87558461248346
40.0,101.02613994278697,104.49068841834985
40.0,119.52156069138827,131.16522405074724
40.0,142.78130632218785,150.02674787303926
40.0,149.54976553873337,158.83926138699536
40.0,118.47695776980115,125.48712123428447
40.0,137.96410448828277,139.37688831693677
40.0,146.66732647299807,152.2352546062119
40.0,131.5695779354417,141.42680253594634
40.0,102.85773116989029,109.75769807612025
40.0,126.34360645537899,134.07446964884602
40.0,136.5574378951356,149.39142648602234
40.0,141.15002058779976,148.40226337765193
40.0,106.99869670206374,114.92993847827846
40.0,142.288354614164,148.55159887319218
40.0,119.55831703739398,125.97082351032815
40.0,146.31411492774922,155.99188846631117
40.0,105.19291744940293,110.00089658796105
40.0,90.35875512625122,96.84402925276932
40.0,110.5031646708547,114.84790397570303
40.0,118.3830418533602,122.11825935746334
40.0,129.42838141128112,133.6755079828576
40.0,114.6319921423777,123.13234561363227
40.0,101.56315156988434,108.88622016890456
40.0,96.95818323984811,103.04712909999162
40.0,154.1866638828743,161.6943844518327
40.0,118.34753237990506,119.63254356436117
50.0,90.96830725564543,89.58011162083547
50.0,132.74703669633223,141.1584578273556
50.0,157.57765733612928,169.44031117608606
50.0,170.63750111583363,184.29133697353225
50.0,149.12516860359273,161.70942981988014
50.0,83.61564327363841,90.7108074017628
50.0,110.40386710057611,115.42229315115934
50.0,100.88836092221922,105.88848314554532
50.0,100.3520119161612,106.68089167537231
50.0,120.45862788657203,128.32738176340396
50.0,92.64556421354361,92.22933565980806
50.0,125.47163518381177,133.20976812163906
50.0,121.77834320578307,126.68508108706084
50.0,100.42779259915629,106.25395668786504
50.0,92.67791629769445,95.86512095537854
50.0,114.15844768846603,117.6362051822617
50.0,168.9214788963261,182.7491371792844
50.0,143.0070710919563,152.23772492224802
50.0,131.79264160167762,140.80577623669365
50.0,115.40056475674874,119.77007943220472
50.0,134.43048475885004,141.85134146118486
50.0,176.58121684086444,180.87305023537527
50.0,141.94021925632669,141.7416567491042
50.0,89.73046514302338,98.76231458991448
50.0,105.55804825427211,113.44284447331144
50.0,121.51280585961315,127.60654861061785
50.0,161.53311819714688,166.82390757465424
50.0,167.14809427089372,176.04940541070604
50.0,148.4530506738622,151.29918746807806
50.0,146.69452609307586,154.01889966150986
50.0,120.55235300464332,128.60647225405194
50.0,162.04654319018428,173.50009279057838
50.0,104.16788002425209,106.5098051206305
50.0,125.93286770852765,133.53102330271162
50.0,144.42379444955807,156.89011630453493
50.0,178.93362848704066,192.9469915078847
50.0,147.42860891196256,153.56317876494953
50.0,105.91166004830116,103.78956824428688
50.0,102.35635679302949,106.0988999402312
50.0,105.07289891396765,115.57957141946594
50.0,171.07750479797642,184.1001844897866
50.0,94.11924441452321,97.60406518095688
50.0,94.88961689738562,92.64277296998357
50.0,122.72693401029161,131.66939795617952
50.0,163.57701156707185,171.60701929408648
50.0,163.46139071867697,169.0611794192579
50.0,145.813847891849,155.46924679951465
50.0,91.24015713815774,96.41861511205764
50.0,123.16512851552685,133.09232295234406
50.0,146.16930462366048,159.72827664065997
50.0,177.99147866684933,194.38524193020572
50.0,168.58491258667928,175.50632494306743
50.0,105.06103878518758,112.54116483032284
50.0,160.6919713619788,174.55877193637284
50.0,129.6418029680434,136.50391931448738
50.0,83.78230470633926,90.53744625018578
50.0,150.79454262938725,159.67996439321695
50.0,131.29037895039403,128.83579127186158
50.0,156.73938595442047,164.8582595309173
50.0,151.7389117411063,161.21113366762185
50.0,151.58964448186407,160.6649897874953
50.0,126.1369489885091,135.1211859766354
50.0,168.17815359688302,174.6478086167086
50.0,148.32663358542777,157.26647068201464
50.0,175.5835059354705,185.32149442305072
50.0,98.58721859649374,101.54658683486585
50.0,81.40622477313333,85.08244179563373
50.0,173.36442737395697,184.82781972791938
50.0,174.17814901404182,182.67121241486484
50.0,166.3890078218767,177.1639394247157
50.0,143.99058461672598,148.26169197782812
50.0,114.90562424035234,123.66366949635832
50.0,163.91001032757507,164.93743261236793
50.0,131.8334770668269,138.64168366229285
50.0,128.26489495419327,135.98485364384652
50.0,129.39206464075676,140.72277267634422
50.0,124.07327723893131,128.64908976576345
50.0,105.19313016044181,105.40921015358572
50.0,120.54821287561299,122.25477918447672
50.0,172.53907524762457,184.0697273062661
50.0,137.24878205872523,150.7763125147551
50.0,86.19163899511673,86.25546546089107
50.0,139.43888541348142,148.220016416579
50.0,175.0007238460299,182.47820159859313
50.0,96.21124186071731,98.75368223188968
50.0,113.87074628893308,117.42425777558032
50.0,152.8559804834556,159.36342400548756
50.0,160.00237420439228,170.11169333921106
50.0,100.2810908539929,108.06854001690132
50.0,132.30994515845504,136.83095109345666
50.0,154.73324004802106,159.79238612599906
50.0,107.98233545794582,117.65053938553723
50.0,103.22154097787241,101.64831716091288
50.0,90.70636624237733,93.34167936186809
50.0,95.47872185201213,104.00018354947377
50.0,141.75234022327578,149.14286646634264
50.0,144.0174613251813,155.89181712549689
50.0,152.19511010326192,156.46030850863653
50.0,155.03187113446097,163.91069332734753
50.0,138.12450414137834,145.39989835551475
