caseid,scenario,reference,device,gain_true,offset_true
353,R2_zeroed_ideal,142.27120971679688,143.51528781823413,1.0,0.0
353,R2_zeroed_ideal,138.32138061523438,137.73441550624324,1.0,0.0
353,R2_zeroed_ideal,138.32138061523438,136.728524688013,1.0,0.0
353,R2_zeroed_ideal,139.30886840820312,139.11521382943582,1.0,0.0
353,R2_zeroed_ideal,140.29629516601562,137.9030233267807,1.0,0.0
353,R2_zeroed_ideal,140.29629516601562,142.15435058317073,1.0,0.0
353,R2_zeroed_ideal,142.27120971679688,141.45739693161792,1.0,0.0
353,R2_zeroed_ideal,141.28378295898438,144.60316078382394,1.0,0.0
353,R2_zeroed_ideal,140.29629516601562,143.15990945041145,1.0,0.0
353,R2_zeroed_ideal,141.28378295898438,140.45595202717266,1.0,0.0
353,R2_zeroed_ideal,142.27120971679688,141.6871536646807,1.0,0.0
353,R2_zeroed_ideal,142.27120971679688,143.5419375822587,1.0,0.0
353,R2_zeroed_ideal,142.27120971679688,145.10332004536818,1.0,0.0
353,R2_zeroed_ideal,143.25869750976562,141.78302648876908,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,144.31408126517576,1.0,0.0
353,R2_zeroed_ideal,143.25869750976562,143.6070315076429,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,147.08911024205355,1.0,0.0
353,R2_zeroed_ideal,145.23361206054688,148.52515886103117,1.0,0.0
353,R2_zeroed_ideal,145.23361206054688,147.94495133704467,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,138.17813544723785,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,145.4769886171,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,148.45226460456408,1.0,0.0
353,R2_zeroed_ideal,144.24612426757812,149.1145130274101,1.0,0.0
353,R2_zeroed_ideal,145.23361206054688,144.81666791426443,1.0,0.0
353,R2_zeroed_ideal,145.23361206054688,145.0204454703525,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,145.1346677376963,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,147.87186010647687,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,147.73964684257288,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,142.8717931778602,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,148.51610132017692,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,146.00326300476655,1.0,0.0
353,R2_zeroed_ideal,148.19595336914062,148.20367598318842,1.0,0.0
353,R2_zeroed_ideal,148.19595336914062,146.06160212181013,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,145.1841626101394,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,149.04407254192316,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,145.173969256494,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,147.07580733345102,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,146.14333812308783,1.0,0.0
353,R2_zeroed_ideal,148.19595336914062,148.79470227271415,1.0,0.0
353,R2_zeroed_ideal,148.19595336914062,148.45731564465015,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,149.41589616208827,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,149.215607791141,1.0,0.0
353,R2_zeroed_ideal,147.20852661132812,147.78823741045815,1.0,0.0
353,R2_zeroed_ideal,146.22103881835938,140.96497390616653,1.0,0.0
353,R2_zeroed_ideal,145.23361206054688,146.5171105722723,1.0,0.0
353,R3_gain_uncompensated,151.15835571289062,167.351415263414,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,154.90877579965255,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,161.79938513599444,1.1,0.0
353,R3_gain_uncompensated,143.25869750976562,156.37245084702607,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,157.70658414834506,1.1,0.0
353,R3_gain_uncompensated,142.27120971679688,157.74240878991384,1.1,0.0
353,R3_gain_uncompensated,138.32138061523438,151.56655356776668,1.1,0.0
353,R3_gain_uncompensated,138.32138061523438,150.56066274953645,1.1,0.0
353,R3_gain_uncompensated,139.30886840820312,153.04610067025615,1.1,0.0
353,R3_gain_uncompensated,140.29629516601562,151.93265284338227,1.1,0.0
353,R3_gain_uncompensated,140.29629516601562,156.1839800997723,1.1,0.0
353,R3_gain_uncompensated,142.27120971679688,155.68451790329763,1.1,0.0
353,R3_gain_uncompensated,141.28378295898438,158.73153907972238,1.1,0.0
353,R3_gain_uncompensated,140.29629516601562,157.18953896701302,1.1,0.0
353,R3_gain_uncompensated,141.28378295898438,154.5843303230711,1.1,0.0
353,R3_gain_uncompensated,142.27120971679688,155.9142746363604,1.1,0.0
353,R3_gain_uncompensated,142.27120971679688,157.7690585539384,1.1,0.0
353,R3_gain_uncompensated,142.27120971679688,159.3304410170479,1.1,0.0
353,R3_gain_uncompensated,143.25869750976562,156.10889623974566,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,158.73869369193358,1.1,0.0
353,R3_gain_uncompensated,143.25869750976562,157.93290125861947,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,161.51372266881137,1.1,0.0
353,R3_gain_uncompensated,145.23361206054688,163.04852006708586,1.1,0.0
353,R3_gain_uncompensated,145.23361206054688,162.46831254309936,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,152.60274787399567,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,159.90160104385782,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,162.8768770313219,1.1,0.0
353,R3_gain_uncompensated,144.24612426757812,163.53912545416793,1.1,0.0
353,R3_gain_uncompensated,145.23361206054688,159.34002912031912,1.1,0.0
353,R3_gain_uncompensated,145.23361206054688,159.5438066764072,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,159.85552039882913,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,162.49396398831283,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,162.4604995037057,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,157.49389705969617,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,163.13820520201287,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,160.72411566589938,1.1,0.0
353,R3_gain_uncompensated,148.19595336914062,163.02327132010248,1.1,0.0
353,R3_gain_uncompensated,148.19595336914062,160.8811974587242,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,159.90501527127222,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,163.6661764237591,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,159.8948219176268,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,161.79665999458385,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,160.86419078422065,1.1,0.0
353,R3_gain_uncompensated,148.19595336914062,163.6142976096282,1.1,0.0
353,R3_gain_uncompensated,148.19595336914062,163.2769109815642,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,164.1367488232211,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,163.83771167297695,1.1,0.0
353,R3_gain_uncompensated,147.20852661132812,162.50909007159098,1.1,0.0
353,R3_gain_uncompensated,146.22103881835938,155.5870777880025,1.1,0.0
353,R3_gain_uncompensated,145.23361206054688,161.04047177832697,1.1,0.0
353,R4_gain_masked,151.15835571289062,154.75622992758906,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,142.3135904638276,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,149.2041998001695,1.1,-12.59518533582495
353,R4_gain_masked,143.25869750976562,143.77726551120114,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,145.11139881252012,1.1,-12.59518533582495
353,R4_gain_masked,142.27120971679688,145.14722345408887,1.1,-12.59518533582495
353,R4_gain_masked,138.32138061523438,138.9713682319417,1.1,-12.59518533582495
353,R4_gain_masked,138.32138061523438,137.96547741371148,1.1,-12.59518533582495
353,R4_gain_masked,139.30886840820312,140.4509153344312,1.1,-12.59518533582495
353,R4_gain_masked,140.29629516601562,139.3374675075573,1.1,-12.59518533582495
353,R4_gain_masked,140.29629516601562,143.58879476394733,1.1,-12.59518533582495
353,R4_gain_masked,142.27120971679688,143.08933256747267,1.1,-12.59518533582495
353,R4_gain_masked,141.28378295898438,146.13635374389744,1.1,-12.59518533582495
353,R4_gain_masked,140.29629516601562,144.59435363118806,1.1,-12.59518533582495
353,R4_gain_masked,141.28378295898438,141.98914498724616,1.1,-12.59518533582495
353,R4_gain_masked,142.27120971679688,143.31908930053544,1.1,-12.59518533582495
353,R4_gain_masked,142.27120971679688,145.17387321811344,1.1,-12.59518533582495
353,R4_gain_masked,142.27120971679688,146.73525568122292,1.1,-12.59518533582495
353,R4_gain_masked,143.25869750976562,143.51371090392072,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,146.14350835610864,1.1,-12.59518533582495
353,R4_gain_masked,143.25869750976562,145.33771592279453,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,148.91853733298643,1.1,-12.59518533582495
353,R4_gain_masked,145.23361206054688,150.4533347312609,1.1,-12.59518533582495
353,R4_gain_masked,145.23361206054688,149.8731272072744,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,140.00756253817073,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,147.3064157080329,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,150.28169169549696,1.1,-12.59518533582495
353,R4_gain_masked,144.24612426757812,150.943940118343,1.1,-12.59518533582495
353,R4_gain_masked,145.23361206054688,146.74484378449415,1.1,-12.59518533582495
353,R4_gain_masked,145.23361206054688,146.94862134058224,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,147.26033506300416,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,149.8987786524879,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,149.86531416788074,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,144.89871172387123,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,150.54301986618793,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,148.1289303300744,1.1,-12.59518533582495
353,R4_gain_masked,148.19595336914062,150.42808598427752,1.1,-12.59518533582495
353,R4_gain_masked,148.19595336914062,148.28601212289922,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,147.30982993544725,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,151.07099108793417,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,147.29963658180185,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,149.20147465875888,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,148.2690054483957,1.1,-12.59518533582495
353,R4_gain_masked,148.19595336914062,151.01911227380324,1.1,-12.59518533582495
353,R4_gain_masked,148.19595336914062,150.68172564573925,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,151.54156348739613,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,151.24252633715201,1.1,-12.59518533582495
353,R4_gain_masked,147.20852661132812,149.913904735766,1.1,-12.59518533582495
353,R4_gain_masked,146.22103881835938,142.99189245217755,1.1,-12.59518533582495
353,R4_gain_masked,145.23361206054688,148.445286442502,1.1,-12.59518533582495
779,R1_offset_only,105.73532104492188,117.4349675919959,1.0,12.0
779,R1_offset_only,106.72280883789062,119.84375256004158,1.0,12.0
779,R1_offset_only,107.71023559570312,120.62340211423937,1.0,12.0
779,R1_offset_only,107.71023559570312,117.41405695801784,1.0,12.0
779,R1_offset_only,105.73532104492188,119.6447504904125,1.0,12.0
779,R1_offset_only,105.73532104492188,119.37221843006715,1.0,12.0
779,R1_offset_only,106.72280883789062,119.62261986022497,1.0,12.0
779,R1_offset_only,106.72280883789062,118.34183305083303,1.0,12.0
779,R1_offset_only,106.72280883789062,119.67384917303502,1.0,12.0
779,R1_offset_only,104.74789428710938,115.83637774069011,1.0,12.0
779,R1_offset_only,104.74789428710938,116.87896980755704,1.0,12.0
779,R1_offset_only,104.74789428710938,112.11272804092951,1.0,12.0
779,R1_offset_only,105.73532104492188,124.22987340178153,1.0,12.0
779,R1_offset_only,105.73532104492188,117.85898678676796,1.0,12.0
779,R1_offset_only,104.74789428710938,115.21845509400977,1.0,12.0
779,R1_offset_only,106.72280883789062,116.97661112047282,1.0,12.0
779,R1_offset_only,107.71023559570312,120.35990836599652,1.0,12.0
779,R1_offset_only,109.68515014648438,121.9126197119073,1.0,12.0
779,R1_offset_only,109.68515014648438,119.08825941351357,1.0,12.0
779,R1_offset_only,108.69772338867188,120.11463963866909,1.0,12.0
779,R1_offset_only,107.71023559570312,123.38609148823832,1.0,12.0
779,R1_offset_only,106.72280883789062,121.07481369613825,1.0,12.0
779,R1_offset_only,106.72280883789062,112.47569573620817,1.0,12.0
779,R1_offset_only,107.71023559570312,115.22106717627682,1.0,12.0
779,R1_offset_only,105.73532104492188,122.00433408506825,1.0,12.0
779,R1_offset_only,105.73532104492188,110.7515681796203,1.0,12.0
779,R1_offset_only,105.73532104492188,116.01422899174437,1.0,12.0
779,R1_offset_only,106.72280883789062,117.36824611003935,1.0,12.0
779,R1_offset_only,107.71023559570312,119.8244191585427,1.0,12.0
779,R1_offset_only,106.72280883789062,114.31033384697625,1.0,12.0
779,R1_offset_only,105.73532104492188,113.18337391168129,1.0,12.0
779,R1_offset_only,105.73532104492188,118.8207611391051,1.0,12.0
779,R1_offset_only,105.73532104492188,118.01322838989554,1.0,12.0
779,R1_offset_only,106.72280883789062,119.48565652130188,1.0,12.0
779,R1_offset_only,105.73532104492188,115.49570812744194,1.0,12.0
779,R1_offset_only,104.74789428710938,118.94806896933684,1.0,12.0
779,R1_offset_only,105.73532104492188,117.62430731018158,1.0,12.0
779,R1_offset_only,106.72280883789062,116.80149477206858,1.0,12.0
779,R1_offset_only,109.68515014648438,120.2623582276571,1.0,12.0
779,R1_offset_only,110.67263793945312,127.50169528869124,1.0,12.0
779,R1_offset_only,108.69772338867188,119.68347508997488,1.0,12.0
779,R1_offset_only,109.68515014648438,121.341676803637,1.0,12.0
779,R1_offset_only,110.67263793945312,122.12732165252508,1.0,12.0
779,R1_offset_only,111.66006469726562,122.62863652792379,1.0,12.0
779,R1_offset_only,114.62246704101562,128.48750153235133,1.0,12.0
779,R1_offset_only,111.66006469726562,128.36917880015255,1.0,12.0
779,R1_offset_only,112.64755249023438,119.8303915791102,1.0,12.0
779,R1_offset_only,113.63497924804688,129.23128441813557,1.0,12.0
779,R1_offset_only,114.62246704101562,127.2029798192364,1.0,12.0
779,R1_offset_only,115.60989379882812,128.0498575896415,1.0,12.0
779,R1_offset_only,113.63497924804688,125.22240614438653,1.0,12.0
779,R1_offset_only,112.64755249023438,122.13855664088523,1.0,12.0
779,R1_offset_only,112.64755249023438,125.60571423662054,1.0,12.0
779,R1_offset_only,113.63497924804688,124.60989380699667,1.0,12.0
779,R1_offset_only,114.62246704101562,126.06042937366136,1.0,12.0
779,R1_offset_only,114.62246704101562,128.49529634631907,1.0,12.0
779,R1_offset_only,114.62246704101562,126.994648186788,1.0,12.0
779,R1_offset_only,115.60989379882812,125.98518261972141,1.0,12.0
779,R1_offset_only,115.60989379882812,124.76898359515806,1.0,12.0
779,R1_offset_only,117.58480834960938,127.76974458320133,1.0,12.0
779,R1_offset_only,117.58480834960938,129.98078219548202,1.0,12.0
779,R1_offset_only,115.60989379882812,134.03124374444891,1.0,12.0
779,R1_offset_only,115.60989379882812,124.27185665902836,1.0,12.0
779,R1_offset_only,114.62246704101562,133.78708956020208,1.0,12.0
779,R1_offset_only,115.60989379882812,126.04449263504922,1.0,12.0
779,R1_offset_only,115.60989379882812,123.63536141034902,1.0,12.0
779,R1_offset_only,113.63497924804688,124.90045630055141,1.0,12.0
779,R1_offset_only,111.66006469726562,123.88400576652313,1.0,12.0
779,R1_offset_only,111.66006469726562,127.74157157709895,1.0,12.0
779,R1_offset_only,111.66006469726562,119.09487580373812,1.0,12.0
779,R1_offset_only,111.66006469726562,124.59159436052629,1.0,12.0
779,R1_offset_only,110.67263793945312,127.19285914281122,1.0,12.0
779,R1_offset_only,108.69772338867188,117.44297122377115,1.0,12.0
779,R1_offset_only,108.69772338867188,125.49176569591286,1.0,12.0
779,R1_offset_only,110.67263793945312,120.41949401915814,1.0,12.0
779,R1_offset_only,113.63497924804688,122.87054351785805,1.0,12.0
779,R2_zeroed_ideal,105.73532104492188,105.4349675919959,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,107.84375256004158,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,108.62340211423937,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,105.41405695801784,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,107.6447504904125,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,107.37221843006715,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,107.62261986022497,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,106.34183305083303,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,107.67384917303502,1.0,0.0
779,R2_zeroed_ideal,104.74789428710938,103.83637774069011,1.0,0.0
779,R2_zeroed_ideal,104.74789428710938,104.87896980755704,1.0,0.0
779,R2_zeroed_ideal,104.74789428710938,100.11272804092951,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,112.22987340178153,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,105.85898678676796,1.0,0.0
779,R2_zeroed_ideal,104.74789428710938,103.21845509400977,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,104.97661112047282,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,108.35990836599652,1.0,0.0
779,R2_zeroed_ideal,109.68515014648438,109.9126197119073,1.0,0.0
779,R2_zeroed_ideal,109.68515014648438,107.08825941351357,1.0,0.0
779,R2_zeroed_ideal,108.69772338867188,108.11463963866909,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,111.38609148823832,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,109.07481369613825,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,100.47569573620817,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,103.22106717627682,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,110.00433408506825,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,98.7515681796203,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,104.01422899174437,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,105.36824611003935,1.0,0.0
779,R2_zeroed_ideal,107.71023559570312,107.8244191585427,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,102.31033384697625,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,101.18337391168129,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,106.8207611391051,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,106.01322838989554,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,107.48565652130188,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,103.49570812744194,1.0,0.0
779,R2_zeroed_ideal,104.74789428710938,106.94806896933684,1.0,0.0
779,R2_zeroed_ideal,105.73532104492188,105.62430731018158,1.0,0.0
779,R2_zeroed_ideal,106.72280883789062,104.80149477206858,1.0,0.0
779,R2_zeroed_ideal,109.68515014648438,108.2623582276571,1.0,0.0
779,R2_zeroed_ideal,110.67263793945312,115.50169528869124,1.0,0.0
779,R2_zeroed_ideal,108.69772338867188,107.68347508997488,1.0,0.0
779,R2_zeroed_ideal,109.68515014648438,109.341676803637,1.0,0.0
779,R2_zeroed_ideal,110.67263793945312,110.12732165252508,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,110.62863652792379,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,116.48750153235132,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,116.36917880015255,1.0,0.0
779,R2_zeroed_ideal,112.64755249023438,107.8303915791102,1.0,0.0
779,R2_zeroed_ideal,113.63497924804688,117.23128441813559,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,115.2029798192364,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,116.0498575896415,1.0,0.0
779,R2_zeroed_ideal,113.63497924804688,113.22240614438653,1.0,0.0
779,R2_zeroed_ideal,112.64755249023438,110.13855664088523,1.0,0.0
779,R2_zeroed_ideal,112.64755249023438,113.60571423662054,1.0,0.0
779,R2_zeroed_ideal,113.63497924804688,112.60989380699667,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,114.06042937366136,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,116.49529634631908,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,114.994648186788,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,113.98518261972141,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,112.76898359515806,1.0,0.0
779,R2_zeroed_ideal,117.58480834960938,115.76974458320133,1.0,0.0
779,R2_zeroed_ideal,117.58480834960938,117.98078219548204,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,122.03124374444891,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,112.27185665902836,1.0,0.0
779,R2_zeroed_ideal,114.62246704101562,121.78708956020206,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,114.04449263504922,1.0,0.0
779,R2_zeroed_ideal,115.60989379882812,111.63536141034902,1.0,0.0
779,R2_zeroed_ideal,113.63497924804688,112.90045630055141,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,111.88400576652313,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,115.74157157709895,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,107.09487580373812,1.0,0.0
779,R2_zeroed_ideal,111.66006469726562,112.59159436052629,1.0,0.0
779,R2_zeroed_ideal,110.67263793945312,115.19285914281122,1.0,0.0
779,R2_zeroed_ideal,108.69772338867188,105.44297122377115,1.0,0.0
779,R2_zeroed_ideal,108.69772338867188,113.49176569591286,1.0,0.0
779,R2_zeroed_ideal,110.67263793945312,108.41949401915814,1.0,0.0
779,R2_zeroed_ideal,113.63497924804688,110.87054351785805,1.0,0.0
779,R3_gain_uncompensated,105.73532104492188,116.0084996964881,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,118.51603344383065,1.1,0.0
779,R3_gain_uncompensated,107.71023559570312,119.39442567380969,1.1,0.0
779,R3_gain_uncompensated,107.71023559570312,116.18508051758816,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,118.21828259490471,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,117.94575053455935,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,118.29490074401404,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,117.0141139346221,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,118.3461300568241,1.1,0.0
779,R3_gain_uncompensated,104.74789428710938,114.31116716940106,1.1,0.0
779,R3_gain_uncompensated,104.74789428710938,115.35375923626799,1.1,0.0
779,R3_gain_uncompensated,104.74789428710938,110.58751746964046,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,122.80340550627373,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,116.43251889126016,1.1,0.0
779,R3_gain_uncompensated,104.74789428710938,113.69324452272072,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,115.6488920042619,1.1,0.0
779,R3_gain_uncompensated,107.71023559570312,119.13093192556684,1.1,0.0
779,R3_gain_uncompensated,109.68515014648438,120.88113472655574,1.1,0.0
779,R3_gain_uncompensated,109.68515014648438,118.05677442816202,1.1,0.0
779,R3_gain_uncompensated,108.69772338867188,118.98441197753628,1.1,0.0
779,R3_gain_uncompensated,107.71023559570312,122.15711504780865,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,119.74709457992732,1.1,0.0
779,R3_gain_uncompensated,106.72280883789062,111.14797661999724,1.1,0.0
779,R3_gain_uncompensated,107.71023559570312,113.99209073584714,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,120.57786618956044,1.1,0.0
779,R3_gain_uncompensated,105.73532104492188,109.32510028411252,1.1,0.0
