occurrence_no,collection_no,collection_name,identified_name,identified_rank,accepted_name,accepted_rank,genus,family,class,guild,diet,lng,lat,Systems_tract,early_interval,late_interval,max_ma,min_ma,state,county,formation,member,abund_value,abund_unit,taxon,resolution
560986,58516,Mill Canyon Quarry (BYU),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-109.741203,38.710346,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
491222,49596,"Stovall's Pit 5, Kenton (OMNH)",Camptosaurus ? sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,,,Camptosaurus,genus
491227,49597,"Stovall's Pit 6, Kenton (OMNH)",Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,,,Camptosaurus,genus
491229,49598,"Stovall's Pit 8, Kenton (OMNH)",Camptosaurus ? sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-102.962776,36.903057,4.0,Tithonian,,152.1,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,2.0,individuals,Camptosaurus,genus
490816,45975,Dry Mesa Quarry [BYU],Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,4.0,specimens,Camptosaurus,genus
491427,49622,Jones Hole Quarry,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-108.397202,38.583099,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
1561470,220417,Aaron Scott Quarry [PROXY],Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,,,Camptosaurus,genus
541191,56590,Rabbit Valley Iguanodon,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-109.036133,39.200081,4.0,Kimmeridgian,,157.3,152.1,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
1606919,227262,Nickopod Quarry (VMNH),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-107.851501,44.655998,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Big Horn,Morrison,,3.0,specimens,Camptosaurus,genus
491216,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Camptosaurus ? sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
220166,22711,Rainbow Park (DNM 94),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-109.205833,40.423611,5.0,Tithonian,,152.1,145.0,Utah,Uintah,Morrison,Brushy Basin,2.0,specimens,Camptosaurus,genus
514348,52110,"DNM 315, Dinosaur National Monument",Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-109.317497,40.4436,5.0,Middle Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
558008,57913,Rainbow Park microsite (DNM 96),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-109.1651,40.504601,5.0,Tithonian,,152.1,145.0,Utah,Uintah,Morrison,Brushy Basin,1.0,specimens,Camptosaurus,genus
408075,39253,"Quarry 13, Como Bluff (YPM)",Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,,,Camptosaurus,genus
408076,39253,"Quarry 13, Como Bluff (YPM)",Camptosaurus ? sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,,,Camptosaurus,genus
1033195,126540,Dana Quarry,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Camptosaurus,genus
560977,58510,Poison Creek Quarry (MSM),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.778,44.087002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,Brushy Basin,2.0,individuals,Camptosaurus,genus
584133,46468,Big Al Quarry (MOR M-106),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,specimens,Camptosaurus,genus
467534,46460,Howe Quarry,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,,,Camptosaurus,genus
541900,39344,"Quarry 5, Como Bluff (YPM)",Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.078903,41.878601,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
408779,12816,"Quarry 9, Como Bluff (YPM)",Camptonotus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,,,Camptosaurus,genus
491255,49577,Bone Cabin Quarry West (BCQ West),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,2.0,individuals,Camptosaurus,genus
1581466,57894,Freezeout Hills Quarry 6 (FMNH),Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.390556,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,,,Camptosaurus,genus
220059,22678,"RB Quarry, Warm Springs Ranch",Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-108.199997,43.630001,6.0,Late Kimmeridgian,Tithonian,155.7,145.0,Wyoming,Hot Spings,Morrison,,1.0,individuals,Camptosaurus,genus
477076,47196,Willow Springs Quarry,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-111.270554,38.731667,,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Camptosaurus,genus
536375,55484,Graff Ranch,Camptosaurus sp.,genus,Camptosaurus dispar,genus,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.145699,41.98,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,,Morrison,,1.0,individuals,Camptosaurus,genus
408091,28366,"Felch Quarry 1, Garden Park (YPM)",Camptosaurus medius,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,,,Camptosaurus,genus
1237633,46439,Cleveland-Lloyd Dinosaur Quarry,Camptosaurus cf. browni,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,5.0,individuals,Camptosaurus,genus
519393,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Camptosaurus dispar,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,2.0,individuals,Camptosaurus,genus
481763,48130,"Cope Quarry IV, Cope's Nipple",n. gen. Symphyrophus n. sp. musculosus,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,specimens,Camptosaurus,genus
408061,39253,"Quarry 13, Como Bluff (YPM)",Camptonotus n. sp. dispar,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Camptosaurus,genus
408062,39253,"Quarry 13, Como Bluff (YPM)",Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Camptosaurus,genus
408063,39253,"Quarry 13, Como Bluff (YPM)",Camptosaurus n. sp. medius,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,,,Camptosaurus,genus
408064,39253,"Quarry 13, Como Bluff (YPM)",Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camptosaurus,genus
639372,22648,Bone Cabin Quarry (AMNH),Camptosaurus nanus,species,Camptosaurus dispar,species,Camptosaurus,NO_FAMILY_SPECIFIED,Ornithischia,herbivore,herbivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camptosaurus,genus
1197965,154924,Northern Dinosaur Beach (CURE),Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.400002,38.450001,3.0,Kimmeridgian,,157.3,152.1,Colorado,Gunnison,Morrison,Brushy Basin,1.0,specimens,Ceratosaurus,genus
490807,45975,Dry Mesa Quarry [BYU],Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,25.0,specimens,Ceratosaurus,genus
1561469,220417,Aaron Scott Quarry [PROXY],Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,,,Ceratosaurus,genus
1397023,192453,"Ceratosaurus Pond, FPA",Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.771576,39.150227,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,,,Ceratosaurus,genus
540446,21852,Dinosaur National Monument Quarry (CM),Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,1.0,individuals,Ceratosaurus,genus
519834,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Ceratosaurus ? sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,5.0,specimens,Ceratosaurus,genus
1033194,126540,Dana Quarry,Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Ceratosaurus,genus
536344,49577,Bone Cabin Quarry West (BCQ West),Ceratosaurus sp.,genus,Ceratosaurus,genus,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Ceratosaurus,genus
408081,28366,"Felch Quarry 1, Garden Park (YPM)",n. gen. Ceratosaurus n. sp. nasicornis,species,Ceratosaurus nasicornis,species,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,2.0,individuals,Ceratosaurus,genus
491741,49652,"Eriksen Ceratosaurus, FPA",Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.769012,39.146667,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Ceratosaurus,genus
409326,11611,"Mygatt-Moore Quarry, lower mudstone",Ceratosaurus nasicornis,species,Ceratosaurus nasicornis,species,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.995796,39.2383,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,9.0,specimens,Ceratosaurus,genus
1237631,46439,Cleveland-Lloyd Dinosaur Quarry,Ceratosaurus n. sp. dentisulcatus,species,Ceratosaurus nasicornis,species,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Ceratosaurus,genus
602264,64053,"Sand Bench, San Rafael Swell (BYU)",Ceratosaurus nasicornis,species,Ceratosaurus nasicornis,species,Ceratosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-110.898888,38.863888,,Kimmeridgian,,157.3,152.1,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Ceratosaurus,genus
490806,45975,Dry Mesa Quarry [BYU],cf. Coelurus sp.,genus,Coelurus fragilis,genus,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,,,Coelurus,genus
1561461,220417,Aaron Scott Quarry [PROXY],Coelurus sp.,genus,Coelurus fragilis,genus,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,,,Coelurus,genus
1033197,126540,Dana Quarry,cf. Coelurus sp.,genus,Coelurus fragilis,genus,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Coelurus,genus
408854,39370,"Quarry 12, Como Bluff (YPM)",Coelurus sp.,genus,Coelurus fragilis,genus,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.1073,41.8825,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Coelurus,genus
408089,28366,"Felch Quarry 1, Garden Park (YPM)",Coelurus agilis,species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,,,Coelurus,genus
536122,46439,Cleveland-Lloyd Dinosaur Quarry,Coelurus fragilis,species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,2.0,specimens,Coelurus,genus
408068,39253,"Quarry 13, Como Bluff (YPM)",n. gen. Coelurus n. sp. fragilis,species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,4.0,specimens,Coelurus,genus
408401,39253,"Quarry 13, Como Bluff (YPM)",Coelurus n. sp. agilis,species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,,,Coelurus,genus
408773,12816,"Quarry 9, Como Bluff (YPM)",Coelurus fragilis,species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,10.0,specimens,Coelurus,genus
408763,39347,"Quarry 8, Como Bluff (YPM)","""Coelurus"" ""fragilis""",species,Coelurus fragilis,species,Coelurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.021599,41.893101,6.0,Tithonian,,152.1,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Coelurus,genus
1467173,48171,"Meyer Site 2, Garden Park",Diplodocus ? sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.210602,38.5168,2.0,Kimmeridgian,,157.3,152.1,Colorado,Fremont,Morrison,Salt Wash,,,Diplodocus,genus
482005,48169,"Meyer Site 3, Garden Park",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.210602,38.5168,2.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Salt Wash,1.0,individuals,Diplodocus,genus
481999,48166,Valley of Death 5,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.231598,38.546501,3.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
491233,36576,"Riggs Quarry 15, Fruita (FMNH)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.728699,39.128502,3.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,specimens,Diplodocus,genus
491220,49596,"Stovall's Pit 5, Kenton (OMNH)",Diplodocus ? sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,1.0,individuals,Diplodocus,genus
491225,49597,"Stovall's Pit 6, Kenton (OMNH)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,1.0,individuals,Diplodocus,genus
1098147,58514,Hanksville-Burpee Quarry,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.813889,38.25222,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Wayne,Morrison,Brushy Basin,,,Diplodocus,genus
540200,48162,Lindsey Quarry (DMNH),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.193703,38.544998,4.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
465132,45975,Dry Mesa Quarry [BYU],Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,1.0,specimens,Diplodocus,genus
663695,71476,FPA General Site (LACM),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.769997,39.146,4.0,Early Tithonian,,150.8,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
541223,56590,Rabbit Valley Iguanodon,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.036133,39.200081,4.0,Kimmeridgian,,157.3,152.1,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
540322,39376,"Lakes Quarry 8, Morrison (YPM)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.192596,39.675598,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Jefferson,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
1087110,25141,Calico Gulch Dinosaur Quarry,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.391647,40.455929,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Moffat,Morrison,,1.0,individuals,Diplodocus,genus
1606922,227262,Nickopod Quarry (VMNH),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.851501,44.655998,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Big Horn,Morrison,,,,Diplodocus,genus
646552,69890,Mother's Day Quarry,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.826668,45.22361,4.0,Kimmeridgian,,157.3,152.1,Montana,Carbon,Morrison,,1483.0,specimens,Diplodocus,genus
491430,49624,Upper Strickland Creek Quarry,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.616386,45.544167,4.0,Kimmeridgian,,157.3,152.1,Montana,Park,Morrison,,1.0,individuals,Diplodocus,genus
491211,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,,,Diplodocus,genus
220163,22711,Rainbow Park (DNM 94),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.205833,40.423611,5.0,Tithonian,,152.1,145.0,Utah,Uintah,Morrison,Brushy Basin,3.0,specimens,Diplodocus,genus
408402,39253,"Quarry 13, Como Bluff (YPM)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Diplodocus,genus
1189699,126540,Dana Quarry,Diplodocus ? sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Diplodocus,genus
560974,58510,Poison Creek Quarry (MSM),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.778,44.087002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,Brushy Basin,5.0,individuals,Diplodocus,genus
541896,46468,Big Al Quarry (MOR M-106),Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
467556,46469,"Spring Hill, Howe Ranch",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
467541,46465,Howe-Stephens Quarry,Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,6.0,individuals,Diplodocus,genus
408755,39344,"Quarry 5, Como Bluff (YPM)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.078903,41.878601,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
408855,39370,"Quarry 12, Como Bluff (YPM)",Diplodocus sp.,genus,Diplodocus,genus,Diplodocus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.1073,41.8825,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Diplodocus,genus
