occurrence_no,collection_no,collection_name,identified_name,identified_rank,accepted_name,accepted_rank,genus,family,class,guild,diet,lng,lat,Systems_tract,early_interval,late_interval,max_ma,min_ma,state,county,formation,member,abund_value,abund_unit,taxon,resolution
528338,21852,Dinosaur National Monument Quarry (CM),Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,17.0,individuals,Allosaurus,genus
688012,73998,Aurora Quarry 3 (AMNH),Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.07917,41.901386,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Allosaurus,genus
490818,45975,Dry Mesa Quarry [BYU],Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,200.0,specimens,Allosaurus,genus
1494704,21852,Dinosaur National Monument Quarry (CM),Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,,,Allosaurus,genus
489691,49338,"OMNH Quarry 1, Kenton (OMNH V92)",n. gen. Saurophagus n. sp. maximus,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,1.0,specimens,Allosaurus,genus
481756,48127,"Cope Quarry I, Cope's Nipple",Laelaps n. sp. trihedrodon,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,specimens,Allosaurus,genus
561626,48128,"Cope Quarry II, Cope's Nipple",Laelaps trihedrodon,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,specimens,Allosaurus,genus
481761,48129,"Cope Quarry III, Cope's Nipple",n. gen. Epanterias n. sp. amplexus,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.231598,38.547501,5.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
1033189,126540,Dana Quarry,Allosaurus jimmadsoni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,1.0,individuals,Allosaurus,genus
467555,46468,Big Al Quarry (MOR M-106),Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
1494705,46469,"Spring Hill, Howe Ranch",Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,,,Allosaurus,genus
467544,46465,Howe-Stephens Quarry,Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
1248847,39370,"Quarry 12, Como Bluff (YPM)",Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.1073,41.8825,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,,,Allosaurus,genus
408774,12816,"Quarry 9, Como Bluff (YPM)",Antrodemus valens,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,2.0,individuals,Allosaurus,genus
149592,13212,"Quarry 1, Como Bluff (YPM)",n. gen. Creosaurus n. sp. atrox,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.041,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,2.0,individuals,Allosaurus,genus
408737,39338,"Quarry 1-1/2, Como Bluff (YPM)",Antrodemus valens,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.079803,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
408872,39371,"Quarry 14, Como Bluff (YPM)",Allosaurus n. sp. ferox,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.002197,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
408739,39340,"Quarry 3, Como Bluff (YPM)",Allosaurus n. sp. lucaris,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.021599,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,2.0,individuals,Allosaurus,genus
408750,39342,"Quarry 4, Como Bluff (YPM)",Antrodemus valens,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.982803,41.9077,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Allosaurus,genus
491247,49577,Bone Cabin Quarry West (BCQ West),Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Allosaurus,genus
219975,22648,Bone Cabin Quarry (AMNH),Creosaurus atrox,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,2.0,specimens,Allosaurus,genus
487804,22648,Bone Cabin Quarry (AMNH),Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,2.0,specimens,Allosaurus,genus
149596,13214,Freeze Out Mtns. Kansas Univ. Expedition,Creosaurus atrox,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.389999,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Converse,Morrison,,1.0,individuals,Allosaurus,genus
149597,13214,Freeze Out Mtns. Kansas Univ. Expedition,Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.389999,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Converse,Morrison,,,,Allosaurus,genus
149601,13214,Freeze Out Mtns. Kansas Univ. Expedition,Antrodemus valens,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-106.389999,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Converse,Morrison,,,,Allosaurus,genus
1494707,49636,"Little Houston Quarry (SDSM V9138, SDSM V941)",Allosaurus jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-104.734703,44.458099,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,1.0,individuals,Allosaurus,genus
491316,49614,Hinkle Site (BYU),Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-109.252899,39.172699,,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,Brushy Basin,1.0,specimens,Allosaurus,genus
519727,52872,Middle Park (USNM 218),Poicilopleuron n. sp. valens,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.940292,40.092209,,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Grand,Morrison,,1.0,specimens,Allosaurus,genus
487146,48837,"Carnegie Quarry N, Sheep Creek",Allosaurus fragilis,species,Allosaurus fragilis,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-105.90976,42.155437,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Allosaurus,genus
1401730,193250,DNM 116,Allosaurus n. sp. jimmadseni,species,Allosaurus jimmadseni,species,Allosaurus,NO_FAMILY_SPECIFIED,Theropoda,predator,carnivore,-109.292778,40.438133,,Kimmeridgian,,157.3,152.1,Utah,Uintah,Morrison,Salt Wash,1.0,individuals,Allosaurus,genus
481941,48154,Cope Quarry XII,n. gen. Amphicoelias n. sp. altus,species,Amphicoelias altus,species,Amphicoelias,NO_FAMILY_SPECIFIED,Sauropoda,herbivore,herbivore,-105.2397,38.5527,5.0,Early Tithonian,,150.8,145.0,Colorado,Fremont,Morrison,,1.0,individuals,Amphicoelias,genus
1033188,126540,Dana Quarry,Amphicoelias n. sp. brontodiplodocus,species,Amphicoelias altus,species,Amphicoelias,NO_FAMILY_SPECIFIED,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,8.0,individuals,Amphicoelias,genus
1467172,48171,"Meyer Site 2, Garden Park",Apatosaurus ? sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.210602,38.5168,2.0,Kimmeridgian,,157.3,152.1,Colorado,Fremont,Morrison,Salt Wash,,,Apatosaurus,genus
1197962,154924,Northern Dinosaur Beach (CURE),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.400002,38.450001,3.0,Kimmeridgian,,157.3,152.1,Colorado,Gunnison,Morrison,Brushy Basin,,,Apatosaurus,genus
647851,70028,Blue Mesa Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.334442,38.452778,3.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Gunnison,Morrison,,1.0,individuals,Apatosaurus,genus
491423,49621,Cabin Creek Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.812202,38.537498,3.0,Kimmeridgian,,157.3,152.1,Colorado,Gunnison,Morrison,Salt Wash,1.0,individuals,Apatosaurus,genus
1317658,96826,"Jensen/Jensen Quarry, DNM",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.223335,40.405556,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,,Morrison,Brushy Basin,,,Apatosaurus,genus
405117,38867,NMMNH L-3281,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.634003,36.214001,4.0,Kimmeridgian,Tithonian,157.3,145.0,New Mexico,Union,Morrison,Brushy Basin,1.0,specimens,Apatosaurus,genus
491219,49596,"Stovall's Pit 5, Kenton (OMNH)",Apatosaurus ? sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,,,Apatosaurus,genus
491226,49597,"Stovall's Pit 6, Kenton (OMNH)",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,1.0,individuals,Apatosaurus,genus
540441,56422,"Stovall's Pit 9, Kenton (OMNH)",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,1.0,individuals,Apatosaurus,genus
560981,58514,Hanksville-Burpee Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.813889,38.25222,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Wayne,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
490811,45975,Dry Mesa Quarry [BYU],Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,2.0,individuals,Apatosaurus,genus
647859,70032,Cactus Park Quarry (BYU Loc. 681),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.477219,38.853611,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Colorado,Mesa,Morrison,Brushy Basin,4.0,individuals,Apatosaurus,genus
1561462,220417,Aaron Scott Quarry [PROXY],Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
663696,71476,FPA General Site (LACM),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.769997,39.146,4.0,Early Tithonian,,150.8,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1237630,46439,Cleveland-Lloyd Dinosaur Quarry,Apatosaurus ? sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1453599,46439,Cleveland-Lloyd Dinosaur Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,specimens,Apatosaurus,genus
225583,21852,Dinosaur National Monument Quarry (CM),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,22.0,specimens,Apatosaurus,genus
1606918,227262,Nickopod Quarry (VMNH),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.851501,44.655998,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Big Horn,Morrison,,,,Apatosaurus,genus
1400765,49624,Upper Strickland Creek Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.616386,45.544167,4.0,Kimmeridgian,,157.3,152.1,Montana,Park,Morrison,,,,Apatosaurus,genus
491212,49338,"OMNH Quarry 1, Kenton (OMNH V92)",cf. Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,4.0,individuals,Apatosaurus,genus
1189697,126540,Dana Quarry,Apatosaurus ? sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Apatosaurus,genus
560973,58510,Poison Creek Quarry (MSM),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.778,44.087002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,Brushy Basin,5.0,individuals,Apatosaurus,genus
632838,46460,Howe Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,2.0,individuals,Apatosaurus,genus
467548,46465,Howe-Stephens Quarry,cf. Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
408738,39339,"Quarry 2, Como Bluff (YPM)",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.060402,41.878601,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
536376,55486,"Bernice Quarry, Como Bluff",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.979721,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Indian Fort,1.0,individuals,Apatosaurus,genus
491439,49628,Louise Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,1.0,individuals,Apatosaurus,genus
491444,49627,Nail Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,1.0,individuals,Apatosaurus,genus
408747,39342,"Quarry 4, Como Bluff (YPM)",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.982803,41.9077,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
491251,49577,Bone Cabin Quarry West (BCQ West),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,,,Apatosaurus,genus
1123324,22648,Bone Cabin Quarry (AMNH),Apatosaurus ? sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Apatosaurus,genus
557963,57894,Freezeout Hills Quarry 6 (FMNH),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.390556,42.035831,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Apatosaurus,genus
702804,75453,"Zane Quarry, Sheep Creek",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.85611,42.196388,6.0,Kimmeridgian,,157.3,152.1,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Apatosaurus,genus
625877,55320,"Something Interesting Quarry (SI), unit 1",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.184586,43.622528,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Hot Springs,Morrison,,,,Apatosaurus,genus
491431,49625,Bear Butte Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.306946,44.474445,6.0,Tithonian,,152.1,145.0,South Dakota,Meade,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
491453,49630,Fuller's 351 (SDSM V351),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.828003,44.528,6.0,Tithonian,,152.1,145.0,South Dakota,Lawrence,Morrison,Brushy Basin,2.0,individuals,Apatosaurus,genus
647847,70024,Pi̱on Locality,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.22583,36.100834,,Kimmeridgian,Tithonian,157.3,145.0,Arizona,Navajo,Morrison,,1.0,individuals,Apatosaurus,genus
1320132,177497,Picketwire Canyonlands (middle),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.676201,37.5322,,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Otero,Morrison,Unit B,1.0,individuals,Apatosaurus,genus
405199,38883,"CO-49, Dino Cove",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.400002,38.450001,,Tithonian,,152.1,145.0,Colorado,Gunnison,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1592269,225118,ARCH 3151 locality [PROXY],Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.716454,38.777451,,Tithonian,,152.1,145.0,Utah,Grand,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1453601,58517,Floy Junction,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.935837,38.924442,,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,,,,Apatosaurus,genus
1493814,207744,Twin Juniper Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.022301,39.139599,,Late Kimmeridgian,Tithonian,155.7,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1493855,207748,McKinsey-REX pipeline quarry (PROXY),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.706497,41.3139,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Apatosaurus,genus
1493854,207747,Boris Quarry,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.00222,41.893055,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,,,Apatosaurus,genus
557979,57903,Quarry R (AMNH),Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,,Kimmeridgian,,157.3,152.1,Wyoming,Albany,Morrison,,2.0,individuals,Apatosaurus,genus
557967,57896,Freezeout Hills Quarry O,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.390556,42.035831,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Apatosaurus,genus
519728,52815,"Carnegie Quarry C, Sheep Creek",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Apatosaurus,genus
540083,48837,"Carnegie Quarry N, Sheep Creek",Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.90976,42.155437,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,3.0,individuals,Apatosaurus,genus
560979,58512,Dyer Ranch Quarry 1,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.3153,42.181629,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Apatosaurus,genus
1493856,207749,Sheridan College Quarry 1,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.717598,44.058601,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Johnson,Morrison,,2.0,individuals,Apatosaurus,genus
1317670,176983,Poison Creek Quarry 1,Apatosaurus sp.,genus,Apatosaurus,genus,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.866402,44.0933,,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,,,,Apatosaurus,genus
408913,13341,"Lakes Quarry 10, Morrison (YPM)",n. gen. Apatosaurus n. sp. ajax,species,Apatosaurus ajax,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.187332,39.653423,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Jefferson,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
1554262,28382,"Lakes Quarry 5, Morrison (YPM)",Apatosaurus ajax,species,Apatosaurus ajax,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.192596,39.675598,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Jefferson,Morrison,Brushy Basin,1.0,specimens,Apatosaurus,genus
408920,39376,"Lakes Quarry 8, Morrison (YPM)",Apatosaurus ajax,species,Apatosaurus ajax,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.192596,39.675598,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Jefferson,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
409321,11611,"Mygatt-Moore Quarry, lower mudstone",Apatosaurus cf. louisae,species,Apatosaurus louisae,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.995796,39.2383,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,4.0,individuals,Apatosaurus,genus
