,minimum,maximum
ACGALtly,0.0,4.0507614213135295
ACGAM6PSi,0.0,25.923857868012522
ACGAMK,-2.221587943131537e-14,6.076142131968873
ACGAMPM,0.0,6.0761421319626345
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,-2.4304568527915436,0.0
ACGBGBSIDEtl,3.786505444784266e-15,2.430456852787375
ACGPID,0.0,0.0
ACGSm,0.0,0.0
ACHEe,0.0,25.923857868035437
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,12.152284263950348
ACITL,0.0,12.15228426393527
ACN13ACNGALGBSIDEte,0.0,0.0
ACN13ACNGALGBSIDEtg,0.0,0.0
ACN23ACNGALGBSIDEte,0.0,0.0
ACN23ACNGALGBSIDEtg,0.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,0.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,0.0
ACNACNGALGBSIDEte,0.0,0.0
ACNACNGALGBSIDEtg,0.0,0.0
ACNAM9PL,0.0,6.076142131969231
ACNAM9PL2,0.0,0.0
ACNAMlt,-1.7360406091369727,0.0
ACNAMPH,0.0,6.076142131970422
ACNAMtn,0.0,6.076142131968427
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,3.609645313937743e-29
ACNMLr,6.87169966373093e-16,6.076142131965715
ACOAD10m,0.0,4.373714251687059e-13
ACOAD1fm,0.0,2.0253807106539323
ACOAD8m,0.0,1.7150440217739472e-12
ACOAD9m,0.0,7.860661857845554e-14
ACOAHi,0.0,25.923857868040862
ACOAO7p,0.0,4.787999999994989
ACODA,0.0,0.0
ACONTm,-1000.0,1000.0
ACOX22x,0.0,1.5959999999964352
ACOX2x,0.0,-4.1184132231511743e-13
ACP1_FMN_,0.0,12.152284263916794
ACRNtm,-1000.0,1000.0
ACS2,0.0,6.07614213197099
ACSm,0.0,6.0761421319816655
ACSRTNMT,0.0,8.808097397254836e-13
ACt2m,-25.92385786802163,6.076142131979182
ACt2r,-1000.0,1000.0
ACtg,0.0,0.0
ACTLMO,0.0,2.3939999999987243
ACTNMO,0.0,2.3939999999965047
ADA,0.0,6.076142131966025
ADAe,0.0,6.076142131972206
ADCim,0.0,2.393999999996225
ADEt,0.0,0.0
ADK1m,-1000.0,1000.0
ADK3,-1000.0,1000.0
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,0.9150210217854627
ADNCYC,0.0,6.076142131977038
ADNK1m,0.0,12.152284263944258
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,3.3378317801186044e-30,12.152284263934972
ADNtm,-12.15228426395899,12.152284263943912
ADPMAN,0.0,0.0
ADPRIBt,0.0,0.0
ADPtx,-1000.0,1000.0
ADRNCOAtx,5.355598586882168e-46,3.434720229545432
ADRNCPT1,0.0,6.076142131960089
ADRNCPT2,0.0,6.0761421319690285
ADRNCRNt,-999.9999999999999,1000.0
ADRNLPVESSEC,0.0,12.152284263944981
ADRNt,-1000.0,1000.0
ADSK,0.0,12.152284263947198
ADSL1,0.0,12.152284263948511
ADSL2,0.0,4.622285806204392e-13
AFLATOXINte,0.0,0.0
AG13T16g,0.0,0.2641800926941875
AG13T17g,0.0,0.26418009269429854
AG13T18g,0.0,0.26418009269429854
AG13T1g,0.0,0.2826112619520443
AG13T2g,0.0,0.28261126195187314
AG13T3g,0.0,0.28261126195187314
AGMTm,0.0,1.612121212118369
AGPAT1,0.0,2.430456852780834
AGTim,0.0,4.7879999999863765
AGTix,0.0,4.787999999984736
AHANDROSTANGLCte,0.0,0.0
AHANDROSTANGLCtr,0.0,0.0
AHCYStr,-36.4568527918827,0.0
AHEXASE2ly,0.0,0.0
AHEXASEly,0.0,0.0
AIRCr,0.0,-3.455004209115877e-13
AKGDm,0.0,21.519035533016154
AKGMALtm,-1000.0,1000.0
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,0.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,999.9999999999992
AKR1D2,0.0,-3.5389549113959596e-13
ALAASNNaEx,0.0,1000.0
ALACYSNaEx,0.0,1000.0
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,1000.0
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0
ALASm,0.0,999.9999999999977
ALAt4,0.0,1000.0
ALATA_L,-32.15228426397329,992.1522842639428
ALATHRNaEx,0.0,1000.0
ALAtN1,-1000.0,1000.0
ALCD21_D,0.0,1000.0
ALCD21_L,0.0,1000.0
ALCD22_D,0.0,1000.0
ALCD22_L,0.0,1000.0
ALCD2if,0.0,0.0
ALCD2yf,0.0,0.0
ALDD20x,0.0,0.0
ALDD20xm,0.0,0.0
ALDD21,0.0,1000.0
ALDD2xm,0.0,18.22842639592049
ALDD2y,0.0,18.228426395919005
ALDSTRNte,0.0,0.0
ALDSTRNtm,0.0,0.0
ALOX12,0.0,1.2992627766218246e-13
ALOX15,0.0,9.06639742030173e-14
ALOX5,0.0,1.0437733024469431e-13
ALOX52,0.0,1.0437733024469427e-13
ALR2,0.0,1000.0
ALR3,0.0,1000.0
AMACR2p,0.0,5.705719283141135e-13
AMACRp,0.0,6.385216611789052e-12
AMCOXO,0.0,3.1883412637615115e-12
AMETr,0.0,36.45685279183189
AMETt2m,-1000.0000000000001,1000.0
AMPDA,0.0,12.15228426395368
AMPTASECGe,0.0,6.076142131970831
AMPtp,-1000.0,1000.0
AMY1e,0.0,0.0
AMY2e,0.0,0.0
ANDRSTRNGLCte,0.0,0.0
ANDRSTRNGLCtr,0.0,0.0
ANDRSTRNte,0.0,0.0
ANDRSTRNtr,-12.152284263961178,-1.2575861281085826e-29
ANTIPYRENEte,0.0,0.0
AOBUTDsm,0.0,3.9999999999974816
APAT2rm,0.0,12.152284263944633
APNNOXte,0.0,0.0
APOCF,0.0,6.076142131974425
APOCFm,0.0,6.076142131971235
APOC_LYS_BTNP,0.0,6.076142131982472
APOC_LYS_BTNPm,0.0,6.076142131978498
APPNNte,0.0,0.0
APRTO2,0.0,0.0
AQCOBALt,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARACHCOAtx,-2.677852348994186,3.4347202295617114
ARACHCPT1,-6.076142131979932,6.076142131966728
ARACHCPT2,-6.076142131979857,6.076142131971728
ARACHCRNt,-1000.0,1000.0
ARACHDCOAtx,-12.152284263956684,1000.0
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHt,-1000.0,1000.0
ARGDCm,0.0,1.612121212118198
ARGLYSex,0.0,1000.0
ARGNm,0.0,3.038071065982912
ARGSS,0.0,6.076142131964262
ARGt4,0.0,1000.0
ARGtm,-953.7157360406312,1000.0
ARSA,0.0,1.7360406091334188
ARTCOAL1,0.0,6.076142131965046
ARTCOAL2,0.0,6.076142131965562
ARTCOAL3,0.0,6.076142131965494
R_group_phosphotase_1,0.0,6.0761421319640325
R_group_phosphotase_2,0.0,6.076142131965562
R_group_phosphotase_3,0.0,6.076142131965494
ARTFR208,0.0,0.0
ARTPLM3,0.0,0.0
ARTPLM3m,0.0,0.0
ASAH1,0.0,2.4304568527861288
ASCBOX,0.0,0.20202020202013485
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0000000000474
ASNALANaEx,0.0,1000.0
ASNCYSNaEx,0.0,1000.0
ASNGLNNaEx,0.0,1000.0
ASNNm,0.0,4.050761421315053
ASNS1,0.0,4.0507614213103444
ASNSERNaEx,0.0,1000.0
ASNt4,0.0,1000.0
ASNTHRNaEx,0.0,1000.0
ASNtm,0.0,4.050761421311481
ASNtN1,-1000.0,1000.0
ASPCTr,0.0,2.430456852786975
ASPDt6,0.0,1000.0
ASPDxt,0.0,-1.3693398441832157e-13
ASPGLUm,0.0,953.7157360405763
ASPNATm,0.0,25.923857868057905
ASPt6,0.0,1000.0
ASPTAm,-953.7157360406064,4.0507614213063174
ATP1ter,0.0,12.152284263915117
ATP2ter,2.52621230299098e-14,6.076142131959163
ATPasel,0.0,2.430456852787047
ATPH1e,0.0,4.050761421298014
ATPH2e,0.0,4.050761421307404
ATPtm,0.0,1000.0
ATPtn,0.0,1000.0
ATPtx,-1000.0,1000.0
AVITE2t,0.0,0.0
B_MANNASEly,0.0,0.0
B3GALT3g,0.0,2.4304568527881645
B3GALT41g,0.0,1.215228426394383
B3GALT42g,0.0,1.2152284263949726
B3GALT43g,0.0,0.8680203045674008
B3GALT44g,0.0,0.0
B3GALT5g,0.0,0.0
B3GALTg,-6.385107391595334e-30,0.0
B3GNT11g,0.0,-9.057172407696995e-30
B3GNT12g,0.0,0.0
B3GNT310g,0.0,0.0
B3GNT311g,0.0,0.0
B3GNT312g,0.0,0.0
B3GNT313g,0.0,0.0
B3GNT314g,0.0,0.0
B3GNT315g,0.0,0.0
B3GNT31g,0.0,0.0
B3GNT32g,0.0,0.0
B3GNT33g,0.0,0.0
B3GNT34g,0.0,0.0
B3GNT35g,0.0,0.0
B3GNT36g,0.0,2.430456852788911
B3GNT37g,0.0,0.0
B3GNT39g,0.0,4.0507614213164045
B3GNT51g,0.0,-9.057172407696997e-30
BAAT1x,0.0,1000.0
BAAT2x,0.0,999.9999999999993
BAAT3x,0.0,2.2750535145412092e-12
BAAT4x,0.0,1000.0000000000003
BACCL,0.0,6.076142131962867
BACCLm,0.0,6.07614213196698
BALAtmr,0.0,12.152284263997373
BALAVECSEC,0.0,12.1522842639486
BAMPPALDOX,0.0,0.915021021784032
BBHOX,0.0,0.0
BCDO,0.0,0.0
BDHm,0.0,1.3120002480316201e-13
BETALDHxm,0.0,1.7266498377146584
BHBt,-1000.0,1000.0
BHBtm,-1.3120002480316201e-13,1.3120002480316201e-13
BHMT,0.0,2.012610340473639
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,12.152284263946035
BILDGLCURtr,0.0,12.152284263953675
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,12.152284263941128
BILGLCURtr,-12.15228426396067,12.152284263936892
BILIRED,0.0,0.0
BILIRUBt2,-1000.0,1000.0
BILIRUBtr,-1000.0,1000.0
BIOCYTtn,0.0,6.076142131978127
BMTer_U,0.0,0.0
BPNT2,0.0,12.152284263926687
BTND1,0.0,6.076142131959314
BTND1n,0.0,6.076142131961154
BTNDe,0.0,0.0
BTNDm,0.0,6.076142131955785
BTNPL,0.0,6.076142131954603
BTNPLm,0.0,6.076142131973429
BTNt2,-1000.0,1000.0
BTNt2m,0.0,0.0
BTNt3i,0.0,12.152284263933383
BTNt4i,0.0,1000.0
BTNtn,-6.076142131978605,0.0
BUP2,0.0,2.209506229803789
BUTt2m,-2.7228195815834e-29,2.3817274411300077e-13
BVITEt,0.0,0.0
BZt,0.0,0.0
BZtr,0.0,0.0
C14STRr,0.0,2.3955275234332167e-12
C160CPT1,-1000.0,1000.0
C160CPT2,-12.152284263964706,12.152284263929873
C160CRNt,-1000.0,1000.0
C161CPT1,-1000.0,1000.0
C161CPT12,-1.263991552271083,4.7880000000033816
C161CPT2,-1000.0000000000001,1000.0
C161CPT22,-3.0380710659916716,4.787999999991078
C161CRN2t,-1000.0,1000.0
C161CRNt,-1000.0,1000.0
C180CPT1,-6.076142131980628,12.152284263943539
C180CPT2,-6.0761421319806646,12.15228426392339
C180CRNt,-1000.0,1000.0
C181CPT1,-1000.0,1000.0
C181CPT2,-1000.0,1000.0
C181CRNt,-1000.0,1000.0
C204CPT1,-1000.0,12.152284263920933
C204CPT2,-6.076142131985275,1.4107248084847765
C204CRNt,-1000.0,1000.0
C226COAtx,-1.999999999997438,1.9999999999928457
C226CPT1,2.558485808096533e-14,1.9999999999952085
C226CPT2,0.0,1.9999999999946982
C226CRNt,-999.9999999999998,1000.0
C3STDH1Pr,0.0,-1.321922869933507e-12
C3STDH1r,0.0,-1.549241192415055e-13
C3STKR2r,0.0,-1.5492411924150544e-13
C4STMO1r,0.0,-1.6591839177572402e-13
C4STMO2Pr,0.0,-1.675338312670588e-13
C4STMO2r,0.0,-1.675338312670588e-13
CAATPS,0.0,12.1522842639543
CAROtr,0.0,0.0
CARVEOLte,0.0,0.0
CAT2p,0.0,0.0
CAt7r,-1000.0,1000.0
CATm,0.0,4.03196461777809
CATp,0.0,2.483370558378887
CBL2OR,0.0,0.0
CBL2tm,0.0,0.0
CBPPer,0.0,6.076142131966934
CBPSam,0.0,3.038071065981314
CBPter,0.0,6.0761421319596645
CBR2,0.0,1000.0
CDIPTr,1.5049448613232098e-14,6.076142131957053
CDPDAGtm,-6.076142131977224,2.530509712880742e-12
CDS,0.0,6.0761421319567175
CDSm,0.0,6.076142131955519
CEPTC,0.0,6.07614213195733
CEPTE,0.0,6.0761421319542634
CERK,0.0,12.152284263910174
CERT1gt,-6.076142131978234,6.0761421319597275
CERT1rt,6.503662017867152e-30,6.076142131954937
CERT2gt,-12.152284263956176,1000.0
CERT2rt,-6.076142131982786,6.076142131946855
CGLYt3_2_,0.0,1000.0
CH25H,0.0,5.784224662318774e-13
CHAT,-1000.0,1000.0
CHATn,-1000.0000000000001,1000.0000000000001
CHLP,0.0,12.15228426392749
CHLPCTD,0.0,6.0761421319663365
CHLtm,-4.050761421318265,1.7266498377149904
CHOLATEt,-1000.0,1000.0
CHOLATEt2,0.0,1000.0
CHOLATEt3,0.0,12.15228426393411
CHOLD2m,0.0,1.7266498377160218
CHOLK,0.0,12.152284263942903
CHOLPtg,-6.076142131961178,0.0
CHOLPtl,-1.3502538071060168,0.0
CHOLt4,-1000.0,1000.0
CHOLtg,0.0,4.0507614213118295
CHOLtn,-1000.0,1000.0
CHOLtr,0.0,4.05076142131698
CHOLtu,-1000.0,1000.0
CHSTEROLSULT,0.0,4.050761421325688
CHSTEROLt1,-1000.0,1000.0
CHSTEROLt2,-1000.0,1000.0
CHSTEROLt3,-1000.0,1000.0
CHSTEROLtg,0.0,12.152284263932163
CHTNASE,0.0,0.0
CHTNASEe,0.0,0.0
CITMCOAHm,0.0,-1.9640486603387895e-14
CITMCOALm,0.0,1.238576064953967e-13
CITRtm,-1000.0,1000.0
CITt4_2,-1000.0,1000.0
CITtam,-1000.0,1000.0
CITtbm,0.0,1000.0
CK,0.0,0.0
CKc,0.0,0.0
CLFORtex,0.0,1000.0
CLHCO3tex2,0.0,1000.0
CLI2tex,0.0,1000.0
CLOHtex2,0.0,1000.0
CLOXAtex2,0.0,1000.0000000000002
CLPNDCOAtx,0.0,1.9999999999912441
CLPNDCPT1,0.0,9.44429178036968e-13
CLPNDCPT2,0.0,1.2015516291791e-12
CLPNDCRNt,-1000.0000000000001,1000.0000000000011
CLPNDt,0.0,12.152284263938617
CLS_hs,0.0,5.218853390256636e-13
CMPACNAtg,-4.84503124649933e-30,4.050761421312783
CMPACNAtn,0.0,6.076142131963599
CMPSAS,0.0,6.0761421319592595
CMPSASn,0.0,6.076142131963868
CO2ter,-36.45685279183549,3.335093310565249e-28
CO2tg,-0.35742012541025836,0.0
CO2tm,-72.1522842639515,933.4111675126765
CO2tp,-953.7157360406088,3.0204432246021373e-12
COAtg,0.0,0.0
COAtl,0.0,12.152284263969705
COAtm,-1000.0,1000.0
COAtn,-999.9999999999999,1000.0000000000001
COAtp,-1000.0,1000.0
COAtr,-1000.0,1000.0
COKECBESr,0.0,0.0
COQ3m,0.0,2.0626514415446076e-13
COQ5m,0.0,1.9811774223571384e-13
COQ6m,0.0,1.9811774223571384e-13
COQ7m,0.0,1.9811774223571384e-13
CORE2GTg,0.0,0.2826112619522565
CORE3GTg,0.0,0.2641800926947421
CORE4GTg,0.0,0.2641800926943845
CORE5GTg,0.0,0.0
CORE6GTg,0.0,1.5190355329931784
CORE7GTg,0.0,0.0
CORE8GTg,0.0,-1.6234249955223826e-13
COt,0.0,0.0
COUCOAFm,0.0,1.9811774223571364e-13
COUMARINte,0.0,0.0
CREATt4_2_r,-1000.0,1000.0
CREATtmdiffir,0.0,0.0
CRMPte,0.0,0.0
CRNCAR3tp,0.0,1000.0
CRNCARtp,0.0,1000.0
CRNt,-1000.0,1000.0
CRNtHa,0.0,1000.0
CRNtim,-1000.0,1000.0
CRNtuNa,0.0,1000.0
CRNtx,-1000.0,1000.0
CRTNsyn,0.0,0.0
CRTSLt,0.0,0.0
CRTSLtm,0.0,0.0
CRTSLtr,-1000.0,0.0
CRTSTRNt,0.0,0.0
CRTSTRNtm,0.0,0.0
CRVNCtr,-1000.0,1000.0
CSAPASEly,2.702205718182178e-29,0.3574201254080114
CSBPASEly,-4.81588016922472e-29,1.0604521693060972e-12
CSCPASEly,0.0,0.35742012541010404
CSDPASEly,-1.1643057784190497e-30,0.2531725888319045
CSEPASEly,1.268236767716672e-16,0.2209506229803727
CSm,0.0,32.15228426391381
CSNAT2m,-999.9999999999999,1000.0
CSNAT2x,-999.9999999999995,1000.0000000000003
CSNAT3x,0.0,1000.0
CSNATer,-1000.0,1000.0
CSNATm,-31.999999999980254,18.22842639589245
CSNATp,-1000.0000000000009,1000.0
CSNATr,-1000.0,1000.0
CSNt,0.0,0.0
CSPG_At,5.168105818215932e-15,0.3574201254099392
CSPG_Atly,4.195321659883389e-14,0.3574201254091757
CSPG_Bt,0.0,6.675115808708735e-13
CSPG_Btly,0.0,7.115046120210443e-13
CSPG_Ct,0.0,0.3574201254090169
CSPG_Ctly,0.0,0.35742012540985724
CSPG_Dt,-7.066044298436291e-29,0.25317258883198224
CSPG_Dtly,0.0,0.2531725888319633
CSPG_Et,0.0,0.2209506229806226
CSPG_Etly,0.0,0.22095062298068782
CTPtn,0.0,6.076142131963208
CYANt,0.0,0.0
CYANtm,0.0,0.0
CYSALANaEx,0.0,1000.0
CYSASNNaEx,0.0,1000.0
CYSGLNNaEx,0.0,1000.0
CYSGLTH,-1000.0,1000.0
CYSGLUexR,-1000.0,1000.0
CYSGLYexR,-1000.0,1000.0
CYSO,0.0,1.3609069006533408e-13
CYSSERNaEx,0.0,1000.0
CYSt4,0.0,1000.0
CYSTA,0.0,4.050761421313998
CYStec,-1000.0,1000.0
CYSTGLUex,0.0,0.0
CYSTHRNaEx,0.0,1000.0
CYSTSERex,0.0,0.0
CYTD,0.0,1000.0
CYTDK1,0.0,1000.0
CYTDK2m,0.0,6.076142131972108
CYTDn,0.0,1000.0
CYTDt,-1000.0,1000.0
CYTDt4,0.0,1000.0
CYTDtl,0.0,12.152284263927434
CYTDtm,0.0,6.076142131970358
CYTDtn,0.0,1000.0
CYTK10,-1000.0,1000.0
CYTK10n,-1000.0,1000.0
CYTK11,-1000.0,1000.0
CYTK11n,-1000.0,1000.0
CYTK12,-1000.0,1000.0
CYTK12n,-1000.0,1000.0
CYTK13,-1000.0,1000.0
CYTK13n,-1000.0,1000.0
CYTK14,-1000.0,1000.0
CYTK14n,-1000.0,1000.0
CYTK1m,0.0,6.0761421319689
CYTK1n,-1000.0,1000.0
CYTK2n,-1000.0,1000.0
CYTK3,-1000.0,1000.0
CYTK3n,-1000.0,1000.0
CYTK4,-1000.0,1000.0
CYTK4n,-1000.0,1000.0
CYTK5,-1000.0,1000.0
CYTK5n,-1000.0,1000.0
CYTK6,-1000.0,1000.0
CYTK6n,-1000.0,1000.0
CYTK7,-1000.0,1000.0
CYTK7n,-1000.0,1000.0
CYTK8,-1000.0,1000.0
CYTK8n,-1000.0,1000.0
CYTK9,-1000.0,1000.0
CYTK9n,-1000.0,1000.0
D_3AIBt,0.0,0.0
D3AIBTm,-999.9999999999999,1000.0
DADA,0.0,6.076142131962367
DADAe,0.0,6.076142131959888
DADNK,0.0,12.152284263927877
DADNt4,-1000.0,0.0
DAG_HSter,0.0,0.0
DAGK_hs,0.0,12.152284263924946
DAGKn_hs,0.0,12.152284263911717
DAGt,-6.0761421319796085,1.7360406091305838
DALAOXx,0.0,4.787999999977854
DALAt2r,-1000.0,1000.0
DALAxt,0.0,4.787999999984492
DARGOp,0.0,0.0
DASCBH,0.0,0.0
DASCBR,0.0,4.787999999984362
DASPO1p,0.0,1.3693398441832157e-13
DATPtn,0.0,7.803669113084488e-15
DCIm,-3.0380710659924604,0.0
DCK1m,-1000.0000000000001,-46.28426395944216
DCK1n,-1000.0,1000.0
DCK2n,-1000.0,1000.0
DCSPTN1COAtx,-12.152284263941846,0.5448338643591562
