,minimum,maximum
MAR00210,-4.213154997824013e-16,1.9267481534068663e-11
MAR00211,0.0,2.890153597689736e-11
MAR00212,0.0,3.350798594742774e-11
MAR00213,0.0,2.293106110648969e-11
MAR00214,0.0,1.9851350947743358e-11
MAR00215,0.0,2.97773400974094e-11
MAR00216,0.0,3.387916332146595e-11
MAR00217,0.0,2.1797513708121254e-11
MAR00218,0.0,6.0649435345458664e-12
MAR00219,-1000.0,1000.0000000000437
MAR00220,0.0,6.296278379018774e-29
MAR00221,9.83292967177274e-12,-3.4790816373244275e-13
MAR00222,0.0,3.2567145419445343e-12
MAR00223,0.0,3.447117046139678e-11
MAR00224,0.0,4.0245936225404885e-11
MAR00225,0.0,1000.0
MAR00226,0.0,2.6292651273648138e-11
MAR00227,0.0,1.0452322101768383e-12
MAR00228,0.0,7.526459797374653e-13
MAR00229,-1000.0,1000.0
MAR00230,0.0,8.59637841326479e-12
MAR00231,0.0,2.163560259975915e-11
MAR00232,0.0,1.9444121868146267e-11
MAR00233,0.0,1.249432539369003e-11
MAR00234,-1.6022391425071557e-15,1.9026793695145447e-11
MAR00235,0.0,2.854047808603117e-11
MAR00236,0.0,1.8646910087820523e-11
MAR00237,-1.9593996607714266e-15,1.0460704166055981e-11
MAR00238,0.0,1.9026793695145447e-11
MAR00239,0.0,2.854047808603117e-11
MAR00240,0.0,1.5842477237679026e-11
MAR00241,0.0,1.2160568593040077e-11
MAR00242,-2.1343370129182667e-15,1.9026793695145447e-11
MAR00243,0.0,2.854047808603117e-11
MAR00244,0.0,1.8633680802707734e-11
MAR00245,0.0,1.249432539369003e-11
MAR00246,-1.3408512164084716e-15,1.9026793695145447e-11
MAR00247,0.0,2.854047808603117e-11
MAR00248,0.0,1.864691008782052e-11
MAR00249,0.0,1.4478486673952777e-11
MAR00250,0.0,1.8244270084914865e-11
MAR00251,0.0,3.5893341371985068e-12
MAR00252,-1000.0,1000.0
MAR00253,0.0,3.01894627460998e-11
MAR00254,0.0,2.938443457444455e-11
MAR00255,0.0,1.9652644829145056e-11
MAR00256,-6.761104816597147e-16,2.2590321407228965e-11
MAR00257,0.0,3.154947499750798e-11
MAR00258,0.0,2.8978098997899007e-11
MAR00259,0.0,2.1702483114579684e-11
MAR00260,-3.4262949823417036e-14,2.292025842269723e-11
MAR00261,0.0,2.8292649961252154e-11
MAR00262,0.0,2.0402296359266366e-11
MAR00263,0.0,1.0279000382097728e-11
MAR00264,0.0,1.0016998672302669e-12
MAR00265,0.0,1.2671349737788192e-12
MAR00266,0.0,1.394311621737153e-11
MAR00267,0.0,1.0735910055738185e-11
MAR00268,-3.5358885110908474e-16,1.132594878394675e-11
MAR00269,0.0,1.6988965619314242e-11
MAR00270,0.0,1.7705576709090113e-11
MAR00271,0.0,2.56846400727089e-12
MAR00272,-2.4900960234028342e-15,2.526191786196276e-12
MAR00273,0.0,1.6419243110214568e-11
MAR00274,0.0,1.8882405927771413e-11
MAR00275,0.0,1.170642340645027e-11
MAR00276,2.7776106016640583e-16,1.132594878394675e-11
MAR00277,0.0,1.6988965619314242e-11
MAR00278,0.0,1.8882405927771413e-11
MAR00279,0.0,1.0735910055738185e-11
MAR00280,-1.2670926234254916e-16,1.132594878394675e-11
MAR00281,0.0,1.6988965619314242e-11
MAR00282,0.0,1.7705576709090113e-11
MAR00283,0.0,1.3136398977764387e-11
MAR00284,0.0,1.3515903426437306e-11
MAR00285,0.0,8.779346957551326e-13
MAR00286,-1000.0000000000001,1000.0
MAR00287,0.0,2.0481012664439395e-11
MAR00288,0.0,1.8208416123848413e-11
MAR00289,0.0,1.0274611324444657e-11
MAR00290,-5.0413600538921746e-15,1.2378146376747883e-11
MAR00291,0.0,1.8567262008515944e-11
MAR00292,0.0,1.764277854459948e-11
MAR00293,0.0,1.0917231840679871e-11
MAR00294,1.993833114846356e-16,1.2378146376747883e-11
MAR00295,0.0,1.8567262008515944e-11
MAR00296,0.0,1.8102046125954765e-11
MAR00297,0.0,1.1064568877612783e-11
MAR00298,-3.9425607215006474e-16,1.2378146376747883e-11
MAR00299,0.0,1.8567262008515944e-11
MAR00300,0.0,1.7752328609876886e-11
MAR00301,0.0,1.0967070405384032e-11
MAR00302,-3.9425607215006474e-16,1.2378146376747883e-11
MAR00303,0.0,1.8567262008515944e-11
MAR00304,0.0,1.7752328609876886e-11
MAR00305,0.0,1.018594128469068e-11
MAR00306,-3.9425607215006474e-16,1.2378146376747883e-11
MAR00307,0.0,1.8567262008515944e-11
MAR00308,0.0,1.8314313600996247e-11
MAR00309,0.0,8.660924039371646e-12
MAR00310,-3.9425607215006474e-16,1.2378146376747883e-11
MAR00311,0.0,1.8567262008515944e-11
MAR00312,0.0,1.826834370964151e-11
MAR00313,0.0,1.1819667225996396e-11
MAR00314,0.0,1.2378428209299828e-11
MAR00315,-1000.0,1000.0
MAR00316,0.0,1.4196427461758493e-11
MAR00317,0.0,2.8239598901801863e-11
MAR00318,0.0,2.95409216280925e-11
MAR00319,0.0,1.9685486064411905e-11
MAR00320,0.0,1.4317736148733379e-11
MAR00321,0.0,2.0941142143519834e-11
MAR00322,0.0,2.936840408484814e-11
MAR00323,0.0,1.9738249803451814e-11
MAR00324,-6.9087057975896696e-15,1.4512942707505256e-11
MAR00325,0.0,2.1769304932154135e-11
MAR00326,0.0,2.9616681108844064e-11
MAR00327,0.0,1.8478773283942915e-11
MAR00328,-4.6297092124821323e-17,1.4512942707505256e-11
MAR00329,0.0,2.1769304932154135e-11
MAR00330,0.0,2.7877923693611566e-11
MAR00331,0.0,1.9753798178032062e-11
MAR00332,0.0,1.4512942707505256e-11
MAR00333,0.0,2.1151060789647128e-11
MAR00334,0.0,2.1093085976160176e-11
MAR00335,0.0,2.307865914908688e-11
MAR00336,0.0,2.857687775089443e-11
MAR00337,-1.653181156951148e-15,1.9183269572636538e-11
MAR00338,0.0,1.3253251183434484e-11
MAR00339,0.0,1.9879919218545847e-11
MAR00340,0.0,2.8822846980855263e-11
MAR00341,0.0,1.768472289174908e-11
MAR00342,-1.2918225015091478e-15,1.3253251183434484e-11
MAR00343,0.0,1.9879919218545847e-11
MAR00344,0.0,2.8396859320968017e-11
MAR00345,0.0,1.9183342325372372e-11
MAR00346,-5.150306052190905e-16,1.3253251183434484e-11
MAR00347,0.0,1.9879919218545847e-11
MAR00348,0.0,2.8822846980855253e-11
MAR00349,0.0,2.126291564891102e-11
MAR00350,0.0,1.1139774022605955e-11
MAR00351,0.0,2.4256637192632425e-11
MAR00352,0.0,2.4788568585813297e-11
MAR00353,0.0,1.639022155073476e-11
MAR00354,0.0,2.561592730683345e-11
MAR00355,0.0,2.251985905284355e-11
MAR00356,0.0,2.2603289134183368e-11
MAR00357,0.0,1.4786043874330643e-11
MAR00358,-3.933721489761922e-15,2.3621397114593405e-11
MAR00359,0.0,2.813484686480287e-11
MAR00360,0.0,2.9553174012442006e-11
MAR00361,0.0,1.9254047277541027e-11
MAR00362,0.0,2.1099146604581952e-11
MAR00363,0.0,2.8966406932867916e-11
MAR00364,0.0,2.9029640325762574e-11
MAR00365,0.0,1.834279094457496e-11
MAR00366,2.598743999853001e-14,1.9336077876469418e-11
MAR00367,0.0,2.8966406932867916e-11
MAR00368,0.0,2.9029640325762577e-11
MAR00369,0.0,1.951302976352221e-11
MAR00370,-2.1284683235453454e-16,1.988804953233084e-11
MAR00371,0.0,2.98320778549414e-11
MAR00372,0.0,3.0219323493279565e-11
MAR00373,0.0,2.043651380318184e-11
MAR00374,-2.1284683235453454e-16,1.988804953233084e-11
MAR00375,0.0,2.98320778549414e-11
MAR00376,0.0,3.1003876305733765e-11
MAR00377,0.0,1.9051905965035108e-11
MAR00378,-3.737999742936503e-14,1.9322666551211016e-11
MAR00379,0.0,3.1886603103014136e-11
MAR00380,0.0,2.6355317384199285e-11
MAR00381,0.0,1.891405962182553e-11
MAR00382,-5.378416896311516e-16,1.9103475007705472e-11
MAR00383,0.0,2.8655216068003344e-11
MAR00384,0.0,2.6655329023722028e-11
MAR00385,0.0,1.7189762264293013e-11
MAR00386,-5.378416896311516e-16,1.997471764842318e-11
MAR00387,0.0,2.996208002907991e-11
MAR00388,0.0,2.6239858974999032e-11
MAR00389,0.0,1.7187205633470907e-11
MAR00390,-5.378416896311516e-16,1.9974717648423178e-11
MAR00391,0.0,2.996208002907991e-11
MAR00392,0.0,2.6239858974999032e-11
MAR00393,0.0,1.7194782472954518e-11
MAR00394,-5.378416896311516e-16,1.9974717648423178e-11
MAR00395,0.0,2.996208002907991e-11
MAR00396,-7.787072709353543e-13,2.6239858974999032e-11
MAR00397,0.0,1.844997585828916e-11
MAR00398,0.0,1.9140075764278796e-11
MAR00399,0.0,2.8655216068003344e-11
MAR00400,0.0,2.8048631501259703e-11
MAR00401,0.0,1.674063084520412e-11
MAR00402,0.0,1.9105780288830392e-11
MAR00403,0.0,2.8655216068003344e-11
MAR00404,0.0,2.5945697070169217e-11
MAR00405,0.0,1.095064636345612e-11
MAR00406,0.0,1.9498261210736738e-11
MAR00407,0.0,3.0619162106939106e-11
MAR00408,0.0,1000.0
MAR00409,0.0,3.4805785128638486e-11
MAR00410,0.0,4.288647711074838e-11
MAR00411,0.0,2.0872732352111556e-11
MAR00412,0.0,1.2204711296989644e-11
MAR00413,0.0,1.8796541867864204e-11
MAR00414,-2.5950193651666203e-15,1.337586856248617e-11
MAR00415,0.0,1.3376539496883126e-11
MAR00416,0.0,1.9373260050419655e-11
MAR00417,0.0,1.955933115158876e-11
MAR00418,9.367783688445973e-17,1.313687011213864e-11
MAR00419,0.0,1.3137061807680617e-11
MAR00420,0.0,1.9713104237533874e-11
MAR00421,0.0,1.955933115158876e-11
MAR00422,9.367783688445973e-17,1.313687011213864e-11
MAR00423,0.0,1.3137061807680617e-11
MAR00424,0.0,1.9713104237533874e-11
MAR00425,0.0,1.955933115158876e-11
MAR00426,8.899394504023673e-16,1.3135240700031696e-11
MAR00427,0.0,1.3137061807680617e-11
MAR00428,0.0,1.9713104237533874e-11
MAR00429,0.0,1.8796541867864204e-11
MAR00430,9.367783688445973e-17,1.313687011213864e-11
MAR00431,0.0,1.3137061807680617e-11
MAR00432,0.0,1.9373260050419655e-11
MAR00433,0.0,1.955933115158876e-11
MAR00434,9.367783688445973e-17,1.313687011213864e-11
MAR00435,0.0,1.3137061807680617e-11
MAR00436,0.0,1.9713104237533874e-11
MAR00437,0.0,1.955933115158876e-11
MAR00438,9.367783688445973e-17,1.313687011213864e-11
MAR00439,0.0,1.3137061807680617e-11
MAR00440,0.0,0.0
MAR00441,0.0,2.4901729297339596e-12
MAR00442,0.0,0.0
MAR00443,0.0,1000.0000000000003
MAR00444,-1000.0,1000.0
MAR00446,0.0,3.290161364730017e-11
MAR00447,0.0,0.0
MAR00448,0.0,2.792394417426051e-11
MAR00449,0.0,4.309575345692628e-11
MAR00450,0.0,7.174734872928202e-11
MAR00451,-1000.0,1000.0
MAR00452,-3.975312655052589e-12,2.7897687806012635e-11
MAR00453,-7.958220661377433e-12,2.6079380687261984e-11
MAR00454,0.0,10.000000000020588
MAR00455,-2.6182718785410606e-12,2.1285462682621255e-11
MAR00456,0.0,3.579958814044886e-11
MAR00457,0.0,4.2269401416498935e-11
MAR00458,0.0,2.8885252823062787e-11
MAR00459,0.0,3.655815936776687e-11
MAR00460,0.0,3.6558159367766864e-11
MAR00461,-2.4537820263517214e-12,3.5543119462438034e-11
MAR00462,-1.5837484877736113e-11,0.0
MAR00463,0.0,3.457420689830043e-11
MAR00465,-999.9999999999997,1000.0000000000257
MAR00466,0.0,0.0
MAR00467,0.0,0.0
MAR00468,0.0,0.0
MAR00469,0.0,2.7619504866595732e-11
MAR00470,0.0,0.0
MAR00471,0.0,0.0
MAR00472,0.0,0.0
MAR00473,0.0,0.0
MAR00474,0.0,0.0
MAR00475,0.0,0.0
MAR00476,0.0,2.2403847861043276e-11
MAR00477,0.0,0.0
MAR00479,0.0,2.1083783456791367e-11
MAR00480,0.0,0.0
MAR00481,0.0,2.1861932311406152e-11
MAR00484,0.0,0.0
MAR00485,-1.7426703413724306e-12,0.0
MAR00486,-3.631807795720211e-15,1.3459351315947027e-14
MAR00487,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00488,-1.2650240506622542e-13,3.9172994010993533e-13
MAR00489,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00490,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00491,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00492,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00493,-2.1115439041129354e-12,6.538650128150801e-12
MAR00494,0.0,6.450289991283898e-13
MAR00495,-3.8045836110142985e-15,1.1781351582253698e-14
MAR00496,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00497,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00498,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00499,-1.4248165623248544e-12,4.412116167554008e-12
MAR00500,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00501,-2.377864756883937e-13,7.363344738908561e-13
MAR00502,-1.4695204197542726e-12,4.550547048645489e-12
MAR00503,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00504,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00505,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00506,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00507,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00508,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00509,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00510,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00511,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00512,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00513,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00514,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00515,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00516,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00517,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00518,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00519,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00520,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00521,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00522,-7.989625583130025e-14,2.4740838322732757e-13
MAR00523,-2.3778647568839367e-14,7.36334473890856e-14
MAR00524,-1.0938177881666108e-13,3.387138579897938e-13
MAR00525,-1.1033292471941464e-13,3.4165919588535713e-13
MAR00526,-5.6117608262460896e-14,1.73774935838242e-13
MAR00527,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00528,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00529,-2.644185609654937e-13,8.188039349666318e-13
MAR00530,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00531,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00532,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00533,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00534,-1.821444403773095e-12,5.640322070003957e-12
MAR00535,-2.7583231179853657e-14,8.541479897133928e-14
MAR00536,-2.044963690920185e-13,6.33247647546136e-13
MAR00537,-1.0300910126821212e-12,3.1898009408951876e-12
MAR00538,-1.3316042638550043e-14,4.1234730537887924e-14
MAR00539,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00540,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00541,-3.614354430463583e-14,1.119228400314101e-13
MAR00542,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00543,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00544,-3.8045836110142985e-15,1.1781351582253696e-14
MAR00545,0.0,0.0
MAR00546,0.0,0.0
MAR00547,0.0,0.0
MAR00548,0.0,0.0
MAR00549,0.0,0.0
MAR00550,0.0,0.0
MAR00551,0.0,0.0
MAR00552,0.0,0.0
MAR00553,0.0,0.0
MAR00554,-4.980998967795051e-13,6.268895302445805e-12
MAR00555,0.0,0.0
MAR00556,0.0,0.0
MAR00557,0.0,0.0
MAR00558,0.0,0.0
MAR00559,0.0,0.0
MAR00560,0.0,0.0
MAR00561,0.0,0.0
MAR00578,0.0,8.460923217449143e-12
MAR00579,0.0,6.287301376063487e-12
MAR00580,0.0,6.287301376063489e-12
MAR00581,0.0,6.287301376063489e-12
MAR00582,0.0,0.0
MAR00584,0.0,0.0
MAR00586,0.0,0.0
MAR00587,0.0,0.0
MAR00588,0.0,3.42104093849861e-11
MAR00589,0.0,1.9954964869712064e-11
MAR00590,0.0,1.4444114208632811e-11
MAR00591,0.0,1.898219802885857e-11
MAR00592,0.0,2.104202808071057e-11
MAR00593,0.0,1.6553373477921922e-11
MAR00594,0.0,0.0
MAR00596,0.0,-6.523126626434434e-11
MAR00597,0.0,3.160131104662618e-11
MAR00598,0.0,2.1095386745538777e-11
MAR00599,0.0,3.2457622439797056e-11
MAR00600,0.0,2.780068011349223e-11
MAR00601,0.0,2.676445630675585e-11
MAR00602,0.0,0.0
MAR00604,0.0,1000.0000000000284
MAR00605,0.0,4.678536753082348e-11
MAR00610,0.0,2.725229890321859e-11
MAR00612,-5.065454010287744e-29,9.877397456039285e-13
MAR00613,0.0,0.0
MAR00614,0.0,2.9676423404044795e-11
MAR00615,0.0,3.137380271339995e-11
MAR00616,0.0,3.637543951301185e-11
MAR00622,0.0,7.060998430198728e-11
MAR00623,0.0,2.7369074995507266e-11
MAR00625,0.0,1000.0000000000233
MAR00627,0.0,4.0984000670302784e-11
MAR00629,0.0,2.9658673226149216e-11
MAR00630,0.0,7.638143437073947e-11
MAR00632,0.0,1.0831330616684554e-10
MAR00633,0.0,9.715070839119021e-11
MAR00634,0.0,9.470003635277661e-11
MAR00635,0.0,1.0445550253840847e-10
MAR00636,0.0,4.046532471373492e-11
MAR00638,0.0,1.9925335892364947e-11
MAR00640,0.0,1000.0
MAR00641,0.0,20.000000000023615
MAR00642,0.0,-3.9924851961841404e-12
MAR00643,0.0,2.244739085427763e-11
MAR00644,0.0,1.397593828450614e-11
MAR00645,0.0,2.9470316595410884e-11
MAR00646,0.0,1.4956037367906907e-11
MAR00647,0.0,3.171584278952938e-11
MAR00648,0.0,1.4782962732074724e-11
MAR00649,0.0,1.829277193519159e-11
MAR00651,0.0,1.4154643555393775e-11
MAR00652,0.0,0.0
MAR00653,0.0,1.828650545639208e-11
MAR00654,0.0,1.3083060872600236e-11
MAR00657,0.0,1.3083060872600236e-11
MAR00660,0.0,1.983978287152865e-11
MAR00663,0.0,1.3637514833618101e-11
MAR00664,0.0,0.0
MAR00665,0.0,2.534543888552121e-11
MAR00667,0.0,2.058938538046467e-11
MAR00668,-2.4749508870446718e-30,6.757392781797494e-12
MAR00669,0.0,1.1262770098568378e-11
MAR00670,0.0,1.4540111371467084e-11
MAR00671,0.0,1.1076132601969674e-11
MAR00672,0.0,1.3948724723873373e-11
MAR00673,0.0,2.293532549001008e-11
MAR00674,0.0,1.2746153367922043e-11
MAR00675,0.0,1.111632902584496e-11
MAR00676,0.0,1.5760880298300376e-11
MAR00677,0.0,1.6961772995026067e-11
MAR00678,0.0,1.9372211201941642e-11
MAR00679,0.0,1.3558517640099391e-11
MAR00680,0.0,1.8366191671954925e-11
MAR00681,0.0,1.9524847549764683e-11
MAR00682,0.0,1.8426214921112325e-11
MAR00683,0.0,1.7821312749212152e-11
MAR00684,0.0,1.8426214921112325e-11
MAR00685,0.0,0.0
MAR00686,0.0,0.0
MAR00687,0.0,0.0
MAR00688,0.0,0.0
MAR00689,0.0,0.0
MAR00690,0.0,0.0
MAR00691,0.0,0.0
MAR00692,0.0,0.0
MAR00703,0.0,0.0
MAR00705,0.0,0.0
MAR00706,0.0,0.0
MAR00707,0.0,0.0
MAR00708,0.0,0.0
MAR00709,0.0,1.4738030710162288e-11
MAR00710,-1000.0,1000.0
MAR00712,-1000.0,6.480149750132114e-12
MAR00713,0.0,1000.0
MAR00715,0.0,0.0
MAR00716,0.0,0.0
MAR00717,0.0,0.0
MAR00718,0.0,0.0
MAR00719,0.0,-8.325439430289896e-28
MAR00723,0.0,0.0
MAR00724,0.0,0.0
MAR00725,0.0,0.0
MAR00726,0.0,0.0
