indicator,iso3,year,value
GB.XPD.RSDV.GD.ZS,SVN,2006,1.54569
GB.XPD.RSDV.GD.ZS,SVN,2007,1.43261
GB.XPD.RSDV.GD.ZS,SVN,2008,1.63465
GB.XPD.RSDV.GD.ZS,SVN,2009,1.83331
GB.XPD.RSDV.GD.ZS,SVN,2010,2.06914
GB.XPD.RSDV.GD.ZS,SVN,2011,2.4311
GB.XPD.RSDV.GD.ZS,SVN,2012,2.58339
GB.XPD.RSDV.GD.ZS,SVN,2013,2.59426
GB.XPD.RSDV.GD.ZS,SVN,2014,2.38854
GB.XPD.RSDV.GD.ZS,SVN,2015,2.21611
GB.XPD.RSDV.GD.ZS,SVN,2016,2.02922
GB.XPD.RSDV.GD.ZS,SVN,2017,1.88219
GB.XPD.RSDV.GD.ZS,SVN,2018,1.96365
GB.XPD.RSDV.GD.ZS,SVN,2019,2.05725
GB.XPD.RSDV.GD.ZS,SVN,2020,2.15559
GB.XPD.RSDV.GD.ZS,SVN,2021,2.13847
GB.XPD.RSDV.GD.ZS,SVN,2022,2.1
GB.XPD.RSDV.GD.ZS,SVN,2023,2.13385
GB.XPD.RSDV.GD.ZS,SWE,1997,3.27265
GB.XPD.RSDV.GD.ZS,SWE,1999,3.37825
GB.XPD.RSDV.GD.ZS,SWE,2001,3.87215
GB.XPD.RSDV.GD.ZS,SWE,2003,3.5823
GB.XPD.RSDV.GD.ZS,SWE,2004,3.36628
GB.XPD.RSDV.GD.ZS,SWE,2005,3.3641
GB.XPD.RSDV.GD.ZS,SWE,2006,3.47963
GB.XPD.RSDV.GD.ZS,SWE,2007,3.24176
GB.XPD.RSDV.GD.ZS,SWE,2008,3.49083
GB.XPD.RSDV.GD.ZS,SWE,2009,3.41266
GB.XPD.RSDV.GD.ZS,SWE,2010,3.18756
GB.XPD.RSDV.GD.ZS,SWE,2011,3.20686
GB.XPD.RSDV.GD.ZS,SWE,2012,3.24636
GB.XPD.RSDV.GD.ZS,SWE,2013,3.27557
GB.XPD.RSDV.GD.ZS,SWE,2014,3.12457
GB.XPD.RSDV.GD.ZS,SWE,2015,3.24088
GB.XPD.RSDV.GD.ZS,SWE,2016,3.25643
GB.XPD.RSDV.GD.ZS,SWE,2017,3.39374
GB.XPD.RSDV.GD.ZS,SWE,2018,3.34602
GB.XPD.RSDV.GD.ZS,SWE,2019,3.39847
GB.XPD.RSDV.GD.ZS,SWE,2020,3.50181
GB.XPD.RSDV.GD.ZS,SWE,2021,3.41565
GB.XPD.RSDV.GD.ZS,SWE,2022,3.47239
GB.XPD.RSDV.GD.ZS,SWE,2023,3.59978
GB.XPD.RSDV.GD.ZS,TUR,1996,0.45159
GB.XPD.RSDV.GD.ZS,TUR,1997,0.49168
GB.XPD.RSDV.GD.ZS,TUR,1998,0.36198
GB.XPD.RSDV.GD.ZS,TUR,1999,0.45557
GB.XPD.RSDV.GD.ZS,TUR,2000,0.46558
GB.XPD.RSDV.GD.ZS,TUR,2001,0.52247
GB.XPD.RSDV.GD.ZS,TUR,2002,0.50904
GB.XPD.RSDV.GD.ZS,TUR,2003,0.46532
GB.XPD.RSDV.GD.ZS,TUR,2004,0.49713
GB.XPD.RSDV.GD.ZS,TUR,2005,0.56381
GB.XPD.RSDV.GD.ZS,TUR,2006,0.55292
GB.XPD.RSDV.GD.ZS,TUR,2007,0.68616
GB.XPD.RSDV.GD.ZS,TUR,2008,0.68741
GB.XPD.RSDV.GD.ZS,TUR,2009,0.80363
GB.XPD.RSDV.GD.ZS,TUR,2010,0.79369
GB.XPD.RSDV.GD.ZS,TUR,2011,0.79393
GB.XPD.RSDV.GD.ZS,TUR,2012,0.82595
GB.XPD.RSDV.GD.ZS,TUR,2013,0.81206
GB.XPD.RSDV.GD.ZS,TUR,2014,0.8564
GB.XPD.RSDV.GD.ZS,TUR,2015,0.96732
GB.XPD.RSDV.GD.ZS,TUR,2016,1.11979
GB.XPD.RSDV.GD.ZS,TUR,2017,1.17632
GB.XPD.RSDV.GD.ZS,TUR,2018,1.27093
GB.XPD.RSDV.GD.ZS,TUR,2019,1.3196
GB.XPD.RSDV.GD.ZS,TUR,2020,1.36748
GB.XPD.RSDV.GD.ZS,TUR,2021,1.40209
GB.XPD.RSDV.GD.ZS,TUR,2022,1.32342
GB.XPD.RSDV.GD.ZS,TUR,2023,1.42224
GB.XPD.RSDV.GD.ZS,USA,1996,2.45013
GB.XPD.RSDV.GD.ZS,USA,1997,2.47714
GB.XPD.RSDV.GD.ZS,USA,1998,2.49621
GB.XPD.RSDV.GD.ZS,USA,1999,2.54362
GB.XPD.RSDV.GD.ZS,USA,2000,2.61982
GB.XPD.RSDV.GD.ZS,USA,2001,2.63715
GB.XPD.RSDV.GD.ZS,USA,2002,2.54746
GB.XPD.RSDV.GD.ZS,USA,2003,2.55014
GB.XPD.RSDV.GD.ZS,USA,2004,2.48685
GB.XPD.RSDV.GD.ZS,USA,2005,2.50192
GB.XPD.RSDV.GD.ZS,USA,2006,2.54545
GB.XPD.RSDV.GD.ZS,USA,2007,2.61516
GB.XPD.RSDV.GD.ZS,USA,2008,2.74481
GB.XPD.RSDV.GD.ZS,USA,2009,2.7918
GB.XPD.RSDV.GD.ZS,USA,2010,2.71443
GB.XPD.RSDV.GD.ZS,USA,2011,2.73803
GB.XPD.RSDV.GD.ZS,USA,2012,2.67272
GB.XPD.RSDV.GD.ZS,USA,2013,2.69591
GB.XPD.RSDV.GD.ZS,USA,2014,2.70882
GB.XPD.RSDV.GD.ZS,USA,2015,2.77328
GB.XPD.RSDV.GD.ZS,USA,2016,2.83677
GB.XPD.RSDV.GD.ZS,USA,2017,2.88315
GB.XPD.RSDV.GD.ZS,USA,2018,2.98956
GB.XPD.RSDV.GD.ZS,USA,2019,3.14297
GB.XPD.RSDV.GD.ZS,USA,2020,3.41788
GB.XPD.RSDV.GD.ZS,USA,2021,3.4689
GB.XPD.RSDV.GD.ZS,USA,2022,3.48736
GB.XPD.RSDV.GD.ZS,USA,2023,3.44716
NW.HCA.TO,AUS,1995,6501250101923.27
NW.HCA.TO,AUS,1996,6604317378883.51
NW.HCA.TO,AUS,1997,6679274091444.52
NW.HCA.TO,AUS,1998,6820116895533.22
NW.HCA.TO,AUS,1999,6963676571290.15
NW.HCA.TO,AUS,2000,7159615389061.12
NW.HCA.TO,AUS,2001,7212357831522.37
NW.HCA.TO,AUS,2002,7327273005102.1
NW.HCA.TO,AUS,2003,7461367871321.78
NW.HCA.TO,AUS,2004,7574320968899.08
NW.HCA.TO,AUS,2005,7795257662978.0
NW.HCA.TO,AUS,2006,7961353058978.27
NW.HCA.TO,AUS,2007,8179718124620.58
NW.HCA.TO,AUS,2008,8378815043645.56
NW.HCA.TO,AUS,2009,8392176100409.12
NW.HCA.TO,AUS,2010,8550155645026.03
NW.HCA.TO,AUS,2011,8734839500558.4
NW.HCA.TO,AUS,2012,8861764187199.97
NW.HCA.TO,AUS,2013,8969439457509.07
NW.HCA.TO,AUS,2014,9066575569630.67
NW.HCA.TO,AUS,2015,9275938196692.95
NW.HCA.TO,AUS,2016,9464876603546.29
NW.HCA.TO,AUS,2017,9710983281998.28
NW.HCA.TO,AUS,2018,9958976334126.53
NW.HCA.TO,AUS,2019,10208594771996.4
NW.HCA.TO,AUS,2020,10459686253971.0
NW.HCA.TO,AUT,1995,1932661710666.4
NW.HCA.TO,AUT,1996,1906330186587.04
NW.HCA.TO,AUT,1997,1909841898925.49
NW.HCA.TO,AUT,1998,1929935004425.05
NW.HCA.TO,AUT,1999,1968363703684.26
NW.HCA.TO,AUT,2000,1976757848030.75
NW.HCA.TO,AUT,2001,1997253741404.34
NW.HCA.TO,AUT,2002,2019426433015.31
NW.HCA.TO,AUT,2003,2053422975232.45
NW.HCA.TO,AUT,2004,1987043022311.42
NW.HCA.TO,AUT,2005,2066308019923.93
NW.HCA.TO,AUT,2006,2119559765225.67
NW.HCA.TO,AUT,2007,2183728710912.98
NW.HCA.TO,AUT,2008,2229626840096.13
NW.HCA.TO,AUT,2009,2228698003839.16
NW.HCA.TO,AUT,2010,2259582463074.95
NW.HCA.TO,AUT,2011,2287867120531.07
NW.HCA.TO,AUT,2012,2310230626261.21
NW.HCA.TO,AUT,2013,2328466522193.5
NW.HCA.TO,AUT,2014,2338038545355.99
NW.HCA.TO,AUT,2015,2371004678306.51
NW.HCA.TO,AUT,2016,2414753670079.72
NW.HCA.TO,AUT,2017,2452033914215.98
NW.HCA.TO,AUT,2018,2489523705615.9
NW.HCA.TO,AUT,2019,2527003494995.42
NW.HCA.TO,AUT,2020,2564528489332.33
NW.HCA.TO,BEL,1995,2351299720399.19
NW.HCA.TO,BEL,1996,2364290636131.97
NW.HCA.TO,BEL,1997,2403011444284.62
NW.HCA.TO,BEL,1998,2429360309959.88
NW.HCA.TO,BEL,1999,2516425064445.76
NW.HCA.TO,BEL,2000,2617611927719.87
NW.HCA.TO,BEL,2001,2588888214230.25
NW.HCA.TO,BEL,2002,2612818284595.32
NW.HCA.TO,BEL,2003,2628379971683.32
NW.HCA.TO,BEL,2004,2704165669239.2
NW.HCA.TO,BEL,2005,2773199357321.74
NW.HCA.TO,BEL,2006,2792665158294.43
NW.HCA.TO,BEL,2007,2866950937961.32
NW.HCA.TO,BEL,2008,2910115286578.23
NW.HCA.TO,BEL,2009,2892045706344.67
NW.HCA.TO,BEL,2010,2935837446545.29
NW.HCA.TO,BEL,2011,2950240611273.88
NW.HCA.TO,BEL,2012,2965687984183.33
NW.HCA.TO,BEL,2013,2976980299673.1
NW.HCA.TO,BEL,2014,2993937437142.9
NW.HCA.TO,BEL,2015,3008739206673.62
NW.HCA.TO,BEL,2016,3045414762931.88
NW.HCA.TO,BEL,2017,3136654811689.77
NW.HCA.TO,BEL,2018,3228103816399.82
NW.HCA.TO,BEL,2019,3319883213902.16
NW.HCA.TO,BEL,2020,3411980757979.09
NW.HCA.TO,CAN,1995,8390716742500.4
NW.HCA.TO,CAN,1996,8516568355495.23
NW.HCA.TO,CAN,1997,8753057986600.57
NW.HCA.TO,CAN,1998,9015554017595.14
NW.HCA.TO,CAN,1999,9302447516786.7
NW.HCA.TO,CAN,2000,9589346524886.83
NW.HCA.TO,CAN,2001,9736781109336.7
NW.HCA.TO,CAN,2002,9994891935330.76
NW.HCA.TO,CAN,2003,10274726290980.7
NW.HCA.TO,CAN,2004,10480497396882.8
NW.HCA.TO,CAN,2005,10663067441593.2
NW.HCA.TO,CAN,2006,10875604598908.3
NW.HCA.TO,CAN,2007,11157258978309.0
NW.HCA.TO,CAN,2008,11362202663933.0
NW.HCA.TO,CAN,2009,11187828305468.8
NW.HCA.TO,CAN,2010,11392118317655.5
NW.HCA.TO,CAN,2011,11598636054779.7
NW.HCA.TO,CAN,2012,11747260259123.1
NW.HCA.TO,CAN,2013,11924118869398.2
NW.HCA.TO,CAN,2014,12009557521819.5
NW.HCA.TO,CAN,2015,12123034673364.7
NW.HCA.TO,CAN,2016,12233474794422.7
NW.HCA.TO,CAN,2017,12514086590323.0
NW.HCA.TO,CAN,2018,12795770267390.7
NW.HCA.TO,CAN,2019,13078531412372.6
NW.HCA.TO,CAN,2020,13362318426257.3
NW.HCA.TO,CHE,1995,4766591034154.61
NW.HCA.TO,CHE,1996,4796562318091.48
NW.HCA.TO,CHE,1997,4772196821265.14
NW.HCA.TO,CHE,1998,4862383788796.32
NW.HCA.TO,CHE,1999,4912063332244.38
NW.HCA.TO,CHE,2000,4944100290220.85
NW.HCA.TO,CHE,2001,5034803654456.42
NW.HCA.TO,CHE,2002,5057715155403.39
NW.HCA.TO,CHE,2003,5070707814385.66
NW.HCA.TO,CHE,2004,5079710895820.05
NW.HCA.TO,CHE,2005,5106052574685.71
NW.HCA.TO,CHE,2006,5222645535410.79
NW.HCA.TO,CHE,2007,5347320172203.39
NW.HCA.TO,CHE,2008,5486779408915.03
NW.HCA.TO,CHE,2009,5536091464523.2
NW.HCA.TO,CHE,2010,5492754852435.49
NW.HCA.TO,CHE,2011,5631852345935.38
NW.HCA.TO,CHE,2012,5704273455915.09
NW.HCA.TO,CHE,2013,5765738789703.0
NW.HCA.TO,CHE,2014,5868925495714.04
NW.HCA.TO,CHE,2015,5969239419126.24
NW.HCA.TO,CHE,2016,6073584665703.08
NW.HCA.TO,CHE,2017,6142874190324.37
NW.HCA.TO,CHE,2018,6212562622981.37
NW.HCA.TO,CHE,2019,6282556338549.07
NW.HCA.TO,CHE,2020,6352694571033.33
NW.HCA.TO,CHL,1995,1089543643607.73
NW.HCA.TO,CHL,1996,1095181322522.88
NW.HCA.TO,CHL,1997,1124899183747.25
NW.HCA.TO,CHL,1998,1152437741987.04
NW.HCA.TO,CHL,1999,1128825046018.48
NW.HCA.TO,CHL,2000,1149191554007.13
NW.HCA.TO,CHL,2001,1159901696830.81
NW.HCA.TO,CHL,2002,1180919556386.89
NW.HCA.TO,CHL,2003,1228354339453.5
NW.HCA.TO,CHL,2004,1263002133236.91
NW.HCA.TO,CHL,2005,1315007677654.81
NW.HCA.TO,CHL,2006,1380413811242.95
NW.HCA.TO,CHL,2007,1434929365763.44
NW.HCA.TO,CHL,2008,1484997202143.96
NW.HCA.TO,CHL,2009,1479735954809.3
NW.HCA.TO,CHL,2010,1570280883083.36
NW.HCA.TO,CHL,2011,1657561830361.15
NW.HCA.TO,CHL,2012,1695325127840.73
NW.HCA.TO,CHL,2013,1737338099938.9
NW.HCA.TO,CHL,2014,1768986107607.68
NW.HCA.TO,CHL,2015,1803345701611.21
NW.HCA.TO,CHL,2016,1829710833807.74
NW.HCA.TO,CHL,2017,1881514917320.29
NW.HCA.TO,CHL,2018,1933850894434.88
NW.HCA.TO,CHL,2019,1986725652706.57
NW.HCA.TO,CHL,2020,2040050444931.1
NW.HCA.TO,CHN,1995,50288425096309.0
NW.HCA.TO,CHN,1996,51658711337521.9
NW.HCA.TO,CHN,1997,53130936552535.5
NW.HCA.TO,CHN,1998,54660607438908.2
NW.HCA.TO,CHN,1999,56167942390601.2
NW.HCA.TO,CHN,2000,57759655347753.7
NW.HCA.TO,CHN,2001,58399234797472.0
NW.HCA.TO,CHN,2002,59177046658970.3
NW.HCA.TO,CHN,2003,59999724872220.3
NW.HCA.TO,CHN,2004,61068694478985.3
NW.HCA.TO,CHN,2005,62091972977873.5
NW.HCA.TO,CHN,2006,62850857620672.0
NW.HCA.TO,CHN,2007,63382080676940.4
NW.HCA.TO,CHN,2008,63597686134127.5
NW.HCA.TO,CHN,2009,63820769889808.6
NW.HCA.TO,CHN,2010,64213318285793.1
NW.HCA.TO,CHN,2011,65523117472945.6
NW.HCA.TO,CHN,2012,66474826242002.7
NW.HCA.TO,CHN,2013,67409391726340.9
NW.HCA.TO,CHN,2014,68238021202523.2
NW.HCA.TO,CHN,2015,68927757537923.9
NW.HCA.TO,CHN,2016,69616201161755.7
NW.HCA.TO,CHN,2017,70142411688877.2
NW.HCA.TO,CHN,2018,70671746360642.8
NW.HCA.TO,CHN,2019,71204245276159.2
NW.HCA.TO,CHN,2020,71733571906448.8
NW.HCA.TO,COL,1995,1102636081931.26
NW.HCA.TO,COL,1996,1104528570246.64
NW.HCA.TO,COL,1997,1143960072556.67
NW.HCA.TO,COL,1998,1144702812115.43
NW.HCA.TO,COL,1999,1103527739846.58
NW.HCA.TO,COL,2000,1137261801929.66
NW.HCA.TO,COL,2001,1257440358256.24
NW.HCA.TO,COL,2002,1288252636491.65
NW.HCA.TO,COL,2003,1369264087015.41
NW.HCA.TO,COL,2004,1387892937363.27
NW.HCA.TO,COL,2005,1446002681136.38
NW.HCA.TO,COL,2006,1475843817147.69
NW.HCA.TO,COL,2007,1501071806949.72
NW.HCA.TO,COL,2008,1553518141645.13
NW.HCA.TO,COL,2009,1660368585488.45
NW.HCA.TO,COL,2010,1756965875398.31
NW.HCA.TO,COL,2011,1848133739962.28
NW.HCA.TO,COL,2012,1939310555025.3
NW.HCA.TO,COL,2013,1999607208459.63
NW.HCA.TO,COL,2014,2069056859664.3
NW.HCA.TO,COL,2015,2142022372484.56
NW.HCA.TO,COL,2016,2179688578488.63
NW.HCA.TO,COL,2017,2239209471539.8
NW.HCA.TO,COL,2018,2293315709428.45
NW.HCA.TO,COL,2019,2348158262743.82
NW.HCA.TO,COL,2020,2403524270567.03
NW.HCA.TO,CRI,1995,234309041201.818
NW.HCA.TO,CRI,1996,231709275643.997
NW.HCA.TO,CRI,1997,252650020467.455
NW.HCA.TO,CRI,1998,271189647492.687
NW.HCA.TO,CRI,1999,279926757684.693
NW.HCA.TO,CRI,2000,288124154131.234
NW.HCA.TO,CRI,2001,309246815104.765
NW.HCA.TO,CRI,2002,317473122417.443
NW.HCA.TO,CRI,2003,330370818608.625
NW.HCA.TO,CRI,2004,334665106470.947
NW.HCA.TO,CRI,2005,360236431237.818
NW.HCA.TO,CRI,2006,369206235606.453
NW.HCA.TO,CRI,2007,387519036451.891
NW.HCA.TO,CRI,2008,392269423315.826
NW.HCA.TO,CRI,2009,383390786810.05
NW.HCA.TO,CRI,2010,376789713355.392
NW.HCA.TO,CRI,2011,388188143056.439
NW.HCA.TO,CRI,2012,427135089229.074
NW.HCA.TO,CRI,2013,437493605954.716
NW.HCA.TO,CRI,2014,449612620264.978
NW.HCA.TO,CRI,2015,450226131607.274
NW.HCA.TO,CRI,2016,422799579031.968
NW.HCA.TO,CRI,2017,449445108261.901
NW.HCA.TO,CRI,2018,476473475951.797
NW.HCA.TO,CRI,2019,504029059969.861
NW.HCA.TO,CRI,2020,532025341708.092
NW.HCA.TO,CZE,1995,1252535261969.54
NW.HCA.TO,CZE,1996,1269529799284.45
NW.HCA.TO,CZE,1997,1272175631318.78
NW.HCA.TO,CZE,1998,1268485322330.58
NW.HCA.TO,CZE,1999,1251934546742.51
NW.HCA.TO,CZE,2000,1255727819908.05
NW.HCA.TO,CZE,2001,1265629295232.76
NW.HCA.TO,CZE,2002,1285540625549.02
NW.HCA.TO,CZE,2003,1283271030674.39
NW.HCA.TO,CZE,2004,1277384629619.12
NW.HCA.TO,CZE,2005,1301437071695.05
NW.HCA.TO,CZE,2006,1318660026742.67
NW.HCA.TO,CZE,2007,1342065547744.72
NW.HCA.TO,CZE,2008,1357203548219.65
NW.HCA.TO,CZE,2009,1335466195317.79
NW.HCA.TO,CZE,2010,1325808559480.35
NW.HCA.TO,CZE,2011,1332055219882.43
NW.HCA.TO,CZE,2012,1337361314554.15
NW.HCA.TO,CZE,2013,1351298131304.75
NW.HCA.TO,CZE,2014,1363370217158.38
NW.HCA.TO,CZE,2015,1379901368479.7
NW.HCA.TO,CZE,2016,1406231195181.8
NW.HCA.TO,CZE,2017,1427992429142.41
NW.HCA.TO,CZE,2018,1449793862842.67
NW.HCA.TO,CZE,2019,1471636028654.21
NW.HCA.TO,CZE,2020,1493515544489.43
NW.HCA.TO,DEU,1995,24413219107656.4
NW.HCA.TO,DEU,1996,24307241617376.9
NW.HCA.TO,DEU,1997,24186351355492.1
NW.HCA.TO,DEU,1998,24333339995262.7
NW.HCA.TO,DEU,1999,24733623775821.3
NW.HCA.TO,DEU,2000,24913534506607.2
NW.HCA.TO,DEU,2001,24970810543038.1
NW.HCA.TO,DEU,2002,24734788386752.5
NW.HCA.TO,DEU,2003,24443270048506.9
NW.HCA.TO,DEU,2004,24084603815083.2
NW.HCA.TO,DEU,2005,24729941523863.0
NW.HCA.TO,DEU,2006,25304204154324.3
NW.HCA.TO,DEU,2007,25943270768879.6
NW.HCA.TO,DEU,2008,26432270436984.6
NW.HCA.TO,DEU,2009,26486889324805.3
NW.HCA.TO,DEU,2010,26808286088774.1
NW.HCA.TO,DEU,2011,27543160594375.8
NW.HCA.TO,DEU,2012,27770832928421.9
NW.HCA.TO,DEU,2013,28005337200261.3
NW.HCA.TO,DEU,2014,28194263220098.7
NW.HCA.TO,DEU,2015,28266063823050.1
NW.HCA.TO,DEU,2016,28879006461506.4
NW.HCA.TO,DEU,2017,29162033399585.0
NW.HCA.TO,DEU,2018,29445935483127.1
NW.HCA.TO,DEU,2019,29730155541604.6
NW.HCA.TO,DEU,2020,30014665053976.2
NW.HCA.TO,DNK,1995,2284102651329.8
NW.HCA.TO,DNK,1996,2324215069504.69
NW.HCA.TO,DNK,1997,2385695045738.77
NW.HCA.TO,DNK,1998,2402033022261.78
NW.HCA.TO,DNK,1999,2439635522125.24
NW.HCA.TO,DNK,2000,2464598555542.04
NW.HCA.TO,DNK,2001,2474119896145.23
NW.HCA.TO,DNK,2002,2504646370957.14
NW.HCA.TO,DNK,2003,2487307478851.26
NW.HCA.TO,DNK,2004,2528525181516.31
NW.HCA.TO,DNK,2005,2549042961316.86
NW.HCA.TO,DNK,2006,2607849870114.97
NW.HCA.TO,DNK,2007,2626204496274.01
NW.HCA.TO,DNK,2008,2630850187549.73
NW.HCA.TO,DNK,2009,2553896242475.59
NW.HCA.TO,DNK,2010,2509446695984.29
NW.HCA.TO,DNK,2011,2522111138648.77
NW.HCA.TO,DNK,2012,2522092712032.13
NW.HCA.TO,DNK,2013,2527767409972.27
NW.HCA.TO,DNK,2014,2565591253808.77
NW.HCA.TO,DNK,2015,2619150824961.46
NW.HCA.TO,DNK,2016,2672652633514.5
NW.HCA.TO,DNK,2017,2712033668156.93
NW.HCA.TO,DNK,2018,2751740568896.73
NW.HCA.TO,DNK,2019,2791775456512.67
NW.HCA.TO,DNK,2020,2832068675665.56
NW.HCA.TO,ESP,1995,4254811904782.35
NW.HCA.TO,ESP,1996,4395556441362.88
NW.HCA.TO,ESP,1997,4600414889845.3
NW.HCA.TO,ESP,1998,4822187925916.04
NW.HCA.TO,ESP,1999,5143295983285.05
NW.HCA.TO,ESP,2000,5442427457053.93
NW.HCA.TO,ESP,2001,5651486502493.37
NW.HCA.TO,ESP,2002,5882011661527.0
NW.HCA.TO,ESP,2003,6146149550069.73
NW.HCA.TO,ESP,2004,6407424992015.41
NW.HCA.TO,ESP,2005,6831665629522.27
NW.HCA.TO,ESP,2006,7145294953528.03
NW.HCA.TO,ESP,2007,7408212582536.27
NW.HCA.TO,ESP,2008,7405133911098.29
NW.HCA.TO,ESP,2009,6947289043602.44
NW.HCA.TO,ESP,2010,6850227405786.07
NW.HCA.TO,ESP,2011,6784382596136.21
NW.HCA.TO,ESP,2012,6535701099588.17
NW.HCA.TO,ESP,2013,6402106617813.69
NW.HCA.TO,ESP,2014,6523559738460.7
NW.HCA.TO,ESP,2015,6761487529835.35
NW.HCA.TO,ESP,2016,7002395461723.65
NW.HCA.TO,ESP,2017,7239192539630.89
NW.HCA.TO,ESP,2018,7478971197693.95
NW.HCA.TO,ESP,2019,7721762296016.18
NW.HCA.TO,ESP,2020,7967208443861.48
NW.HCA.TO,EST,1995,141733878645.603
NW.HCA.TO,EST,1996,141282528267.435
NW.HCA.TO,EST,1997,143142501815.658
NW.HCA.TO,EST,1998,143978567912.552
NW.HCA.TO,EST,1999,140754536113.622
NW.HCA.TO,EST,2000,140561827873.221
NW.HCA.TO,EST,2001,139485890495.345
NW.HCA.TO,EST,2002,142361241469.842
NW.HCA.TO,EST,2003,145575505367.814
NW.HCA.TO,EST,2004,148139763066.199
NW.HCA.TO,EST,2005,151353591382.891
NW.HCA.TO,EST,2006,160688938592.739
NW.HCA.TO,EST,2007,163477955144.061
NW.HCA.TO,EST,2008,164178352016.862
NW.HCA.TO,EST,2009,148872932064.641
NW.HCA.TO,EST,2010,142903413412.632
NW.HCA.TO,EST,2011,152616785038.929
NW.HCA.TO,EST,2012,156735392303.827
NW.HCA.TO,EST,2013,159353010062.921
NW.HCA.TO,EST,2014,161457648333.746
NW.HCA.TO,EST,2015,165763180231.048
NW.HCA.TO,EST,2016,167973485582.806
NW.HCA.TO,EST,2017,172519665498.173
NW.HCA.TO,EST,2018,177121199523.02
NW.HCA.TO,EST,2019,181779136972.335
NW.HCA.TO,EST,2020,186480279242.461
NW.HCA.TO,FIN,1995,1018868404915.55
NW.HCA.TO,FIN,1996,1038550665608.29
NW.HCA.TO,FIN,1997,1072858938502.7
NW.HCA.TO,FIN,1998,1108250628852.45
NW.HCA.TO,FIN,1999,1152700860131.71
NW.HCA.TO,FIN,2000,1174009774503.39
NW.HCA.TO,FIN,2001,1203355749651.87
NW.HCA.TO,FIN,2002,1214247965051.25
NW.HCA.TO,FIN,2003,1222349794035.14
NW.HCA.TO,FIN,2004,1227940963476.63
NW.HCA.TO,FIN,2005,1272548915933.12
NW.HCA.TO,FIN,2006,1303496798507.82
NW.HCA.TO,FIN,2007,1337376165149.34
NW.HCA.TO,FIN,2008,1367808111312.72
NW.HCA.TO,FIN,2009,1332731600293.99
NW.HCA.TO,FIN,2010,1334440446973.22
NW.HCA.TO,FIN,2011,1358816459499.96
NW.HCA.TO,FIN,2012,1370753436591.12
NW.HCA.TO,FIN,2013,1363387667069.65
NW.HCA.TO,FIN,2014,1365645985381.33
NW.HCA.TO,FIN,2015,1367208978244.88
NW.HCA.TO,FIN,2016,1381031221784.01
NW.HCA.TO,FIN,2017,1402383595768.69
NW.HCA.TO,FIN,2018,1423927448233.37
NW.HCA.TO,FIN,2019,1445663396324.97
NW.HCA.TO,FIN,2020,1467549115626.84
NW.HCA.TO,FRA,1995,15302981484604.8
NW.HCA.TO,FRA,1996,15443477728750.3
NW.HCA.TO,FRA,1997,15465546840685.3
NW.HCA.TO,FRA,1998,15696246327589.3
NW.HCA.TO,FRA,1999,15933289886595.0
NW.HCA.TO,FRA,2000,16384737899985.5
NW.HCA.TO,FRA,2001,16822155664412.4
NW.HCA.TO,FRA,2002,17065770430184.0
NW.HCA.TO,FRA,2003,17544010985210.9
NW.HCA.TO,FRA,2004,17608312044531.9
NW.HCA.TO,FRA,2005,17906148151605.3
NW.HCA.TO,FRA,2006,18114353689119.2
NW.HCA.TO,FRA,2007,18539433685597.3
NW.HCA.TO,FRA,2008,18912722352246.8
NW.HCA.TO,FRA,2009,18839947396036.5
NW.HCA.TO,FRA,2010,18995864537575.0
NW.HCA.TO,FRA,2011,19139484202999.0
NW.HCA.TO,FRA,2012,19287086671993.7
NW.HCA.TO,FRA,2013,19358918689923.1
NW.HCA.TO,FRA,2014,19364181676043.3
NW.HCA.TO,FRA,2015,19518980453721.0
NW.HCA.TO,FRA,2016,19718594362552.7
NW.HCA.TO,FRA,2017,20004408137583.8
NW.HCA.TO,FRA,2018,20292254388987.1
NW.HCA.TO,FRA,2019,20582189966372.1
NW.HCA.TO,FRA,2020,20873962675048.1
NW.HCA.TO,GBR,1995,14006509085141.5
NW.HCA.TO,GBR,1996,14266244878742.2
NW.HCA.TO,GBR,1997,14673457292328.1
NW.HCA.TO,GBR,1998,14994042656855.1
NW.HCA.TO,GBR,1999,15181056554258.9
NW.HCA.TO,GBR,2000,15543506960110.7
NW.HCA.TO,GBR,2001,15772591877380.1
NW.HCA.TO,GBR,2002,15953072951978.1
NW.HCA.TO,GBR,2003,16230524302168.7
NW.HCA.TO,GBR,2004,16484294978281.5
NW.HCA.TO,GBR,2005,16789971615209.3
NW.HCA.TO,GBR,2006,17039361709246.8
NW.HCA.TO,GBR,2007,17266798800835.7
NW.HCA.TO,GBR,2008,17504359302638.4
NW.HCA.TO,GBR,2009,17297258965304.5
NW.HCA.TO,GBR,2010,17436263734402.0
NW.HCA.TO,GBR,2011,17566514178202.3
NW.HCA.TO,GBR,2012,17824921959834.0
NW.HCA.TO,GBR,2013,18095698180735.7
NW.HCA.TO,GBR,2014,18557410742127.7
NW.HCA.TO,GBR,2015,18896802440003.5
NW.HCA.TO,GBR,2016,19196347933785.6
NW.HCA.TO,GBR,2017,19413025958743.8
NW.HCA.TO,GBR,2018,19629900174707.2
NW.HCA.TO,GBR,2019,19848029555479.9
NW.HCA.TO,GBR,2020,20066489823925.8
NW.HCA.TO,GRC,1995,816420717707.635
