dialogue_id,shape,cluster,n_turns,mean_value,linear_z,quadratic_z,donation_ee
20180807-045406_433_live,inverted_u,0.0,10,12.5,1.779056939831387,-1.7259507625229873,0.0
20180807-052301_924_live,inverted_u,3.0,10,48.3,6.925228973156243,-8.070594214809779,2.0
20180807-052510_771_live,inverted_u,1.0,10,5.8,4.9798882557012565,-5.375313625881009,0.0
20180807-052536_131_live,inverted_u,3.0,11,33.18181818181818,8.423997389901547,-8.352921620476401,0.0
20180807-054926_223_live,inverted_u,3.0,10,20.8,8.567363188856579,-7.5849922897760065,0.0
20180807-060826_638_live,inverted_u,1.0,10,17.3,6.242761449561189,-5.378848337301831,0.0
20180807-070049_381_live,inverted_u,3.0,11,21.0,9.140213528887092,-9.465953700339968,0.1
20180807-070744_909_live,inverted_u,3.0,11,15.818181818181818,6.335031270590096,-7.3893679116413615,1.0
20180807-081912_387_live,inverted_u,1.0,10,8.2,6.525069687837651,-5.540153508541403,0.0
20180807-094907_712_live,inverted_u,1.0,10,24.0,4.842628245955837,-6.052290519390986,0.0
20180807-101812_237_live,inverted_u,3.0,10,18.5,9.35204745526695,-8.574978680206401,1.0
20180807-103432_350_live,inverted_u,3.0,13,28.846153846153847,7.787220903405062,-6.888913103209546,0.0
20180807-110023_918_live,inverted_u,1.0,14,10.928571428571429,6.342769860648382,-6.500100683529299,0.01
20180807-114219_318_live,inverted_u,1.0,11,8.0,5.239817605816736,-4.158585401441854,0.0
20180807-114503_772_live,inverted_u,1.0,11,34.09090909090909,6.308707890965473,-5.617531961363291,0.0
20180807-114750_102_live,inverted_u,0.0,10,19.0,2.0755015869188536,-0.03478494279752257,0.0
20180807-120710_327_live,u_shape,2.0,11,17.454545454545453,-2.0372880033727467,4.561552564283912,0.0
20180807-120949_23_live,inverted_u,1.0,11,19.818181818181817,4.871332486617446,-3.642669806080144,0.75
20180807-193534_716_live,inverted_u,1.0,10,21.3,5.8116287224316,-6.786033538168633,0.5
20180807-200337_482_live,inverted_u,1.0,12,15.0,4.660741068154044,-3.204259484355903,0.0
20180807-203024_672_live,inverted_u,1.0,10,19.3,3.2003447187237377,-4.044719551865626,1.0
20180807-204441_24_live,inverted_u,3.0,10,26.3,7.586459417084245,-6.5388140400265025,0.5
20180807-210436_738_live,inverted_u,1.0,11,12.909090909090908,3.8509977702854647,-4.161804902354951,0.0
20180807-210743_128_live,inverted_u,3.0,11,30.272727272727273,8.097319132497297,-7.661826052066412,0.0
20180807-212225_748_live,inverted_u,3.0,10,18.3,9.843188306407312,-8.618445526137753,0.25
20180807-213738_534_live,inverted_u,1.0,11,19.181818181818183,4.830282093614156,-4.5229721398605625,0.0
20180807-224801_326_live,u_shape,2.0,10,23.7,-1.607892107892108,1.1463536463536463,2.0
20180807-230112_344_live,u_shape,2.0,11,10.636363636363637,-2.618626211646885,2.719641466102105,0.0
20180807-232845_932_live,inverted_u,1.0,10,25.9,6.038612837458555,-6.4220510199494605,0.0
20180808-001810_178_live,inverted_u,3.0,10,23.5,10.065480447949055,-9.24164691230868,0.0
20180808-004203_194_live,inverted_u,1.0,11,7.545454545454546,6.746512958145848,-6.217108520786315,0.0
20180808-005248_38_live,inverted_u,3.0,14,10.357142857142858,7.68021769679573,-7.5190622326655365,0.0
20180808-011341_389_live,inverted_u,0.0,15,26.933333333333334,2.1094276583523808,-2.692249948498339,0.5
20180808-011921_673_live,inverted_u,3.0,10,22.7,7.793110682709555,-6.209470120345277,1.0
20180808-013755_350_live,inverted_u,1.0,11,31.09090909090909,5.569795653323303,-4.2606225442667816,2.0
20180808-015530_429_live,inverted_u,1.0,10,47.8,5.292964792950581,-4.358279171656957,0.6
20180808-015735_783_live,inverted_u,0.0,12,13.916666666666666,3.5302659953357978,-1.0432929260741217,2.0
20180808-020257_457_live,inverted_u,1.0,10,25.1,4.570047320335937,-2.673928344477054,1.0
20180808-021732_428_live,inverted_u,1.0,10,17.4,6.521094827613243,-4.084069433970539,0.0
20180808-022005_838_live,inverted_u,3.0,10,22.8,6.885107161331897,-7.608014263791807,0.0
20180808-022730_384_live,inverted_u,0.0,11,17.818181818181817,3.2721074784039135,-2.992051461598311,0.0
20180808-024552_152_live,inverted_u,1.0,11,24.09090909090909,5.448896159795406,-3.9464903843922734,0.0
20180808-030338_328_live,u_shape,2.0,11,22.545454545454547,-8.656131203030935,6.804851164398536,0.0
20180808-030454_242_live,inverted_u,1.0,11,26.454545454545453,5.902628953778676,-4.396455144332171,0.25
20180808-032041_562_live,inverted_u,0.0,10,16.2,3.234127698820009,-3.417211158129215,0.0
20180808-032124_114_live,inverted_u,1.0,10,37.5,6.195577956442797,-4.642418778165807,0.0
20180808-032354_369_live,u_shape,2.0,11,16.09090909090909,-0.1967699046431567,0.9813960331329497,0.0
20180808-032545_201_live,inverted_u,3.0,10,12.1,9.298611264120662,-9.652714366086446,0.0
20180808-033451_555_live,inverted_u,1.0,10,8.4,5.87784754565585,-6.471663240876015,0.5
20180808-034352_717_live,inverted_u,3.0,10,30.5,9.140115657112897,-7.6050495605569015,0.1
20180808-034448_815_live,u_shape,2.0,11,25.363636363636363,-1.7893720517052198,1.7978710786223433,0.0
20180808-035431_488_live,inverted_u,0.0,10,23.5,3.7640637861852793,-2.0877476912405166,0.1
20180808-035715_390_live,inverted_u,1.0,10,27.2,5.956583899176192,-4.754337607599347,0.0
20180808-040435_931_live,u_shape,2.0,11,14.272727272727273,-1.879360521691945,2.377966374385726,0.0
20180808-042339_620_live,u_shape,2.0,10,16.0,-2.0020671288547307,2.615424322129559,0.0
20180808-043445_804_live,inverted_u,3.0,11,19.454545454545453,9.267673859397043,-8.579363761079572,0.5
20180808-045404_162_live,inverted_u,0.0,10,9.1,1.761829275891342,-1.6370979997220436,0.0
20180808-050533_601_live,inverted_u,0.0,11,28.363636363636363,0.42823525248077876,-1.9465238749126157,0.0
20180808-052501_689_live,u_shape,2.0,10,20.9,-3.54458674874931,3.4602508848882345,10.0
20180808-061420_905_live,inverted_u,3.0,10,27.0,9.204580133518066,-8.090099812963585,0.0
20180808-062753_12_live,inverted_u,1.0,10,19.4,5.311521743283961,-5.799408489200858,0.0
20180808-063034_444_live,increasing,2.0,10,18.1,0.193499413275769,2.1902234202073205,0.0
20180808-064212_144_live,u_shape,2.0,10,12.3,-6.635457835315358,5.175657111545981,0.0
20180808-064649_236_live,inverted_u,1.0,10,9.9,4.939948176791361,-5.987972262742504,0.0
20180808-065307_529_live,inverted_u,0.0,10,12.8,3.352589259654199,-3.1743785348885276,0.0
20180808-070517_921_live,u_shape,2.0,10,12.4,-9.692705266074604,9.418706530637873,2.0
20180808-073516_16_live,inverted_u,1.0,10,9.8,6.414892464151315,-5.279359456272644,0.0
20180808-073746_228_live,inverted_u,0.0,10,27.7,2.4793345887899005,-0.16017395253787206,0.5
20180808-074917_388_live,inverted_u,3.0,12,30.0,8.936496162243403,-8.386210678055265,0.0
20180808-075748_956_live,inverted_u,1.0,10,18.5,3.248234402536877,-4.213341741649828,0.0
20180808-075816_12_live,inverted_u,1.0,11,28.363636363636363,5.373121148109896,-6.4326806864260115,0.0
20180808-081317_142_live,inverted_u,1.0,11,13.363636363636363,4.426857891013212,-4.0819344315474515,0.0
20180823-020508_596_live,inverted_u,3.0,10,12.7,7.183307212835836,-6.041238890500264,0.0
20180823-020542_443_live,inverted_u,3.0,10,5.1,7.071216697207293,-6.194689240104126,0.0
20180823-021414_711_live,inverted_u,0.0,10,15.8,1.8736061136156774,-2.1518214065887693,0.2
20180823-021454_370_live,inverted_u,1.0,10,5.6,3.9724880382775107,-3.7141148325358846,0.0
20180823-022522_183_live,inverted_u,3.0,11,38.81818181818182,9.168767329300136,-9.639525329658335,0.3
20180823-023349_326_live,inverted_u,3.0,11,40.27272727272727,7.619262158404833,-6.315331871910393,0.2
20180824-015242_301_live,inverted_u,0.0,11,9.363636363636363,1.3602184281957896,-0.14927770283097164,0.0
20180824-015542_821_live,inverted_u,1.0,10,5.6,5.664428659991738,-5.296944185344529,0.0
20180824-020237_732_live,inverted_u,3.0,10,8.7,7.953965063372194,-7.943731592721344,0.0
20180824-020419_695_live,decreasing,0.0,11,12.454545454545455,-0.6432922603246328,-0.5758370616716608,0.85
20180824-022557_24_live,decreasing,0.0,10,17.5,-0.773882350010785,-1.0664376628976573,0.0
20180824-022709_450_live,inverted_u,0.0,10,12.0,0.7490745790298887,-1.0354102542904593,0.0
20180824-023730_85_live,u_shape,2.0,10,14.4,-0.042352366956057666,2.900216432860399,0.0
20180824-024455_408_live,inverted_u,0.0,10,4.8,2.5070568701676863,-2.0569821445274843,0.0
20180824-025834_522_live,inverted_u,3.0,10,30.3,7.33432928943989,-5.875374272097007,0.0
20180824-031232_169_live,inverted_u,0.0,10,38.7,1.90731362340495,-2.234163463424454,0.02
20180824-120314_637_live,inverted_u,1.0,10,10.9,4.6818452606784655,-4.692822623540549,0.15
20180824-120504_474_live,u_shape,2.0,10,22.8,-2.5775836145511017,2.5383435214656416,0.0
20180824-121026_498_live,inverted_u,0.0,10,18.5,1.0560821946556602,-1.4048799837162445,0.0
20180824-121207_770_live,inverted_u,1.0,10,11.5,4.391455472127751,-4.775749718480319,0.0
20180824-121457_149_live,inverted_u,3.0,10,31.4,8.425122741934079,-8.078142139949668,0.0
20180824-121720_619_live,inverted_u,3.0,11,17.0,7.1742877106120355,-6.108611620512307,0.15
20180824-121933_745_live,inverted_u,3.0,10,17.2,8.286043208982814,-8.128401483247115,0.0
20180824-121958_772_live,inverted_u,0.0,11,31.09090909090909,3.7986140498095855,-1.8566466701181084,0.0
20180824-122020_491_live,inverted_u,0.0,11,20.545454545454547,2.8791678009132116,-3.3035807650867026,0.15
20180824-122128_891_live,u_shape,2.0,10,10.1,-0.8809572813434,2.6214720720137614,0.0
20180824-122144_159_live,inverted_u,3.0,10,39.0,8.508887770765755,-7.896680618395573,1.0
20180824-122300_862_live,u_shape,2.0,10,11.2,-1.7784424907593956,0.7209901989565121,0.0
20180824-122416_255_live,inverted_u,1.0,11,21.181818181818183,6.591198951368996,-5.05489617409709,0.25
20180824-122513_936_live,inverted_u,1.0,10,37.1,6.196497630608898,-5.279134427442652,0.2
20180824-122531_924_live,inverted_u,1.0,10,23.1,5.8929534848719065,-4.990736831268077,0.25
20180824-122741_281_live,inverted_u,1.0,10,32.0,4.706737163819987,-4.495867176171652,0.5
20180824-122747_679_live,inverted_u,1.0,11,20.272727272727273,5.9460074972972174,-5.400760505806728,0.0
20180824-122919_69_live,increasing,0.0,10,5.7,0.7596374539388926,0.0771640754565421,0.0
20180824-123012_292_live,u_shape,2.0,10,13.3,-5.89020840650521,4.130060750345702,0.8
20180824-123136_997_live,inverted_u,1.0,10,32.4,4.058673450928558,-4.706748645720587,0.15
20180824-123946_581_live,inverted_u,1.0,10,13.9,5.695313976040501,-5.346782939954574,0.5
20180824-124214_397_live,inverted_u,0.0,10,13.9,0.33184018510414676,-0.30475119040176724,30.0
20180824-124301_523_live,inverted_u,1.0,10,11.3,6.738453336418532,-6.009971894643556,0.0
20180824-125336_572_live,u_shape,2.0,11,20.09090909090909,-0.7108719680047458,0.7108719680047456,0.29
20180824-130121_505_live,u_shape,2.0,11,11.818181818181818,-0.3582887789474824,2.2393048684217733,0.5
20180824-130122_363_live,increasing,0.0,11,22.727272727272727,0.21221256672586203,0.4277913605511371,0.0
20180824-130244_446_live,u_shape,2.0,10,22.1,-2.4141384992655524,0.35157356785420646,0.2
20180824-130402_610_live,inverted_u,3.0,10,22.1,7.822745038078542,-7.863318006979994,0.1
20180824-130913_64_live,inverted_u,1.0,10,23.5,4.95381715857273,-3.325598036648546,0.5
20180824-131145_239_live,inverted_u,1.0,11,25.636363636363637,5.563220583248639,-5.8775517465095755,0.15
20180824-131621_775_live,inverted_u,3.0,11,43.18181818181818,7.760069027351607,-6.365908624112388,0.0
20180825-042845_49_live,inverted_u,0.0,10,19.1,0.6185958250014919,-0.988087578490755,0.3
20180825-043229_970_live,inverted_u,1.0,10,23.3,4.16528587432095,-4.906321057211442,0.0
20180825-043341_782_live,increasing,2.0,10,12.7,0.15011593836351858,1.8123753534132288,0.1
20180825-043516_619_live,inverted_u,3.0,11,24.181818181818183,8.59004675707368,-7.578647638626575,0.0
20180825-044048_639_live,inverted_u,3.0,10,14.5,6.525235909836439,-6.873297862184077,0.05
20180825-044252_786_live,inverted_u,1.0,11,22.90909090909091,5.482908419098919,-5.503252194985595,0.05
20180825-044358_663_live,inverted_u,0.0,10,40.3,2.0153069659093705,-3.4926634668150425,0.0
20180825-044613_233_live,inverted_u,1.0,11,22.636363636363637,4.400397561434703,-3.0563557063643545,0.5
20180825-045559_409_live,inverted_u,1.0,10,17.8,5.649388079903584,-4.275502695050531,0.0
20180825-050306_247_live,inverted_u,3.0,10,14.2,8.118421204489751,-6.955243089255463,0.0
20180825-051212_932_live,inverted_u,1.0,10,15.7,5.992654226037839,-4.387739161200327,7.0
20180825-051455_889_live,inverted_u,3.0,10,6.3,8.111390499003837,-7.925303703451106,0.0
20180825-051852_679_live,inverted_u,3.0,10,12.2,6.93578557477039,-6.679404395936465,0.0
20180825-051947_478_live,inverted_u,1.0,10,8.7,4.683263360755372,-5.203625956394859,0.0
20180825-052611_640_live,decreasing,0.0,10,12.9,-0.7727039233506222,-0.5026129330598671,0.0
20180825-053544_897_live,inverted_u,1.0,10,25.7,6.136465689800805,-5.393184771272704,0.0
20180825-053711_81_live,inverted_u,3.0,11,23.90909090909091,7.430885748171163,-7.632820724532477,1.0
20180825-054948_621_live,inverted_u,3.0,10,25.1,9.335739937095358,-8.914261836097825,0.3
20180825-055034_34_live,inverted_u,0.0,11,21.545454545454547,2.4600368285325316,-3.5738460757014825,0.0
20180825-055321_232_live,inverted_u,1.0,11,8.0,6.139029321143762,-6.834350163906413,0.1
20180825-055427_625_live,inverted_u,0.0,10,40.0,1.9585646363522693,-3.812352266825025,0.3
20180825-060055_854_live,inverted_u,0.0,10,14.8,0.7736480470757027,-3.3402497290542254e-15,0.2
20180825-060212_445_live,inverted_u,1.0,10,21.2,5.125312159114807,-6.123759356900412,0.1
20180825-060251_387_live,inverted_u,3.0,10,24.0,8.392580167664828,-7.056684162792619,0.15
20180825-060648_863_live,inverted_u,3.0,10,38.4,6.7068155963666385,-6.811682739573823,2.0
20180825-061105_792_live,inverted_u,3.0,10,56.8,9.875516914722407,-8.230049679164987,0.15
20180825-062128_451_live,inverted_u,0.0,10,27.2,4.0402788186891545,-2.3292397830731533,0.5
20180825-062219_874_live,inverted_u,3.0,10,9.6,9.24032245816182,-8.586140337230013,0.0
20180825-063009_943_live,inverted_u,0.0,10,17.0,0.5342322912780755,-2.3143068806839953,0.0
20180825-063117_677_live,u_shape,2.0,10,14.3,-0.04338722588511929,2.307411558435835,0.2
20180825-063753_619_live,inverted_u,1.0,11,12.454545454545455,6.938731472290061,-5.950682505742514,0.1
20180825-064001_264_live,inverted_u,1.0,11,20.90909090909091,4.56588375678388,-4.296489707593907,0.2
20180825-064038_102_live,inverted_u,0.0,10,24.8,3.6779358463493574,-1.4630952938196624,0.0
20180825-064811_939_live,decreasing,0.0,10,13.9,-0.3688354735303018,-1.727351652053683,0.05
20180825-064838_945_live,inverted_u,3.0,10,11.9,10.007211001525107,-8.757337482846541,0.0
20180825-065106_23_live,inverted_u,3.0,10,19.9,8.155575551736785,-6.855810564102166,0.1
20180825-065411_526_live,u_shape,2.0,10,16.0,-1.9018167747847723,2.839205137711866,0.1
20180825-070515_947_live,u_shape,2.0,10,14.4,-0.3478223298417508,1.8570175237313675,0.25
20180825-070857_925_live,u_shape,2.0,11,23.09090909090909,-2.0157561099970116,3.334124509988166,0.0
20180825-070900_49_live,inverted_u,1.0,10,27.4,5.292672867094025,-3.1416770698056213,0.25
20180825-071316_761_live,inverted_u,3.0,10,15.3,9.197257610604296,-8.35153277284758,0.0
20180825-071459_643_live,inverted_u,1.0,10,19.9,3.1470821795138373,-4.927046948776053,0.15
20180825-071727_819_live,inverted_u,3.0,10,19.8,7.492883902482226,-7.551251060437296,0.15
20180825-071757_571_live,inverted_u,1.0,10,10.6,6.247847796654542,-5.524208755056501,0.15
20180825-073030_73_live,inverted_u,0.0,10,19.2,3.198062797361761,-1.4081489812258248,0.05
20180825-073559_995_live,inverted_u,3.0,10,25.2,9.94604287541794,-8.365452766096446,0.0
20180825-073629_433_live,inverted_u,0.0,10,13.8,1.5024189997147215,-0.7570328293136181,0.0
20180825-073809_134_live,u_shape,2.0,10,6.6,-5.94475771001386,5.158674045879796,0.0
20180825-073813_141_live,inverted_u,1.0,10,29.5,3.0759414583583795,-4.720542263077164,0.0
20180825-074318_984_live,inverted_u,1.0,10,17.1,5.2682188274242225,-4.760438699479719,0.3
20180825-075451_984_live,inverted_u,0.0,11,15.545454545454545,2.8304959706010706,-2.3795848142699225,0.1
20180825-075611_866_live,inverted_u,0.0,10,26.7,2.430990398058209,-3.0298512702445763,0.05
20180825-075627_48_live,inverted_u,1.0,10,11.7,5.687168413162783,-7.0849599745343275,0.0
20180825-075630_493_live,inverted_u,3.0,10,17.1,6.768968146332765,-7.185256836039835,1.0
20180825-075647_663_live,inverted_u,1.0,11,13.454545454545455,6.126550150223228,-5.980363487202715,0.0
20180825-075658_709_live,u_shape,2.0,11,19.818181818181817,-1.214526492369361,1.9474914600674866,0.0
20180825-075835_273_live,inverted_u,1.0,10,22.2,6.927965736309594,-6.022818251143476,0.0
20180825-075844_569_live,inverted_u,0.0,11,23.0,3.7353312231837266,-3.201890113081922,0.25
20180825-075913_208_live,u_shape,2.0,11,24.454545454545453,-0.23435280408954104,1.7353103528624536,0.0
20180825-080131_220_live,inverted_u,1.0,10,20.0,3.1695760244365543,-3.902137259237386,0.15
20180825-080436_824_live,inverted_u,1.0,11,23.272727272727273,5.785324849795786,-4.909950769710294,10.0
20180825-080452_233_live,inverted_u,1.0,10,9.6,5.841942148760331,-4.6022727272727275,0.0
20180825-080802_964_live,inverted_u,3.0,11,27.90909090909091,6.951814668538993,-6.840881455743155,1.0
20180825-081402_621_live,inverted_u,1.0,10,17.8,4.878371616912932,-5.622185276192092,0.3
20180825-081502_364_live,inverted_u,0.0,11,18.09090909090909,3.770980606014801,-2.367962703933942,0.0
20180825-081646_781_live,inverted_u,1.0,10,4.4,5.248412281058709,-4.368283957724573,9.0
20180825-081859_875_live,inverted_u,3.0,10,28.1,7.3296534008162775,-7.037258169916388,0.1
20180825-082635_438_live,inverted_u,1.0,10,46.4,5.806162527848869,-4.71724498471139,0.15
20180825-083430_379_live,u_shape,2.0,10,21.1,-0.081505625745707,1.1908289475834077,0.0
20180825-083745_516_live,inverted_u,1.0,10,19.1,5.838577377178226,-6.20496583606998,0.15
20180825-084254_215_live,inverted_u,0.0,11,27.09090909090909,3.5847853182854186,-2.867185147679321,1.0
20180825-084657_775_live,inverted_u,0.0,10,13.6,1.9867901644964896,-0.1504299900207667,0.0
20180825-085214_779_live,inverted_u,0.0,10,14.3,2.514472928733544,-1.7304833426656605,0.0
20180825-085709_930_live,inverted_u,0.0,10,19.6,3.4230168678767225,-3.5156090401269817,0.1
20180825-085908_923_live,inverted_u,3.0,11,14.909090909090908,8.679166826293248,-9.484085593220454,0.0
20180825-090032_956_live,inverted_u,1.0,10,28.7,4.72829949062209,-3.360941922252642,0.0
20180825-090251_7_live,inverted_u,1.0,10,21.8,5.803771619339478,-6.053442491894042,0.0
20180825-090446_585_live,u_shape,2.0,10,26.7,-0.9527613853305386,1.0147754399970232,0.0
20180825-091558_618_live,inverted_u,0.0,11,16.181818181818183,2.569458478003523,-1.6537243815390672,0.0
20180825-092012_333_live,inverted_u,0.0,10,6.2,1.7714544450573486,-1.5837506627996165,0.0
20180825-093236_414_live,inverted_u,0.0,10,9.1,1.2284946572788469,-2.032918205105566,0.0
20180825-094831_466_live,inverted_u,1.0,10,6.1,5.530031012189115,-4.632687830439061,0.0
20180825-100043_534_live,inverted_u,1.0,11,10.454545454545455,5.780176671010954,-5.390292366038821,0.1
20180825-102556_172_live,u_shape,2.0,11,13.454545454545455,-2.269064545316945,0.2966651441393075,1.0
