species,horizon,HG_h
5290,1,0.004288742510105692
5290,2,0.006578288006991895
5290,3,0.004630157834154658
5290,5,0.0018284416648612911
5330,1,0.009799613000011087
5330,2,-0.0019058457520391148
5330,3,0.027179264441101747
5330,5,0.030081389762194988
540,1,0.008673483770505697
540,2,-0.004530531209192334
540,3,-0.009286442479928159
540,5,-0.003161105868021208
5400,1,0.012593142970652504
5400,2,0.000846063538687436
5400,3,-6.490648607093696e-05
5400,5,0.0008848225319166847
5420,1,0.006062261016581583
5420,2,0.004520005162822027
5420,3,-0.005151128434753627
5420,5,-0.0014592512573576855
5460,1,0.01965903318500084
5460,2,0.008392708866657106
5460,3,0.00499524079761593
5460,5,0.0033255374715516206
5580,1,-0.007197293006848904
5580,2,-0.004106671620710767
5580,3,-0.004220325040300121
5580,5,0.0012125641537549248
5600,1,0.02127876336902501
5600,2,0.0029985041924629474
5600,3,0.007514260185190191
5600,5,-0.00029798164624583734
5630,1,0.0052629152931675804
5630,2,0.006888058360621008
5630,3,0.005148150132357143
5630,5,-0.00015142973777293456
5670,1,0.0024967788697547455
5670,2,0.004180180241905362
5670,3,-0.001584219962192046
5670,5,0.0017906774277536286
5810,1,0.011985868294238422
5810,2,0.004222170424759142
5810,3,0.0012298312056411298
5810,5,-0.0022485130981346746
5830,1,0.012694610952687979
5830,2,0.004002283336908441
5830,3,0.0018848778813955747
5830,5,0.003426247613662614
5840,1,0.008456918292484739
5840,2,-0.00046571581407395257
5840,3,-0.0002807279339995805
5840,5,0.0015267579935394071
5870,1,0.008645168922768565
5870,2,-0.007376613039545399
5870,3,0.00041511931867610485
5870,5,-0.021859359535772116
5930,1,0.01428400129560925
5930,2,-0.00022962408944970925
5930,3,0.006337994314583928
5930,5,-0.0019472096867532152
5950,1,0.007638673237547633
5950,2,0.0037191097698867637
5950,3,-0.00648550199570197
5950,5,0.012469830771191348
5970,1,0.025814236086887266
5970,2,0.011849781215406918
5970,3,0.0014715212162390578
5970,5,0.0076335050959916995
5980,1,0.0017487393825041941
5980,2,-0.004627115876602139
5980,3,-0.0024162645918466286
5980,5,0.00047224383113275703
6080,1,-0.003637059003395837
6080,2,-0.0004183929192240754
6080,3,-0.0008099101776350981
6080,5,0.02575645387158576
6110,1,0.03607020084225865
6110,2,-0.028828833978890245
6110,3,0.002303251776852866
6110,5,-0.0005148454674555047
6120,1,-0.008063137171940404
6120,2,0.0010209666233209624
6120,3,0.00026691903444464593
6120,5,-0.004616579985676106
6130,1,0.008194898827369235
6130,2,-0.0021043528088691144
6130,3,-0.002343479705552154
6130,5,0.005995449259271757
6140,1,0.011483248861806183
6140,2,-0.006448883859282439
6140,3,-0.003647125078850344
6140,5,7.267410078022853e+18
6170,1,0.005997147147273618
6170,2,0.02657705625284934
6170,3,-0.0009450826830563752
6170,5,0.0187548386005284
6190,1,0.009592250529106838
6190,2,0.006200223499971513
6190,3,0.0025177330287848854
6190,5,0.00410256722389013
6240,1,0.01276227117632378
6240,2,0.004807036164281908
6240,3,-0.004802630891079129
6240,5,0.00010701166308768606
6270,1,0.0036513076946054213
6270,2,-0.0003063540368548612
6270,3,-0.0014689306091129062
6270,5,-0.00030393990826049766
6280,1,0.01873525064872128
6280,2,0.00691256751605307
6280,3,0.002351999636132085
6280,5,-0.0007976092835553228
6290,1,0.019863773546307195
6290,2,0.0058166152201333254
6290,3,0.002841669457781637
6290,5,0.002308658583211054
6310,1,0.041808425194792
6310,2,0.013462469685195377
6310,3,0.001426736862423006
6310,5,0.0026991650049428273
6360,1,0.02807441762615548
6360,2,0.011245146783632087
6360,3,0.008057311817289525
6360,5,0.002729191881868598
6450,1,1.3547747635088023e+22
6450,2,-6.621054254959338e+21
6450,3,-2.398487611437283e+22
6450,5,5.694669301139871e+21
6480,1,0.08691856497631867
6480,2,0.034821642881686765
6480,3,0.018429094042741845
6480,5,0.0004361988089229829
6520,1,-0.003630079721329338
6520,2,0.0031605642922825083
6520,3,-0.011071110257534933
6520,5,0.007060249711213107
6550,1,0.04515728075720493
6550,2,0.015106003766845788
6550,3,0.004598461315592939
6550,5,-0.011705521899786575
6590,1,0.024396141998318077
6590,2,0.013621288795737208
6590,3,0.006997870839302034
6590,5,0.0031839161840616637
6670,1,0.03457375698346099
6670,2,0.01140665252341111
6670,3,0.0035865150818623626
6670,5,0.0031725848014743097
6710,1,0.019620910269754654
6710,2,0.03027139236057752
6710,3,0.009603579431706977
6710,5,-0.00496736291553268
6740,1,0.01942587847809385
6740,2,0.010873852552103824
6740,3,0.0033416583582543957
6740,5,-0.0018840603714318505
6750,1,0.0035579762159408945
6750,2,0.00677280742260622
6750,3,0.08208678714830542
6750,5,0.0008841466344273741
6810,1,0.014671693702458799
6810,2,0.0034088575074582295
6810,3,0.0033729242793483216
6810,5,-0.0037188098489833177
6830,1,0.00011504300524300959
6830,2,0.005762290874815945
6830,3,-0.02766023614540125
6830,5,0.0029601241123401456
6850,1,0.003623585825118125
6850,2,0.0032592058638484245
6850,3,-0.01151814173925736
6850,5,-0.0034277729427523163
6870,1,0.03981130984426484
6870,2,0.017054192845532334
6870,3,0.010247288628714157
6870,5,-0.00152366809440041
6882,1,-0.021419222700012064
6882,2,0.004119090505757539
6882,3,-0.010705421619683353
6882,5,0.012154394350663122
70,1,0.005937377142093636
70,2,-0.0022933754173848353
70,3,0.0038787705460148203
70,5,0.0028515623972895643
7030,1,-0.0008427912910538016
7030,2,-0.011127059640574588
7030,3,-0.003075587903592636
7030,5,0.005837948917726932
7040,1,0.011529924020708071
7040,2,0.01759054118832315
7040,3,0.009063312752870756
7040,5,-0.012047427170197689
7050,1,0.0041260317079853115
7050,2,0.006522837406721882
7050,3,0.002988338461795248
7050,5,-0.003510658309612058
7180,1,0.03550143470084044
7180,2,0.0004644258189623329
7180,3,-0.00045216223989208437
7180,5,-0.006221639268314538
7210,1,0.022877162105802595
7210,2,0.008973563282424268
7210,3,0.004184094074041189
7210,5,0.0027178128678324587
7280,1,-0.003501772657531488
7280,2,-0.003766047794324212
7280,3,-0.0016520841069775916
7280,5,0.0075416993164367785
7310,1,0.02997100295547861
7310,2,0.009411553135919237
7310,3,0.004181557510719025
7310,5,-0.004022068014170932
7350,1,0.005705899424827798
7350,2,0.0003517425072558922
7350,3,-0.003395009092953316
7350,5,0.0021305340554337304
7360,1,0.019067849364001743
7360,2,0.0028821458653225385
7360,3,-0.0041155749128523045
7360,5,0.004727940520194207
7480,1,0.018800156826796477
7480,2,0.004207678374977153
7480,3,-0.0029258288488314133
7480,5,-0.0030700120341529136
7490,1,0.028196491705584914
7490,2,0.005893782704998074
7490,3,0.007976117856317133
7490,5,-0.0005199634805308495
7510,1,0.027716867076803986
7510,2,0.011345968358607239
7510,3,0.0126101460933854
7510,5,0.010120457864089882
7550,1,-0.007621455682566447
7550,2,0.0007786716400470794
7550,3,-7.688650326498347e-05
7550,5,-0.015850745145157608
7560,1,0.015464974234457363
7560,2,0.007051538404312052
7560,3,0.003064170775816999
7560,5,-0.0008182978992874457
7580,1,0.009857696641608515
7580,2,0.004683817438217552
7580,3,0.0029429504977727117
7580,5,-6.332550946175353e-05
7590,1,-0.003668812018068124
7590,2,9.870671256440033e-05
7590,3,-0.0007388899685467631
7590,5,-0.002612356345484068
7610,1,0.008995839470535394
7610,2,-0.0017359392107758609
7610,3,-0.0073514049633367495
7610,5,-0.00013062761854321092
7660,1,0.0012910766707372456
7660,2,0.0030444674036023134
7660,3,0.003579818671381574
7660,5,0.00791070187004883
