species,HG_A,HG_B,HG_C,HG_D,HG_A_8Bstyle,n_years,n_routes
5011,0.5077937120218957,0.04301596361259774,0.523020060822647,0.010624938597975975,0.8534960281473114,32,1400
5060,0.2613368367841894,0.050910564244435186,0.2626040510899461,0.01599121691304739,0.5551969063223182,29,1620
5070,0.24499388999123917,0.02607524672560413,0.2563535515478911,0.010316680994604588,0.5039365681852296,29,1654
5100,0.40042987883691217,0.013833170654820037,0.41396354412646563,-0.003238647706902853,0.5978781081096276,32,1116
5110,0.39732664767684434,0.0573906892696856,0.40862713651998883,-0.024335027893303662,0.6064944159900053,30,2532
5170,0.18905872330919293,0.007156381594926042,0.2037300526828385,0.001273828655457665,0.39336782241768586,29,957
5190,0.4974906878534301,0.022710879915509352,0.5177398765979222,0.004073782258900094,0.7125169988136015,31,2490
5290,0.2091068253802918,0.029647753571603097,0.21358536863130717,-0.0009889417000849,0.47873949174037367,31,2476
5330,0.0528038975242614,-0.0008604815750983263,0.049056470038813305,0.00749976161504784,0.09307173368186994,30,989
540,0.15630574728511915,0.00806616002496785,0.175735694973573,0.004628862522268573,0.18392364502457204,29,872
5400,0.4049997916832936,0.046425776156980736,0.3759611688634804,0.010108619752633552,0.7531806464951123,32,1456
5420,0.47900340156551435,0.073815717695484,0.4849706708722519,0.011621262783561348,0.814610018732418,31,1722
5460,0.4174604007843046,0.08013778609515754,0.43285698745590817,0.012518831834681277,0.6430402087955915,30,1549
5580,0.39125744171811416,0.0344203927882476,0.5825601622079746,-0.005858835201608015,0.815345006371286,29,676
5600,0.24797342117901688,0.051882491454124824,0.25528964582810154,0.019107587046563457,0.6659131154844087,31,2762
5630,0.3077244081360144,0.04368532848657647,0.3240866610520786,0.0048660471235326686,0.6661570905347797,30,1596
5670,0.4519790751737499,0.018649772140478915,0.6348994397648104,0.0045099061267928064,0.7591053162949768,28,633
5810,0.32375759834665585,0.039805436848912135,0.3294404773701223,0.01233112042873663,0.8027675073622095,31,2421
5830,0.3895098018125358,0.009441737740405909,0.4165118464207943,0.007131198661417537,0.6854677532388839,30,667
5840,0.2509784198936782,0.021056655400464752,0.26752285103375995,0.004100493238793357,0.5373071688470941,28,875
5870,0.4209394532965136,0.06130005365169533,0.49835044211139834,-0.010238195336499833,0.7822955187849538,30,1551
5930,0.3155720535375558,0.04060904388258646,0.3326442257628266,0.013393360314637892,0.760607169083737,30,1917
5950,0.17043356728489456,0.023720311898061897,0.31258952747202196,0.0003290074483492944,0.3913454245528639,29,1277
5970,0.27649232721425343,0.04135193828869199,0.3621992374462508,0.012953455919376022,0.5789708176624637,29,1383
5980,0.3182194510487638,0.048623402726210685,0.33882892877192905,0.0010658806207641813,0.7673009961275705,30,1951
6080,0.2769417885189551,0.01530739965963146,0.28661512895940844,-0.001812662664492093,0.5853390721297971,28,1324
6110,0.2559403905050648,0.04061139753714982,0.26695825508868,0.02842940358321866,0.3819310914761527,29,1606
6120,0.49224001492695024,0.0017266449549199203,0.5115143138108375,-0.005663610920901618,0.5825925328172297,32,2333
6130,0.23932621669743837,0.031473132246035984,0.24056722008990328,0.0053465550181392985,0.48779756549973485,32,3094
6140,0.20802060765816144,0.02559523169649991,-0.01689702368582957,0.015363996370700739,0.3377659844301658,31,2479
6170,-0.20008876901247874,-0.03664544132401759,-0.11711135536034578,0.022804410155999988,-0.20672541540088263,31,2363
6190,0.10892213797666328,0.012304399417448986,0.10716371345520181,0.0060145628340085855,0.23728613601227655,31,2118
6240,0.4267170850551377,0.03258933602512293,0.45354159911628555,0.011451487900202784,0.8295346223330647,31,2289
6270,0.4739424365477928,0.018435169461410994,0.5039405367883224,6.707016824569756e-05,0.7940614703439176,31,2127
6280,0.1398011806775581,0.015820899296550728,0.1310331923305016,0.0068679875894221976,0.3414548368914915,30,1427
6290,0.23403561923434446,0.026139753904026675,0.2394977872890529,0.01260236185977237,0.48622646293787875,29,786
6310,0.3204311322513421,0.061350014811446196,0.32628344798706466,0.03862290669109436,0.6775756353396161,29,1089
6360,0.19073501693665307,0.03612415034441785,0.20492130684498444,0.01928398419684063,0.44685759818741044,29,1267
6450,0.3739159208038797,0.01982091809925579,0.3790338206231477,0.005106031665840782,0.7047413225780036,29,743
6480,0.3966902019440711,0.08416470647470331,0.4007216972257308,0.07470983227062789,0.6783542112300174,29,1353
6520,0.4316937111878618,0.03243461257405933,0.4343691739940819,0.001220928588161585,0.7698923338966275,31,2516
6550,0.3959696264823722,0.024915840220459784,1.4280542085793817,0.045356249016972106,0.6999369705839387,29,734
6590,0.3069156174189899,0.04520644310412958,0.3299674149791709,0.02398419406862351,0.6827565745263987,29,830
6670,0.30907480308245916,0.07959311113838674,0.30676423458269886,0.0323747747524451,0.6587165733305765,29,733
6710,0.3230944492177408,0.051497840091345726,0.3440905368462782,0.01784362012435381,0.6639366526966366,29,1127
6740,0.38952280983189747,0.025435471907187424,0.4082289619102848,0.017547952594404004,0.8088833583826901,30,1404
6750,0.5108620538987764,0.010411114498808272,0.5094349382849616,0.003924206461257351,0.740930338030076,31,773
6810,0.3126280564836883,0.031834576041629425,0.3228836011676075,0.008888477249552107,0.7355869840503976,31,2809
6830,0.3821324506260322,0.061236156699083,0.4023605476438702,-0.012140107768709663,0.7666998113632681,29,1450
6850,0.49636671956561684,0.01333341547677025,0.5124375978418092,-0.006752715526816111,0.7700968034834066,29,738
6870,0.36738643191509546,0.04848557410991783,0.37557473607467107,0.03120555839318906,0.6872759584536245,29,1484
6882,0.618956272804289,0.05232233692079502,0.6270360131476563,-0.013448439267738088,0.7183587527133859,31,2710
70,0.08595390667457026,-0.00025236865968758515,0.09159423430340086,0.002160149807666656,0.1996026835504211,31,659
7030,0.36097833348620934,0.04157804920051078,0.3841023460097228,-0.015015423902938974,0.7472630741251441,29,1955
7040,0.48177307123583435,0.02378320479339935,0.5043730815420294,0.004266517516276824,0.8146260568321759,30,2248
7050,0.16534865375253127,0.015009361308468305,0.16897087032056324,-0.0070929626699380854,0.3940131171221466,30,2074
7180,0.3358440385876593,0.07315459206232111,0.3478919194180111,0.03885314050038302,0.6883115550160888,29,1406
7210,0.31026692756937146,0.041064896500170533,0.3173131974169183,0.0190793880637794,0.7031815839819032,31,2296
7280,0.30619628241257424,0.021379053641429335,0.34374673462849115,-0.005588385077144098,0.5979173632863557,30,1290
7310,0.20352038332436462,0.04653630133172926,0.20760406687536115,0.026469915931314758,0.5535662575991667,30,1511
7350,0.19188743242785544,0.017130992119559818,0.1989527728227728,0.0006673658647444736,0.45774848366372245,31,1736
7360,0.19662505289494536,0.044962912149767664,0.2033334757949251,0.017893119918388933,0.4307765356659786,29,987
7480,0.20901335493285955,0.023893652450138636,0.23859769305974687,0.006285575703119717,0.42606536051720123,30,808
7490,0.3358667789679881,0.03799708378890343,0.34095507530006186,0.026866125393857132,0.6715147462727036,31,827
7510,0.2611844555613084,0.07192530999672708,0.3217474696043946,0.032557679017796604,0.5633131655401821,29,1709
7550,0.3152272260577146,0.03750173946655999,0.32122008210629605,5.975747314446167e-05,0.6564639131522512,30,1605
7560,0.2826412427169601,0.02241392261732389,0.2932734796175859,0.01277615570540791,0.6264187927801586,31,986
7580,0.4265191509415661,0.015380104620648982,0.5162681877737412,0.008690212101972516,0.8117765825679956,31,876
7590,0.4287861661963054,0.017999743757435294,0.5326491817557055,-0.01043134237832577,0.7124164524907358,31,1189
7610,0.3297552663014285,0.03672949793285207,0.3376170217368437,0.005281241195868813,0.8050242223122904,32,3092
7660,0.2388017462876183,0.03216111117561915,0.2437263327286513,0.005354698449845485,0.515267011243647,29,2020
