species,n_routes,n_years,M0,M1,M2,M3,M5,M5b,M6,M6b,HG,HG_lo,HG_hi,EG,HG_lagenv,HG_lagenv2,M1_nodemean,M3_nodemean
6130,3094,32,0.0,-0.0056413574844167425,0.00624639001959737,-0.000294802466277444,-0.005752421204125557,-0.007881666972471946,-0.0002236972198159659,-0.0022002485761134505,0.0053465550181392985,-0.00022485856720502045,0.01255077015913255,-0.006541192485874814,0.0055287239843095914,0.005681418396358495,0.5032181808107109,0.7437854009006142
6140,2479,31,0.0,0.002956189747199134,0.015127966935600923,0.018320186117899873,-0.017436830983173834,-0.0012132631428174445,-0.0024277733796338463,0.013523817626209467,0.015363996370700739,-0.0037753321019551173,0.018165140138387423,0.00319221918229895,0.015009057603539988,0.014737080769026911,0.3468653888115084,0.32996836512567884
6170,2363,31,0.0,-0.008688298866448063,0.01856494352079041,0.014116111289551925,-0.023659617189915938,-0.040390173406073426,0.002614987667371227,-0.00853090238433718,0.022804410155999988,-1.9172304283491857,-0.08804299658257864,-0.0044488322312384865,0.026274604857287165,0.031859271021736246,-0.017460391546217036,-0.13457174690656282
6190,2118,31,0.0,-0.004400388937499722,0.005991705508047063,0.0016141738965088637,-0.014269470607231272,-0.018088723062747336,-0.006685357283886528,-0.011035233720331883,0.0060145628340085855,-0.0001851435390628946,0.01454429033274143,-0.004377531611538199,0.007584113323344743,0.007053489342415453,0.5212220568306538,0.6283857702858556
6240,2289,31,0.0,-0.004283702712918114,0.011363192751666085,0.00716778518728467,-0.0055649163319211326,-0.004640901833921518,0.005346958822906922,0.006479169518109673,0.011451487900202784,0.0017322976332499185,0.02096983629205967,-0.004195407564381415,0.010911875154828055,0.011120071352031191,0.4600372642115621,0.9135788633278477
6270,2127,31,0.0,-0.0023325264629261433,-0.00028540182428038463,-0.0022654562946804457,-0.004511793892538973,-0.01161043329704281,-0.004472050700650598,-0.011630831235735606,6.707016824569756e-05,-0.004475660674213027,0.0075655385669865915,-0.001980054470400061,3.974319188837505e-05,-2.0397938692795492e-05,0.363320333978542,0.8672608707668644
6280,1427,30,0.0,-0.04600787258355443,0.005164989329951353,-0.039139884994132235,-0.06674234912914945,-0.053795700650823175,-0.056525096503604155,-0.04506799761526881,0.0068679875894221976,-0.0019197500079892842,0.01349292773868054,-0.04430487432408359,0.010217252625545292,0.008727703035554368,0.5593945317816752,0.6904277241121768
6290,786,29,0.0,-0.004292931543657508,0.011685810639629146,0.008309430316114863,-0.025445962441476455,-0.04589172495395433,-0.014088697290912,-0.036038539992467866,0.01260236185977237,0.001971769744390518,0.024334983537568147,-0.003376380323514283,0.011357265150564455,0.00985318496148646,0.5047428746306841,0.744240661919737
6310,1089,29,0.0,0.0023695489444974793,0.03282479459687282,0.04099245563559184,-0.0020633332760240375,-0.004767102650825361,0.03729772660705977,0.03457637236496369,0.03862290669109436,0.011519132187198886,0.05744163123719406,0.00816766103871902,0.039361059883083804,0.03934347501578905,0.5261351010999497,0.8524185490870143
6360,1267,29,0.0,-0.05200212075617161,0.018909492494892377,-0.03271813655933098,-0.07440535631296896,-0.12412791550219016,-0.05389784742120107,-0.10267865862311698,0.01928398419684063,0.006476871486584379,0.027710258639619616,-0.051627629054223356,0.02050750889176789,0.021449256879073175,0.5175676247584506,0.7224889316034351
