species,n_routes,n_years,M1,M3,M5,M5b,M6,M6b,HG,HG_lagenv,HG_lagenv2,HG_lo,HG_hi
3870,1768,29,-0.0083696917560558,-0.0023245125479411,-0.0172884182774055,-0.026422849867735,-0.0107671838928429,-0.0199436801530328,0.0060451792081146,0.0065212343845626,0.0064791697147021,0.0014435632885487,0.0113043534261936
3930,2515,31,-0.005651666817626,-0.002868258629697,-0.0117274436451701,-0.0203444206510623,-0.0095012011553456,-0.0185655465562126,0.0027834081879289,0.0022262424898245,0.0017788740948496,-0.0119025858197394,0.0126033660109985
3940,2636,30,-0.0163427407939174,-0.0067136641537948,-0.0151390576332102,-0.0509261748695899,0.0031560859057843,-0.0538126446049345,0.0096290766401225,0.0182951435389945,-0.0028864697353445,0.0040087806863332,0.0145469070921234
4020,816,29,-0.0112374017149585,-0.0153576741208845,-0.0176614375092201,-0.0944529962149958,-0.0197162724998167,-0.091275746846094,-0.0041202724059259,-0.0020548349905966,0.0031772493689017,-0.0085079821786421,0.0048217723407723
4050,2112,31,-0.0087022741248297,-0.013022154820047,-0.0124175323840101,-0.0246119819738923,-0.0172111375901435,-0.029567869454752,-0.0043198806952173,-0.0047936052061334,-0.0049558874808597,-0.0110212170870658,0.0071581792589762
4090,1676,29,-0.0185570334118732,-0.0439778952019316,-0.0885997534435996,-0.0075289356775321,-0.0913289822151837,-0.0051922715789247,-0.0254208617900584,-0.0027292287715841,0.0023366640986073,-0.0540210776134313,0.0210905104425224
4120,2234,29,-0.0069597367382341,-0.0007919271753209,-0.0080134239122484,-0.0089456382025592,-0.0013301202078574,-0.0019456424627832,0.0061678095629131,0.0066833037043909,0.0069999957397759,0.0007502088386589,0.0104579021462204
4130,861,30,-0.0119883034672456,-0.0035759664245704,-0.0197757666663453,-0.0180285814927325,-0.0110016889595934,-0.0062442748833684,0.0084123370426751,0.0087740777067519,0.0117843066093641,-0.0029126526669721,0.0166886748176411
4200,1647,32,-0.0040301861435652,-0.006118683689575,-0.0064560833317683,-0.0131926407709039,-0.008629506678303,-0.0153750335538724,-0.0020884975460098,-0.0021734233465346,-0.0021823927829685,-0.0117485642216357,0.0080832804092236
4230,1910,30,-0.0250977910505292,-0.0187059494597978,-0.0448890849513574,-0.1094456308232214,-0.0434688974937786,-0.0981413717797152,0.0063918415907313,0.0014201874575787,0.0113042590435061,-0.0008478439220843,0.0192279264905009
4280,1829,29,-0.0017136723957207,0.0007208245420989,-0.0033009390387168,-0.0116212407538507,-0.0007114700979011,-0.0094146813934696,0.0024344969378197,0.0025894689408156,0.002206559360381,-0.0059093936185593,0.0104540237748214
4440,2515,30,-0.002318798871659,-0.0044706676445305,-0.0109349808632148,-0.00751459569379,-0.0134335383610726,-0.0113488356490281,-0.0021518687728714,-0.0024985574978577,-0.003834239955238,-0.0095787784503668,0.0057775104867302
4520,2004,30,-0.0106569784946128,-0.0088406089880734,-0.0162104108283314,-0.0208374209762085,-0.0179541686800213,-0.0026025677259444,0.0018163695065394,-0.0017437578516898,0.018234853250264,-0.0053854959441734,0.0156558854012702
4560,1970,30,-0.0157089197463968,-0.0091329824785801,-0.0477413677839158,-0.0944024262873308,-0.041754853877401,-0.1058828091680676,0.0065759372678166,0.0059865139065147,-0.0114803828807368,-0.0010771905196407,0.0122608789336759
4590,859,31,-0.0123834342506155,-0.0072215460576539,-0.0147969143322852,-0.071714025648373,-0.0093250752985092,-0.0647871702271307,0.0051618881929615,0.005471839033776,0.0069268554212422,-0.0014236396131213,0.0154205722586185
4610,1905,30,-0.0010871416162938,0.0108548393830297,-0.0030316585303249,-0.0138389662648701,0.0098161998665213,2.5285972098387788e-06,0.0119419809993236,0.0128478583968463,0.0138414948620799,0.0029147060970542,0.0179518356701929
4620,962,30,-0.0012305479458181,0.0066217731211413,-0.0109450778362114,-0.0132563189408088,-0.0022064132309278,-0.0055045159211011,0.0078523210669594,0.0087386646052836,0.0077518030197076,0.0005532286038879,0.015177629905794
4650,998,29,-0.0036690185079546,0.0207992456356733,-0.0191430961543837,-0.1414127132961915,0.0058378166911193,-0.1183571135517802,0.024468264143628,0.024980912845503,0.0230555997444112,0.0027671867565271,0.0338323591751487
4660,1371,31,-0.0065938707861026,-0.001301988330407,-0.0135870867620304,-0.0159618453194549,-0.0072824527651387,-0.0108178530227123,0.0052918824556955,0.0063046339968917,0.0051439922967426,-0.0036429433806268,0.0163036208007948
4661,1002,29,-0.0229168203123635,-0.029051856989348,-0.0260367468124982,-0.0339937942348522,-0.0324819099431439,-0.0408785241181621,-0.0061350366769845,-0.0064451631306456,-0.0068847298833099,-0.0176630507126349,0.0095348484037369
4670,1229,30,-0.0046666405557671,0.0110890279934063,-0.0074061490007362,-0.0194918686176823,0.0084146296156738,-0.0022824559388532,0.0157556685491735,0.01582077861641,0.0172094126788291,0.0073795037687844,0.0287960984535135
4740,1720,31,-0.0019853725980867,0.0322901705038064,-0.0049622087385989,-0.0042257271644208,0.0289389488245866,0.0333577238686384,0.0342755431018931,0.0339011575631856,0.0375834510330592,0.0030469005175639,0.0509926479828723
4750,808,30,-0.0006637900401993,0.0512936316635722,-0.0031182019642581,-0.0064015556969887,0.0492133557029899,0.0462524872867655,0.0519574217037716,0.052331557667248,0.0526540429837543,-0.0073638941874224,0.0631642163775703
4770,2250,30,-0.0030792100533052,-0.002433910436455,-0.0066767428851777,-0.013272627208563,-0.0084961988705216,-0.0106040856007021,0.0006452996168502,-0.0018194559853439,0.0026685416078608,-0.0019050792491997,0.0095120347571582
4860,1993,32,-0.0001966870963381,-0.0009975520681331,-0.0013319440249448,-0.0022486203422951,-0.0021537577581915,-0.0030745268141585,-0.0008008649717949,-0.0008218137332467,-0.0008259064718634,-0.0110157428729471,0.0104676507667511
4880,2962,31,-0.0039241507612672,0.0017628113939051,-0.0069691180081326,-0.0084201486013215,-0.0006544912408905,0.0001041771229255,0.0056869621551723,0.006314626767242,0.0085243257242471,0.0017598259201113,0.0108683155735571
4930,3039,32,0.0007145102814943,-0.0019192580473554,-2.4064515143695783e-05,-0.0012475958580069,-0.0025335762769733,-0.0042027803445467,-0.0026337683288498,-0.0025095117618296,-0.0029551844865398,-0.0073823217957163,0.0053007470209747
4940,1150,29,-0.0028076752376122,-0.0425294513803318,-0.0349226661084667,-0.0127029173741739,-0.0600283316267244,-0.0171995855543236,-0.0397217761427195,-0.0251056655182577,-0.0044966681801497,-0.0405404615996743,0.0058872994339132
4950,3185,32,-0.0016497606662624,0.0157041978653603,-0.0025075084392647,-0.0006052281709698,0.0137214427332026,0.0121815223362585,0.0173539585316228,0.0162289511724673,0.0127867505072284,0.0102681608943517,0.0266385569866774
4980,3149,32,-0.0095016209018587,-0.0246717667394635,-0.0054935721260849,-0.0137733032906592,-0.0133217505048057,-0.0302380507708073,-0.0151701458376047,-0.0078281783787208,-0.016464747480148,-0.013336080314784,0.0131267945466652
5010,1849,30,-0.0038784792137904,0.0066807721948224,-0.006006278093354,-0.0074224832167597,0.0054214987322974,0.0027672595259828,0.0105592514086129,0.0114277768256515,0.0101897427427426,-0.0048026739420452,0.0284816233687767
5011,1400,32,0.0005128698112125,0.0111378084091885,-0.0022294143738139,-0.0067149263516059,0.0102626235017508,0.0057129132263981,0.0106249385979759,0.0124920378755648,0.012427839578004,0.0025899581977924,0.0233249785233418
5060,1620,29,-0.0013256036320414,0.0146656132810059,-0.0044914003341933,-0.0117531706242401,0.007000128505713,-0.0007276951757011,0.0159912169130473,0.0114915288399064,0.011025475448539,0.0041629155466691,0.0254966063739483
5070,1654,29,-0.0049780652384483,0.0053386157561562,-0.0094315563497402,-0.0163940507501114,0.0005320054400868,-0.0064186533950429,0.0103166809946045,0.009963561789827,0.0099753973550684,0.0012424471509856,0.0198355512857907
5100,1116,32,-0.0031437492069292,-0.0063823969138321,-0.004904890238043,-0.0079816914329791,-0.008572303859005,-0.0112062550332421,-0.0032386477069028,-0.003667413620962,-0.003224563600263,-0.0098620273928791,0.0030755002776935
5110,2532,30,-0.0059716689760345,-0.0303066968693381,-0.0064756447524552,-0.0115628826329987,-0.0299524612389865,-0.0379886948457761,-0.0243350278933036,-0.0234768164865313,-0.0264258122127774,-0.030518511111595,0.003708988836746
5170,957,29,-0.0013385539028736,-6.47252474159643e-05,-0.0048203124633745,-0.0126293052960446,-0.0021921554135087,-0.0111914596563416,0.0012738286554576,0.0026281570498658,0.001437845639703,-0.0123354572070358,0.0145236731038557
5190,2490,31,-0.0067849857965973,-0.0027112035376972,-0.0015954099118073,-0.0101239682796105,-0.0211260362528331,-0.0390066762124878,0.0040737822589,-0.0195306263410257,-0.0288827079328772,0.003419291473638,0.0278264989010942
5290,2476,31,0.0060041369354356,0.0050151952353507,-0.0077450008379302,-0.005631742526615,-0.0114023897400572,-0.0040728562031606,-0.0009889417000849,-0.0036573889021269,0.0015588863234543,-0.0052882007459197,0.0102605949927246
5330,989,30,-0.0124434028723088,-0.0049436412572609,-0.1584710357759253,-0.1818901869240796,-0.1457956267112987,-0.1666554954175061,0.0074997616150478,0.0126754090646266,0.0152346915065735,-0.006519281430166,0.0253372186560612
540,872,29,-0.0118481425756054,-0.0072192800533368,-0.0125609348458497,-0.025348593801175,-0.0077111504933087,-0.0198914661956939,0.0046288625222685,0.004849784352541,0.0054571276054811,-0.000205769495793,0.0174203996525855
5400,1456,32,-0.0013249511035595,0.0087836686490739,-0.0137046534639191,-0.009580486955385,-0.0032874748702358,0.001685817531573,0.0101086197526335,0.0104171785936832,0.011266304486958,0.0026546706353059,0.0204227966594558
5420,1722,31,-0.0045229678623739,0.0070982949211874,-0.0074228123855233,-0.0126676213518195,-0.0014314547845208,-0.0444931900503255,0.0116212627835613,0.0059913576010024,-0.031825568698506,0.0058651351336985,0.0194552420608226
5460,1549,30,-0.0078561662383978,0.0046626655962834,-0.0152798548299781,-0.0407760954861609,-0.0027201889914696,-0.0298455274612847,0.0125188318346812,0.0125596658385085,0.0109305680248761,-0.0060268975627698,0.0371496753970707
5580,676,29,-0.0020846026813814,-0.0079434378829894,-0.0070695566466016,-0.0257748753209521,-0.0145943217700408,-0.0312577070460744,-0.005858835201608,-0.0075247651234391,-0.0054828317251223,-0.0136672314553162,-0.0015583639230968
5600,2762,31,-0.0010842033031446,0.0180233837434188,-0.0019277417341487,-0.0046332323946585,0.01889757793529,0.0171454153299133,0.0191075870465634,0.0208253196694387,0.0217786477245718,0.0092267833688543,0.0326426908980333
5630,1596,30,-0.0062902874996597,-0.001424240376127,-0.0095686031532318,-0.0073508085261766,-0.0044250055969077,-0.0001204504351297,0.0048660471235326,0.005143597556324,0.0072303580910468,-0.0006590550360057,0.0110450135431397
5670,633,28,-0.0032150890409305,0.0012948170858622,-0.0434060419394031,-0.0490117188780039,-0.0432947181594549,-0.053053044399423,0.0045099061267928,0.0001113237799481,-0.0040413255214191,-0.0025001673972525,0.0129744144109587
5810,2421,31,-0.0019239785317703,0.0104071418969662,-0.0026727131689165,-0.006377445905743,0.0093743749552843,0.0052631325851115,0.0123311204287366,0.0120470881242009,0.0116405784908546,0.0075306620717958,0.0221685834368108
5830,667,30,-0.0600673405506639,-0.0529361418892464,-0.1768732823024505,-0.1588111975841728,-0.1595253340696218,-0.146756347772303,0.0071311986614175,0.0173479482328287,0.0120548498118697,-0.0002477609107127,0.0156269388773378
5840,875,28,-0.0030385298123187,0.0010619634264745,-0.0108439427328872,-0.0151898830596626,-0.0058483009136693,-0.0089819646956226,0.0041004932387933,0.0049956418192178,0.0062079183640399,-0.002421894015918,0.0116281500564931
5870,1551,30,-0.0088345687956628,-0.0190727641321626,-0.0289205310889522,-0.0330272706932153,-0.0552902147211127,-0.0079673861711859,-0.0102381953364998,-0.0263696836321605,0.0250598845220293,-0.0160499956554707,0.017718617882984
5930,1917,30,-0.0004059077655851,0.0129874525490527,-0.0028247927932316,0.0013520247989344,0.0086014166474429,0.0118559238268365,0.0133933603146378,0.0114262094406746,0.010503899027902,-0.0038610701389071,0.0202444001542492
5950,1277,29,-0.0087374107889708,-0.0084084033406215,-0.0499157723355863,-0.0628905530892129,-0.0272894350414365,-0.0335281929120538,0.0003290074483492,0.0226263372941497,0.029362360177159,-0.005234679628085,0.0074798402138194
5970,1383,29,0.0002089885898614,0.0131624445092374,-0.0040277420592773,-0.0066209475479146,0.0142725915025312,0.0111459922136222,0.012953455919376,0.0183003335618086,0.0177669397615368,-0.0001683537348308,0.0293210639765504
5980,1951,30,-0.001423583572466,-0.0003577029517018,-0.0047565126702497,-0.0071344496684782,-0.0036214287964462,-0.0064423928480128,0.0010658806207641,0.0011350838738035,0.0006920568204653,-0.0019804401138332,0.0064695880896025
6080,1324,28,-0.0067908200414603,-0.0086034827059524,-0.0134046719367904,-0.0153456124773649,-0.0131565347454309,-0.019133499396321,-0.001812662664492,0.0002481371913594,-0.003787886918956,-0.006093616725583,0.00298050050031
6110,1606,29,-0.0028178105227749,0.0256115930604436,-0.0063477071391744,-0.0095109605364767,0.0225147224887987,0.0193784998223238,0.0284294035832186,0.0288624296279731,0.0288894603588005,-0.1136362580158404,0.0563266866460223
6120,2333,32,-0.0118325296648811,-0.0174961405857827,-0.0154953357928167,-0.0171005819438623,-0.0220150877141065,-0.022467106467193,-0.0056636109209016,-0.0065197519212898,-0.0053665245233307,-0.0192851483364238,0.0054249104646407
6130,3094,32,-0.0056413574844167,-0.0002948024662774,-0.0057524212041255,-0.0078816669724719,-0.0002236972198159,-0.0022002485761134,0.0053465550181392,0.0055287239843095,0.0056814183963584,-0.000224858567205,0.0125507701591325
6140,2479,31,0.0029561897471991,0.0183201861178998,-0.0174368309831738,-0.0012132631428174,-0.0024277733796338,0.0135238176262094,0.0153639963707007,0.0150090576035399,0.0147370807690269,-0.0037753321019551,0.0181651401383874
6170,2363,31,-0.008688298866448,0.0141161112895519,-0.0236596171899159,-0.0403901734060734,0.0026149876673712,-0.0085309023843371,0.0228044101559999,0.0262746048572871,0.0318592710217362,-1.9172304283491857,-0.0880429965825786
6190,2118,31,-0.0044003889374997,0.0016141738965088,-0.0142694706072312,-0.0180887230627473,-0.0066853572838865,-0.0110352337203318,0.0060145628340085,0.0075841133233447,0.0070534893424154,-0.0001851435390628,0.0145442903327414
6240,2289,31,-0.0042837027129181,0.0071677851872846,-0.0055649163319211,-0.0046409018339215,0.0053469588229069,0.0064791695181096,0.0114514879002027,0.010911875154828,0.0111200713520311,0.0017322976332499,0.0209698362920596
6270,2127,31,-0.0023325264629261,-0.0022654562946804,-0.0045117938925389,-0.0116104332970428,-0.0044720507006505,-0.0116308312357356,6.707016824569756e-05,3.974319188837505e-05,-2.039793869279549e-05,-0.004475660674213,0.0075655385669865
6280,1427,30,-0.0460078725835544,-0.0391398849941322,-0.0667423491291494,-0.0537957006508231,-0.0565250965036041,-0.0450679976152688,0.0068679875894221,0.0102172526255452,0.0087277030355543,-0.0019197500079892,0.0134929277386805
6290,786,29,-0.0042929315436575,0.0083094303161148,-0.0254459624414764,-0.0458917249539543,-0.014088697290912,-0.0360385399924678,0.0126023618597723,0.0113572651505644,0.0098531849614864,0.0019717697443905,0.0243349835375681
6310,1089,29,0.0023695489444974,0.0409924556355918,-0.002063333276024,-0.0047671026508253,0.0372977266070597,0.0345763723649636,0.0386229066910943,0.0393610598830838,0.039343475015789,0.0115191321871988,0.057441631237194
6360,1267,29,-0.0520021207561716,-0.0327181365593309,-0.0744053563129689,-0.1241279155021901,-0.053897847421201,-0.1026786586231169,0.0192839841968406,0.0205075088917678,0.0214492568790731,0.0064768714865843,0.0277102586396196
6450,743,29,-0.0016939553166051,0.0034120763492356,-0.0024480914694742,-0.0079609296116269,0.0030854216351711,-0.0026961712715061,0.0051060316658407,0.0055335131046453,0.0052647583401208,-0.0027046363779332,0.0123223048256355
6480,1353,29,-0.0024762766493691,0.0722335556212587,-0.0009346185251764,-0.0049491136352792,0.0703353134506263,0.0661842521501602,0.0747098322706278,0.0712699319758027,0.0711333657854395,0.0261162336056006,0.0808044326402056
6520,2516,31,-0.0004608618089541,0.0007600667792074,-0.0033253185786932,-0.0347826618137152,-0.0018331004359275,-0.0318463201076719,0.0012209285881615,0.0014922181427656,0.0029363417060432,-0.0033622239545876,0.0066696792052432
6550,734,29,-0.1715019626134777,-0.1261457135965056,-0.1176948534725446,-0.1785644622841757,-0.1319285806616679,-0.1789948923628623,0.0453562490169721,-0.0142337271891233,-0.0004304300786865,-0.0462417588118691,0.1600022645299321
6590,830,29,-0.0004841495325291,0.0235000445360943,-0.0042060585810264,-0.003448527402843,0.0267366847063469,0.0234083023861606,0.0239841940686235,0.0309427432873733,0.0268568297890037,0.0105724571832945,0.0356577998444051
6670,733,29,-0.006823085406453,0.025551689345992,-0.0125462263687812,-0.028318153233195,0.0200871025160822,0.0119055799101559,0.0323747747524451,0.0326333288848634,0.040223733143351,0.0091445949559586,0.0528804889247049
6710,1127,29,-0.0019206592556073,0.0159229608687464,-0.0042112923719859,-0.005592398511542,0.0132486924434693,0.0115040608387203,0.0178436201243538,0.0174599848154553,0.0170964593502623,0.0055414320665271,0.0328080038474109
6740,1404,30,-0.0044328670021465,0.0131150855922574,-0.0066623546335726,-0.0285338113650215,0.0112905807954107,-0.0116778674992419,0.017547952594404,0.0179529354289834,0.0168559438657796,0.0059070370171022,0.0266800764501673
6750,773,31,-0.0011239568765886,0.0028002495846687,-0.0071978565012125,-0.013564002433078,-0.0032784990676799,-0.0098837477401063,0.0039242064612573,0.0039193574335325,0.0036802546929717,-0.0059069211621149,0.0142537682351804
6810,2809,31,-0.0054728030518247,0.0034156741977273,-0.0073293553240987,-0.0086146087529079,-0.0007961824532791,-0.0023425094585407,0.0088884772495521,0.0065331728708195,0.0062720992943672,0.0042780609533879,0.0221957912131825
6830,1450,29,0.0156426766736359,0.0035025689049262,-0.0009135320713207,-0.0026736559108866,-0.0010854595811069,-0.0035456597387411,-0.0121401077687096,-0.0001719275097862,-0.0008720038278544,-0.0138503336543967,0.0067767869769437
6850,738,29,-0.0031138988919281,-0.0098666144187442,-0.0055882939122229,-0.0196652296807808,-0.012266929820351,-0.0244850731798007,-0.0067527155268161,-0.0066786359081281,-0.0048198434990198,-0.0197196273310918,0.0053033957755443
6870,1484,29,-0.0030828152176058,0.0281227431755831,-0.0735477786675975,-0.0806272579350442,-0.0352932126207143,-0.0415809470657415,0.031205558393189,0.0382545660468831,0.0390463108693026,0.0180084839520029,0.0410831112878923
6882,2710,31,-0.0012538340418146,-0.0147022733095527,-0.0073219436927443,-0.0085897596552213,-0.0209474286909376,-0.0221825386685787,-0.013448439267738,-0.0136254849981933,-0.0135927790133574,-0.0249884644367665,-0.0007134141954775
70,659,31,-0.0053054929707574,-0.0031453431630907,-0.0168874534316922,-0.0224560941208695,-0.0152218179860839,-0.0203354546815197,0.0021601498076666,0.0016656354456083,0.0021206394393498,-0.0095130108273323,0.015915808252022
7030,1955,29,-0.0167411824849834,-0.0317566063879224,-0.0097792045054996,-0.0662102692998833,-0.0218126839692973,-0.0119488191704899,-0.0150154239029389,-0.0120334794637977,0.0542614501293934,-0.0193129229431378,0.0037664666739581
7040,2248,30,-0.0065334171922626,-0.0022668996759858,-0.0149976927533397,-0.0411480337544123,-0.0067083757031882,-0.0465692114803231,0.0042665175162768,0.0082893170501514,-0.0054211777259107,-0.000300760647667,0.0217847548656241
7050,2074,30,-0.0120081710300812,-0.0191011337000193,-0.0087152395748437,-0.0227065616767521,-0.0131257427979083,-0.0204593529257415,-0.007092962669938,-0.0044105032230645,0.0022472087510105,-0.020681335709485,0.0145662044603211
7180,1406,29,-0.016734678404243,0.0221184620961399,-0.1066767578378806,-0.2883275765683333,-0.0484384142101983,-0.1857957704026853,0.038853140500383,0.0582383436276823,0.1025318061656479,-0.0045416630321693,0.0531545301060862
7210,2296,31,-0.0030935795787436,0.0159858084850357,-0.0070231823001172,-0.0096452211665056,0.0111214476320369,0.0086140176432378,0.0190793880637794,0.0181446299321541,0.0182592388097435,0.0108914173824698,0.0306049775090142
7280,1290,30,-0.0114952982480587,-0.0170836833252028,-0.0377893059364118,-0.0559553378026205,-0.0475540419812443,-0.0642277731272216,-0.005588385077144,-0.0097647360448325,-0.008272435324601,-0.0138869226978783,0.0010212729059653
7310,1511,30,-0.0017461326798944,0.0247237832514203,-0.0014210236972782,-0.0033124950910319,0.0249215455952305,0.0237546272879751,0.0264699159313147,0.0263425692925087,0.0270671223790071,0.0102050081175474,0.0385299843821737
7350,1736,31,0.0062069315448879,0.0068742974096324,-0.0147428909720952,-0.0028311445026674,-0.0136872486749526,-0.0030508534894024,0.0006673658647444,0.0010556422971426,-0.000219708986735,-0.0045377453292258,0.0091416433571275
7360,987,29,0.0005773942311855,0.0184705141495744,-0.0031055198841214,-0.0081271862735401,0.014484061633008,0.0090749047908295,0.0178931199183889,0.0175895815171295,0.0172020910643696,8.621371296747837e-05,0.0267820346106833
7480,808,30,-0.0306672173871187,-0.024381641683999,-0.0416281354316636,-0.0422692038198171,-0.0331041467406985,-0.0349108191703133,0.0062855757031197,0.0085239886909651,0.0073583846495037,-2.1162328502702388e-06,0.0128482875475602
7490,827,31,-0.0328426320007533,-0.0059765066068961,-0.0569142399606585,-0.0546430565732116,-0.0302208213217347,-0.024574677978526,0.0268661253938571,0.0266934186389238,0.0300683785946855,0.0097501327254186,0.0409038110903404
7510,1709,29,-0.0175385169675275,0.015019162050269,-0.1014379450035838,-0.1919807331345338,-0.0944459566065887,-0.161231221584249,0.0325576790177966,0.0069919883969951,0.0307495115502847,0.0093287747468895,0.0483401227944762
7550,1605,30,-0.0089380412083279,-0.0088782837351835,-0.0167413054500402,-0.0114019569483392,-0.0199045923286691,-0.0218249015196889,5.975747314446167e-05,-0.0031632868786288,-0.0104229445713497,-0.0054035537650921,0.0094494213088146
7560,986,31,-0.0036056015430527,0.0091705541623551,-0.0044781530549897,-0.0174250590204281,0.0089806097454864,-0.0035256599761541,0.0127761557054079,0.0134587628004761,0.0138993990442739,0.0032766101626562,0.0213178847289622
7580,876,31,-0.008921349123889,-0.0002311370219165,-0.0124665111685191,-0.0304820844562596,-0.0041107294621773,-0.0205924315843977,0.0086902121019725,0.0083557817063417,0.0098896528718619,-0.000602394645509,0.0155144853282068
7590,1189,31,-0.010707114778325,-0.0211384571566508,-0.0509708707546259,-0.1756467500943463,-0.064871973722046,-0.1902042636290377,-0.0104313423783257,-0.01390110296742,-0.0145575135346913,-0.0248989558785009,-0.0019585490862166
7610,3092,32,-0.001795542448961,0.0034856987469077,-0.001345992923363,-0.0003347704609539,0.0037859935717214,0.0038215763231728,0.0052812411958688,0.0051319864950845,0.0041563467841267,0.0017629504630422,0.0124470199250726
7660,2020,29,0.0004401516867184,0.0057948501365638,-0.0238116623465791,-0.022527603587803,-0.0163462937591238,-0.0199256883277683,0.0053546984498454,0.0074653685874552,0.0026019152600347,-0.0031192894438833,0.0126155859096014
