species,M1_loyo,M3_loyo,HG_loyo
6130,-0.00021690260833273634,0.03920696763854581,0.039423870246878545
6140,-3.7799842132812955e-05,0.03508646121294212,0.035124261055074935
6170,-0.0001301003442428783,-0.01555193228034657,-0.015421831936103692
6190,-0.00036390017271048514,0.015783289783327326,0.01614718995603781
6240,-2.4790875684077562e-05,0.03798612175145377,0.03801091262713785
6270,-0.00031567901539819587,0.02126176767454513,0.021577446689943325
6280,-0.0006657299976062792,0.027565332178797086,0.028231062176403365
6290,-0.0009225989771639576,0.03171485608159563,0.03263745505875959
6310,0.0004878833735076915,0.06366249879295072,0.06317461541944303
6360,5.802408770327894e-05,0.04409845537395507,0.04404043128625179
6450,-2.2823718231476936e+22,-3.274503670409238e+22,-9.921318472615446e+21
6480,0.0009449314338941806,0.0893540983693315,0.08840916693543732
6520,-0.00019301635271906648,0.037410318895915284,0.03760333524863435
6550,-0.00015995031447935126,0.028700704857176018,0.02886065517165537
6590,-0.0005457022594572702,0.048689022420114525,0.049234724679571795
6670,-0.0005587067407917257,0.07692698328063097,0.07748569002142269
6710,-0.0004894223824922772,0.06508991208788961,0.06557933447038189
6740,-0.0003909158292023651,0.02710787606237819,0.027498791891580554
6750,9.635213598890857e-05,-0.0011515403490656162,-0.0012478924850545248
6810,-0.000389348544737933,0.03501535622396634,0.035404704768704276
6830,0.00028019725366046355,0.05937618231062758,0.059095985056967115
6850,-0.0013409505816996958,0.013984582651934918,0.015325533233634614
6870,-0.0005816858704119632,0.05293201691853222,0.053513702788944184
6882,-5.4542836286586294e-05,0.061931463071931314,0.0619860059082179
70,-0.000244025884764687,-0.0010761700103776306,-0.0008321441256129436
7030,-0.000887390409296307,0.04567147185781939,0.0465588622671157
7040,-0.00021546920913184664,0.02263008742032635,0.022845556629458197
7050,-6.441982338412089e-05,0.019395715748497522,0.019460135571881643
7180,-0.0006099636501497585,0.08604696222817998,0.08665692587832974
7210,-0.00015139568969901873,0.04462628283814585,0.044777678527844866
7280,-0.00011489647785634105,0.02265274197061795,0.022767638448474292
7310,-8.072309931606014e-07,0.04944858130554741,0.04944938853654057
7350,-0.00024992449255933913,0.019665665684126865,0.019915590176686204
7360,0.001262241856251678,0.06047293445672519,0.05921069260047351
7480,-0.0007237901420318327,0.02956886233728029,0.03029265247931212
7490,8.480693195644928e-05,0.042982691939673745,0.042897885007717296
7510,-0.00013888638877723736,0.08619854457645337,0.08633743096523061
7550,-0.0015914674597343748,0.03862571580981844,0.040217183269552814
7560,0.0006339119033313967,0.027710468195602633,0.027076556292271237
7580,-0.00011571443187574637,0.016133039553568373,0.01624875398544412
7590,-0.00014399420005251073,0.02162532536442907,0.021769319564481582
7610,-0.00019115717348938688,0.04040330272277315,0.040594459896262536
7660,-0.0005331061837137163,0.035846548567099124,0.03637965475081284
